ngram,log_odds,count_top,count_bot
disciplined,1.2921653297975215,7,3
7 ppg,1.2921653297975215,7,3
intriguing prospect,1.2921653297975215,7,3
movements,1.2921653297975215,7,3
length 7,1.2921653297975215,7,3
0 25,1.2921653297975215,7,3
accurate,1.2921653297975215,7,3
honest,1.2921653297975215,7,3
obviously,1.2921653297975215,7,3
testing,1.2921653297975215,7,3
240,1.2921653297975215,7,3
cannot,1.2921653297975215,7,3
foul line,1.2921653297975215,7,3
pointer,1.2921653297975215,7,3
prototypical,1.2921653297975215,7,3
play either,1.2921653297975215,7,3
50 barefoot,1.2921653297975215,7,3
energy,1.2839673582544329,44,19
picks,1.2404575423161752,9,4
wiry,1.2404575423161752,9,4
bringing,1.2404575423161752,9,4
help defender,1.2404575423161752,9,4
point guard,1.223399272900247,91,41
afraid,1.2093771081728981,22,10
onto,1.2084829343907106,11,5
interior,1.2084829343907106,11,5
dunks,1.2015809839827707,35,16
foul,1.2015809839827707,35,16
understands,1.1875267968180516,26,12
2022 draft,1.1875267968180516,26,12
60,1.1867533417452272,13,6
bigman,1.1867533417452272,13,6
extremely well,1.1867533417452272,13,6
important,1.1867533417452272,13,6
finishes,1.1820593729527449,41,19
forces,1.171025205718859,15,7
63,1.171025205718859,15,7
camp,1.171025205718859,15,7
disruptive,1.171025205718859,15,7
cut,1.149783705643637,19,9
9 5,1.149783705643637,19,9
tremendous,1.1428546391517926,42,20
terrific,1.1361073087810496,23,11
barefoot 6,1.1011921757113132,51,25
age,1.0725169657287132,44,22
open floor,1.0719880222585125,22,11
0 standing,1.0719880222585125,22,11
elite level,1.0719042344401242,20,10
athletes,1.071805907555401,18,9
including,1.0716875943156943,16,8
deal,1.0716875943156943,16,8
proved,1.0716875943156943,16,8
lacks great,1.0716875943156943,16,8
steady,1.0715407380269912,14,7
big east,1.0715407380269912,14,7
outside shooting,1.0715407380269912,14,7
conditioning,1.0713510846530188,12,6
knocked,1.0713510846530188,12,6
5 inch,1.0710929940042178,10,5
sees,1.0710929940042178,10,5
3 25,1.0710929940042178,10,5
foot wingspan,1.0710929940042178,10,5
great deal,1.0710929940042178,10,5
carry,1.0707152336751395,8,4
draft notes,1.0707152336751395,8,4
guys,1.0707152336751395,8,4
steadily,1.0707152336751395,8,4
fat,1.0707152336751395,8,4
establish,1.0707152336751395,8,4
kick,1.0707152336751395,8,4
great feel,1.0707152336751395,8,4
usage,1.0707152336751395,8,4
00 wingspan,1.0707152336751395,8,4
body fat,1.0707152336751395,8,4
entering,1.0707152336751395,8,4
ballhandler,1.0707152336751395,8,4
eye,1.0700984316837658,6,3
well laterally,1.0700984316837658,6,3
4 per,1.0700984316837658,6,3
block per,1.0700984316837658,6,3
weaknesses needs,1.0700984316837658,6,3
2 per,1.0700984316837658,6,3
perimeter player,1.0700984316837658,6,3
openings,1.0700984316837658,6,3
perimeter players,1.0700984316837658,6,3
strong work,1.0700984316837658,6,3
hips,1.0700984316837658,6,3
respect,1.0700984316837658,6,3
sub,1.0700984316837658,6,3
defensive awareness,1.0700984316837658,6,3
coached,1.0700984316837658,6,3
mind,1.0700984316837658,6,3
minded,1.0700984316837658,6,3
defensive versatility,1.0700984316837658,6,3
spent,1.0700984316837658,6,3
second jump,1.0700984316837658,6,3
killer,1.0700984316837658,6,3
college player,1.0700984316837658,6,3
level athletes,1.0700984316837658,6,3
explosion,1.0700984316837658,6,3
drawing fouls,1.0700984316837658,6,3
difficulty,1.0700984316837658,6,3
3 assists,1.0700984316837658,6,3
perimeter skills,1.0700984316837658,6,3
college 3,1.0700984316837658,6,3
209,1.0700984316837658,6,3
136,1.0700984316837658,6,3
187,1.0700984316837658,6,3
pepperdine,1.0688853636721891,4,2
quick second,1.0688853636721891,4,2
4 11,1.0688853636721891,4,2
mid late,1.0688853636721891,4,2
family,1.0688853636721891,4,2
glimpses,1.0688853636721891,4,2
strong enough,1.0688853636721891,4,2
takes pride,1.0688853636721891,4,2
percent shooting,1.0688853636721891,4,2
offensive fouls,1.0688853636721891,4,2
pride,1.0688853636721891,4,2
jump hooks,1.0688853636721891,4,2
enter,1.0688853636721891,4,2
sweet,1.0688853636721891,4,2
phenomenal,1.0688853636721891,4,2
academy aran,1.0688853636721891,4,2
33 3,1.0688853636721891,4,2
meaning,1.0688853636721891,4,2
jab step,1.0688853636721891,4,2
171,1.0688853636721891,4,2
head coach,1.0688853636721891,4,2
level weaknesses,1.0688853636721891,4,2
aran 2,1.0688853636721891,4,2
shooting needs,1.0688853636721891,4,2
doubles,1.0688853636721891,4,2
make quick,1.0688853636721891,4,2
wingspan 7,1.0688853636721891,4,2
flying,1.0688853636721891,4,2
wild,1.0688853636721891,4,2
comparison n,1.0688853636721891,4,2
great court,1.0688853636721891,4,2
book,1.0688853636721891,4,2
extremely high,1.0688853636721891,4,2
tremendously,1.0688853636721891,4,2
greater,1.0688853636721891,4,2
perceived,1.0688853636721891,4,2
quicker players,1.0688853636721891,4,2
right shoulder,1.0688853636721891,4,2
grade,1.0688853636721891,4,2
appear,1.0688853636721891,4,2
perimeter shooter,1.0688853636721891,4,2
combine derek,1.0688853636721891,4,2
core strength,1.0688853636721891,4,2
ballhandling,1.0688853636721891,4,2
2010 youtube,1.0688853636721891,4,2
4 16,1.0688853636721891,4,2
stopper,1.0688853636721891,4,2
221,1.0688853636721891,4,2
refinement,1.0688853636721891,4,2
much room,1.0688853636721891,4,2
5 attempts,1.0688853636721891,4,2
decided,1.0688853636721891,4,2
blocking shots,1.0688853636721891,4,2
freshman campaign,1.0688853636721891,4,2
turn 22,1.0688853636721891,4,2
rate shot,1.0688853636721891,4,2
rushed,1.0688853636721891,4,2
wing position,1.0688853636721891,4,2
encouraging,1.0688853636721891,4,2
178,1.0688853636721891,4,2
defender averaged,1.0688853636721891,4,2
four star,1.0688853636721891,4,2
9 ppg,1.0688853636721891,4,2
performances,1.0688853636721891,4,2
despite playing,1.0688853636721891,4,2
range shots,1.0688853636721891,4,2
naismith,1.0688853636721891,4,2
solid athleticism,1.0688853636721891,4,2
physical specimen,1.0688853636721891,4,2
170,1.0688853636721891,4,2
strong hands,1.0688853636721891,4,2
sports,1.0688853636721891,4,2
7 9,1.0688853636721891,4,2
recognition,1.0688853636721891,4,2
top notch,1.0688853636721891,4,2
chose,1.0688853636721891,4,2
shooting consistency,1.0688853636721891,4,2
press,1.0688853636721891,4,2
110,1.0688853636721891,4,2
