player_name,draft_year,draft_pick,position,player_id,SEASON_ID,PLUS_MINUS,GP,MIN,PTS,REB,AST,STL,BLK,FG_PCT,FG3_PCT,FT_PCT,FGM,FGA,FG3M,FG3A,FTM,FTA,OREB,DREB,TOV,PF,TEAM_ABBREVIATION,note,VORP,PLAYER_ID,PLAYER_NAME
Isaac Haas,2018,72,Center,,,,,,,,,,,,,,,,,,,,,,,,,not_found_in_api,,,
Jaylen Adams,2018,73,Point Guard/Shooting Guard,1629121.0,2018-19,-1.7,34.0,12.6,3.2,1.8,1.9,0.4,0.1,0.345,0.338,0.778,1.1,3.2,0.7,2.2,0.2,0.3,0.3,1.4,0.8,1.3,ATL,ok,-0.2,1629121.0,Jaylen Adams
Gary Clark,2018,74,Power Forward,1629109.0,2018-19,0.5,51.0,12.6,2.9,2.3,0.4,0.4,0.5,0.331,0.297,1.0,1.0,3.0,0.8,2.7,0.1,0.1,0.5,1.8,0.1,0.9,HOU,ok,0.2,1629109.0,Gary Clark
Vince Edwards,2018,75,Small Forward,,,,,,,,,,,,,,,,,,,,,,,,,not_found_in_api,,,
Devon Hall,2018,76,Point Guard/Shooting Guard,1628985.0,2019-20,0.8,11.0,7.3,1.8,0.6,1.2,0.4,0.1,0.2,0.235,0.5,0.5,2.7,0.4,1.5,0.4,0.7,0.2,0.5,0.5,0.5,OKC,ok,-0.1,1628985.0,Devon Hall
George King,2018,77,Small Forward,77268.0,,,,,,,,,,,,,,,,,,,,,,,,no_data_in_2018-19_to_2022-23,,,
Bonzie Colson,2018,78,Small Forward/Power Forward,1629045.0,2018-19,-2.8,8.0,12.3,4.9,3.8,0.4,0.6,0.1,0.333,0.238,0.889,1.6,4.9,0.6,2.6,1.0,1.1,1.0,2.8,0.4,0.4,MIL,ok,0.0,1629045.0,Bonzie Colson
Johnathan Williams,2018,79,Power Forward,1629140.0,2018-19,2.3,24.0,15.5,6.5,4.1,0.5,0.3,0.3,0.591,0.0,0.563,2.7,4.6,0.0,0.1,1.1,2.0,2.0,2.1,0.7,2.6,LAL,ok,-0.1,1629140.0,Johnathan Williams
Deng Adel,2018,80,Small Forward,1629061.0,2018-19,-1.6,19.0,10.2,1.7,1.0,0.3,0.1,0.2,0.306,0.261,1.0,0.6,1.9,0.3,1.2,0.2,0.2,0.2,0.8,0.3,0.7,CLE,ok,-0.3,1629061.0,Deng Adel
Kendall Stephens,2018,81,Shooting Guard/Small Forward,,,,,,,,,,,,,,,,,,,,,,,,,not_found_in_api,,,
Joel Berry,2018,82,Point Guard,,,,,,,,,,,,,,,,,,,,,,,,,not_found_in_api,,,
Theo Pinson,2018,83,Shooting Guard,1629033.0,2018-19,-0.1,18.0,11.7,4.5,2.0,1.2,0.3,0.0,0.342,0.261,0.864,1.4,4.1,0.7,2.6,1.1,1.2,0.2,1.8,1.0,0.8,BKN,ok,-0.1,1629033.0,Theo Pinson
Donte Grantham,2018,84,Small Forward/Power Forward,1629055.0,2018-19,-0.7,3.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,OKC,ok,0.0,1629055.0,Donte Grantham
Tra Holder,2018,85,Point Guard,,,,,,,,,,,,,,,,,,,,,,,,,not_found_in_api,,,
Kostas Antetokounmpo,2018,86,Small Forward/Power Forward,1628961.0,2020-21,1.8,15.0,3.7,0.8,1.3,0.1,0.1,0.3,0.3,0.0,0.462,0.2,0.7,0.0,0.0,0.4,0.9,0.3,1.0,0.7,0.5,LAL,ok,-0.1,1628961.0,Kostas Antetokounmpo
Thomas Wilder,2018,87,Point Guard,,,,,,,,,,,,,,,,,,,,,,,,,not_found_in_api,,,
Jo Lual-Acuil,2018,88,Center,,,,,,,,,,,,,,,,,,,,,,,,,not_found_in_api,,,
Malik Pope,2018,89,Power Forward,,,,,,,,,,,,,,,,,,,,,,,,,not_found_in_api,,,
Ajdin Penava,2018,90,Power Forward,,,,,,,,,,,,,,,,,,,,,,,,,not_found_in_api,,,
Wenyen Gabriel,2018,91,Small Forward/Power Forward,1629117.0,2021-22,1.7,26.0,13.8,5.4,3.7,0.5,0.2,0.4,0.491,0.286,0.595,2.1,4.2,0.3,1.1,1.0,1.6,1.5,2.2,0.6,2.6,LAL,ok,-0.4,1629117.0,Wenyen Gabriel
Jared Terrell,2018,92,Shooting Guard,1629123.0,2018-19,-1.9,14.0,7.9,2.2,0.4,0.9,0.2,0.1,0.308,0.235,0.5,0.9,2.8,0.3,1.2,0.2,0.4,0.1,0.4,0.7,1.1,MIN,ok,-0.2,1629123.0,Jared Terrell
Marcus Foster,2018,93,Point Guard/Shooting Guard,,,,,,,,,,,,,,,,,,,,,,,,,not_found_in_api,,,
Muhammad-Ali Abdur-Rahkman,2018,94,Shooting Guard,,,,,,,,,,,,,,,,,,,,,,,,,not_found_in_api,,,
Trevon Bluiett,2018,95,Shooting Guard,1629129.0,,,,,,,,,,,,,,,,,,,,,,,,no_data_in_2018-19_to_2022-23,,,
Kyle Washington,2018,96,Power Forward,,,,,,,,,,,,,,,,,,,,,,,,,not_found_in_api,,,
Chris Chiozza,2018,97,Point Guard,1629185.0,2019-20,3.3,28.0,14.3,5.1,1.9,3.0,0.8,0.1,0.393,0.375,1.0,2.0,5.0,1.0,2.6,0.2,0.2,0.3,1.6,1.1,1.3,BKN,ok,0.1,1629185.0,Chris Chiozza
Anas Mahmoud,2018,98,Center,,,,,,,,,,,,,,,,,,,,,,,,,not_found_in_api,,,
Jock Landale,2018,99,Center,1629111.0,2022-23,2.0,69.0,14.2,6.6,4.1,1.0,0.2,0.4,0.528,0.25,0.752,2.6,4.9,0.3,1.2,1.1,1.5,1.7,2.3,0.9,1.8,PHX,ok,0.2,1629111.0,Jock Landale
Kendrick Nunn,2018,100,Shooting Guard,1629134.0,2019-20,0.9,67.0,29.3,15.3,2.7,3.3,0.8,0.2,0.439,0.35,0.85,6.0,13.6,2.0,5.8,1.3,1.5,0.3,2.4,1.7,2.3,MIA,ok,-0.1,1629134.0,Kendrick Nunn
Zion Williamson,2019,1,Power Forward,1629627.0,2022-23,5.1,29.0,33.0,26.0,7.0,4.6,1.1,0.6,0.608,0.368,0.714,9.8,16.2,0.2,0.7,6.1,8.6,2.0,5.0,3.4,2.2,NOP,ok,1.9,1629627.0,Zion Williamson
Ja Morant,2019,2,Point Guard,1629630.0,2022-23,5.0,61.0,31.9,26.2,5.9,8.1,1.1,0.3,0.466,0.307,0.748,9.3,19.9,1.5,4.9,6.1,8.1,1.0,4.9,3.4,1.6,MEM,ok,3.8,1629630.0,Ja Morant
RJ Barrett,2019,3,Shooting Guard,1629628.0,2020-21,1.9,72.0,34.9,17.6,5.8,3.0,0.7,0.3,0.441,0.401,0.746,6.5,14.7,1.7,4.3,2.9,3.8,0.9,4.8,1.9,2.6,NYK,ok,0.5,1629628.0,RJ Barrett
Coby White,2019,4,Point Guard/Shooting Guard,1629632.0,2022-23,1.9,74.0,23.4,9.7,2.9,2.8,0.7,0.1,0.443,0.372,0.871,3.6,8.0,1.7,4.6,0.8,0.9,0.2,2.6,1.0,1.6,CHI,ok,0.5,1629632.0,Coby White
Rui Hachimura,2019,5,Power Forward,1629060.0,2023-24,1.8,68.0,26.8,13.6,4.3,1.2,0.6,0.4,0.537,0.422,0.739,5.3,9.9,1.4,3.4,1.5,2.0,0.9,3.5,0.7,1.5,LAL,ok,0.5,1629060.0,Rui Hachimura
DeAndre Hunter,2019,6,Small Forward/Power Forward,,,,,,,,,,,,,,,,,,,,,,,,,not_found_in_api,,,
Darius Garland,2019,7,Point Guard,1629636.0,2022-23,6.3,69.0,35.5,21.6,2.7,7.8,1.2,0.1,0.462,0.41,0.863,7.6,16.4,2.4,6.0,4.0,4.7,0.4,2.3,2.9,2.1,CLE,ok,2.7,1629636.0,Darius Garland
Nassir Little,2019,8,Small Forward,1629642.0,2021-22,-0.5,42.0,25.9,9.8,5.6,1.3,0.6,0.9,0.46,0.331,0.734,3.5,7.5,1.2,3.7,1.6,2.2,1.4,4.2,1.0,2.0,POR,ok,0.2,1629642.0,Nassir Little
Keldon Johnson,2019,9,Shooting Guard/Small Forward,1629640.0,2019-20,3.9,17.0,17.7,9.1,3.4,0.9,0.8,0.1,0.596,0.591,0.795,3.1,5.2,0.8,1.3,2.1,2.6,0.6,2.8,0.8,1.6,SAS,ok,0.3,1629640.0,Keldon Johnson
Bruno Fernando,2019,10,Center,1628981.0,2020-21,-0.7,33.0,6.8,1.5,2.4,0.3,0.1,0.1,0.409,0.0,0.682,0.5,1.3,0.0,0.1,0.5,0.7,0.5,1.9,0.6,0.7,ATL,ok,-0.3,1628981.0,Bruno Fernando
Jaxson Hayes,2019,11,Power Forward/Center,1629637.0,2021-22,0.3,70.0,20.0,9.3,4.5,0.6,0.5,0.8,0.616,0.351,0.766,3.5,5.7,0.3,0.8,2.1,2.7,1.6,2.9,0.8,2.2,NOP,ok,0.8,1629637.0,Jaxson Hayes
Jarrett Culver,2019,12,Shooting Guard,1629633.0,2021-22,-0.5,37.0,9.1,3.5,1.3,0.9,0.5,0.1,0.378,0.255,0.471,1.4,3.6,0.3,1.3,0.4,0.9,0.4,0.9,0.5,1.1,MEM,ok,-0.3,1629633.0,Jarrett Culver
Mfiondu Kabengele,2019,13,Power Forward/Center,1629662.0,2019-20,-0.1,12.0,5.4,3.5,0.9,0.2,0.2,0.2,0.438,0.45,1.0,1.2,2.7,0.8,1.7,0.4,0.4,0.1,0.8,0.2,0.8,LAC,ok,0.1,1629662.0,Mfiondu Kabengele
Goga Bitadze,2019,14,Center,1629048.0,2022-23,0.7,38.0,12.0,4.4,3.6,1.0,0.4,0.7,0.552,0.231,0.548,1.8,3.3,0.2,0.7,0.6,1.1,1.6,2.0,0.6,1.7,ORL,ok,0.3,1629048.0,Goga Bitadze
Matisse Thybulle,2019,15,Shooting Guard/Small Forward,1629680.0,2020-21,1.5,65.0,20.0,3.9,1.9,1.0,1.6,1.1,0.42,0.301,0.444,1.6,3.7,0.7,2.2,0.1,0.3,0.5,1.4,0.5,2.0,PHI,ok,1.3,1629680.0,Matisse Thybulle
Cameron Reddish,2019,16,Shooting Guard/Small Forward,,,,,,,,,,,,,,,,,,,,,,,,,not_found_in_api,,,
Sekou Doumbouya,2019,17,Small Forward/Power Forward,1629635.0,2021-22,12.0,2.0,8.2,7.0,3.0,0.0,1.5,1.0,0.625,0.5,0.75,2.5,4.0,0.5,1.0,1.5,2.0,1.0,2.0,1.0,0.5,LAL,ok,0.1,1629635.0,Sekou Doumbouya
Romeo Langford,2019,18,Shooting Guard,1629641.0,2019-20,2.1,32.0,11.6,2.5,1.3,0.4,0.3,0.3,0.35,0.185,0.72,0.9,2.5,0.2,0.8,0.6,0.8,0.5,0.8,0.3,1.0,BOS,ok,-0.3,1629641.0,Romeo Langford
Nickeil Alexander-Walker,2019,19,Shooting Guard,1629638.0,2023-24,3.8,82.0,23.4,8.0,2.0,2.5,0.8,0.5,0.439,0.391,0.8,2.9,6.6,1.6,4.1,0.6,0.8,0.4,1.6,0.9,1.7,MIN,ok,1.1,1629638.0,Nickeil Alexander-Walker
PJ Washington,2019,20,Power Forward,,,,,,,,,,,,,,,,,,,,,,,,,not_found_in_api,,,
Nicolas Claxton,2019,21,Power Forward,,,,,,,,,,,,,,,,,,,,,,,,,not_found_in_api,,,
Bol Bol,2019,22,Center,1629626.0,2021-22,0.4,14.0,5.8,2.4,1.4,0.4,0.1,0.1,0.556,0.25,0.4,1.1,1.9,0.1,0.3,0.1,0.4,0.3,1.1,0.3,0.3,ORL,ok,0.0,1629626.0,Bol Bol
Brandon Clarke,2019,23,Power Forward/Center,1629634.0,2021-22,2.8,64.0,19.5,10.4,5.3,1.3,0.6,1.1,0.644,0.227,0.654,4.5,7.0,0.1,0.3,1.3,2.0,2.1,3.2,0.5,1.9,MEM,ok,2.0,1629634.0,Brandon Clarke
KZ Okpala,2019,24,Shooting Guard/Small Forward,1629644.0,2021-22,0.3,21.0,11.6,3.7,2.0,0.7,0.2,0.3,0.435,0.346,0.727,1.4,3.3,0.4,1.2,0.4,0.5,0.5,1.4,0.2,1.2,MIA,ok,-0.1,1629644.0,KZ Okpala
Chuma Okeke,2019,25,Small Forward/Power Forward,1629643.0,2023-24,-1.5,47.0,9.2,2.3,1.7,0.4,0.2,0.1,0.357,0.28,0.571,0.9,2.4,0.5,1.7,0.1,0.1,0.4,1.3,0.3,0.4,ORL,ok,-0.2,1629643.0,Chuma Okeke
Tyler Herro,2019,26,Shooting Guard,1629639.0,2021-22,3.6,66.0,32.6,20.7,5.0,4.0,0.7,0.1,0.447,0.399,0.868,7.6,17.0,2.7,6.7,2.9,3.3,0.5,4.5,2.6,1.4,MIA,ok,1.5,1629639.0,Tyler Herro
Eric Paschall,2019,27,Power Forward,1629672.0,2021-22,-0.5,58.0,12.7,5.8,1.8,0.6,0.2,0.1,0.485,0.37,0.767,2.0,4.1,0.7,1.9,1.1,1.5,0.5,1.3,0.5,0.9,UTA,ok,0.3,1629672.0,Eric Paschall
Dylan Windler,2019,28,Shooting Guard/Small Forward,1629685.0,2021-22,-0.2,50.0,9.2,2.2,1.8,0.7,0.3,0.1,0.378,0.3,0.833,0.7,2.0,0.4,1.4,0.3,0.4,0.4,1.4,0.3,0.9,CLE,ok,0.0,1629685.0,Dylan Windler
Luka Samanic,2019,29,Power Forward,1629677.0,2019-20,1.7,3.0,16.1,5.3,3.3,2.0,0.0,0.7,0.313,0.375,0.75,1.7,5.3,1.0,2.7,1.0,1.3,0.3,3.0,0.7,2.0,SAS,ok,,1629677.0,Luka Samanic
Cameron Johnson,2019,30,Small Forward,1629661.0,2022-23,3.7,42.0,28.6,15.5,4.4,1.9,1.2,0.3,0.47,0.404,0.842,5.3,11.3,2.5,6.1,2.4,2.9,0.8,3.6,0.9,2.0,BKN,ok,1.4,1629661.0,Cameron Johnson
Naz Reid,2019,31,Center,1629675.0,2023-24,3.1,81.0,24.2,13.5,5.2,1.3,0.8,0.9,0.477,0.414,0.736,5.0,10.5,2.1,5.0,1.3,1.8,0.9,4.3,1.4,2.1,MIN,ok,1.7,1629675.0,Naz Reid
Ty Jerome,2019,32,Point Guard,1629660.0,2021-22,-0.1,48.0,16.7,7.1,1.6,2.3,0.6,0.1,0.378,0.29,0.809,2.6,6.8,1.1,3.9,0.8,1.0,0.4,1.2,0.8,1.5,OKC,ok,-0.1,1629660.0,Ty Jerome
Louis King,2019,33,Small Forward,1629663.0,2022-23,2.0,1.0,28.8,20.0,4.0,2.0,1.0,0.0,0.615,0.5,0.0,8.0,13.0,4.0,8.0,0.0,1.0,2.0,2.0,2.0,4.0,PHI,ok,0.0,1629663.0,Louis King
Daniel Gafford,2019,34,Power Forward/Center,1629655.0,2020-21,0.9,54.0,14.7,7.0,4.3,0.5,0.5,1.4,0.684,0.0,0.667,2.9,4.2,0.0,0.0,1.3,2.0,1.7,2.5,0.8,1.8,WAS,ok,0.8,1629655.0,Daniel Gafford
Kevin Porter,2019,35,Shooting Guard/Small Forward,1629645.0,2021-22,-4.6,61.0,31.3,15.6,4.4,6.2,1.1,0.4,0.415,0.375,0.642,5.5,13.2,2.5,6.8,2.0,3.2,0.7,3.7,3.1,2.6,HOU,ok,0.2,1629645.0,Kevin Porter Jr.
Carsen Edwards,2019,36,Point Guard,1629035.0,2020-21,-0.8,31.0,8.9,4.0,0.8,0.5,0.2,0.0,0.423,0.286,0.846,1.5,3.6,0.6,2.0,0.4,0.4,0.1,0.7,0.2,0.8,BOS,ok,-0.2,1629035.0,Carsen Edwards
Darius Bazley,2019,37,Small Forward/Power Forward,1629647.0,2019-20,-1.3,61.0,18.5,5.6,4.0,0.7,0.4,0.7,0.394,0.348,0.694,2.0,5.2,0.8,2.3,0.7,1.0,0.5,3.5,0.7,0.9,OKC,ok,0.1,1629647.0,Darius Bazley
Jalen McDaniels,2019,38,Small Forward/Power Forward,1629667.0,2021-22,0.8,55.0,16.3,6.2,3.1,1.1,0.5,0.4,0.484,0.38,0.736,2.2,4.6,0.7,2.0,1.0,1.3,0.7,2.4,0.7,1.7,CHA,ok,-0.1,1629667.0,Jalen McDaniels
Ky Bowman,2019,39,Point Guard,1629065.0,2019-20,-3.9,45.0,22.6,7.4,2.7,2.9,1.0,0.2,0.417,0.308,0.829,3.0,7.1,0.7,2.4,0.8,0.9,0.5,2.2,1.6,2.3,GSW,ok,-0.6,1629065.0,Ky Bowman
Terance Mann,2019,40,Shooting Guard,1629611.0,2021-22,0.8,81.0,28.6,10.8,5.2,2.6,0.7,0.3,0.484,0.365,0.78,4.1,8.5,0.9,2.6,1.6,2.0,1.3,4.0,1.0,2.2,LAC,ok,0.8,1629611.0,Terance Mann
Alen Smailagic,2019,41,Power Forward/Center,1629346.0,2019-20,-0.6,14.0,9.9,4.2,1.9,0.9,0.2,0.3,0.5,0.231,0.842,1.4,2.9,0.2,0.9,1.1,1.4,0.7,1.2,0.8,1.0,GSW,ok,,1629346.0,Alen Smailagic
DaQuan Jeffries,2019,42,Small Forward,1629610.0,2019-20,0.2,13.0,10.9,3.8,1.4,0.5,0.3,0.1,0.5,0.278,0.833,1.5,3.1,0.4,1.4,0.4,0.5,0.2,1.2,0.2,1.5,SAC,ok,-0.1,1629610.0,DaQuan Jeffries
Jordan Bone,2019,43,Point Guard,1629648.0,2019-20,0.0,10.0,5.3,1.2,0.4,0.8,0.1,0.0,0.25,0.2,0.0,0.5,2.0,0.2,1.0,0.0,0.0,0.0,0.4,0.2,0.6,DET,ok,-0.1,1629648.0,Jordan Bone
Justin Wright-Foreman,2019,44,Point Guard/Shooting Guard,1629625.0,2019-20,-7.5,4.0,11.3,4.8,1.3,1.8,0.5,0.0,0.35,0.2,0.75,1.8,5.0,0.5,2.5,0.8,1.0,0.0,1.3,0.8,1.3,UTA,ok,-0.1,1629625.0,Justin Wright-Foreman
Jalen Lecque,2019,45,Point Guard/Shooting Guard,1629665.0,2020-21,-1.0,4.0,3.0,1.3,1.3,0.5,0.0,0.0,0.111,0.0,1.0,0.3,2.3,0.0,0.3,0.8,0.8,0.5,0.8,0.0,0.0,IND,ok,0.0,1629665.0,Jalen Lecque
Grant Williams,2019,46,Power Forward,1629684.0,2022-23,2.6,79.0,25.9,8.1,4.6,1.7,0.5,0.4,0.454,0.395,0.77,2.7,6.0,1.5,3.7,1.2,1.5,1.1,3.5,1.0,2.4,BOS,ok,0.5,1629684.0,Grant Williams
Jaylen Nowell,2019,47,Point Guard/Shooting Guard,1629669.0,2021-22,1.1,62.0,15.7,8.5,2.0,2.1,0.4,0.2,0.475,0.394,0.783,3.2,6.7,1.0,2.6,1.2,1.5,0.4,1.6,0.6,1.2,MIN,ok,0.7,1629669.0,Jaylen Nowell
Joshua Obiesie,2019,48,Point Guard/Shooting Guard,,,,,,,,,,,,,,,,,,,,,,,,,not_found_in_api,,,
Zylan Cheatham,2019,49,Small Forward/Power Forward,1629597.0,2019-20,-7.0,4.0,12.8,3.0,2.3,0.8,0.3,0.3,0.667,0.0,0.0,1.5,2.3,0.0,0.3,0.0,0.0,0.8,1.5,1.0,2.5,NOP,ok,-0.1,1629597.0,Zylan Cheatham
Marcos Louzada Silva,2019,50,Shooting Guard,,,,,,,,,,,,,,,,,,,,,,,,,not_found_in_api,,,
Terence Davis,2019,51,Point Guard/Shooting Guard,1629056.0,2019-20,2.8,72.0,16.8,7.5,3.3,1.6,0.5,0.2,0.456,0.388,0.864,2.8,6.1,1.3,3.4,0.7,0.8,0.7,2.6,1.1,1.7,TOR,ok,0.8,1629056.0,Terence Davis
Oshae Brissett,2019,52,Small Forward,1629052.0,2020-21,2.8,21.0,24.7,10.9,5.5,0.9,0.9,1.0,0.483,0.423,0.769,3.5,7.2,1.6,3.7,2.4,3.1,1.4,4.1,0.5,1.5,IND,ok,0.3,1629052.0,Oshae Brissett
Jontay Porter,2019,53,Power Forward/Center,1629007.0,2020-21,0.1,11.0,4.9,2.0,1.3,0.1,0.3,0.1,0.533,0.375,0.6,0.7,1.4,0.3,0.7,0.3,0.5,0.4,0.9,0.6,1.1,MEM,ok,-0.1,1629007.0,Jontay Porter
Adam Mokoka,2019,54,Shooting Guard,1629690.0,2019-20,4.5,11.0,10.2,2.9,0.9,0.4,0.4,0.0,0.429,0.4,0.5,1.1,2.5,0.5,1.4,0.2,0.4,0.6,0.3,0.2,1.5,CHI,ok,-0.1,1629690.0,Adam Mokoka
Jaylen Hoard,2019,55,Small Forward/Power Forward,1629658.0,2019-20,0.8,13.0,7.9,2.9,2.5,0.3,0.4,0.0,0.469,0.0,0.615,1.2,2.5,0.0,0.2,0.6,1.0,1.1,1.4,0.3,0.9,POR,ok,0.0,1629658.0,Jaylen Hoard
Kenny Wooten,2019,56,Power Forward/Center,1629624.0,,,,,,,,,,,,,,,,,,,,,,,,no_data_in_2019-20_to_2023-24,,,
Isaiah Roby,2019,57,Small Forward/Power Forward,1629676.0,2019-20,-1.3,3.0,3.8,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.7,0.3,0.3,OKC,ok,0.0,1629676.0,Isaiah Roby
Marial Shayok,2019,58,Shooting Guard/Small Forward,1629621.0,2019-20,-3.3,4.0,7.0,2.8,1.8,0.3,0.0,0.3,0.25,0.333,0.75,0.8,3.0,0.5,1.5,0.8,1.0,0.3,1.5,0.8,1.0,PHI,ok,-0.1,1629621.0,Marial Shayok
Zach Norvell,2019,59,Shooting Guard,1629668.0,2019-20,-5.4,5.0,8.2,2.0,1.2,0.6,0.4,0.0,0.25,0.375,1.0,0.6,2.4,0.6,1.6,0.2,0.2,0.0,1.2,0.6,0.8,GSW,ok,,1629668.0,Zach Norvell Jr.
Jaylen Hands,2019,60,Point Guard,,,,,,,,,,,,,,,,,,,,,,,,,not_found_in_api,,,
Tacko Fall,2019,61,Center,1629605.0,2020-21,1.4,19.0,7.1,2.5,2.7,0.2,0.1,1.1,0.724,0.0,0.333,1.1,1.5,0.0,0.0,0.3,0.8,0.8,1.9,0.3,1.2,BOS,ok,0.1,1629605.0,Tacko Fall
Kyle Guy,2019,62,Point Guard/Shooting Guard,1629657.0,2020-21,-0.5,31.0,7.6,2.8,1.1,1.0,0.2,0.0,0.33,0.283,0.8,0.9,2.8,0.4,1.5,0.5,0.6,0.2,1.0,0.4,0.6,SAC,ok,-0.2,1629657.0,Kyle Guy
Simi Shittu,2019,63,Power Forward,,,,,,,,,,,,,,,,,,,,,,,,,not_found_in_api,,,
Brian Bowen,2019,64,Small Forward,1628968.0,2019-20,2.2,6.0,5.2,1.0,1.2,0.0,0.0,0.2,0.3,0.0,0.0,0.5,1.7,0.0,0.3,0.0,0.0,0.2,1.0,0.2,0.5,IND,ok,,1628968.0,Brian Bowen II
Tyler Cook,2019,65,Power Forward,1629076.0,2020-21,-1.1,32.0,13.7,4.9,3.0,0.5,0.3,0.1,0.67,0.5,0.486,2.2,3.2,0.0,0.1,0.5,1.1,0.9,2.1,0.7,1.1,DET,ok,-0.1,1629076.0,Tyler Cook
Talen Horton-Tucker,2019,66,Shooting Guard/Small Forward,1629659.0,2020-21,0.2,65.0,20.1,9.0,2.6,2.8,1.0,0.3,0.458,0.282,0.775,3.4,7.5,0.6,2.0,1.5,2.0,0.4,2.2,1.6,2.0,LAL,ok,0.3,1629659.0,Talen Horton-Tucker
Luguentz Dort,2019,67,Shooting Guard,1629652.0,2023-24,4.4,79.0,28.4,10.9,3.6,1.4,0.9,0.6,0.438,0.394,0.826,3.6,8.3,2.0,5.0,1.6,2.0,0.9,2.7,0.9,2.9,OKC,ok,0.2,1629652.0,Luguentz Dort
Yovel Zoosman,2019,68,Shooting Guard,,,,,,,,,,,,,,,,,,,,,,,,,not_found_in_api,,,
Charlie Brown,2019,69,Shooting Guard,1629718.0,2019-20,2.8,10.0,4.0,2.0,0.4,0.2,0.2,0.2,0.316,0.333,1.0,0.6,1.9,0.3,0.9,0.5,0.5,0.2,0.2,0.3,0.3,ATL,ok,0.0,1629718.0,Charlie Brown Jr.
Lindell Wigginton,2019,70,Point Guard,1629623.0,2021-22,-2.5,19.0,10.5,4.2,1.3,1.2,0.3,0.1,0.426,0.346,0.543,1.4,3.2,0.5,1.4,1.0,1.8,0.2,1.2,0.6,0.9,MIL,ok,-0.2,1629623.0,Lindell Wigginton
Miye Oni,2019,71,Shooting Guard,1629671.0,2020-21,1.7,54.0,9.6,1.9,1.6,0.5,0.2,0.1,0.354,0.341,0.833,0.6,1.8,0.6,1.6,0.1,0.1,0.4,1.1,0.3,1.1,UTA,ok,0.0,1629671.0,Miye Oni
Admiral Schofield,2019,72,Small Forward,1629678.0,2023-24,-0.6,23.0,3.7,1.1,0.7,0.3,0.0,0.0,0.385,0.375,0.0,0.4,1.1,0.3,0.7,0.0,0.1,0.1,0.6,0.2,0.4,ORL,ok,-0.1,1629678.0,Admiral Schofield
Tyus Battle,2019,73,Shooting Guard,,,,,,,,,,,,,,,,,,,,,,,,,not_found_in_api,,,
Aubrey Dawkins,2019,74,Shooting Guard/Small Forward,,,,,,,,,,,,,,,,,,,,,,,,,not_found_in_api,,,
James Palmer,2019,75,Shooting Guard,,,,,,,,,,,,,,,,,,,,,,,,,not_found_in_api,,,
Ignas Brazdeikis,2019,76,Small Forward,1629649.0,2019-20,-1.3,9.0,5.9,1.9,0.6,0.4,0.0,0.1,0.273,0.111,0.8,0.7,2.4,0.1,1.0,0.4,0.6,0.2,0.3,0.2,0.3,NYK,ok,-0.1,1629649.0,Ignas Brazdeikis
Shamorie Ponds,2019,77,Point Guard,1629044.0,2019-20,0.0,4.0,2.6,2.3,0.3,0.5,0.0,0.3,0.6,0.5,1.0,0.8,1.3,0.3,0.5,0.5,0.5,0.0,0.3,0.0,0.5,TOR,ok,0.0,1629044.0,Shamorie Ponds
Deividas Sirvydis,2019,78,Small Forward,1629686.0,2020-21,-1.2,20.0,6.7,2.1,1.5,0.3,0.1,0.0,0.35,0.357,0.5,0.7,2.0,0.5,1.4,0.2,0.3,0.0,1.5,0.3,0.5,DET,ok,-0.1,1629686.0,Deividas Sirvydis
D'Marcus Simonds,2019,79,Point Guard/Shooting Guard,,,,,,,,,,,,,,,,,,,,,,,,,not_found_in_api,,,
Caleb Martin,2019,80,Shooting Guard/Small Forward,1628997.0,2021-22,2.6,60.0,22.9,9.2,3.8,1.1,1.0,0.5,0.507,0.413,0.763,3.5,6.8,1.1,2.6,1.2,1.6,1.2,2.7,0.9,1.7,MIA,ok,1.1,1628997.0,Caleb Martin
Jordan Poole,2019,81,Point Guard/Shooting Guard,1629673.0,2021-22,4.3,76.0,30.0,18.5,3.4,4.0,0.8,0.3,0.448,0.364,0.925,6.2,13.9,2.8,7.6,3.2,3.5,0.4,3.0,2.5,2.7,GSW,ok,1.7,1629673.0,Jordan Poole
Dewan Hernandez,2019,82,Center,1629608.0,2019-20,1.8,6.0,4.7,2.3,2.3,0.5,0.2,0.0,0.357,0.5,0.6,0.8,2.3,0.2,0.3,0.5,0.8,0.8,1.5,0.5,1.0,TOR,ok,-0.1,1629608.0,Dewan Hernandez
Marques Bolden,2019,83,Center,1629716.0,2019-20,4.0,1.0,2.8,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,CLE,ok,0.0,1629716.0,Marques Bolden
Aric Holman,2019,84,Power Forward,,,,,,,,,,,,,,,,,,,,,,,,,not_found_in_api,,,
Matt Morgan,2019,85,Shooting Guard,,,,,,,,,,,,,,,,,,,,,,,,,not_found_in_api,,,
