player_name,draft_year,draft_pick,position,player_id,SEASON_ID,PLUS_MINUS,GP,MIN,PTS,REB,AST,STL,BLK,FG_PCT,FG3_PCT,FT_PCT,FGM,FGA,FG3M,FG3A,FTM,FTA,OREB,DREB,TOV,PF,TEAM_ABBREVIATION,note,PLAYER_ID,PLAYER_NAME,VORP
Dennis Smith,2017,6.0,Point Guard,1628372.0,2018-19,-2.9,53.0,28.5,13.6,2.9,4.8,1.3,0.4,0.428,0.322,0.635,5.2,12.3,1.3,3.9,1.9,2.9,0.6,2.3,2.9,2.4,NYK,ok,1628372.0,Dennis Smith Jr.,0.3
Jayson Tatum,2017,7.0,Small Forward,1628369.0,2019-20,7.6,66.0,34.3,23.4,7.0,3.0,1.4,0.9,0.45,0.403,0.812,8.4,18.6,2.9,7.1,3.8,4.7,1.0,6.0,2.3,2.1,BOS,ok,1628369.0,Jayson Tatum,4.8
Malik Monk,2017,9.0,Shooting Guard,1628370.0,2019-20,-4.2,55.0,21.3,10.3,2.9,2.1,0.5,0.3,0.434,0.284,0.82,3.9,8.9,1.1,3.7,1.5,1.8,0.5,2.4,1.4,1.3,CHA,ok,1628370.0,Malik Monk,0.0
Zach Collins,2017,10.0,Center,1628380.0,2019-20,3.3,11.0,26.4,7.0,6.3,1.5,0.5,0.5,0.471,0.368,0.75,2.9,6.2,0.6,1.7,0.5,0.7,2.3,4.0,1.3,3.3,POR,ok,1628380.0,Zach Collins,-0.1
Lauri Markkanen,2017,11.0,Power Forward,1628374.0,2018-19,-3.8,52.0,32.3,18.7,9.0,1.4,0.7,0.6,0.43,0.361,0.872,6.6,15.3,2.3,6.4,3.3,3.8,1.4,7.6,1.6,2.3,CHI,ok,1628374.0,Lauri Markkanen,1.1
Luke Kennard,2017,12.0,Shooting Guard,1628379.0,2019-20,-0.8,28.0,32.9,15.8,3.5,4.1,0.4,0.2,0.442,0.399,0.893,5.4,12.2,2.6,6.5,2.4,2.7,0.3,3.2,1.5,2.3,DET,ok,1628379.0,Luke Kennard,1.2
Donovan Mitchell,2017,13.0,Shooting Guard,1628378.0,2018-19,4.8,77.0,33.7,23.8,4.1,4.2,1.4,0.4,0.432,0.362,0.806,8.6,19.9,2.4,6.7,4.1,5.1,0.8,3.3,2.8,2.7,UTA,ok,1628378.0,Donovan Mitchell,2.8
TJ Leaf,2017,15.0,Power Forward,1628388.0,2018-19,0.8,58.0,9.0,3.9,2.2,0.4,0.2,0.3,0.541,0.258,0.613,1.7,3.2,0.1,0.5,0.3,0.5,0.7,1.4,0.2,0.6,IND,recovered:last_unique,1628388.0,T.J. Leaf,
Kyle Kuzma,2017,16.0,Power Forward,1628398.0,2018-19,-0.8,70.0,33.1,18.7,5.5,2.5,0.6,0.4,0.456,0.303,0.752,7.1,15.5,1.8,6.0,2.7,3.6,0.9,4.6,1.9,2.4,LAL,ok,1628398.0,Kyle Kuzma,-0.2
Jarrett Allen,2017,17.0,Center,1628386.0,2019-20,0.6,70.0,26.5,11.1,9.6,1.6,0.6,1.3,0.649,0.0,0.633,4.3,6.6,0.0,0.1,2.4,3.9,3.1,6.5,1.1,2.3,BKN,ok,1628386.0,Jarrett Allen,2.7
Ivan Rabb,2017,18.0,Power Forward/Center,1628397.0,2018-19,-1.9,49.0,14.7,5.8,4.2,1.1,0.3,0.3,0.547,0.2,0.71,2.4,4.3,0.1,0.3,1.0,1.4,1.4,2.8,0.7,1.8,MEM,ok,1628397.0,Ivan Rabb,0.1
John Collins,2017,19.0,Power Forward/Center,1628381.0,2019-20,-4.0,41.0,33.2,21.6,10.1,1.5,0.8,1.6,0.583,0.401,0.8,8.6,14.8,1.4,3.6,2.9,3.7,2.8,7.3,1.8,3.4,ATL,ok,1628381.0,John Collins,2.0
Justin Jackson,2017,20.0,Small Forward,1628382.0,2017-18,-3.5,68.0,22.2,6.7,2.8,1.1,0.4,0.2,0.442,0.308,0.722,2.7,6.2,0.8,2.7,0.4,0.5,0.4,2.4,0.6,1.2,SAC,ok,1628382.0,Justin Jackson,-0.4
Justin Patton,2017,22.0,Center,1628383.0,2018-19,-1.0,3.0,6.9,1.7,2.0,1.0,0.7,0.0,0.286,0.0,0.5,0.7,2.3,0.0,0.7,0.3,0.7,0.7,1.3,0.0,1.7,PHI,ok,1628383.0,Justin Patton,0.0
Wesley Iwundu,2017,25.0,Shooting Guard/Small Forward,1628411.0,2019-20,0.2,52.0,18.3,5.8,2.5,1.2,0.5,0.3,0.416,0.341,0.804,1.9,4.5,0.5,1.6,1.5,1.9,0.5,2.1,0.5,1.5,ORL,recovered:last_unique,1628411.0,Wes Iwundu,
Jawun Evans,2017,26.0,Point Guard,1628393.0,2017-18,0.2,48.0,16.2,4.8,1.8,2.1,0.8,0.1,0.352,0.278,0.776,1.9,5.3,0.3,1.1,0.8,1.0,0.2,1.6,0.9,2.0,LAC,ok,1628393.0,Jawun Evans,-0.6
Jordan Bell,2017,27.0,Power Forward/Center,1628395.0,2017-18,2.8,57.0,14.2,4.6,3.6,1.8,0.6,1.0,0.627,0.0,0.682,2.0,3.2,0.0,0.1,0.5,0.8,1.1,2.6,0.9,1.6,GSW,ok,1628395.0,Jordan Bell,1.0
Caleb Swanigan,2017,29.0,Power Forward/Center,1628403.0,2019-20,-1.6,27.0,10.7,2.4,3.7,1.1,0.1,0.3,0.596,0.0,0.529,1.0,1.7,0.0,0.1,0.3,0.6,1.0,2.7,1.4,2.3,POR,ok,1628403.0,Caleb Swanigan,-0.2
Derrick White,2017,31.0,Point Guard/Shooting Guard,1628401.0,2018-19,2.3,67.0,25.8,9.9,3.7,3.9,1.0,0.7,0.479,0.338,0.772,3.9,8.1,0.7,2.1,1.4,1.8,0.5,3.2,1.4,2.2,SAS,ok,1628401.0,Derrick White,1.6
Tyler Lydon,2017,33.0,Power Forward,1628399.0,2018-19,-0.4,25.0,3.7,0.9,0.7,0.2,0.1,0.0,0.5,0.4,0.333,0.4,0.7,0.2,0.4,0.0,0.1,0.3,0.4,0.2,0.4,DEN,ok,1628399.0,Tyler Lydon,-0.1
Josh Hart,2017,34.0,Shooting Guard,1628404.0,2019-20,-1.8,65.0,27.0,10.1,6.5,1.7,1.0,0.4,0.423,0.342,0.739,3.5,8.2,1.9,5.4,1.3,1.8,0.9,5.6,1.2,2.5,NOP,ok,1628404.0,Josh Hart,0.3
Tony Bradley,2017,36.0,Center,1628396.0,2018-19,-6.0,3.0,12.0,5.7,5.0,0.3,0.7,0.7,0.5,0.0,0.5,2.7,5.3,0.0,0.0,0.3,0.7,3.0,2.0,1.0,2.0,UTA,ok,1628396.0,Tony Bradley,0.0
PJ Dozier,2017,37.0,Point Guard/Shooting Guard,1628408.0,2019-20,-2.3,29.0,14.2,5.8,1.9,2.2,0.5,0.2,0.414,0.347,0.724,2.2,5.4,0.6,1.7,0.7,1.0,0.3,1.6,0.9,1.6,DEN,ok,1628408.0,PJ Dozier,0.0
Sindarius Thornwell,2017,38.0,Shooting Guard,1628414.0,2019-20,-1.5,2.0,17.7,8.0,2.0,2.0,0.5,0.5,0.545,0.5,0.5,3.0,5.5,1.0,2.0,1.0,2.0,0.0,2.0,1.0,1.0,NOP,ok,1628414.0,Sindarius Thornwell,-0.2
Frank Mason,2017,39.0,Point Guard,1628412.0,2017-18,-0.7,52.0,18.9,7.9,2.5,2.8,0.7,0.2,0.379,0.36,0.817,2.8,7.3,0.6,1.7,1.8,2.2,0.6,1.9,1.3,1.4,SAC,ok,1628412.0,Frank Mason III,0.1
Semi Ojeleye,2017,40.0,Small Forward/Power Forward,1628400.0,2019-20,-0.4,69.0,14.6,3.4,2.1,0.5,0.3,0.1,0.408,0.378,0.875,1.2,2.8,0.7,1.8,0.4,0.5,0.4,1.7,0.3,1.2,BOS,ok,1628400.0,Semi Ojeleye,-0.3
Tyler Dorsey,2017,41.0,Shooting Guard,1628416.0,2017-18,-2.7,56.0,17.4,7.2,2.3,1.4,0.3,0.1,0.377,0.362,0.714,2.6,6.8,1.3,3.6,0.8,1.1,0.3,2.0,0.7,1.1,ATL,ok,1628416.0,Tyler Dorsey,-0.3
Ike Anigbogu,2017,45.0,Center,1628387.0,2017-18,-1.3,11.0,2.7,1.2,0.8,0.0,0.1,0.3,0.444,0.0,0.833,0.4,0.8,0.0,0.0,0.5,0.5,0.5,0.4,0.2,0.1,IND,ok,1628387.0,Ike Anigbogu,0.0
Alec Peters,2017,46.0,Power Forward,1628409.0,2017-18,1.8,20.0,11.2,4.1,1.9,0.6,0.1,0.1,0.378,0.31,0.8,1.4,3.7,0.9,2.9,0.4,0.5,0.4,1.5,0.2,0.7,PHX,ok,1628409.0,Alec Peters,0.0
Jaron Blossomgame,2017,47.0,Small Forward,1628417.0,2018-19,-1.6,27.0,16.3,4.2,3.6,0.5,0.3,0.3,0.443,0.256,0.769,1.7,3.9,0.4,1.4,0.4,0.5,1.0,2.7,0.4,0.7,CLE,ok,1628417.0,Jaron Blossomgame,-0.2
Johnathan Motley,2017,48.0,Power Forward,1628405.0,2017-18,-1.5,11.0,16.0,8.7,4.5,0.6,0.3,0.2,0.533,0.167,0.536,3.6,6.8,0.1,0.5,1.4,2.5,1.3,3.2,0.8,1.6,DAL,ok,1628405.0,Johnathan Motley,0.1
Dwayne Bacon,2017,50.0,Shooting Guard/Small Forward,1628407.0,2019-20,-3.4,39.0,17.6,5.7,2.6,1.3,0.6,0.1,0.348,0.284,0.66,2.2,6.3,0.5,1.7,0.9,1.4,0.4,2.2,0.9,1.3,CHA,ok,1628407.0,Dwayne Bacon,-0.5
Damyean Dotson,2017,51.0,Shooting Guard/Small Forward,1628422.0,2018-19,-4.5,73.0,27.4,10.7,3.6,1.8,0.8,0.1,0.415,0.368,0.745,4.0,9.6,1.7,4.7,1.0,1.3,0.5,3.1,1.0,1.8,NYK,ok,1628422.0,Damyean Dotson,0.0
Sterling Brown,2017,52.0,Shooting Guard/Small Forward,1628425.0,2018-19,0.0,58.0,17.8,6.4,3.2,1.4,0.4,0.1,0.465,0.361,0.69,2.5,5.4,0.9,2.5,0.5,0.7,0.5,2.7,0.8,1.5,MIL,ok,1628425.0,Sterling Brown,0.0
Kadeem Allen,2017,53.0,Shooting Guard,1628443.0,2018-19,-1.9,19.0,21.9,9.9,2.7,4.0,0.8,0.2,0.461,0.472,0.778,3.4,7.4,0.9,1.9,2.2,2.8,0.4,2.3,1.4,2.4,NYK,ok,1628443.0,Kadeem Allen,-0.2
Dillon Brooks,2017,55.0,Small Forward,1628415.0,2019-20,-0.6,73.0,28.9,16.2,3.3,2.1,0.9,0.4,0.407,0.358,0.808,6.0,14.6,2.0,5.6,2.2,2.8,0.9,2.4,1.7,3.8,MEM,ok,1628415.0,Dillon Brooks,0.0
Charles Cooke,2017,61.0,Shooting Guard,1628429.0,2017-18,-0.7,13.0,2.9,0.5,0.2,0.1,0.1,0.0,0.143,0.125,0.5,0.2,1.1,0.1,0.6,0.1,0.2,0.0,0.2,0.1,0.0,NOP,ok,1628429.0,Charles Cooke,-0.1
Antonio Blakeney,2017,63.0,Shooting Guard,1628469.0,2017-18,-0.3,19.0,16.5,7.9,1.7,1.1,0.4,0.1,0.371,0.288,0.769,2.8,7.5,0.8,2.7,1.6,2.1,0.2,1.5,0.6,1.0,CHI,ok,1628469.0,Antonio Blakeney,-0.3
Devin Robinson,2017,65.0,Small Forward/Power Forward,1628421.0,2018-19,-1.3,7.0,13.5,6.7,2.9,0.9,0.6,0.9,0.594,0.0,0.643,2.7,4.6,0.0,0.3,1.3,2.0,0.9,2.0,0.3,1.6,WAS,ok,1628421.0,Devin Robinson,0.0
Nigel Williams-Goss,2017,66.0,Point Guard,1628430.0,2019-20,0.3,10.0,5.0,1.4,0.6,0.6,0.3,0.1,0.313,0.286,1.0,0.5,1.6,0.2,0.7,0.2,0.2,0.2,0.4,0.3,0.6,UTA,ok,1628430.0,Nigel Williams-Goss,0.0
Isaiah Hicks,2017,67.0,Power Forward,1628439.0,2017-18,-2.5,18.0,13.3,4.4,2.3,0.9,0.1,0.2,0.458,0.222,0.667,1.8,4.0,0.1,0.5,0.7,1.0,0.6,1.7,0.9,2.5,NYK,ok,1628439.0,Isaiah Hicks,0.0
Thomas Bryant,2017,68.0,Center,1628418.0,2019-20,-3.5,46.0,24.9,13.2,7.2,1.8,0.5,1.1,0.581,0.407,0.741,5.3,9.1,0.8,2.0,1.9,2.5,2.1,5.1,1.2,2.2,WAS,ok,1628418.0,Thomas Bryant,0.0
Davon Reed,2017,72.0,Shooting Guard/Small Forward,1628432.0,2017-18,-3.6,21.0,11.5,3.0,1.9,0.6,0.5,0.1,0.289,0.289,0.667,1.0,3.6,0.5,1.8,0.4,0.6,0.1,1.8,0.5,0.8,PHX,ok,1628432.0,Davon Reed,0.0
Chris Boucher,2017,74.0,Power Forward/Center,1628449.0,2019-20,1.6,62.0,13.2,6.6,4.5,0.4,0.4,1.0,0.472,0.322,0.784,2.3,4.8,0.6,1.9,1.5,1.9,1.7,2.7,0.5,1.8,TOR,ok,1628449.0,Chris Boucher,0.9
Jacob Wiley,2017,79.0,Power Forward,1628451.0,2017-18,2.6,5.0,6.7,0.8,2.2,0.4,0.2,0.0,0.25,0.5,0.5,0.2,0.8,0.2,0.4,0.2,0.4,0.4,1.8,0.0,0.8,BKN,ok,1628451.0,Jacob Wiley,0.0
Eric Mika,2017,83.0,Power Forward/Center,1628450.0,2019-20,8.0,1.0,19.0,6.0,7.0,0.0,0.0,0.0,0.667,0.0,1.0,2.0,3.0,0.0,0.0,2.0,2.0,2.0,5.0,0.0,5.0,SAC,ok,1628450.0,Eric Mika,0.0
Luke Kornet,2017,84.0,Center,1628436.0,2018-19,-1.2,46.0,17.0,7.0,2.9,1.2,0.6,0.9,0.378,0.363,0.826,2.3,6.2,1.5,4.2,0.8,1.0,0.6,2.3,0.5,0.9,NYK,ok,1628436.0,Luke Kornet,0.3
Isaiah Briscoe,2017,85.0,Point Guard/Shooting Guard,1628515.0,2018-19,0.5,39.0,14.3,3.5,1.9,2.2,0.3,0.1,0.399,0.324,0.577,1.4,3.5,0.3,0.9,0.4,0.7,0.1,1.8,0.8,1.7,ORL,ok,1628515.0,Isaiah Briscoe,-0.4
Jabari Bird,2017,92.0,Shooting Guard,1628444.0,2017-18,1.4,13.0,8.8,3.0,1.5,0.6,0.2,0.1,0.577,0.429,0.462,1.2,2.0,0.2,0.5,0.5,1.0,0.5,1.0,0.6,0.5,BOS,ok,1628444.0,Jabari Bird,0.0
Jamel Artis,2017,93.0,Small Forward,1628503.0,2017-18,-0.4,15.0,18.6,5.1,2.5,1.2,0.1,0.2,0.392,0.276,0.583,2.1,5.3,0.5,1.9,0.5,0.8,0.3,2.3,0.5,0.7,ORL,ok,1628503.0,Jamel Artis,-0.2
Nigel Hayes,2017,94.0,Power Forward,1628502.0,2017-18,1.0,9.0,13.6,3.0,2.4,0.7,0.2,0.3,0.333,0.25,0.333,1.2,3.7,0.4,1.8,0.1,0.3,0.4,2.0,0.2,0.9,SAC,ok,1628502.0,Nigel Hayes-Davis,-0.1
Xavier Rathan-Mayes,2017,96.0,Point Guard/Shooting Guard,1628504.0,2017-18,-11.8,5.0,23.6,5.8,1.0,3.6,1.2,0.6,0.286,0.071,0.444,2.4,8.4,0.2,2.8,0.8,1.8,0.0,1.0,2.2,3.6,MEM,ok,1628504.0,Xavier Rathan-Mayes,-0.3
Deandre Ayton,2018,1.0,Center,1629028.0,2019-20,2.6,38.0,32.5,18.2,11.5,1.9,0.7,1.5,0.546,0.231,0.753,8.2,14.9,0.1,0.3,1.8,2.3,3.9,7.6,2.1,3.1,PHX,ok,1629028.0,Deandre Ayton,2.1
Jaren Jackson Jr.,2018,4.0,Power Forward/Center,1628991.0,2019-20,-1.8,57.0,28.5,17.4,4.6,1.4,0.7,1.6,0.469,0.394,0.747,6.2,13.2,2.5,6.5,2.4,3.3,1.0,3.6,1.7,4.1,MEM,ok,1628991.0,Jaren Jackson Jr.,2.2
Trae Young,2018,5.0,Point Guard,1629027.0,2019-20,-3.8,60.0,35.3,29.6,4.3,9.3,1.1,0.1,0.437,0.361,0.86,9.1,20.8,3.4,9.5,8.0,9.3,0.5,3.7,4.8,1.7,ATL,ok,1629027.0,Trae Young,3.0
Wendell Carter,2018,6.0,Center,1628976.0,2019-20,-0.7,43.0,29.2,11.3,9.4,1.2,0.8,0.8,0.534,0.207,0.737,4.3,8.0,0.1,0.7,2.6,3.5,3.2,6.2,1.7,3.8,CHI,ok,1628976.0,Wendell Carter Jr.,-0.1
Mikal Bridges,2018,8.0,Shooting Guard/Small Forward,1628969.0,2020-21,4.7,72.0,32.6,13.5,4.3,2.1,1.1,0.9,0.543,0.425,0.84,5.0,9.3,1.9,4.4,1.5,1.8,1.1,3.2,0.8,1.6,PHX,ok,1628969.0,Mikal Bridges,2.6
Mohamed Bamba,2018,9.0,Center,1628964.0,2020-21,-4.4,46.0,15.8,8.0,5.8,0.8,0.3,1.3,0.472,0.322,0.682,3.1,6.5,0.8,2.6,1.0,1.4,1.7,4.1,0.8,1.9,ORL,recovered:last_unique,1628964.0,Mo Bamba,
Shai Gilgeous-Alexander,2018,10.0,Point Guard,1628983.0,2020-21,-5.3,35.0,33.7,23.7,4.7,5.9,0.8,0.7,0.508,0.418,0.808,8.2,16.1,2.0,4.9,5.3,6.5,0.5,4.2,3.0,2.0,OKC,ok,1628983.0,Shai Gilgeous-Alexander,2.2
Jerome Robinson,2018,11.0,Shooting Guard,1629010.0,2020-21,-5.9,17.0,17.9,4.9,2.2,1.5,0.7,0.4,0.295,0.262,0.8,1.6,5.6,0.6,2.5,0.9,1.2,0.2,2.0,1.1,1.8,WAS,ok,1629010.0,Jerome Robinson,-0.5
Donte DiVincenzo,2018,12.0,Shooting Guard,1628978.0,2020-21,4.6,66.0,27.5,10.4,5.8,3.1,1.1,0.2,0.42,0.379,0.718,3.8,9.1,2.0,5.2,0.8,1.1,1.2,4.5,1.4,1.7,MIL,ok,1628978.0,Donte DiVincenzo,1.3
Zhaire Smith,2018,13.0,Shooting Guard,1629015.0,2018-19,2.3,6.0,18.4,6.7,2.2,1.7,0.3,0.3,0.412,0.375,0.75,2.3,5.7,1.0,2.7,1.0,1.3,0.5,1.7,1.0,1.3,PHI,ok,1629015.0,Zhaire Smith,-0.1
Collin Sexton,2018,14.0,Point Guard,1629012.0,2020-21,-6.3,60.0,35.3,24.3,3.1,4.4,1.0,0.2,0.475,0.371,0.815,8.8,18.4,1.6,4.4,5.2,6.4,1.0,2.2,2.8,2.6,CLE,ok,1629012.0,Collin Sexton,0.2
Kevin Knox,2018,15.0,Small Forward/Power Forward,1628995.0,2018-19,-8.5,75.0,28.8,12.8,4.5,1.1,0.6,0.3,0.37,0.343,0.717,4.5,12.2,1.7,4.9,2.2,3.0,0.8,3.7,1.5,2.3,NYK,ok,1628995.0,Kevin Knox II,
Kevin Huerter,2018,17.0,Shooting Guard,1628989.0,2019-20,-4.3,56.0,31.4,12.2,4.1,3.8,0.9,0.5,0.413,0.38,0.828,4.5,10.9,2.3,6.0,0.9,1.1,0.6,3.4,1.6,2.5,ATL,ok,1628989.0,Kevin Huerter,1.7
Miles Bridges,2018,18.0,Small Forward/Power Forward,1628970.0,2020-21,-0.1,66.0,29.3,12.7,6.0,2.2,0.7,0.8,0.503,0.4,0.867,4.7,9.4,1.8,4.4,1.5,1.7,1.2,4.8,1.6,2.2,CHA,ok,1628970.0,Miles Bridges,2.5
Robert Williams,2018,19.0,Power Forward/Center,1629057.0,2020-21,0.2,52.0,18.9,8.0,6.9,1.8,0.8,1.8,0.721,0.0,0.616,3.6,5.0,0.0,0.0,0.9,1.4,2.6,4.3,1.0,2.0,BOS,ok,1629057.0,Robert Williams III,
Troy Brown,2018,20.0,Shooting Guard,1628972.0,2019-20,-3.3,69.0,25.8,10.4,5.6,2.6,1.2,0.1,0.439,0.341,0.784,4.0,9.0,0.9,2.6,1.6,2.0,1.1,4.4,1.1,1.9,WAS,ok,1628972.0,Troy Brown Jr.,-0.3
Khyri Thomas,2018,21.0,Shooting Guard,1629017.0,2020-21,2.8,5.0,30.6,16.4,3.6,5.0,1.8,1.2,0.485,0.333,1.0,6.4,13.2,1.8,5.4,1.8,1.8,1.4,2.2,1.2,1.6,HOU,ok,1629017.0,Khyri Thomas,0.2
Grayson Allen,2018,23.0,Shooting Guard,1628960.0,2020-21,0.2,50.0,25.2,10.6,3.2,2.2,0.9,0.2,0.418,0.391,0.868,3.5,8.3,2.1,5.5,1.6,1.8,0.4,2.8,1.0,1.4,MEM,ok,1628960.0,Grayson Allen,1.1
Chandler Hutchison,2018,24.0,Shooting Guard/Small Forward,1628990.0,2019-20,-5.1,28.0,18.8,7.8,3.9,0.9,1.0,0.3,0.457,0.316,0.59,2.9,6.3,0.4,1.4,1.6,2.8,0.6,3.2,1.0,1.7,CHI,ok,1628990.0,Chandler Hutchison,0.0
Aaron Holiday,2018,28.0,Point Guard,1628988.0,2019-20,1.7,66.0,24.5,9.5,2.4,3.4,0.8,0.2,0.414,0.394,0.851,3.5,8.5,1.3,3.3,1.1,1.3,0.3,2.0,1.3,1.8,IND,ok,1628988.0,Aaron Holiday,0.1
Moritz Wagner,2018,29.0,Power Forward/Center,1629021.0,2019-20,-2.0,45.0,18.6,8.7,4.9,1.2,0.6,0.4,0.545,0.313,0.821,3.2,5.9,0.6,1.8,1.7,2.1,1.2,3.6,1.5,3.4,WAS,ok,1629021.0,Moritz Wagner,0.7
Josh Okogie,2018,30.0,Shooting Guard/Small Forward,1629006.0,2019-20,-2.6,62.0,25.0,8.6,4.3,1.6,1.1,0.4,0.427,0.266,0.796,2.7,6.4,0.7,2.5,2.5,3.1,1.4,2.9,1.4,2.2,MIN,ok,1629006.0,Josh Okogie,0.6
Jacob Evans,2018,31.0,Shooting Guard/Small Forward,1628980.0,2019-20,-3.5,29.0,14.4,4.4,1.4,1.1,0.4,0.4,0.336,0.333,0.862,1.6,4.6,0.4,1.3,0.9,1.0,0.3,1.1,0.9,1.4,MIN,ok,1628980.0,Jacob Evans,-0.3
Landry Shamet,2018,32.0,Point Guard/Shooting Guard,1629013.0,2019-20,2.3,53.0,27.4,9.3,1.9,1.9,0.4,0.2,0.404,0.375,0.855,3.0,7.4,2.1,5.6,1.2,1.4,0.1,1.8,0.8,2.7,LAC,ok,1629013.0,Landry Shamet,0.0
Jalen Brunson,2018,33.0,Point Guard,1628973.0,2020-21,2.4,68.0,25.0,12.6,3.4,3.5,0.5,0.0,0.523,0.405,0.795,4.8,9.2,1.2,2.9,1.8,2.2,0.4,3.0,1.2,1.6,DAL,ok,1628973.0,Jalen Brunson,0.3
Omari Spellman,2018,36.0,Power Forward/Center,1629016.0,2019-20,-2.9,49.0,18.1,7.6,4.5,1.0,0.7,0.5,0.431,0.391,0.793,2.6,6.0,0.9,2.2,1.5,1.9,1.6,2.9,1.1,1.3,MIN,ok,1629016.0,Omari Spellman,0.1
Keita Bates-Diop,2018,37.0,Small Forward/Power Forward,1628966.0,2018-19,-1.8,30.0,16.8,5.0,2.8,0.6,0.6,0.5,0.423,0.25,0.643,2.0,4.7,0.4,1.7,0.6,0.9,0.5,2.2,0.5,1.0,MIN,ok,1628966.0,Keita Bates-Diop,-0.1
Melvin Frazier,2018,39.0,Shooting Guard/Small Forward,1628982.0,2019-20,-2.1,19.0,6.6,2.1,0.5,0.2,0.5,0.1,0.441,0.5,0.5,0.8,1.8,0.4,0.8,0.1,0.2,0.1,0.4,0.3,0.6,ORL,ok,1628982.0,Melvin Frazier Jr.,
Trevon Duval,2018,42.0,Point Guard,1628979.0,2018-19,0.7,3.0,1.9,1.7,0.3,0.7,0.0,0.0,0.667,1.0,0.0,0.7,1.0,0.3,0.3,0.0,0.0,0.0,0.3,0.0,0.0,HOU,ok,1628979.0,Trevon Duval,0.0
Alize Johnson,2018,45.0,Power Forward,1628993.0,2020-21,-1.0,18.0,10.5,5.2,5.0,0.8,0.3,0.3,0.588,0.167,1.0,2.2,3.8,0.1,0.3,0.7,0.7,1.5,3.5,0.5,0.9,BKN,ok,1628993.0,Alize Johnson,-0.1
Chimezie Metu,2018,46.0,Power Forward/Center,1629002.0,2020-21,-1.6,36.0,13.6,6.3,3.1,0.8,0.4,0.5,0.508,0.351,0.721,2.5,5.0,0.4,1.0,0.9,1.2,0.9,2.3,0.8,1.6,SAC,ok,1629002.0,Chimezie Metu,0.3
Sviatoslav Mykhailiuk,2018,48.0,Shooting Guard,1629004.0,2020-21,-3.5,66.0,20.1,8.5,2.5,1.7,0.8,0.2,0.411,0.334,0.76,3.2,7.7,1.6,4.8,0.6,0.8,0.4,2.1,1.3,1.0,OKC,recovered:last_unique,1629004.0,Svi Mykhailiuk,
Bruce Brown,2018,52.0,Shooting Guard,1628971.0,2019-20,-2.4,58.0,28.2,8.9,4.7,4.0,1.1,0.5,0.443,0.344,0.739,3.4,7.7,0.6,1.7,1.5,2.1,1.1,3.7,1.7,2.8,DET,ok,1628971.0,Bruce Brown,0.7
Kevin Hervey,2018,55.0,Small Forward/Power Forward,1628987.0,2019-20,-3.4,10.0,5.2,1.7,1.2,0.5,0.1,0.1,0.259,0.15,0.0,0.7,2.7,0.3,2.0,0.0,0.0,0.1,1.1,0.0,0.4,OKC,ok,1628987.0,Kevin Hervey,0.0
Jevon Carter,2018,56.0,Point Guard,1628975.0,2019-20,-0.2,58.0,16.3,4.9,2.0,1.4,0.8,0.3,0.416,0.425,0.852,1.7,4.2,1.1,2.5,0.4,0.5,0.5,1.5,0.6,1.5,PHX,ok,1628975.0,Jevon Carter,0.6
Kenrich Williams,2018,60.0,Small Forward,1629026.0,2018-19,-1.9,46.0,23.5,6.1,4.8,1.8,1.0,0.4,0.384,0.333,0.684,2.3,6.1,1.1,3.4,0.3,0.4,1.2,3.6,0.8,2.1,NOP,ok,1629026.0,Kenrich Williams,0.8
Kelan Martin,2018,61.0,Small Forward/Power Forward,1629103.0,2019-20,-0.7,31.0,16.0,6.4,3.1,0.7,0.2,0.3,0.392,0.26,0.968,2.3,5.8,0.8,3.1,1.0,1.0,0.4,2.7,0.6,1.6,MIN,ok,1629103.0,Kelan Martin,0.0
Malik Newman,2018,62.0,Shooting Guard,1629005.0,2019-20,-3.0,1.0,3.7,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0,CLE,ok,1629005.0,Malik Newman,0.0
Yante Maten,2018,64.0,Power Forward,1628999.0,2018-19,2.0,2.0,6.5,1.0,1.5,0.0,0.5,0.0,0.25,0.0,0.0,0.5,2.0,0.0,0.5,0.0,0.0,0.5,1.0,0.0,0.0,MIA,ok,1628999.0,Yante Maten,0.0
Allonzo Trier,2018,67.0,Shooting Guard,1629019.0,2018-19,-3.2,64.0,22.8,10.9,3.1,1.9,0.4,0.2,0.448,0.394,0.803,3.6,8.1,0.8,2.1,2.8,3.5,0.5,2.6,1.8,1.8,NYK,ok,1629019.0,Allonzo Trier,0.1
Tyler Davis,2018,71.0,Center,1629093.0,2018-19,0.0,1.0,0.9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,OKC,ok,1629093.0,Tyler Davis,0.0
Jaylen Adams,2018,73.0,Point Guard/Shooting Guard,1629121.0,2018-19,-1.7,34.0,12.6,3.2,1.8,1.9,0.4,0.1,0.345,0.338,0.778,1.1,3.2,0.7,2.2,0.2,0.3,0.3,1.4,0.8,1.3,ATL,ok,1629121.0,Jaylen Adams,-0.2
