player_name,draft_year,draft_pick,position,player_id,SEASON_ID,PLUS_MINUS,GP,MIN,PTS,REB,AST,STL,BLK,FG_PCT,FG3_PCT,FT_PCT,FGM,FGA,FG3M,FG3A,FTM,FTA,OREB,DREB,TOV,PF,TEAM_ABBREVIATION,note,PLAYER_ID,PLAYER_NAME
Hassan Whiteside,2010.0,14.0,Center,202355.0,2011-12,0.4,18.0,6.0,1.6,2.2,0.0,0.2,0.8,0.444,0.0,0.417,0.7,1.5,0.0,0.0,0.3,0.7,0.9,1.3,0.3,0.7,SAC,ok,202355.0,Hassan Whiteside
Cole Aldrich,2010.0,15.0,Center,202332.0,2010-11,0.4,18.0,7.9,1.0,1.9,0.2,0.3,0.4,0.533,0.0,0.5,0.4,0.8,0.0,0.0,0.1,0.2,0.7,1.2,0.4,1.7,OKC,ok,202332.0,Cole Aldrich
Gordon Hayward,2010.0,16.0,Small Forward,202330.0,2012-13,1.5,72.0,29.2,14.1,3.1,3.0,0.8,0.5,0.435,0.415,0.827,4.7,10.7,1.4,3.4,3.4,4.1,0.7,2.4,1.7,1.7,UTA,ok,202330.0,Gordon Hayward
Ekpe Udoh,2010.0,17.0,Power Forward,202327.0,2011-12,3.4,61.0,21.1,5.6,4.2,0.9,0.7,1.7,0.431,0.0,0.754,2.1,4.8,0.0,0.0,1.4,1.9,1.6,2.5,0.9,2.9,MIL,ok,202327.0,Ekpe Udoh
Devin Ebanks,2010.0,18.0,Small Forward,202365.0,2011-12,0.3,24.0,16.5,4.0,2.3,0.5,0.5,0.3,0.416,0.0,0.657,1.5,3.7,0.0,0.4,1.0,1.5,1.1,1.2,0.8,1.1,LAL,ok,202365.0,Devin Ebanks
James Anderson,2010.0,19.0,Shooting Guard,202341.0,2012-13,2.4,39.0,10.3,3.8,1.8,1.1,0.4,0.1,0.413,0.35,0.857,1.3,3.2,0.5,1.5,0.6,0.7,0.5,1.4,0.6,0.6,HOU,ok,202341.0,James Anderson
Daniel Orton,2010.0,20.0,Power Forward/Center,202350.0,2012-13,-1.2,13.0,8.0,2.5,2.0,0.3,0.3,0.2,0.462,0.0,0.529,0.9,2.0,0.0,0.0,0.7,1.3,1.0,1.0,0.3,1.0,OKC,ok,202350.0,Daniel Orton
Elliot Williams,2010.0,21.0,Shooting Guard,202343.0,2014-15,0.6,13.0,9.1,2.8,0.6,0.9,0.3,0.0,0.378,0.444,0.25,1.1,2.8,0.6,1.4,0.1,0.3,0.0,0.6,0.3,0.9,PHI,ok,202343.0,Elliot Williams
Armon Johnson,2010.0,22.0,Point Guard/Shooting Guard,202356.0,2010-11,-0.6,38.0,7.3,2.9,0.9,1.2,0.1,0.0,0.455,0.417,0.591,1.2,2.7,0.1,0.3,0.3,0.6,0.3,0.7,1.0,0.8,POR,ok,202356.0,Armon Johnson
Craig Brackins,2010.0,23.0,Power Forward,202342.0,2011-12,-3.6,14.0,6.3,1.6,1.1,0.6,0.0,0.1,0.273,0.333,0.5,0.6,2.4,0.2,0.6,0.1,0.1,0.4,0.7,0.3,0.4,PHI,ok,202342.0,Craig Brackins
Gani Lawal,2010.0,24.0,Power Forward,202371.0,2010-11,-2.0,1.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,PHX,ok,202371.0,Gani Lawal
Dominique Jones,2010.0,25.0,Shooting Guard,202346.0,2012-13,-0.8,29.0,11.6,4.0,1.6,2.9,0.5,0.1,0.367,0.111,0.66,1.4,3.8,0.0,0.3,1.2,1.8,0.6,0.9,1.3,1.0,DAL,ok,202346.0,Dominique Jones
Terrico White,2010.0,26.0,Point Guard/Shooting Guard,202358.0,,,,,,,,,,,,,,,,,,,,,,,,no_data_in_2010-11_to_2014-15,,
Eric Bledsoe,2010.0,27.0,Point Guard/Shooting Guard,202339.0,2013-14,3.2,43.0,32.9,17.7,4.7,5.5,1.6,0.3,0.477,0.357,0.772,6.2,12.9,1.2,3.3,4.3,5.5,0.6,4.1,3.3,2.3,PHX,ok,202339.0,Eric Bledsoe
Larry Sanders,2010.0,28.0,Power Forward/Center,202336.0,2011-12,1.9,52.0,12.4,3.6,3.1,0.6,0.6,1.5,0.457,0.0,0.474,1.6,3.5,0.0,0.0,0.3,0.7,1.2,1.9,0.8,2.6,MIL,ok,202336.0,Larry Sanders
Damion James,2010.0,29.0,Small Forward,202345.0,2013-14,2.4,5.0,10.1,1.2,2.4,0.6,0.0,0.2,0.222,0.0,1.0,0.4,1.8,0.0,0.4,0.4,0.4,0.2,2.2,0.2,0.6,SAS,ok,202345.0,Damion James
Stanley Robinson,2010.0,30.0,Small Forward,203080.0,2014-15,0.2,54.0,14.8,5.7,5.6,0.6,0.6,0.4,0.485,0.0,0.528,2.3,4.8,0.0,0.0,1.0,2.0,1.8,3.9,1.1,1.9,PHI,recovered:last_unique,203080.0,Thomas Robinson
Kevin Seraphin,2010.0,31.0,Power Forward/Center,202338.0,2011-12,-0.6,57.0,20.6,7.9,4.9,0.6,0.3,1.3,0.531,0.0,0.671,3.6,6.7,0.0,0.0,0.8,1.2,1.8,3.1,1.2,2.3,WAS,ok,202338.0,Kevin Seraphin
Willie Warren,2010.0,32.0,Point Guard/Shooting Guard,202378.0,2010-11,1.3,19.0,7.0,1.9,0.6,1.4,0.3,0.0,0.371,0.333,0.75,0.7,1.8,0.3,0.8,0.3,0.4,0.1,0.6,0.4,0.8,LAC,ok,202378.0,Willie Warren
Lance Stephenson,2010.0,33.0,Shooting Guard,202362.0,2012-13,4.9,78.0,29.2,8.8,3.9,2.9,1.0,0.2,0.46,0.33,0.652,3.5,7.7,0.8,2.4,1.0,1.5,0.6,3.3,1.4,2.1,IND,ok,202362.0,Lance Stephenson
Nemanja Bjelica,2010.0,34.0,Small Forward,202357.0,,,,,,,,,,,,,,,,,,,,,,,,no_data_in_2010-11_to_2014-15,,
Quincy Pondexter,2010.0,35.0,Small Forward,202347.0,2012-13,0.9,59.0,21.1,6.4,2.2,1.0,0.6,0.1,0.428,0.395,0.787,2.2,5.1,1.0,2.6,1.0,1.3,0.7,1.5,0.7,1.6,MEM,ok,202347.0,Quincy Pondexter
Jordan Crawford,2010.0,36.0,Shooting Guard,202348.0,2013-14,-2.2,81.0,23.0,11.0,2.3,3.5,0.6,0.1,0.415,0.316,0.864,4.0,9.7,1.1,3.5,1.8,2.1,0.3,1.9,1.7,1.5,GSW,ok,202348.0,Jordan Crawford
Trevor Booker,2010.0,37.0,Power Forward,202344.0,2014-15,0.4,79.0,19.8,7.2,5.0,1.1,0.5,0.5,0.487,0.345,0.581,2.9,5.9,0.4,1.1,1.1,1.9,1.8,3.3,1.1,1.8,UTA,ok,202344.0,Trevor Booker
Dwayne Collins,2010.0,38.0,Power Forward,202395.0,2010-11,-0.8,20.0,3.3,0.9,0.3,0.4,0.1,0.0,0.28,0.2,1.0,0.4,1.3,0.1,0.5,0.1,0.1,0.0,0.3,0.2,0.1,CHA,recovered:last_unique,202395.0,Sherron Collins
Lazar Hayward,2010.0,39.0,Small Forward,202351.0,2011-12,-2.3,26.0,5.4,1.4,0.6,0.2,0.1,0.0,0.342,0.286,0.583,0.5,1.5,0.2,0.5,0.3,0.5,0.1,0.5,0.3,0.7,OKC,ok,202351.0,Lazar Hayward
Tiny Gallon,2010.0,40.0,Power Forward,,,,,,,,,,,,,,,,,,,,,,,,,not_found_in_api,,
Jerome Jordan,2010.0,41.0,Center,202366.0,2011-12,1.2,21.0,5.1,2.0,1.3,0.2,0.0,0.3,0.515,0.0,0.8,0.8,1.6,0.0,0.0,0.4,0.5,0.7,0.6,0.1,0.7,NYK,ok,202366.0,Jerome Jordan
Solomon Alabi,2010.0,42.0,Center,202374.0,2011-12,0.2,14.0,8.7,2.4,3.4,0.2,0.1,0.6,0.361,0.0,0.875,0.9,2.6,0.0,0.0,0.5,0.6,1.1,2.3,0.4,0.8,TOR,ok,202374.0,Solomon Alabi
Da'Sean Butler,2010.0,43.0,Small Forward,202364.0,,,,,,,,,,,,,,,,,,,,,,,,no_data_in_2010-11_to_2014-15,,
Tibor Pleiss,2010.0,44.0,Center,202353.0,,,,,,,,,,,,,,,,,,,,,,,,no_data_in_2010-11_to_2014-15,,
Greivis Vasquez,2010.0,45.0,Point Guard/Shooting Guard,202349.0,2013-14,2.1,79.0,22.5,9.6,2.2,4.1,0.4,0.1,0.421,0.377,0.88,3.5,8.3,1.4,3.7,1.2,1.4,0.3,1.9,1.6,1.8,TOR,ok,202349.0,Greivis Vasquez
Manny Harris,2010.0,46.0,Shooting Guard,202412.0,2011-12,-2.6,26.0,17.5,6.7,2.7,1.2,0.5,0.2,0.4,0.333,0.695,2.3,5.8,0.5,1.4,1.6,2.3,0.4,2.3,1.0,1.1,CLE,ok,202412.0,Manny Harris
Mikhail Torrance,2010.0,47.0,Point Guard/Shooting Guard,,,,,,,,,,,,,,,,,,,,,,,,,not_found_in_api,,
Mac Koshwal,2010.0,48.0,Power Forward,,,,,,,,,,,,,,,,,,,,,,,,,not_found_in_api,,
Jarvis Varnado,2010.0,49.0,Power Forward,202363.0,2012-13,-1.8,13.0,4.5,0.6,0.7,0.2,0.1,0.2,0.429,0.0,0.5,0.2,0.5,0.0,0.0,0.2,0.3,0.2,0.5,0.5,0.8,MIA,ok,202363.0,Jarvis Varnado
Latavious Williams,2010.0,50.0,Power Forward,,,,,,,,,,,,,,,,,,,,,,,,,not_found_in_api,,
Art Parakhouski,2010.0,51.0,Center,,,,,,,,,,,,,,,,,,,,,,,,,not_found_in_api,,
Matt Bouldin,2010.0,52.0,Point Guard/Shooting Guard,,,,,,,,,,,,,,,,,,,,,,,,,not_found_in_api,,
Samardo Samuels,2010.0,53.0,Power Forward,202396.0,2012-13,-1.4,18.0,10.9,3.2,1.6,0.4,0.2,0.2,0.367,0.0,0.583,1.2,3.3,0.0,0.1,0.8,1.3,0.6,1.0,0.3,1.7,CLE,ok,202396.0,Samardo Samuels
Darington Hobson,2010.0,54.0,Small Forward,202359.0,2011-12,1.0,5.0,7.8,0.8,0.6,1.2,0.0,0.0,0.154,0.0,0.0,0.4,2.6,0.0,1.2,0.0,0.0,0.0,0.6,0.4,0.2,MIL,ok,202359.0,Darington Hobson
Denis Clemente,2010.0,55.0,Point Guard,,,,,,,,,,,,,,,,,,,,,,,,,not_found_in_api,,
Marquis Gilstrap,2010.0,56.0,Small Forward,,,,,,,,,,,,,,,,,,,,,,,,,not_found_in_api,,
Hamady Ndiaye,2010.0,57.0,Center,202380.0,2011-12,2.7,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WAS,ok,202380.0,Hamady Ndiaye
Charles Garcia,2010.0,58.0,Small Forward/Power Forward,,,,,,,,,,,,,,,,,,,,,,,,,not_found_in_api,,
Landon Milbourne,2010.0,59.0,Small Forward,,,,,,,,,,,,,,,,,,,,,,,,,not_found_in_api,,
Luke Harangody,2010.0,60.0,Small Forward/Power Forward,202376.0,2010-11,-1.5,49.0,13.1,3.9,2.9,0.6,0.3,0.3,0.383,0.242,0.731,1.6,4.2,0.3,1.3,0.4,0.5,0.8,2.1,0.3,1.6,CLE,ok,202376.0,Luke Harangody
Sherron Collins,2010.0,61.0,Point Guard,202395.0,2010-11,-0.8,20.0,3.3,0.9,0.3,0.4,0.1,0.0,0.28,0.2,1.0,0.4,1.3,0.1,0.5,0.1,0.1,0.0,0.3,0.2,0.1,CHA,ok,202395.0,Sherron Collins
Alexey Shved,2010.0,62.0,Point Guard/Shooting Guard,203144.0,2013-14,-0.6,63.0,10.5,4.0,1.3,1.1,0.4,0.3,0.321,0.294,0.756,1.2,3.8,0.5,1.6,1.1,1.4,0.3,1.0,0.8,0.6,MIN,ok,203144.0,Alexey Shved
Andy Rautins,2010.0,63.0,Shooting Guard,202360.0,2010-11,-2.2,5.0,4.8,1.6,0.2,0.6,0.2,0.0,0.429,0.25,0.5,0.6,1.4,0.2,0.8,0.2,0.4,0.0,0.2,1.4,0.0,NYK,ok,202360.0,Andy Rautins
AJ Ogilvy,2010.0,64.0,Center,,,,,,,,,,,,,,,,,,,,,,,,,not_found_in_api,,
Miroslav Raduljica,2010.0,65.0,Center,203545.0,2014-15,-0.6,5.0,4.6,1.6,1.0,0.0,0.2,0.0,0.375,0.0,1.0,0.6,1.6,0.0,0.0,0.4,0.4,0.4,0.6,0.4,1.6,MIN,ok,203545.0,Miroslav Raduljica
Dexter Pittman,2010.0,66.0,Center,202354.0,2010-11,4.0,2.0,5.6,1.0,1.5,0.0,0.0,0.0,0.333,0.0,0.0,0.5,1.5,0.0,0.0,0.0,0.0,0.5,1.0,1.0,1.0,MIA,ok,202354.0,Dexter Pittman
Michael Washington,2010.0,67.0,Power Forward,,,,,,,,,,,,,,,,,,,,,,,,,not_found_in_api,,
Paulo Prestes,2010.0,68.0,Power Forward/Center,,,,,,,,,,,,,,,,,,,,,,,,,not_found_in_api,,
Ryan Richards,2010.0,69.0,Power Forward/Center,,,,,,,,,,,,,,,,,,,,,,,,,not_found_in_api,,
Thomas Heurtel,2010.0,70.0,Point Guard,,,,,,,,,,,,,,,,,,,,,,,,,not_found_in_api,,
Derrick Caracter,2010.0,71.0,Power Forward,202382.0,2010-11,-1.4,41.0,5.2,2.0,1.0,0.2,0.1,0.2,0.485,0.0,0.739,0.8,1.6,0.0,0.0,0.4,0.6,0.5,0.6,0.5,1.1,LAL,ok,202382.0,Derrick Caracter
Jerome Dyson,2010.0,72.0,Shooting Guard,202406.0,2011-12,0.1,9.0,20.0,7.4,2.1,2.0,1.2,0.2,0.396,0.125,0.778,2.1,5.3,0.1,0.9,3.1,4.0,0.2,1.9,2.2,2.1,NOH,ok,202406.0,Jerome Dyson
Kevin Palmer,2010.0,73.0,Small Forward,,,,,,,,,,,,,,,,,,,,,,,,,not_found_in_api,,
Tyler Smith Tennessee,2010.0,74.0,Small Forward,,,,,,,,,,,,,,,,,,,,,,,,,not_found_in_api,,
Magnum Rolle,2010.0,75.0,Small Forward/Power Forward,202375.0,,,,,,,,,,,,,,,,,,,,,,,,no_data_in_2010-11_to_2014-15,,
JP Prince,2010.0,76.0,Shooting Guard,201985.0,2011-12,0.8,44.0,12.9,3.9,1.4,2.0,0.5,0.0,0.339,0.295,0.8,1.3,4.0,0.6,2.0,0.6,0.8,0.3,1.1,0.7,0.7,IND,recovered:last_fuzzy,201985.0,AJ Price
Theo Robertson,2010.0,77.0,Shooting Guard/Small Forward,203460.0,2014-15,1.6,67.0,19.2,3.4,3.8,1.0,0.8,0.4,0.458,0.247,0.479,1.4,3.0,0.3,1.3,0.3,0.7,0.9,2.9,0.7,2.1,OKC,recovered:last_fuzzy,203460.0,Andre Roberson
Ben Uzoh,2010.0,78.0,Point Guard/Shooting Guard,202386.0,2011-12,0.5,18.0,20.5,4.5,3.7,3.4,0.9,0.2,0.354,0.0,0.579,1.9,5.5,0.0,0.1,0.6,1.1,1.1,2.7,1.1,1.7,TOR,ok,202386.0,Ben Uzoh
Ryan Thompson,2010.0,79.0,Shooting Guard/Small Forward,202684.0,2014-15,2.7,82.0,26.8,8.5,8.0,0.5,0.4,0.7,0.547,0.0,0.641,3.3,6.0,0.0,0.0,1.9,3.0,3.3,4.7,1.0,2.3,CLE,recovered:full_fuzzy,202684.0,Tristan Thompson
Tim Ohlbrecht,2010.0,80.0,Power Forward,203317.0,2012-13,-2.3,3.0,3.9,1.0,0.3,0.3,0.3,0.0,0.333,0.0,1.0,0.3,1.0,0.0,0.0,0.3,0.3,0.0,0.3,1.3,0.3,HOU,ok,203317.0,Tim Ohlbrecht
Deon Thompson,2010.0,81.0,Power Forward,201574.0,2013-14,-0.1,82.0,24.5,7.1,6.4,0.6,0.4,0.7,0.506,0.0,0.579,3.1,6.0,0.0,0.0,1.0,1.8,1.9,4.6,1.2,3.1,SAC,recovered:full_fuzzy_wide_era,201574.0,Jason Thompson
Tommy Mason-Griffin,2010.0,82.0,Point Guard,,,,,,,,,,,,,,,,,,,,,,,,,not_found_in_api,,
Jon Scheyer,2010.0,83.0,Point Guard/Shooting Guard,,,,,,,,,,,,,,,,,,,,,,,,,not_found_in_api,,
Edwin Ubiles,2010.0,84.0,Shooting Guard,202775.0,2011-12,-4.5,4.0,13.0,3.5,2.5,0.3,0.3,0.3,0.278,0.2,1.0,1.3,4.5,0.3,1.3,0.8,0.8,0.5,2.0,0.3,0.3,WAS,ok,202775.0,Edwin Ubiles
Tyren Johnson,2010.0,85.0,Small Forward,201234.0,2011-12,-0.4,11.0,5.6,1.9,1.1,0.4,0.1,0.0,0.571,0.0,1.0,0.7,1.3,0.0,0.0,0.5,0.5,0.3,0.8,0.5,0.9,NOH,recovered:full_fuzzy_wide_era,201234.0,Trey Johnson
DeShawn Sims,2010.0,86.0,Small Forward/Power Forward,203156.0,2012-13,0.5,2.0,2.4,2.0,1.0,0.0,0.0,0.0,0.667,0.0,0.0,1.0,1.5,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.5,NOH,recovered:last_unique,203156.0,Henry Sims
Sylven Landesberg,2010.0,87.0,Shooting Guard,,,,,,,,,,,,,,,,,,,,,,,,,not_found_in_api,,
Wayne Chism,2010.0,88.0,Power Forward,,,,,,,,,,,,,,,,,,,,,,,,,not_found_in_api,,
Marqus Blakely,2010.0,89.0,Small Forward,202392.0,,,,,,,,,,,,,,,,,,,,,,,,no_data_in_2010-11_to_2014-15,,
Jerome Randle,2010.0,90.0,Point Guard,203944.0,2014-15,-18.0,1.0,13.6,2.0,0.0,0.0,0.0,0.0,0.333,0.0,0.0,1.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,LAL,recovered:last_unique_wide_era,203944.0,Julius Randle
Raymar Morgan,2010.0,91.0,Small Forward,,,,,,,,,,,,,,,,,,,,,,,,,not_found_in_api,,
Aubrey Coleman,2010.0,92.0,Shooting Guard,,,,,,,,,,,,,,,,,,,,,,,,,not_found_in_api,,
Landry Fields,2010.0,93.0,Small Forward,202361.0,2011-12,3.2,66.0,28.7,8.8,4.2,2.6,1.2,0.3,0.46,0.256,0.562,3.6,7.8,0.5,1.8,1.2,2.1,0.9,3.3,1.5,1.5,NYK,ok,202361.0,Landry Fields
Marcus Johnson,2010.0,94.0,Shooting Guard,,,,,,,,,,,,,,,,,,,,,,,,,not_found_in_api,,
Omar Samhan,2010.0,95.0,Center,,,,,,,,,,,,,,,,,,,,,,,,,not_found_in_api,,
Dominique Archie,2010.0,96.0,Small Forward,,,,,,,,,,,,,,,,,,,,,,,,,not_found_in_api,,
Boban Marjanovic,2010.0,97.0,Center,1626246.0,,,,,,,,,,,,,,,,,,,,,,,,no_data_in_2010-11_to_2014-15,,
Vladimir Dasic,2010.0,98.0,Small Forward,,,,,,,,,,,,,,,,,,,,,,,,,not_found_in_api,,
Patrick Christopher,2010.0,99.0,Shooting Guard/Small Forward,203565.0,2014-15,-4.5,4.0,7.2,1.5,1.5,0.0,0.3,0.0,0.25,0.0,0.0,0.8,3.0,0.0,1.0,0.0,0.0,0.5,1.0,0.3,1.5,MEM,ok,203565.0,Patrick Christopher
Scottie Reynolds,2010.0,100.0,Point Guard,,,,,,,,,,,,,,,,,,,,,,,,,not_found_in_api,,
Derrick Williams,2011.0,1.0,Small Forward/Power Forward,202682.0,2011-12,-1.6,66.0,21.5,8.8,4.7,0.6,0.5,0.5,0.412,0.268,0.697,3.1,7.5,0.6,2.1,2.1,3.0,1.2,3.5,1.2,1.4,MIN,ok,202682.0,Derrick Williams
Enes Kanter,2011.0,2.0,Power Forward/Center,,,,,,,,,,,,,,,,,,,,,,,,,not_found_in_api,,
Kyrie Irving,2011.0,3.0,Point Guard,202681.0,2014-15,5.6,75.0,36.4,21.7,3.2,5.2,1.5,0.3,0.468,0.415,0.863,7.7,16.5,2.1,5.0,4.2,4.9,0.7,2.4,2.5,1.9,CLE,ok,202681.0,Kyrie Irving
Brandon Knight,2011.0,4.0,Point Guard/Shooting Guard,202688.0,2014-15,-1.2,63.0,32.3,17.0,3.9,5.2,1.4,0.2,0.422,0.389,0.874,6.0,14.1,2.0,5.1,3.1,3.5,0.4,3.4,3.0,1.8,PHX,ok,202688.0,Brandon Knight
Donatas Motiejunas,2011.0,5.0,Power Forward,202700.0,2014-15,1.4,71.0,28.7,12.0,5.9,1.8,0.8,0.5,0.504,0.368,0.602,5.0,9.9,0.7,1.9,1.4,2.3,1.9,4.0,1.7,2.9,HOU,ok,202700.0,Donatas Motiejunas
Jan Vesely,2011.0,6.0,Small Forward/Power Forward,202686.0,2012-13,-0.8,51.0,11.8,2.5,2.4,0.5,0.3,0.3,0.5,0.0,0.308,1.1,2.2,0.0,0.0,0.2,0.8,0.8,1.5,0.5,2.1,WAS,ok,202686.0,Jan Vesely
Jonas Valanciunas,2011.0,7.0,Center,202685.0,2015-16,2.5,60.0,25.9,12.8,9.1,0.7,0.4,1.3,0.565,0.0,0.761,5.1,8.9,0.0,0.0,2.7,3.6,3.1,6.1,1.4,2.6,TOR,ok,202685.0,Jonas Valančiūnas
Jimmer Fredette,2011.0,8.0,Point Guard,202690.0,2014-15,0.8,50.0,10.2,3.6,0.8,1.2,0.3,0.0,0.38,0.188,0.956,1.3,3.3,0.2,1.0,0.9,0.9,0.2,0.6,0.7,0.9,NOP,ok,202690.0,Jimmer Fredette
Tristan Thompson,2011.0,9.0,Power Forward,202684.0,2015-16,4.4,82.0,27.7,7.8,9.0,0.8,0.5,0.6,0.588,0.0,0.616,3.0,5.1,0.0,0.0,1.8,3.0,3.3,5.7,0.7,2.5,CLE,ok,202684.0,Tristan Thompson
Alec Burks,2011.0,10.0,Point Guard/Shooting Guard,202692.0,2012-13,1.5,64.0,17.8,7.0,2.3,1.4,0.5,0.2,0.42,0.359,0.713,2.5,6.1,0.5,1.4,1.4,2.0,0.6,1.7,1.2,1.8,UTA,ok,202692.0,Alec Burks
Klay Thompson,2011.0,11.0,Shooting Guard/Small Forward,202691.0,2015-16,10.5,80.0,33.3,22.1,3.8,2.1,0.8,0.6,0.47,0.425,0.873,8.1,17.3,3.5,8.1,2.4,2.8,0.4,3.4,1.7,1.9,GSW,ok,202691.0,Klay Thompson
Kemba Walker,2011.0,12.0,Point Guard,202689.0,2015-16,3.0,81.0,35.6,20.9,4.4,5.2,1.6,0.5,0.427,0.371,0.847,7.0,16.4,2.2,6.0,4.6,5.4,0.7,3.7,2.1,1.4,CHA,ok,202689.0,Kemba Walker
Kawhi Leonard,2011.0,13.0,Small Forward,202695.0,2015-16,9.1,72.0,33.0,21.2,6.8,2.6,1.8,1.0,0.506,0.443,0.874,7.7,15.1,1.8,4.0,4.1,4.6,1.3,5.5,1.5,1.8,SAS,ok,202695.0,Kawhi Leonard
Marcus Morris,2011.0,14.0,Small Forward/Power Forward,202694.0,2015-16,2.0,80.0,35.7,14.1,5.1,2.5,0.8,0.3,0.434,0.362,0.749,5.1,11.8,1.4,3.7,2.5,3.4,1.1,3.9,1.8,2.1,DET,ok,202694.0,Marcus Morris Sr.
Markieff Morris,2011.0,15.0,Power Forward,202693.0,2013-14,1.7,81.0,26.6,13.8,6.0,1.8,0.8,0.6,0.486,0.315,0.792,5.1,10.4,0.4,1.3,3.2,4.0,1.7,4.3,1.8,2.9,PHX,ok,202693.0,Markieff Morris
Jordan Hamilton,2011.0,16.0,Shooting Guard/Small Forward,202706.0,2011-12,1.3,26.0,9.9,4.4,2.4,0.8,0.2,0.1,0.432,0.362,0.4,1.8,4.3,0.7,1.8,0.1,0.2,0.4,2.0,0.6,0.6,DEN,ok,202706.0,Jordan Hamilton
Tobias Harris,2011.0,17.0,Small Forward/Power Forward,202699.0,2015-16,0.2,76.0,33.1,14.7,6.7,2.2,0.9,0.5,0.469,0.335,0.831,5.5,11.7,1.1,3.1,2.7,3.2,1.3,5.4,1.4,2.0,DET,ok,202699.0,Tobias Harris
Tyler Honeycutt,2011.0,18.0,Shooting Guard/Small Forward,202715.0,2011-12,-0.5,15.0,5.9,1.3,0.9,0.5,0.3,0.2,0.333,0.333,0.6,0.5,1.6,0.1,0.2,0.2,0.3,0.2,0.7,0.1,0.2,SAC,ok,202715.0,Tyler Honeycutt
Chris Singleton,2011.0,19.0,Small Forward/Power Forward,202698.0,2012-13,-1.6,57.0,16.2,4.1,3.2,0.6,0.7,0.4,0.382,0.194,0.571,1.6,4.2,0.1,0.6,0.7,1.2,0.9,2.3,0.8,2.2,WAS,ok,202698.0,Chris Singleton
Marshon Brooks,2011.0,20.0,Shooting Guard,202705.0,2013-14,0.7,35.0,9.0,4.5,1.5,0.7,0.4,0.1,0.456,0.52,0.727,1.6,3.6,0.4,0.7,0.9,1.3,0.3,1.3,0.7,0.6,LAL,ok,202705.0,MarShon Brooks
Trey Thompkins,2011.0,21.0,Power Forward,202717.0,2011-12,-2.4,24.0,5.0,2.4,1.0,0.1,0.1,0.1,0.393,0.308,0.714,1.0,2.5,0.2,0.5,0.2,0.3,0.2,0.8,0.3,0.4,LAC,ok,202717.0,Trey Thompkins
Kenneth Faried,2011.0,22.0,Power Forward,202702.0,2012-13,2.7,80.0,28.1,11.5,9.2,1.0,1.0,1.0,0.552,0.0,0.613,4.8,8.6,0.0,0.0,2.0,3.3,3.3,5.9,1.4,2.9,DEN,ok,202702.0,Kenneth Faried
Darius Morris,2011.0,23.0,Point Guard,202721.0,2012-13,-0.3,48.0,14.2,4.0,1.2,1.6,0.4,0.0,0.388,0.364,0.649,1.5,3.9,0.5,1.4,0.5,0.8,0.5,0.7,0.9,1.2,LAL,ok,202721.0,Darius Morris
Bismack Biyombo,2011.0,24.0,Center,202687.0,2015-16,1.0,82.0,22.0,5.5,8.0,0.4,0.2,1.6,0.542,0.0,0.628,1.9,3.5,0.0,0.0,1.7,2.8,2.2,5.8,0.9,2.7,TOR,ok,202687.0,Bismack Biyombo
JaJuan Johnson Purdue,2011.0,25.0,Power Forward,202707.0,2011-12,-1.0,36.0,8.3,3.2,1.6,0.2,0.1,0.4,0.446,0.0,0.667,1.5,3.4,0.0,0.0,0.2,0.3,0.6,1.1,0.4,0.7,BOS,recovered:full_fuzzy,202707.0,JaJuan Johnson
Justin Harper,2011.0,26.0,Power Forward,202712.0,2011-12,-2.7,14.0,6.0,1.4,0.9,0.1,0.1,0.2,0.29,0.154,0.0,0.6,2.2,0.1,0.9,0.0,0.1,0.2,0.6,0.4,0.4,ORL,ok,202712.0,Justin Harper
Davis Bertans,2011.0,27.0,Small Forward,202722.0,,,,,,,,,,,,,,,,,,,,,,,,no_data_in_2011-12_to_2015-16,,
Nikola Vucevic,2011.0,28.0,Center,202696.0,2011-12,0.5,51.0,15.9,5.5,4.8,0.6,0.4,0.7,0.45,0.375,0.529,2.6,5.7,0.1,0.2,0.4,0.7,1.7,3.1,0.6,2.2,PHI,ok,202696.0,Nikola Vučević
Norris Cole,2011.0,29.0,Point Guard,202708.0,2013-14,1.2,82.0,24.6,6.4,2.0,3.0,0.9,0.1,0.414,0.345,0.779,2.5,6.1,0.7,2.1,0.6,0.8,0.2,1.7,1.5,1.9,MIA,ok,202708.0,Norris Cole
Kyle Singler,2011.0,30.0,Small Forward,202713.0,2015-16,-0.3,68.0,14.4,3.4,2.1,0.4,0.4,0.1,0.389,0.309,0.659,1.3,3.3,0.4,1.4,0.4,0.6,0.7,1.3,0.5,1.8,OKC,ok,202713.0,Kyle Singler
Jeremy Tyler,2011.0,31.0,Power Forward/Center,202719.0,2012-13,0.3,21.0,3.3,1.0,1.0,0.0,0.0,0.1,0.375,0.0,0.667,0.4,1.1,0.0,0.0,0.2,0.3,0.3,0.7,0.3,0.5,ATL,ok,202719.0,Jeremy Tyler
