 


  
  

NCAA Men's Basketball
Division IPoints Per Game
Through Games 03/11/2020


"Rank","Name","Team","Cl","Ht","Pos","G","FGM","3FG","FT","PTS","PPG"
"","Kofi Cockburn","Illinois","Fr.","7-0","C","31","12"
"","Tahjai Teague","Ball St.","Sr.","6-8","F","31","12"
"","Xeyrius Williams","Akron","Sr.","6-9","F","31","12"
"","Hasahn French","Saint Louis","Jr.","6-7","F","30","12"
"","AJ Brodeur","Penn","Sr.","6-8","F","27","12"
"53","Max Mahoney","Boston U.","Sr.","6-8","F","34","11"
"","Will Rayman","Colgate","Sr.","6-9","F","34","11"
"","Xavier Hill-Mais","Oakland","Sr.","6-7","F","33","11"
"","Justyn Mutts","Delaware","So.","6-7","F","33","11"
"","Jahlil Tripp","Pacific","Sr.","6-5","F","33","11"
"","Armando Bacot","North Carolina","Fr.","6-10","F","32","11"
"","George Dixon","Eastern Ill.","Jr.","6-5","G","32","11"
"","Josh Mballa","Buffalo","So.","6-7","F","32","11"
"","Matt Pile","Omaha","Jr.","6-8","F","32","11"
"","Jason Preston","Ohio","So.","6-3","G","32","11"
"","Kevin Samuel","TCU","So.","7-0","C","32","11"
"","Kaleb Wesson","Ohio St.","Jr.","6-9","F","31","11"
"","Freddie Gillespie","Baylor","Sr.","6-8","F","30","11"
"","Olivier Sarr","Wake Forest","Jr.","7-0","C","30","11"
"","Onyeka Okongwu","Southern California","Fr.","6-9","F","28","11"
"","Sean Sutherlin","New Hampshire","Jr.","6-5","G","28","11"
"","Nate Grimes","Fresno St.","Sr.","6-8","F","27","11"
"","Loudon Love","Wright St.","Jr.","6-8","C","27","11"
"","Emmanuel Nzekwesi","Oral Roberts","Sr.","6-8","F","25","11"
"","Lamine Diane","CSUN","So.","6-7","F","19","11"
"73","Jayveous McKinnis","Jackson St.","So.","6-7","F","32","10"
"","Avery Sullivan","Lamar University","Jr.","6-8","C","32","10"
"","Andy Van Vliet","William & Mary","Sr.","7-0","F","32","10"
"","Kameron Langley","N.C. A&T","Jr.","6-2","G","31","10"
"","Daeqwon Plowden","Bowling Green","Jr.","6-6","F","31","10"
"","Yahuza Rasas","Texas Southern","Jr.","6-7","F","31","10"
"","Nick Richards","Kentucky","Jr.","6-11","F","31","10"
"","Marcus Santos-Silva","VCU","Jr.","6-7","F","31","10"
"","Oscar Tshiebwe","West Virginia","Fr.","6-9","F","31","10"
"","Matt Wilson","Army West Point","Sr.","6-9","C","30","10"
"","Kristian Doolittle","Oklahoma","Sr.","6-7","F","29","10"
"","Cyril Langevine","Rhode Island","Sr.","6-8","F","29","10"
"","Malik Ellison","Hartford","Sr.","6-6","G","22","10"
"86","Filip Petrusev","Gonzaga","So.","6-11","F","33","9"
"","Kessler Edwards","Pepperdine","So.","6-8","F","32","9"
"","Brad Greene","UC Irvine","Jr.","6-10","C","32","9"
"","Luke Knapke","Toledo","Sr.","6-11","C","32","9"
"","Cameron Krutwig","Loyola Chicago","Jr.","6-9","C","32","9"
"","Warith Alatishe","Nicholls","So.","6-8","F","31","9"
"","Ty Brewer","Southeastern La.","So.","6-7","F","31","9"
"","Alpha Diallo","Providence","Sr.","6-7","G","31","9"
"","Austin Phyfe","UNI","So.","6-9","F","31","9"
"","Nick Rakocevic","Southern California","Sr.","6-11","F","31","9"
"","Jeremiah Robinson-Earl","Villanova","Fr.","6-9","F","31","9"
"","Ian DuBose","Houston Christian","Jr.","6-4","G","29","9"
"","Kaelon Harris","The Citadel","Sr.","6-4","F","29","9"
"","Jordan Bruner","Yale","Sr.","6-9","F","28","9"
"","Dwight Wilson","James Madison","Jr.","6-8","F","26","9"
"101","Isaac Kante","Hofstra","So.","6-8","F","34","8"
"","Ben Stanley","Hampton","So.","6-6","F","34","8"
"","Walter Whyte","Boston U.","So.","6-6","F","34","8"
"","AJ Bramah","Robert Morris","Jr.","6-7","F","33","8"
"","Robert Allen","Samford","So.","6-9","F","32","8"
"","T.J. Atwood","Lamar University","Sr.","6-6","G","32","8"
"","CJ Elleby","Washington St.","So.","6-6","G","32","8"
"","Osasumwen Osaghae","FIU","Sr.","6-7","F","32","8"
"","Kerry Blackshear","Florida","Sr.","6-9","F","31","8"
"","Darius Days","LSU","So.","6-6","F","31","8"
"","Leonard Harper-Baker","Southern Miss.","Sr.","6-5","F","31","8"
"","Nate Hinton","Houston","So.","6-5","G","31","8"
"","Keyontae Johnson","Florida","So.","6-5","F","31","8"
"","Brendan Medley-Bacon","Coppin St.","So.","7-0","C","31","8"
"","Steffon Mitchell","Boston College","Jr.","6-8","F","31","8"
"","Kevin Obanor","Oral Roberts","So.","6-8","F","31","8"
"","Jonah Radebaugh","Northern Colo.","Sr.","6-2","G","31","8"
"","Obi Toppin","Dayton","So.","6-9","F","31","8"
"","Trevion Williams","Purdue","So.","6-9","F","31","8"
"","Isaac Johnson","App State","Sr.","6-9","F","30","8"
"","Romello White","Arizona St.","Jr.","6-8","F","30","8"
"","Josh Ajayi","South Alabama","Sr.","6-7","F","29","8"
"","Quintin Dove","UT Martin","Sr.","6-8","F","29","8"
"","Tamenang Choh","Brown","Jr.","6-5","F","27","8"
"","Yoeli Childs","BYU","Sr.","6-8","F","19","8"
"126","Malik Fitts","Saint Mary's (CA)","Jr.","6-8","F","34","7"
"","Rapolas Ivanauskas","Colgate","Sr.","6-10","F","34","7"
"","Scottie James","Liberty","Sr.","6-7","F","34","7"
"","Liam Robbins","Drake","So.","7-0","F","34","7"
"","Naz Bohannon","Youngstown St.","Jr.","6-5","F","33","7"
"","Tommy Burton","Coastal Carolina","Sr.","6-8","F","33","7"
"","Keith Braxton","Saint Francis","Sr.","6-5","G","32","7"
"","Roydell Brown","McNeese","Sr.","6-5","G","32","7"
"","Raiquan Clark","LIU","Sr.","6-4","G","32","7"
"","Brandon Johnson","Western Mich.","Jr.","6-8","F","32","7"
"","DeVante' Jones","Coastal Carolina","So.","6-1","G","32","7"
"","Eli Scott","LMU (CA)","Jr.","6-6","F","32","7"
"","Anthony Smith","Murray St.","Sr.","6-7","F","32","7"
"","KJ Williams","Murray St.","So.","6-10","F","32","7"
"","Jordan Nwora","Louisville","Jr.","6-7","F","31","7"
"","Danny Pippen","Kent St.","Jr.","6-9","F","31","7"
"","Trendon Watford","LSU","Fr.","6-7","F","31","7"
"","Emmitt Williams","LSU","So.","6-6","F","31","7"
"","Moses Wright","Georgia Tech","Jr.","6-9","F","31","7"
"","Paul Atkinson Jr.","Yale","Jr.","6-10","F","30","7"
"","Myles Cherry","Lafayette","Sr.","6-9","F","30","7"
"","Jayden Martinez","New Hampshire","So.","6-7","F","30","7"
"","Mike Watkins","Penn St.","Sr.","6-9","C","30","7"
"","Mo Muhammed","Louisiana Tech","Sr.","6-7","F","29","7"
"","Chudier Bile","Northwestern St.","Sr.","6-7","F","28","7"
"","Kaleb Bishop","FDU","Sr.","6-8","F","28","7"
"","Brooks DeBisschop","Northern Ariz.","Sr.","6-9","F","28","7"
"","Ed Croswell","La Salle","So.","6-8","F","26","7"
"154","Jimbo Lull","San Francisco","Sr.","7-0","C","34","6"
"","Justin Champagnie","Pittsburgh","Fr.","6-6","F","33","6"
"","Andrew Garcia","Stony Brook","Sr.","6-6","G","33","6"
"","Jalen Johnson","Louisiana","Jr.","6-6","F","33","6"
"","Anthony Lamb","Vermont","Sr.","6-6","F","33","6"
"","Grayson Murphy","Belmont","So.","6-3","G","33","6"
"","Jare'l Spellman","Sacred Heart","Sr.","6-10","F","33","6"
"","Harrison Butler","Southern Utah","So.","6-5","F","32","6"
"","James Dickey","UNC Greensboro","Sr.","6-10","F","32","6"
"","Rayshaun Hammonds","Georgia","Jr.","6-9","F","32","6"
"","Jabari Narcis","UT Arlington","Sr.","6-9","F","32","6"
"","McKinley Wright","Colorado","Jr.","6-0","G","32","6"
"","Timmy Allen","Utah","So.","6-6","F","31","6"
"","James Banks III","Georgia Tech","Sr.","6-10","C","31","6"
"","Jubrile Belo","Montana St.","Jr.","6-9","F","31","6"
"","Derek Culver","West Virginia","So.","6-10","F","31","6"
"","Mason Faulkner","Western Caro.","Jr.","6-1","G","31","6"
"","Markell Johnson","NC State","Sr.","6-1","G","31","6"
"","Hayden Koval","Central Ark.","Jr.","7-1","C","31","6"
"","Unique McLean","St. Francis Brooklyn","Sr.","6-2","G","31","6"
"","Tre Mitchell","Massachusetts","Fr.","6-9","C","31","6"
"","Nate Pierre-Louis","Temple","Jr.","6-4","G","31","6"
"","Sayeed Pridgett","Montana","Sr.","6-5","G","31","6"
"","Nike Sibande","Miami (OH)","Jr.","6-4","G","31","6"
"","Tres Tinkle","Oregon St.","Sr.","6-8","F","31","6"
"","Ben Vander Plas","Ohio","So.","6-8","F","31","6"
"","Dom Welch","St. Bonaventure","So.","6-5","G","31","6"
"","Eli Abaev","Austin Peay","Jr.","6-8","F","30","6"
"","Ryan Daly","Saint Joseph's","Sr.","6-4","G","30","6"
"","Kameron Edwards","Pepperdine","Sr.","6-6","F","30","6"
"","Jon Axel Gudmunsson","Davidson","Sr.","6-4","G","30","6"
"","Gavin Kensmil","SFA","Jr.","6-7","F","30","6"
"","Tajuan Agee","Iona","Sr.","6-9","F","29","6"
"","Nick Guadarrama","New Hampshire","So.","6-5","F","29","6"
"","Chris Knight","Dartmouth","Jr.","6-6","F","29","6"
"","Tyere Marshall","Rider","Sr.","6-9","F","29","6"
"","Jaime Echenique","Wichita St.","Sr.","6-11","C","27","6"
"","Sal Nuhu","Portland St.","Sr.","6-8","F","25","6"
"","Devonte Patterson","Prairie View","Sr.","6-7","F","24","6"
"","James Karnik","Lehigh","Jr.","6-9","C","22","6"
"194","Chevez Goodwin","Wofford","Jr.","6-9","F","35","5"
"","Tareq Coburn","Hofstra","Jr.","6-5","G","34","5"
"","Davion Warren","Hampton","Jr.","6-6","G","34","5"
"","Mahamadou Diawara","Stetson","Fr.","6-10","C","33","5"
"","Jalen Dupree","Samford","Sr.","6-8","F","33","5"
"","Carter Hendricksen","North Florida","So.","6-7","F","33","5"
"","Brandon Horvath","UMBC","Jr.","6-10","F","33","5"
"","Nick Muszynski","Belmont","So.","6-11","C","33","5"
"","Tyson Ward","North Dakota St.","Sr.","6-6","G","33","5"
"","Brad Brechting","Oakland","Sr.","6-11","C","32","5"
"","Matt Dentlinger","South Dakota St.","So.","6-8","F","32","5"
"","Dylan Disu","Vanderbilt","Fr.","6-9","F","32","5"
"","Ben Drake","Presbyterian","Sr.","6-8","F","32","5"
"","Jhivvan Jackson","UTSA","Jr.","6-0","G","32","5"
"","Cheikh Mbacke Diong","UNLV","Jr.","6-11","F","32","5"
"","Bourama Sidibe","Syracuse","Jr.","6-10","F","32","5"
"","Stanley Umude","South Dakota","Jr.","6-6","G","32","5"
"","Bryson Williams","UTEP","Jr.","6-8","F","32","5"
"","AJ Wilson","George Mason","Jr.","6-7","F","32","5"
"","Zion Cousins","Howard","Jr.","6-8","F","31","5"
"","Kamani Johnson","Little Rock","So.","6-7","F","31","5"
"","Amadou Sow","UC Santa Barbara","So.","6-9","F","31","5"
"","Lamar Stevens","Penn St.","Sr.","6-8","F","31","5"
"","Tyler Stevenson","Southern Miss.","So.","6-8","G","31","5"
"","Dwayne Sutton","Louisville","Sr.","6-5","F","31","5"
"","Sage Tolbert","Southeast Mo. St.","So.","6-8","F","31","5"
"","DeAndre Abram","Milwaukee","Sr.","6-8","G","30","5"
"","Souleymane Diakite","NJIT","So.","6-9","F","30","5"
"","Tommy Funk","Army West Point","Sr.","5-11","G","30","5"
"","Tyson Jolly","SMU","Jr.","6-4","G","30","5"
"","Tyrese Martin","Rhode Island","So.","6-6","G","30","5"
"","Isiaha Mike","SMU","Jr.","6-8","F","30","5"
"","Orlando Robinson","Fresno St.","Fr.","7-0","F","30","5"
"","Josh Sharkey","Samford","Sr.","5-10","G","30","5"
"","Aamir Simms","Clemson","Jr.","6-8","F","30","5"
"","Zavier Simpson","Michigan","Sr.","6-0","G","30","5"
"","Collin Smith","UCF","Jr.","6-11","F","30","5"
"","Joel Soriano","Fordham","Fr.","6-11","F","30","5"
"","Dimencio Vaughn","Rider","Jr.","6-5","F","30","5"
"","Marcus Weathers","Duquesne","Jr.","6-5","F","30","5"
"","Isaiah Whaley","UConn","Jr.","6-9","F","30","5"
"","Nikos Chougkaz","Northwestern St.","Fr.","6-10","G","29","5"
"","Isaiah Crawley","Ga. Southern","Sr.","6-7","F","29","5"
"","C.J. Bryce","NC State","Sr.","6-5","G","28","5"
"","Cam Mack","Nebraska","So.","6-2","G","28","5"
"","Elijah Olaniyi","Stony Brook","Jr.","6-5","G","28","5"
"","George Tinsley","Binghamton","Fr.","6-6","F","28","5"
"","Osun Osunniyi","St. Bonaventure","So.","6-10","C","24","5"
"","Elijah Childs","Bradley","Jr.","6-8","F","22","5"
"","Dantez Walton","Northern Ky.","Sr.","6-7","F","21","5"
"","Jackson Rowe","Cal St. Fullerton","Sr.","6-7","F","20","5"
"","DeAndre Williams","Evansville","So.","6-9","F","18","5"
"","Carlton Bragg","New Mexico","Sr.","6-10","F","15","5"
"247","Josh Ferguson","Winthrop","Sr.","6-8","C","34","4"
"","Bolden Brace","Northeastern","Sr.","6-6","G","33","4"
"","Michael Moreno","Eastern Ky.","Fr.","6-7","F","33","4"
"","Dan Oladapo","Oakland","So.","6-8","F","33","4"
"","Derrick Alston","Boise St.","Jr.","6-8","G","32","4"
"","Gerard Andrus","Prairie View","Sr.","6-5","G","32","4"
"","Desmond Bane","TCU","Sr.","6-5","G","32","4"
"","Evan Battey","Colorado","So.","6-8","F","32","4"
"","Julian Champagnie","St. John's (NY)","Fr.","6-8","F","32","4"
"","Maizen Fausett","Southern Utah","So.","6-6","F","32","4"
"","Tyler Hagedorn","South Dakota","Sr.","6-10","F","32","4"
"","Bryce Hamilton","UNLV","So.","6-4","G","32","4"
"","Malik Johnson","Canisius","Sr.","5-10","G","32","4"
"","Carlik Jones","Radford","Jr.","6-0","G","32","4"
"","Michal Kozak","Weber St.","Jr.","6-8","F","32","4"
"","Christian Lutete","UMass Lowell","Sr.","6-4","F","32","4"
"","Callum McRae","UC Riverside","So.","7-1","C","32","4"
"","Charlie Moore","DePaul","Jr.","5-11","G","32","4"
"","Drew Peterson","Rice","So.","6-8","F","32","4"
"","Colbey Ross","Pepperdine","Jr.","6-1","G","32","4"
"","Ryan Swan","Air Force","Sr.","6-8","C","32","4"
"","Collin Welp","UC Irvine","Jr.","6-9","F","32","4"
"","Yanni Wetzell","San Diego St.","Sr.","6-10","F","32","4"
"","Chris Brandon","Detroit Mercy","So.","6-8","F","31","4"
"","Marcus Carr","Minnesota","So.","6-2","G","31","4"
"","Deniz Celen","St. Francis Brooklyn","Sr.","6-8","F","31","4"
"","Steven Enoch","Louisville","Sr.","6-10","C","31","4"
"","Kayne Henry","Jacksonville St.","Jr.","6-7","F","31","4"
"","Lacey James","NIU","Sr.","6-9","F","31","4"
"","Myles Johnson","Rutgers","So.","6-10","C","31","4"
"","Trey Landers","Dayton","Sr.","6-5","G","31","4"
"","Malik Miller","Morgan St.","So.","6-4","G","31","4"
"","Ade Murkey","Denver","Sr.","6-5","G","31","4"
"","Pauly Paulicap","Manhattan","Sr.","6-8","F","31","4"
"","Koby Thomas","Coppin St.","Jr.","6-6","F","31","4"
"","Josip Vrankic","Santa Clara","Jr.","6-8","F","31","4"
"","Oscar da Silva","Stanford","Jr.","-","F","31","4"
"","Jalen Hill","UCLA","So.","6-10","C","30","4"
"","Jay Huff","Virginia","Jr.","7-1","F","30","4"
"","Michael Hughes","Duquesne","Jr.","6-8","C","30","4"
"","Feron Hunt","SMU","So.","6-8","F","30","4"
"","Brandon Rachal","Tulsa","Jr.","6-5","G","30","4"
"","Jared Savage","Western Ky.","Sr.","6-5","F","30","4"
"","Frederick Scott","Rider","Jr.","6-8","F","30","4"
"","Philip Whittington","Kent St.","Sr.","6-9","F","30","4"
"","Elyjah Williams","FDU","Jr.","6-7","F","30","4"
"","Dalonte Brown","Miami (OH)","Jr.","6-7","F","29","4"
"","Terrell Brown Jr.","Seattle U","Jr.","6-3","G","29","4"
"","Algevon Eichelberger","Cleveland St.","Jr.","6-8","F","29","4"
"","Grant Golden","Richmond","Jr.","6-10","F","29","4"
"","Wesley Harris","Tennessee St.","Sr.","6-9","G","29","4"
"","Josh Nebo","Texas A&M","Sr.","6-9","F","29","4"
"","John Petty Jr.","Alabama","Jr.","6-5","G","29","4"
"","Jalen Pickett","Siena","So.","6-4","G","29","4"
"","Douglas Wilson","South Dakota St.","Jr.","6-7","F","29","4"
"","Kevin McKay","Central Mich.","Sr.","6-5","G","28","4"
"","Armel Potter","George Washington","Sr.","6-1","G","28","4"
"","Pierre Sarr","Binghamton","Sr.","6-8","F","28","4"
"","Richmond Aririguzoh","Princeton","Sr.","6-9","C","27","4"
"","Javan White","Kansas City","Sr.","6-10","F","27","4"
"","Myles Carter","Seattle U","Sr.","6-9","F","25","4"
"","Javon Levi","UTRGV","Jr.","5-11","G","25","4"
"","Jericho Sims","Texas","Jr.","6-10","F","24","4"
"","Arnaldo Toro","George Washington","Sr.","6-8","F","24","4"
"","Andre Adams","Southern Utah","Sr.","6-9","F","23","4"
"","Tyrese Haliburton","Iowa St.","So.","6-5","G","22","4"
"","Neemias Queta","Utah St.","So.","7-0","C","22","4"
"","Arinze Chidom","UC Riverside","So.","6-9","F","21","4"
"","Isaiah White","Utah Valley","Jr.","6-7","G","21","4"
"","Jeromy Rodriguez","ETSU","Sr.","6-7","F","20","4"
"","Cameron Parker","Sacred Heart","So.","6-2","G","18","4"
"","Chuba Ohams","Fordham","Jr.","6-9","F","13","4"
"","Charles Bassey","Western Ky.","So.","6-11","C","10","4"
Reclassifying
"NR","Dejon Davis","California Baptist","Sr.","6-7","F","31","12"
"NR","Manny Littles","North Ala.","So.","6-7","F","27","7"

NCAA Men's Basketball
Division ITriple Doubles
Through Games 03/11/2020


"Rank","Name","Team","Cl","Ht","Pos","G","Trpl Dbl"
"1","Mason Faulkner","Western Caro.","Jr.","6-1","G","31","2"
"","Kameron Langley","N.C. A&T","Jr.","6-2","G","31","2"
"3","Chandler Vaudrin","Winthrop","Jr.","6-7","G","33","1"
"","Phlandrous Fleming Jr.","Charleston So.","Jr.","6-5","G","32","1"
"","Elijah Harkless","CSUN","So.","6-3","G","32","1"
"","Luke Knapke","Toledo","Sr.","6-11","C","32","1"
"","Cameron Krutwig","Loyola Chicago","Jr.","6-9","C","32","1"
"","Mike Okauru","UNCW","Jr.","6-4","G","32","1"
"","Jason Preston","Ohio","So.","6-3","G","32","1"
"","Eli Scott","LMU (CA)","Jr.","6-6","F","32","1"
"","Cory Hightower","Presbyterian","So.","6-7","F","31","1"
"","Markell Johnson","NC State","Sr.","6-1","G","31","1"
"","Shamarkus Kennedy","McNeese","Sr.","6-8","F","31","1"
"","Kira Lewis Jr.","Alabama","So.","6-3","G","31","1"
"","Grant Riller","Col. of Charleston","Sr.","6-3","G","31","1"
"","LJ Thorpe","UNC Asheville","So.","6-5","G","31","1"
"","Andre Jones","Nicholls","Jr.","6-4","G","30","1"
"","Jordan Bruner","Yale","Sr.","6-9","F","28","1"
"","Marvin Coleman","UNLV","So.","6-3","G","28","1"
"","Rylan Jones","Utah","Fr.","6-1","G","28","1"
"","Cam Mack","Nebraska","So.","6-2","G","28","1"
"","Isaiah Washington","Iona","Jr.","6-1","G","28","1"
"","AJ Brodeur","Penn","Sr.","6-8","F","27","1"
"","Both Gach","Utah","So.","6-6","G","27","1"
"","Rayshawn Neal","South Carolina St.","Jr.","5-10","G","25","1"
"","Tyrese Haliburton","Iowa St.","So.","6-5","G","22","1"

NCAA Men's Basketball
Division ITotal Assists
Through Games 03/11/2020


"Rank","Name","Team","Cl","Ht","Pos","G","AST"
"1","Kameron Langley","N.C. A&T","Jr.","6-2","G","31","247"
"2","Jason Preston","Ohio","So.","6-3","G","32","238"
"3","Zavier Simpson","Michigan","Sr.","6-0","G","30","236"
"4","Colbey Ross","Pepperdine","Jr.","6-1","G","32","229"
"5","Josh Sharkey","Samford","Sr.","5-10","G","30","217"
"6","Tommy Funk","Army West Point","Sr.","5-11","G","30","212"
"7","Ivan Gandia-Rosa","North Florida","Sr.","6-1","G","33","211"
"8","Markell Johnson","NC State","Sr.","6-1","G","31","210"
"9","Marcus Carr","Minnesota","So.","6-2","G","31","207"
"10","Grayson Murphy","Belmont","So.","6-3","G","33","203"
"11","Jonah Radebaugh","Northern Colo.","Sr.","6-2","G","31","202"
"12","Desure Buie","Hofstra","Sr.","5-11","G","34","200"
"13","Javon Levi","UTRGV","Jr.","5-11","G","25","199"
"14","Charlie Moore","DePaul","Jr.","5-11","G","32","196"
"15","Roman Penn","Drake","Jr.","6-0","G","34","192"
"16","Ashton Hagans","Kentucky","So.","6-6","G","30","191"
"","Chandler Vaudrin","Winthrop","Jr.","6-7","G","33","191"
"18","Malik Johnson","Canisius","Sr.","5-10","G","32","189"
"19","Mason Faulkner","Western Caro.","Jr.","6-1","G","31","188"
"20","Kyle Lofton","St. Bonaventure","So.","6-3","G","31","186"
"21","TJ Haws","BYU","Sr.","6-4","G","32","185"
"","Tre Jones","Duke","So.","6-2","G","29","185"
"23","DeVante' Jones","Coastal Carolina","So.","6-1","G","32","183"
"","Jermaine Marrow","Hampton","Sr.","6-0","G","28","183"
"25","Cam Mack","Nebraska","So.","6-2","G","28","179"
"26","Jacob Gilyard","Richmond","Jr.","5-9","G","31","178"
"27","Wabissa Bede","Virginia Tech","Jr.","6-1","G","32","177"
"28","Kihei Clark","Virginia","So.","5-10","G","30","176"
"","Cassius Winston","Michigan St.","Sr.","6-0","G","30","176"
"30","Carlik Jones","Radford","Jr.","6-0","G","32","175"
"","Jalen Pickett","Siena","So.","6-4","G","29","175"
"32","Kendric Davis","SMU","So.","5-11","G","26","173"
"","Andrew Nembhard","Florida","So.","6-5","G","31","173"
"34","Marreon Jackson","Toledo","Jr.","6-1","G","32","172"
"","Payton Pritchard","Oregon","Sr.","6-2","G","31","172"
"36","Yuri Collins","Saint Louis","Fr.","6-0","G","31","171"
"37","Nico Mannion","Arizona","Fr.","6-3","G","32","169"
"38","Davonta Jordan","Buffalo","Sr.","6-2","G","32","168"
"","Marlon Stewart","North Dakota","Sr.","6-3","G","33","168"
"","Camren Wynter","Drexel","So.","6-2","G","33","168"
"41","Holland Woods","Portland St.","Jr.","6-0","G","32","165"
"42","Ivy Smith.Jr","Grambling","Sr.","6-0","G","32","164"
"43","Malachi Flynn","San Diego St.","Jr.","6-1","G","32","163"
"","Xavier Johnson","Pittsburgh","So.","6-3","G","32","163"
"45","Traci Carter","Hartford","Sr.","6-0","G","33","162"
"","Prentiss Hubb","Notre Dame","So.","6-3","G","31","162"
"","Kira Lewis Jr.","Alabama","So.","6-3","G","31","162"
"48","Drew Buggs","Hawaii","Jr.","6-2","G","30","161"
"","Quincy McKnight","Seton Hall","Sr.","6-4","G","30","161"
"","Armel Potter","George Washington","Sr.","6-1","G","28","161"
"51","Tyson Batiste","The Citadel","Sr.","6-2","G","30","160"
"52","McKinley Wright","Colorado","Jr.","6-0","G","32","159"
"53","Sincere Carry","Duquesne","So.","6-1","G","30","158"
"54","Tyger Campbell","UCLA","Fr.","5-11","G","31","156"
"","Marcus Zegarowski","Creighton","So.","6-2","G","31","156"
"56","Jordan Burns","Colgate","Jr.","6-0","G","33","154"
"57","Sean East II","Massachusetts","Fr.","6-3","G","31","153"
"","Tarkus Ferguson","UIC","Sr.","6-4","G","32","153"
"","Te'Jon Lucas","Milwaukee","Jr.","6-2","G","30","153"
"","Dante Treacy","Robert Morris","So.","6-0","G","34","153"
"61","Antonio Daye","FIU","So.","6-3","G","31","152"
"62","Darrell Brown","Bradley","Sr.","5-10","G","32","151"
"63","JayQuan McCloud","Green Bay","Sr.","6-2","G","33","150"
"","Jordan Perkins","N.C. Central","Jr.","6-1","G","31","150"
"65","V.J. Holmes","Lamar University","Sr.","6-4","G","31","149"
"66","Jalen Crutcher","Dayton","Jr.","6-1","G","30","148"
"67","Anthony Cowan","Maryland","Sr.","6-0","G","31","147"
"","Javion Hamlet","North Texas","Jr.","6-4","G","31","147"
"","Von Julien","Southeastern La.","Sr.","6-1","G","30","147"
"70","Marcus Garrett","Kansas","Jr.","6-5","G","31","144"
"","Isaiah Stevens","Colorado St.","Fr.","6-0","G","32","144"
"72","Harald Frey","Montana St.","Sr.","6-1","G","31","142"
"","Tyrese Haliburton","Iowa St.","So.","6-5","G","22","142"
"74","Terrell Brown Jr.","Seattle U","Jr.","6-3","G","29","141"
"","Cameron Parker","Sacred Heart","So.","6-2","G","18","141"
"76","AJ Brodeur","Penn","Sr.","6-8","F","27","140"
"","Ethan Thompson","Oregon St.","Jr.","6-5","G","31","140"
"","Kane Williams","Georgia St.","Jr.","6-4","G","32","140"
"","Ryan Woolridge","Gonzaga","Sr.","6-3","G","33","140"
"80","J'Von McCormick","Auburn","Sr.","6-0","G","31","139"
"","Sahvir Wheeler","Georgia","Fr.","5-9","-","31","139"
"82","Brandon Childress","Wake Forest","Sr.","6-0","G","30","138"
"","Collin Gillespie","Villanova","Jr.","6-2","G","31","138"
"","Loren Cristian Jackson","Akron","Jr.","5-8","G","31","138"
"","Darius Quisenberry","Youngstown St.","So.","6-2","G","32","138"
"","Fatts Russell","Rhode Island","Jr.","5-10","G","30","138"
"","Eli Scott","LMU (CA)","Jr.","6-6","F","32","138"
"","Sam Sessoms","Binghamton","So.","6-0","G","29","138"
"","Jon Williams","Robert Morris","Jr.","6-1","G","34","138"
"90","Chris Clarke","Texas Tech","Sr.","6-6","F","30","137"
"","Sa'eed Nelson","American","Sr.","6-1","G","29","137"
"92","Markquis Nowell","Little Rock","So.","5-8","G","28","136"
"93","A.J. Lawson","McNeese","Jr.","6-5","G","32","135"
"94","Ahmad Clark","UAlbany","Sr.","6-1","G","31","134"
"","Antoine Davis","Detroit Mercy","So.","6-1","G","30","134"
"","Cartier Diarra","Kansas St.","Jr.","6-4","G","31","134"
"","Rich Kelly","Quinnipiac","Jr.","6-1","G","30","134"
"","Saben Lee","Vanderbilt","Jr.","6-2","G","32","134"
"","Jaquan Lyle","New Mexico","Sr.","6-5","G","29","134"
"","Mike Smith","Columbia","Sr.","5-11","G","30","134"
"101","Jordan Cohen","Lehigh","Sr.","6-1","G","32","133"
"","Jarron Cumberland","Cincinnati","Sr.","6-5","G","27","133"
"","Taevion Kinsey","Marshall","So.","6-5","G","32","133"
"","Cameron Krutwig","Loyola Chicago","Jr.","6-9","C","32","133"
"","Cam Shelton","Northern Ariz.","So.","6-2","G","30","133"
"","Justin Thomas","Morehead St.","Jr.","5-11","G","30","133"
"107","Austen Awosika","Cal St. Fullerton","Sr.","6-3","G","31","132"
"","Alex Lomax","Memphis","So.","6-0","G","31","132"
"","Hunter Maldonado","Wyoming","So.","6-7","G","33","132"
"","Tyresse Williford","SIUE","Sr.","5-10","G","31","132"
"111","Ethan Anderson","Southern California","Fr.","6-1","G","31","131"
"","Keishawn Davidson","Tennessee Tech","Fr.","6-2","G","30","131"
"","Mark Freeman","Tennessee St.","Fr.","5-10","G","31","131"
"","DeAndre Jones","Central Ark.","Jr.","5-11","G","22","131"
"","Laquincy Rideau","South Fla.","Sr.","6-1","G","31","131"
"","Jimmy Sotos","Bucknell","Jr.","6-3","G","34","131"
"","D'Mitrik Trice","Wisconsin","Jr.","6-0","G","31","131"
"","Jarrod West","Marshall","Jr.","5-11","G","32","131"
"119","Ezra Manjon","UC Davis","Fr.","6-0","G","32","130"
"120","Jon Axel Gudmunsson","Davidson","Sr.","6-4","G","30","129"
"","Ellis Magnuson","Eastern Wash.","Fr.","6-1","G","31","129"
"","Eric Monroe","Yale","Sr.","6-2","G","30","129"
"","Javonte Smart","LSU","So.","6-4","G","31","129"
