 


  
  

NCAA Men's Basketball
Division IPoints Per Game
Through Games 04/07/2014


"Rank","Name","Team","Cl","Ht","Pos","G","FGM","3FG","FT","PTS","PPG"
"76","Josh Huestis","Stanford","Sr.","6-7","F","36","295","8.2"
"77","Alex Francis","Bryant","Sr.","6-6","F","32","262","8.2"
"","Jyles Smith","Savannah St.","Sr.","6-9","F","32","262","8.2"
"79","Javonte Green","Radford","Jr.","6-4","G","35","285","8.1"
"80","Jeronne Maymon","Tennessee","Sr.","6-8","F","37","300","8.1"
"81","Joel Embiid","Kansas","Fr.","7-0","C","28","227","8.1"
"82","Kyle Collinsworth","BYU","So.","6-6","G","34","275","8.1"
"83","Tashawn Thomas","Houston","Jr.","6-8","G","33","266","8.1"
"","Brian Voelkel","Vermont","Sr.","6-6","F","33","266","8.1"
"85","Seth Tuttle","UNI","Jr.","6-8","F","31","249","8.0"
"86","Ricardo Glenn","USC Upstate","Sr.","6-8","F","33","265","8.0"
"87","Jameel Warney","Stony Brook","So.","6-8","F","34","273","8.0"
"88","Earl Brown","Saint Francis","Jr.","6-5","F","31","248","8.0"
"","Ovie Soko","Duquesne","Sr.","6-8","F","30","240","8.0"
"90","Aaron Gordon","Arizona","Fr.","6-8","F","38","303","8.0"
"91","Venky Jois","Eastern Wash.","So.","6-8","F","31","247","8.0"
"92","Sherman Blanford","Eastern Ill.","Sr.","6-6","F","30","239","8.0"
"93","Nate Austin","BYU","Jr.","6-11","F","35","278","7.9"
"","Carl Baptiste","Delaware","Sr.","6-8","F","35","278","7.9"
"95","Cady Lalanne","Massachusetts","Jr.","6-9","F","33","262","7.9"
"96","Ladontae Henton","Providence","Jr.","6-6","F","35","276","7.9"
"97","Kendall Gray","Delaware St.","Jr.","6-10","C","30","236","7.9"
"98","Gene Teague","Seton Hall","Sr.","6-9","C","29","228","7.9"
"99","Jordan Mickey","LSU","Fr.","6-8","F","34","267","7.9"
"100","Taylor Johns","UC Riverside","So.","6-7","F","31","243","7.8"
"101","Tshilidzi Nephawe","New Mexico St.","Jr.","6-10","C","36","282","7.8"
"","Sim Bhullar","New Mexico St.","So.","7-5","C","30","235","7.8"
"103","Daniel Miller","Georgia Tech","Sr.","6-11","C","33","258","7.8"
"104","Derrick Barden","Northern Colo.","Sr.","6-5","F","32","249","7.8"
"105","Mike Moser","Oregon","Sr.","6-8","F","34","263","7.7"
"106","Cory Dixon","New Orleans","Sr.","6-7","F","26","201","7.7"
"107","Bobby Hain","Youngstown St.","So.","6-9","F","32","247","7.7"
"108","Dartaye Ruffin","Drexel","Sr.","6-8","F","28","216","7.7"
"109","John Brown","High Point","So.","6-8","F","31","239","7.7"
"110","Johnny O'Bryant III","LSU","Jr.","6-9","F","34","262","7.7"
"111","Evan Bruinsma","Detroit Mercy","Sr.","6-7","F","32","246","7.7"
"112","Cole Dickerson","San Francisco","Sr.","6-7","F","33","253","7.7"
"113","David Kravish","California","Jr.","6-10","F","35","268","7.7"
"114","Cameron Black","Bowling Green","Sr.","6-10","C","32","245","7.7"
"","Richaun Holmes","Bowling Green","Jr.","6-8","F","32","245","7.7"
"116","Tre Drye","Tulane","Jr.","6-6","F","34","260","7.6"
"","Stephen Madison","Idaho","Sr.","6-5","F","34","260","7.6"
"118","Tyshon Pickett","Bradley","Sr.","6-6","F","32","244","7.6"
"119","Kyle Davis","Utah St.","So.","6-7","F","29","221","7.6"
"120","Stacy Davis","Pepperdine","So.","6-6","F","31","236","7.6"
"121","Adam Kemp","Marist","Sr.","6-10","C","28","213","7.6"
"122","Jordan Dykstra","South Dakota St.","Sr.","6-8","F","32","242","7.6"
"123","Zane Knowles","A&M-Corpus Christi","Sr.","6-10","F","34","257","7.6"
"124","Devin Thomas","Wake Forest","So.","6-9","F","33","249","7.5"
"125","Aaric Murray","Texas Southern","Sr.","6-10","C","34","255","7.5"
"126","Michael Craig","Southern Miss.","Sr.","6-5","F","33","247","7.5"
"127","Jordan Fouse","Green Bay","So.","6-7","G","31","232","7.5"
"128","Adjehi Baru","Col. of Charleston","Jr.","6-9","F","32","239","7.5"
"","Matt Ross","Chicago St.","Sr.","6-8","F","32","239","7.5"
"130","Brad Waldow","Saint Mary's (CA)","Jr.","6-9","F","35","261","7.5"
"131","Ronald Roberts","Saint Joseph's","Sr.","6-8","F","32","238","7.4"
"132","Devin Oliver","Dayton","Sr.","6-7","F","37","275","7.4"
"133","Chase Fieler","FGCU","Sr.","6-8","F","35","260","7.4"
"134","Bruce Beckford","N.C. A&T","So.","6-7","F","26","193","7.4"
"135","A.J. Hammons","Purdue","So.","7-0","C","31","230","7.4"
"","Tymell Murphy","FIU","Sr.","6-5","F","31","230","7.4"
"137","J.J. Avila","Colorado St.","Jr.","6-7","F","32","237","7.4"
"138","Kadeem Batts","Providence","Sr.","6-10","F","35","259","7.4"
"139","Matt Stainbrook","Xavier","Jr.","6-10","C","33","244","7.4"
"140","Cameron Bairstow","New Mexico","Sr.","6-9","F","34","251","7.4"
"","Dave Dudzinski","Holy Cross","Sr.","6-9","F","34","251","7.4"
"142","Travis Wallace","North Florida","Sr.","6-6","F","32","235","7.3"
"143","Du'Vaughn Maxwell","Hampton","Sr.","6-7","F","31","227","7.3"
"144","Tyler Johnson","Fresno St.","Sr.","6-4","G","35","256","7.3"
"145","Brendan Lane","Pepperdine","Sr.","6-9","F","30","219","7.3"
"146","Dequan Hicks","Northwestern St.","Sr.","6-7","F","31","226","7.3"
"147","Fran Dougherty","Penn","Sr.","6-8","F","28","204","7.3"
"148","Justin Jackson","Cincinnati","Sr.","6-8","F","34","247","7.3"
"149","Adreian Payne","Michigan St.","Sr.","6-10","F","31","225","7.3"
"","Garrick Sherman","Notre Dame","Sr.","6-11","C","31","225","7.3"
"151","Isaiah Sykes","UCF","Sr.","6-5","G","30","217","7.2"
"152","Ryan Taylor","Marshall","Fr.","6-5","F","31","224","7.2"
"153","Devin Williams","West Virginia","Fr.","6-9","F","33","238","7.2"
"","Tony Wroblicky","American","Sr.","6-10","F","33","238","7.2"
"155","Cedric Kuakumensah","Brown","So.","6-8","F","29","209","7.2"
"156","Sam Dower","Gonzaga","Sr.","6-9","C","34","245","7.2"
"157","Dominique McKoy","Duquesne","Jr.","6-8","F","30","216","7.2"
"158","Mychal Ammons","South Alabama","Jr.","6-6","G","31","223","7.2"
"","Thomas van der Mars","Portland","Jr.","6-11","C","31","223","7.2"
"160","Jonathan Holmes","Texas","Jr.","6-8","F","32","229","7.2"
"161","Gavin Ware","Mississippi St.","So.","6-9","F","33","236","7.2"
"162","T.J. Warren","NC State","So.","6-8","F","35","250","7.1"
"163","Pat Connaughton","Notre Dame","Jr.","6-5","G","32","227","7.1"
"164","Chris Eversley","Cal Poly","Sr.","6-7","F","34","241","7.1"
"165","K.J. McDaniels","Clemson","Jr.","6-5","G","36","255","7.1"
"166","De'Mon Brooks","Davidson","Sr.","6-7","F","27","191","7.1"
"167","Rod Rucker","UAB","Sr.","6-5","F","30","212","7.1"
"168","Tim Kempton","Lehigh","Fr.","6-10","C","32","226","7.1"
"169","Jacob Parker","SFA","Jr.","6-6","F","35","247","7.1"
"170","Przemek Karnowski","Gonzaga","So.","7-1","C","36","254","7.1"
"171","Markus Kennedy","SMU","So.","6-9","F","37","261","7.1"
"172","Cody Larson","South Dakota St.","Jr.","6-9","F","32","225","7.0"
"173","Ross Travis","Penn St.","Jr.","6-6","F","34","239","7.0"
"174","Richard Ross","Old Dominion","Jr.","6-7","F","36","253","7.0"
"175","Akil Mitchell","Virginia","Sr.","6-8","F","37","259","7.0"
"","Maurice Ndour","Ohio","Jr.","6-9","F","36","252","7.0"
"","Treveon Graham","VCU","Jr.","6-5","G","35","245","7.0"
"","Gilvydas Biruta","Rhode Island","Jr.","6-8","F","32","224","7.0"
"179","Doug McDermott","Creighton","Sr.","6-8","F","35","244","7.0"
"180","Torrey Craig","USC Upstate","Sr.","6-6","F","34","237","7.0"
"181","Jordan Loveridge","Utah","So.","6-6","F","33","230","7.0"
"182","Jordan Threloff","NIU","Jr.","6-9","C","32","223","7.0"
"183","Will Neighbour","Little Rock","Sr.","6-10","F","25","174","7.0"
"184","Chris Manhertz","Canisius","Sr.","6-6","F","31","215","6.9"
"","Kevin Thomas","Troy","Jr.","6-8","F","31","215","6.9"
"186","Darryl Palmer","South Carolina St.","So.","6-7","F","30","208","6.9"
"","Tommy Spagnolo","App State","Sr.","6-7","F","30","208","6.9"
"188","Michael Murray","Coppin St.","Sr.","6-5","F","28","194","6.9"
"189","Kevin Larsen","George Washington","So.","6-10","F","33","228","6.9"
"190","Deon Jones","Monmouth","Jr.","6-6","G","32","221","6.9"
"191","Ryan Rhoomes","Fordham","So.","6-8","F","31","214","6.9"
"192","Orlando Parker","Wagner","Sr.","6-8","F","28","193","6.9"
"","C.J. Washington","UAB","Jr.","6-8","F","28","193","6.9"
"194","Javon Dawson","Jacksonville","Sr.","6-6","F","27","186","6.9"
"195","Kevin Hill","New Orleans","So.","6-7","F","26","179","6.9"
"196","Sam Rowley","UAlbany","Jr.","6-5","F","34","234","6.9"
"197","Trey Davis","Richmond","So.","6-5","F","33","227","6.9"
"198","Justin Sears","Yale","So.","6-8","F","32","220","6.9"
"199","Fred Chatmon","Kansas City","Sr.","6-9","F","29","199","6.9"
"200","Dwight Powell","Stanford","Sr.","6-10","F","36","247","6.9"
"201","Amile Jefferson","Duke","So.","6-9","F","35","240","6.9"
"202","Brandon Goode","Norfolk St.","Sr.","7-0","C","34","233","6.9"
"203","Kadeem Jack","Rutgers","Jr.","6-9","F","32","219","6.8"
"204","Anthony Hubbard","Morgan St.","Sr.","6-5","G","31","212","6.8"
"205","Lucky Jones","Robert Morris","Jr.","6-6","F","36","246","6.8"
"206","El Hadji Ndieguene","Coastal Carolina","Sr.","6-10","C","32","218","6.8"
"","Victor Rudd","South Fla.","Sr.","6-9","F","32","218","6.8"
"208","Deandre Kane","Iowa St.","Sr.","6-4","G","36","245","6.8"
"209","Karviar Shepherd","TCU","Fr.","6-11","C","30","204","6.8"
"210","Jonathan Fairell","Murray St.","Jr.","6-7","F","34","231","6.8"
"","Troy Huff","North Dakota","Sr.","6-4","G","34","231","6.8"
"","Titus Rubles","Cincinnati","Sr.","6-7","F","34","231","6.8"
"213","Delon Wright","Utah","Jr.","6-5","G","33","224","6.8"
"214","Jerami Grant","Syracuse","So.","6-8","F","32","217","6.8"
"215","Perris Blackwell","Washington","Sr.","6-9","F","31","210","6.8"
"216","Stephan Hicks","CSUN","Jr.","6-5","G","35","237","6.8"
"217","Troy Snyder","UMES","Sr.","6-4","G","30","203","6.8"
"218","James Michael McAdoo","North Carolina","Jr.","6-9","F","34","230","6.8"
"","Bobby Portis","Arkansas","Fr.","6-10","F","34","230","6.8"
"","Kourtney Roberson","Texas A&M","Jr.","6-9","F","34","230","6.8"
"221","James Currington","Mississippi Val.","Fr.","6-6","F","29","196","6.8"
"222","Okaro White","Florida St.","Sr.","6-7","F","36","243","6.8"
"","Marcellus Barksdale","IU Indy","So.","6-5","G","32","216","6.8"
"224","Will Felder","Miami (OH)","Sr.","6-7","F","31","209","6.7"
"","Kevin Hardy","McNeese","Jr.","6-2","G","31","209","6.7"
"226","Michael Holyfield","Sam Houston","Jr.","6-10","C","35","235","6.7"
"227","Maurice Strong","Alabama St.","Jr.","6-5","F","32","214","6.7"
"228","Perry Ellis","Kansas","So.","6-8","F","35","234","6.7"
"229","Angel Matias","Ga. Southern","Jr.","6-4","F","34","227","6.7"
"230","Dorian Finney-Smith","Florida","So.","6-8","F","37","247","6.7"
"231","Aaron White","Iowa","Jr.","6-9","F","33","220","6.7"
"","Paul Egwuonwu","Montana St.","Sr.","6-9","C","30","200","6.7"
"233","George Fant","Western Ky.","Jr.","6-6","F","31","206","6.6"
"","Jerrell Wright","La Salle","Jr.","6-8","F","31","206","6.6"
"235","Michale Kyser","Louisiana Tech","Jr.","6-10","F","36","239","6.6"
"236","Amadou Sidibe","Fairfield","So.","6-8","F","32","212","6.6"
"","Aly Ahmed","CSU Bakersfield","So.","6-9","C","24","159","6.6"
"238","Reggie Spencer","Northeastern","Jr.","6-7","F","29","192","6.6"
"239","Tre Hale-Edmerson","CSUN","So.","6-9","F","35","231","6.6"
"","Dennis Kramer","San Diego","Sr.","6-11","F","35","231","6.6"
"241","Elliott Eliason","Minnesota","Jr.","6-11","C","37","244","6.6"
"242","Zaid Hearst","Quinnipiac","Jr.","6-4","G","32","211","6.6"
"","Cedrick Williams","UNCW","Jr.","6-9","F","32","211","6.6"
"244","Tristan Carey","Longwood","Sr.","6-4","G","31","204","6.6"
"","Paul Gombwer","Charleston So.","Jr.","6-6","F","31","204","6.6"
"246","Aaron Jones","Ole Miss","Jr.","6-9","F","33","217","6.6"
"247","Kendrick Washington","Arkansas St.","Sr.","6-7","F","30","197","6.6"
"248","J.D. Weatherspoon","Toledo","Jr.","6-6","F","34","223","6.6"
"249","Ian Chiles","Morgan St.","Sr.","7-2","C","31","203","6.5"
"250","Dwayne Evans","Saint Louis","Sr.","6-6","F","34","222","6.5"
"","Shaq Goodwin","Memphis","So.","6-9","F","34","222","6.5"
"","Vince Hunter","UTEP","Fr.","6-8","F","34","222","6.5"
Reclassifying
"NR","Killian Larson","Grand Canyon","Sr.","6-9","C","30","348","11.6"
"NR","Mike Rostampour","Omaha","Jr.","6-8","F","32","239","7.5"
"NR","Ian Markolf","UIW","Sr.","7-1","C","21","155","7.4"

NCAA Men's Basketball
Division IAssists Per Game
Through Games 04/07/2014


"Rank","Name","Team","Cl","Ht","Pos","G","AST","APG"
"1","Jason Brickman","LIU","Sr.","6-0","G","29","290","10.0"
"2","Kenneth Smith","Louisiana Tech","Jr.","6-3","G","36","278","7.7"
"3","Chaz Williams","Massachusetts","Sr.","5-9","G","33","229","6.9"
"4","Lucas Woodhouse","Longwood","So.","6-1","G","32","213","6.7"
"5","Kyle Anderson","UCLA","So.","6-9","G","36","233","6.5"
"6","Kahlil Felder","Oakland","Fr.","5-9","G","33","212","6.4"
"7","Jalan West","Northwestern St.","So.","5-11","G","31","197","6.4"
"8","Emanuel Chapman","N.C. Central","Sr.","6-1","G","34","214","6.3"
"9","Phil Gaetano","Sacred Heart","Jr.","5-10","G","31","194","6.3"
"10","Christopher Anderson","San Diego","Jr.","5-7","G","35","216","6.2"
"11","Jamel Waters","Alabama St.","So.","5-9","G","32","194","6.1"
"12","Brent Jones","St. Francis Brooklyn","Jr.","5-10","G","31","187","6.0"
"13","Julius Brown","Toledo","Jr.","5-10","G","34","205","6.0"
"14","Mackey McKnight","Lehigh","Sr.","6-0","G","32","192","6.0"
"15","Lucas Nutt","Southeast Mo. St.","Sr.","6-1","G","32","191","6.0"
"16","Elfrid Payton","Louisiana","Jr.","6-3","G","35","208","5.9"
"17","Deandre Kane","Iowa St.","Sr.","6-4","G","36","213","5.9"
"18","Bryce Cotton","Providence","Sr.","6-1","G","35","205","5.9"
"","Rodney Glasgow","VMI","Sr.","5-10","G","35","205","5.9"
"20","Juwan Staten","West Virginia","Jr.","6-1","G","33","193","5.8"
"21","Sidney Sanders Jr","FDU","Sr.","5-11","G","31","181","5.8"
"22","Pierria Henry","Charlotte","Jr.","6-5","G","30","175","5.8"
"23","Justin Cobbs","California","Sr.","6-2","G","35","204","5.8"
"24","Brian Voelkel","Vermont","Sr.","6-6","F","33","190","5.8"
"25","Langston Hall","Mercer","Sr.","6-4","G","36","201","5.6"
"26","Damarius Smith","Austin Peay","Jr.","6-2","G","25","139","5.6"
"27","Tyler Ennis","Syracuse","Fr.","6-2","G","34","188","5.5"
"28","L.J. Rose","Houston","So.","6-3","G","28","154","5.5"
"29","Julian Norfleet","Mount St. Mary's","Sr.","6-2","G","33","181","5.5"
"30","Reece Chamberlain","Belmont","Jr.","6-1","G","31","170","5.5"
"31","Kareem Canty","Marshall","Fr.","6-1","G","33","180","5.5"
"32","Cameron Payne","Murray St.","Fr.","6-2","G","34","185","5.4"
"33","John Jordan","A&M-Corpus Christi","Jr.","5-10","G","33","177","5.4"
"34","Fred VanVleet","Wichita St.","So.","5-11","G","36","193","5.4"
"35","Keith Shamburger","Hawaii","Jr.","6-0","G","31","166","5.4"
"36","Tim Frazier","Penn St.","Sr.","6-1","G","34","182","5.4"
"37","Anthony Ireland","LMU (CA)","Sr.","5-10","G","32","171","5.3"
"38","Brett Comer","FGCU","Jr.","6-3","G","35","187","5.3"
"39","T.J. McConnell","Arizona","Jr.","6-1","G","38","202","5.3"
"40","Billy Baron","Canisius","Sr.","6-2","G","34","180","5.3"
"41","Jarod Oldham","Buffalo","Sr.","6-3","G","29","153","5.3"
"42","Delon Wright","Utah","Jr.","6-5","G","33","174","5.3"
"43","Chris Fowler","Central Mich.","So.","6-1","G","31","163","5.3"
"44","Marquis Wright","Siena","Fr.","6-1","G","38","199","5.2"
"45","Madarious Gibbs","Texas Southern","Jr.","6-0","G","34","178","5.2"
"46","T.J. Bray","Princeton","Sr.","6-5","G","26","133","5.1"
"47","Zalmico Harmon","UC Santa Barbara","Jr.","6-0","G","30","153","5.1"
"48","Drew Brandon","Eastern Wash.","Jr.","6-4","G","30","152","5.1"
"49","Kareem Storey","Morehead St.","Jr.","5-10","G","32","162","5.1"
"50","Alex Caruso","Texas A&M","So.","6-5","G","34","170","5.0"
"","Naadir Tharpe","Kansas","Jr.","5-11","G","34","170","5.0"
"52","Charlon Kloof","St. Bonaventure","Sr.","6-3","G","33","164","5.0"
"53","Kendall Williams","New Mexico","Sr.","6-4","G","34","168","4.9"
"54","Tyler Strange","Gardner-Webb","Jr.","5-10","G","33","163","4.9"
"55","Keifer Sykes","Green Bay","Jr.","6-0","G","30","147","4.9"
"56","Nic Moore","SMU","So.","5-9","G","37","181","4.9"
"57","Shabazz Napier","UConn","Sr.","6-1","G","40","195","4.9"
"","Eric Atkins","Notre Dame","Sr.","6-2","G","32","156","4.9"
"59","Nimrod Hilliard","Lamar University","Jr.","6-5","G","30","146","4.9"
"60","Jordair Jett","Saint Louis","Sr.","6-1","G","34","164","4.8"
"61","Jamel Fuentes","Norfolk St.","Jr.","6-4","G","34","163","4.8"
"62","Jeremiah Samarrippas","Tennessee Tech","Sr.","5-10","G","33","158","4.8"
"63","Marcus Smart","Oklahoma St.","So.","6-4","G","31","148","4.8"
"","Devin Wilson","Virginia Tech","Fr.","6-4","G","31","148","4.8"
"65","Johnathan Loyd","Oregon","Sr.","5-8","G","34","161","4.7"
"66","Frantz Massenat","Drexel","Sr.","6-4","G","30","142","4.7"
"67","Tevin Hammond","Ark.-Pine Bluff","So.","6-0","G","31","146","4.7"
"68","Kenny Chery","Baylor","Jr.","5-11","G","37","174","4.7"
"69","Vince Martin","Jacksonville","Sr.","6-2","G","30","141","4.7"
"70","Aaron Craft","Ohio St.","Sr.","6-2","G","35","164","4.7"
"71","Jehvon Clarke","Bowling Green","Jr.","6-1","G","32","149","4.7"
"","Dee Davis","Xavier","Jr.","6-0","G","32","149","4.7"
"73","Russ Smith","Louisville","Sr.","6-0","G","37","172","4.6"
"74","Jahii Carson","Arizona St.","So.","5-10","G","33","153","4.6"
"75","Steven Kaspar","Bucknell","Jr.","6-3","G","30","139","4.6"
"76","Dj Cole","Youngstown St.","Jr.","5-11","G","31","143","4.6"
"77","Trantell Knight","Middle Tenn.","Sr.","6-1","G","33","152","4.6"
"","Jordan Woodard","Oklahoma","Fr.","6-0","G","33","152","4.6"
"79","Alex Young","UC Irvine","So.","6-2","G","35","161","4.6"
"","Mikh McKinney","Sacramento St.","Jr.","6-1","G","30","138","4.6"
"81","Jayon James","ULM","Sr.","6-6","F","27","124","4.6"
"82","Kyle Collinsworth","BYU","So.","6-6","G","34","156","4.6"
"83","Jake Odum","Indiana St.","Sr.","6-4","G","34","155","4.6"
"84","Will Cummings","Temple","Jr.","6-2","G","29","132","4.6"
"85","Siyani Chambers","Harvard","So.","6-0","G","32","145","4.5"
"86","Joe Jackson","Memphis","Sr.","6-1","G","34","154","4.5"
"87","Alec Wintering","Portland","Fr.","6-0","G","27","122","4.5"
"88","Kyan Anderson","TCU","Jr.","5-11","G","31","139","4.5"
"89","Keith Appling","Michigan St.","Sr.","6-1","G","35","156","4.5"
"90","Jeremy Major","Pepperdine","Fr.","5-11","G","31","138","4.5"
"91","Deonte Burton","Nevada","Sr.","6-1","G","32","142","4.4"
"92","Austin Tillotson","Colgate","So.","6-0","G","30","133","4.4"
"93","Austin Chatman","Creighton","Jr.","6-0","G","35","155","4.4"
"94","Halil Kanacevic","Saint Joseph's","Sr.","6-8","F","34","149","4.4"
"95","Kendrick Perry","Youngstown St.","Sr.","6-0","G","32","140","4.4"
"","John Caleb Sanders","Liberty","Sr.","6-0","G","32","140","4.4"
"97","Quinn Cook","Duke","Jr.","6-2","G","35","153","4.4"
"98","Devonta White","Georgia St.","Sr.","5-11","G","34","147","4.3"
"99","Kevin Hardy","McNeese","Jr.","6-2","G","31","134","4.3"
"100","Matt Carlino","BYU","Jr.","6-2","G","35","151","4.3"
"101","Trey Sumler","Western Caro.","Sr.","6-2","G","32","138","4.3"
"102","Tomas Sanchez","Idaho St.","Sr.","6-3","G","29","125","4.3"
"103","A.J. English","Iona","So.","6-4","G","33","142","4.3"
"","Myles Mack","Rutgers","Jr.","5-10","G","33","142","4.3"
"105","Brandon Frazier","Fordham","Sr.","6-2","G","31","133","4.3"
"106","Pierre Bland","Purdue Fort Wayne","Sr.","6-2","G","36","154","4.3"
"","Lamar Patterson","Pittsburgh","Sr.","6-5","F","36","154","4.3"
"108","Chad Frazier","UAB","Jr.","6-4","G","31","132","4.3"
"","Corey Maynard","Bryant","Sr.","6-3","G","31","132","4.3"
"110","Mike Caffey","Long Beach St.","Jr.","6-0","G","32","136","4.3"
"111","Ryan Harrow","Georgia St.","Jr.","6-2","G","34","144","4.2"
"112","David Stockton","Gonzaga","Sr.","5-11","G","36","152","4.2"
"113","Derrick Wilson","Marquette","Jr.","6-1","G","32","135","4.2"
"114","Shaun Lawton","Maine","So.","6-5","G","28","118","4.2"
"115","D.J. Balentine","Evansville","So.","6-2","G","33","139","4.2"
"116","Deandre Mathieu","Minnesota","Jr.","5-9","G","38","160","4.2"
"117","Marcus Paige","North Carolina","So.","6-2","G","34","143","4.2"
"118","Jabari Peters","Sam Houston","Jr.","6-4","G","35","147","4.2"
"","Dion Nesmith","Hofstra","Sr.","6-1","G","30","126","4.2"
"","Shaquille White-Miller","UT Arlington","Sr.","5-9","G","30","126","4.2"
"121","Kyle Fuller","Vanderbilt","Sr.","6-1","G","31","130","4.2"
"","Kenneth Ortiz","Wagner","Sr.","6-0","G","31","130","4.2"
"123","Holton Hunsaker","Utah Valley","Sr.","6-1","G","32","134","4.2"
"","Codi Miller-McIntyre","Wake Forest","So.","6-3","G","32","134","4.2"
"125","Pee Wee Gardner","American","Jr.","5-9","G","33","138","4.2"
"126","Semaj Christon","Xavier","So.","6-3","G","34","142","4.2"
"","Glenn Cosey","Eastern Ky.","Sr.","6-0","G","34","142","4.2"
"128","Duke Mondy","Oakland","Sr.","6-4","G","29","121","4.2"
"129","Preston Medlin","Utah St.","Sr.","6-4","G","32","132","4.1"
"130","James Robinson","Pittsburgh","So.","6-3","G","36","148","4.1"
"131","Charlie Lee","Cleveland St.","Jr.","5-8","G","30","123","4.1"
"","Patrick Miller","Tennessee St.","Sr.","6-0","G","30","123","4.1"
"133","Chris Jones","North Texas","Jr.","6-2","G","31","127","4.1"
"134","Taariq Cephas","Coppin St.","Jr.","5-9","G","32","131","4.1"
"","Marshall Harris III","The Citadel","Jr.","6-1","G","32","131","4.1"
"","Joe McDonald","George Washington","So.","6-1","G","32","131","4.1"
"137","Sean Armand","Iona","Sr.","6-5","G","33","135","4.1"
"","Markel Starks","Georgetown","Sr.","6-2","G","33","135","4.1"
"139","Jeremy Crutcher","Alabama A&M","Sr.","5-8","G","29","117","4.0"
"140","Kareem Jamar","Montana","Sr.","6-5","G","30","121","4.0"
"141","Isaiah Taylor","Texas","Fr.","6-3","G","35","141","4.0"
"142","Neil Watson","Southern Miss.","Sr.","5-11","G","36","145","4.0"
"143","Steve McWhorter","Milwaukee","Jr.","6-2","G","35","140","4.0"
"","Nick Lindner","Lafayette","Fr.","5-10","G","31","124","4.0"
"","Trey Norris","South Dakota","So.","6-0","G","29","116","4.0"
"","R.J. Williams","Loyola Maryland","Jr.","5-8","G","27","108","4.0"
"147","Andrew Harrison","Kentucky","Fr.","6-6","G","40","159","4.0"
"148","Traevon Jackson","Wisconsin","Jr.","6-3","G","38","151","4.0"
"149","Rod Hall","Clemson","Jr.","6-1","G","36","143","4.0"
"150","Michael Alvarado","Manhattan","Sr.","6-2","G","32","127","4.0"
"151","Stephen Holt","Saint Mary's (CA)","Sr.","6-4","G","34","134","3.9"
"152","Davion Berry","Weber St.","Sr.","6-4","G","31","122","3.9"
"","Quinten Rollins","Miami (OH)","Sr.","6-0","G","31","122","3.9"
"","Chris Udofia","Denver","Sr.","6-6","F","31","122","3.9"
"155","Reggie Dillard","Presbyterian","Fr.","6-4","G","30","118","3.9"
"156","Kevin Yogi Ferrell","Indiana","So.","6-0","G","32","125","3.9"
"157","Kelsey Barlow","UIC","Sr.","6-5","G","31","121","3.9"
"","Pe'Shon Howard","Southern California","Sr.","6-3","G","31","121","3.9"
"159","Ky Howard","NJIT","So.","6-3","G","27","105","3.9"
"160","Briante Weber","VCU","Jr.","6-2","G","35","136","3.9"
"161","Mike Gesell","Iowa","So.","6-2","G","33","128","3.9"
"162","Issiah Grayson","CSU Bakersfield","Sr.","5-11","G","32","124","3.9"
"","Walt Lemon Jr.","Bradley","Sr.","6-3","G","32","124","3.9"
"164","Trevis Wyche","Saint Peter's","Fr.","6-1","G","31","120","3.9"
"165","Raymone Andrews","Stetson","Sr.","6-2","G","30","116","3.9"
"166","Grant Gibbs","Creighton","Sr.","6-5","G","29","112","3.9"
"167","Jarvis Summers","Ole Miss","Jr.","6-3","G","33","126","3.8"
"168","Wes Washpun","UNI","So.","6-1","G","31","118","3.8"
"169","Martez Harrison","Kansas City","Fr.","5-11","G","30","114","3.8"
"","Wesley Saunders","Harvard","Jr.","6-5","G","30","114","3.8"
"171","Denzel Valentine","Michigan St.","So.","6-5","G","38","144","3.8"
"172","London Perrantes","Virginia","Fr.","6-2","G","37","140","3.8"
"173","Richard Carter","Drake","Sr.","5-11","G","31","117","3.8"
"174","Sean McGonagill","Brown","Sr.","6-1","G","29","109","3.8"
"175","Duane Gibson","Evansville","Fr.","6-3","G","33","124","3.8"
"","Tre Hagood","Prairie View","Jr.","6-2","G","33","124","3.8"
"177","Taylor Braun","North Dakota St.","Sr.","6-7","G","32","120","3.8"
"178","Stephen Croone","Furman","So.","6-0","G","30","112","3.7"
"","K.J. Rose","Fairfield","Fr.","6-1","G","30","112","3.7"
"180","Monté Morris","Iowa St.","Fr.","6-2","G","36","134","3.7"
"","Anthony Myers-Pate","Robert Morris","Sr.","6-0","G","36","134","3.7"
"182","Anthony Hickey","LSU","Jr.","5-11","G","34","126","3.7"
"183","Jamie Adams","Florida A&M","Sr.","5-10","G","32","118","3.7"
"184","Paul Baxter","Sam Houston","So.","6-1","G","35","129","3.7"
"185","Josh Hagins","Little Rock","So.","6-1","G","31","114","3.7"
"186","Marcellus Barksdale","IU Indy","So.","6-5","G","32","117","3.7"
"","Ronnie Johnson","Purdue","So.","6-0","G","32","117","3.7"
"188","Ashton Moore","The Citadel","Jr.","6-0","G","33","120","3.6"
"189","Julian Jacobs","Southern California","Fr.","6-4","G","32","116","3.6"
"190","Georges Niang","Iowa St.","So.","6-7","F","34","123","3.6"
"","Scottie Wilbekin","Florida","Sr.","6-2","G","34","123","3.6"
"192","Julysses Nobles","Jackson St.","Sr.","6-1","G","31","112","3.6"
