 


  
  

NCAA Men's Basketball
Division IPoints Per Game
Through Games 04/07/2014


"Rank","Name","Team","Cl","Ht","Pos","G","FGM","3FG","FT","PTS","PPG"
"","Peter Hooley","UAlbany","So.","6-4","G","33","143","155","512"
"206","Casey Prather","Florida","Sr.","6-6","F","37","190","129","511"
"207","Anthony Drmic","Boise St.","Jr.","6-6","G","32","171","107","510"
"208","Cezar Guerrero","Fresno St.","So.","6-1","G","39","163","112","509"
"","Adreian Payne","Michigan St.","Sr.","6-10","F","31","178","109","509"
"210","Kellen Dunham","Butler","So.","6-6","G","31","164","102","508"
"","Scott Eatherton","Northeastern","Jr.","6-8","F","32","180","133","508"
"","Tim Frazier","Penn St.","Sr.","6-1","G","34","163","157","508"
"","Montrael Scott","Prairie View","Jr.","6-3","G","34","174","86","508"
"","Tashawn Thomas","Houston","Jr.","6-8","G","33","205","97","508"
"215","Desmond Haymon","SFA","Sr.","6-3","G","35","155","136","507"
"216","Julius Brown","Toledo","Jr.","5-10","G","34","163","121","506"
"217","Luis Jacobo","Purdue Fort Wayne","Sr.","6-5","F","33","171","89","505"
"","Derrick Marks","Boise St.","Jr.","6-3","G","34","173","140","505"
"","Sean McGonagill","Brown","Sr.","6-1","G","29","162","88","505"
"","Dwight Powell","Stanford","Sr.","6-10","F","36","175","145","505"
"","Brenton Williams","South Carolina","Sr.","5-11","G","34","146","120","505"
"","Jarvis Williams","Murray St.","Jr.","6-8","F","34","184","137","505"
"223","Nic Moore","SMU","So.","5-9","G","37","159","113","503"
"","Anthony Myles","Rider","Sr.","6-5","G","31","146","151","503"
"225","Drew Crawford","Northwestern","Sr.","6-5","F","32","169","114","502"
"226","Warren Gillis","Coastal Carolina","Jr.","6-3","G","34","167","141","501"
"227","Louis Dabney","Tulane","So.","6-3","G","33","160","151","500"
"","Maodo Lo","Columbia","So.","6-3","G","34","172","80","500"
"","Damon Lynn","NJIT","Fr.","5-11","G","29","151","91","500"
"230","Lucky Jones","Robert Morris","Jr.","6-6","F","36","152","125","499"
"","Shayne Whittington","Western Mich.","Sr.","6-11","C","31","188","117","499"
"232","Mikh McKinney","Sacramento St.","Jr.","6-1","G","30","173","114","498"
"","Maurice Ndour","Ohio","Jr.","6-9","F","36","182","116","498"
"","Rian Pearson","Toledo","Sr.","6-4","G","34","191","87","498"
"","Bernard Thompson","FGCU","Jr.","6-3","G","33","167","109","498"
"236","Cole Dickerson","San Francisco","Sr.","6-7","F","33","196","61","497"
"","Leantwan Luckett","Alcorn","Jr.","6-5","G","31","171","132","497"
"238","Deandre Daniels","UConn","Jr.","6-9","F","38","188","70","496"
"","Zaid Hearst","Quinnipiac","Jr.","6-4","G","32","147","159","496"
"","Jacob Parker","SFA","Jr.","6-6","F","35","175","123","496"
"241","Jameel Warney","Stony Brook","So.","6-8","F","34","204","86","494"
"242","Kyle Cain","UNC Greensboro","Jr.","6-7","F","32","201","82","493"
"","Myles Mack","Rutgers","Jr.","5-10","G","33","156","111","493"
"","Josh Scott","Colorado","So.","6-10","F","35","159","175","493"
"245","James Bell","Villanova","Sr.","6-6","G","34","159","88","491"
"","Earnest Ross","Missouri","Sr.","6-5","G","35","141","152","491"
"","Quinton Upshur","Northern Ariz.","Jr.","6-5","G","32","158","102","491"
"248","Ladontae Henton","Providence","Jr.","6-6","F","35","168","106","490"
"","Lucas Troutman","Elon","Sr.","6-10","F","31","185","119","490"
"","Okaro White","Florida St.","Sr.","6-7","F","36","166","134","490"
Reclassifying
"NR","Denzel Livingston","UIW","Jr.","6-4","G","27","174","146","548"
"NR","Killian Larson","Grand Canyon","Sr.","6-9","C","30","180","155","516"
"NR","Jerome Garrison","Grand Canyon","Jr.","6-3","G","30","128","187","495"

NCAA Men's Basketball
Division ITotal Rebounds
Through Games 04/07/2014


"Rank","Name","Team","Cl","Ht","Pos","G","ORebs","DRebs","REB"
"1","Julius Randle","Kentucky","Fr.","6-9","F","40","140","277","417"
"2","Jerrelle Benimon","Towson","Sr.","6-8","F","36","84","320","404"
"3","Jarnell Stokes","Tennessee","Jr.","6-8","F","37","155","237","392"
"4","Chad Posthumus","Morehead St.","Sr.","6-11","C","34","145","225","370"
"5","Ryan Watkins","Boise St.","Sr.","6-8","F","34","170","191","361"
"6","Shawn Long","Louisiana","So.","6-9","F","34","121","232","353"
"7","Jarvis Williams","Murray St.","Jr.","6-8","F","34","128","210","338"
"8","Khem Birch","UNLV","Jr.","6-9","F","33","131","206","337"
"","Roscoe Smith","UNLV","Jr.","6-8","F","31","109","228","337"
"10","Josh Davis","San Diego St.","Sr.","6-8","F","33","113","223","336"
"11","Joel Bolomboy","Weber St.","So.","6-9","F","30","107","222","329"
"12","Ike Azotam","Quinnipiac","Sr.","6-7","F","32","132","195","327"
"","Scott Eatherton","Northeastern","Jr.","6-8","F","32","103","224","327"
"14","D.J. Covington","VMI","Sr.","6-9","F","35","94","232","326"
"15","Alan Williams","UC Santa Barbara","Jr.","6-7","C","28","106","216","322"
"16","Kyle Anderson","UCLA","So.","6-9","G","36","45","270","315"
"17","Ousmane Drame","Quinnipiac","Jr.","6-9","F","30","114","200","314"
"","Brandon Edwards","UT Arlington","Sr.","6-6","F","32","114","200","314"
"19","Cory Jefferson","Baylor","Sr.","6-9","F","38","107","205","312"
"20","Montrezl Harrell","Louisville","So.","6-8","F","37","120","191","311"
"21","Stephen Maxwell","CSUN","Jr.","6-7","F","35","129","180","309"
"22","Richard Solomon","California","Sr.","6-10","F","30","83","224","307"
"","Ryan Spangler","Oklahoma","So.","6-8","F","33","107","200","307"
"24","Jabari Parker","Duke","Fr.","6-8","F","35","105","201","306"
"25","Aaron Gordon","Arizona","Fr.","6-8","F","38","102","201","303"
"26","Dustin Hogue","Iowa St.","Jr.","6-6","F","36","90","212","302"
"27","Z. Mason","Chattanooga","Sr.","6-5","F","31","91","209","300"
"","Jeronne Maymon","Tennessee","Sr.","6-8","F","37","123","177","300"
"","Talib Zanna","Pittsburgh","Sr.","6-9","F","35","115","185","300"
"30","Halil Kanacevic","Saint Joseph's","Sr.","6-8","F","34","67","231","298"
"31","D.J. Shelton","Washington St.","Sr.","6-10","F","31","68","229","297"
"32","Steve Zack","La Salle","Jr.","6-11","C","31","88","208","296"
"33","Josh Huestis","Stanford","Sr.","6-7","F","36","91","204","295"
"","Josh Scott","Colorado","So.","6-10","F","35","102","193","295"
"35","Juvonte Reddic","VCU","Sr.","6-9","F","35","126","168","294"
"36","Willis Hall","Col. of Charleston","Sr.","6-6","F","32","90","203","293"
"","Demetrius Treadwell","Akron","Sr.","6-7","F","34","113","180","293"
"38","Augustine Rubit","South Alabama","Sr.","6-7","C","31","129","163","292"
"39","Stephen Nwaukoni","Hofstra","Sr.","6-8","F","33","112","178","290"
"40","Majok Majok","Ball St.","Sr.","6-9","F","29","100","189","289"
"41","William Truss","Presbyterian","Jr.","6-8","C","32","81","207","288"
"42","Cameron Ridley","Texas","So.","6-10","C","35","115","172","287"
"43","Javon McCrea","Buffalo","Sr.","6-6","F","29","112","174","286"
"44","Kyle Cain","UNC Greensboro","Jr.","6-7","F","32","77","208","285"
"","Melvin Ejim","Iowa St.","Sr.","6-6","F","34","88","197","285"
"","Javonte Green","Radford","Jr.","6-4","G","35","81","204","285"
"","Chris Horton","Austin Peay","So.","6-8","C","30","100","185","285"
"48","Tyler Stone","Southeast Mo. St.","Sr.","6-8","F","30","73","211","284"
"49","Tshilidzi Nephawe","New Mexico St.","Jr.","6-10","C","36","93","189","282"
"50","Lee Skinner","Wofford","Jr.","6-6","F","33","96","184","280"
"51","Shawn Jones","Middle Tenn.","Sr.","6-8","F","33","99","180","279"
"52","Nate Austin","BYU","Jr.","6-11","F","35","90","188","278"
"","Carl Baptiste","Delaware","Sr.","6-8","F","35","85","193","278"
"54","Alex Kirk","New Mexico","Jr.","7-0","C","32","73","204","277"
"55","Isaiah Armwood","George Washington","Sr.","6-9","F","33","77","199","276"
"","Ladontae Henton","Providence","Jr.","6-6","F","35","86","190","276"
"57","Kyle Collinsworth","BYU","So.","6-6","G","34","85","190","275"
"","Marvin Dominique","Saint Peter's","Jr.","6-7","F","31","92","183","275"
"","Devin Oliver","Dayton","Sr.","6-7","F","37","84","191","275"
"","Shayne Whittington","Western Mich.","Sr.","6-11","C","31","74","201","275"
"61","David Laury","Iona","Jr.","6-9","F","33","75","199","274"
"62","Calvin Godfrey","Southern U.","Jr.","6-9","F","31","85","188","273"
"","Ryan Nicholas","Portland","Sr.","6-7","F","31","71","202","273"
"","Jameel Warney","Stony Brook","So.","6-8","F","34","97","176","273"
"65","Jordan Bachynski","Arizona St.","Sr.","7-2","C","33","71","201","272"
"","Corey Petros","Oakland","Jr.","6-10","C","33","102","170","272"
"67","Justin Raffington","Fla. Atlantic","Jr.","6-9","C","32","99","172","271"
"68","Kameron Woods","Butler","Jr.","6-8","F","30","61","209","270"
"69","Noah Vonleh","Indiana","Fr.","6-10","F","30","71","198","269"
"70","David Kravish","California","Jr.","6-10","F","35","79","189","268"
"71","Ben Aird","Utah Valley","Sr.","6-9","C","32","57","210","267"
"","Daniel Bejarano","Colorado St.","Jr.","6-4","G","32","73","194","267"
"","Dan Jennings","Long Beach St.","Sr.","6-9","F","32","104","163","267"
"","Jordan Mickey","LSU","Fr.","6-8","F","34","77","190","267"
"75","Rakeem Buckles","FIU","Sr.","6-7","F","31","83","183","266"
"","D","UNC Asheville","Sr.","6-10","C","27","86","180","266"
"","Egidijus Mockevicius","Evansville","So.","6-10","C","32","68","198","266"
"","Tashawn Thomas","Houston","Jr.","6-8","G","33","93","173","266"
"","Brian Voelkel","Vermont","Sr.","6-6","F","33","64","202","266"
"80","John Bohannon","UTEP","Sr.","6-11","C","32","59","206","265"
"","Ricardo Glenn","USC Upstate","Sr.","6-8","F","33","105","160","265"
"","M.J. Rhett","Tennessee St.","Jr.","6-8","F","29","87","178","265"
"","Brandon West","Jackson St.","Sr.","6-10","C","27","99","166","265"
"84","Jerome Hill","Gardner-Webb","So.","6-5","F","31","102","162","264"
"85","Jalen Cannon","St. Francis Brooklyn","Jr.","6-6","F","32","94","169","263"
"","Mike Moser","Oregon","Sr.","6-8","F","34","63","200","263"
"87","Alex Francis","Bryant","Sr.","6-6","F","32","85","177","262"
"","Cady Lalanne","Massachusetts","Jr.","6-9","F","33","103","159","262"
"","Johnny O'Bryant III","LSU","Jr.","6-9","F","34","102","160","262"
"","Jyles Smith","Savannah St.","Sr.","6-9","F","32","79","183","262"
"91","Markus Kennedy","SMU","So.","6-9","F","37","73","188","261"
"","Michael Obacha","App State","So.","6-8","F","30","110","151","261"
"","Christian Standhardinger","Hawaii","Sr.","6-8","F","31","92","169","261"
"","Brad Waldow","Saint Mary's (CA)","Jr.","6-9","F","35","111","150","261"
"95","Tre Drye","Tulane","Jr.","6-6","F","34","80","180","260"
"","Chase Fieler","FGCU","Sr.","6-8","F","35","87","173","260"
"","Stephen Madison","Idaho","Sr.","6-5","F","34","70","190","260"
"98","Kadeem Batts","Providence","Sr.","6-10","F","35","108","151","259"
"","Akil Mitchell","Virginia","Sr.","6-8","F","37","72","187","259"
"100","Daniel Miller","Georgia Tech","Sr.","6-11","C","33","83","175","258"
"101","Zane Knowles","A&M-Corpus Christi","Sr.","6-10","F","34","81","176","257"
"102","Tyler Johnson","Fresno St.","Sr.","6-4","G","35","56","200","256"
"103","K.J. McDaniels","Clemson","Jr.","6-5","G","36","86","169","255"
"","Aaric Murray","Texas Southern","Sr.","6-10","C","34","74","181","255"
"105","Przemek Karnowski","Gonzaga","So.","7-1","C","36","71","183","254"
"106","Cole Dickerson","San Francisco","Sr.","6-7","F","33","65","188","253"
"","Richard Ross","Old Dominion","Jr.","6-7","F","36","93","160","253"
"108","Maurice Ndour","Ohio","Jr.","6-9","F","36","58","194","252"
"109","Cameron Bairstow","New Mexico","Sr.","6-9","F","34","76","175","251"
"","Dave Dudzinski","Holy Cross","Sr.","6-9","F","34","87","164","251"
"111","T.J. Warren","NC State","So.","6-8","F","35","113","137","250"
"112","Derrick Barden","Northern Colo.","Sr.","6-5","F","32","99","150","249"
"","Devin Thomas","Wake Forest","So.","6-9","F","33","64","185","249"
"","Seth Tuttle","UNI","Jr.","6-8","F","31","72","177","249"
"115","Brett Bisping","Siena","So.","6-8","F","38","98","150","248"
"","Earl Brown","Saint Francis","Jr.","6-5","F","31","82","166","248"
"117","Michael Craig","Southern Miss.","Sr.","6-5","F","33","76","171","247"
"","Dorian Finney-Smith","Florida","So.","6-8","F","37","94","153","247"
"","Bobby Hain","Youngstown St.","So.","6-9","F","32","81","166","247"
"","Justin Jackson","Cincinnati","Sr.","6-8","F","34","110","137","247"
"","Venky Jois","Eastern Wash.","So.","6-8","F","31","73","174","247"
"","Jacob Parker","SFA","Jr.","6-6","F","35","86","161","247"
"","Dwight Powell","Stanford","Sr.","6-10","F","36","70","177","247"
"124","Evan Bruinsma","Detroit Mercy","Sr.","6-7","F","32","77","169","246"
"","Lucky Jones","Robert Morris","Jr.","6-6","F","36","59","187","246"
"126","Cameron Black","Bowling Green","Sr.","6-10","C","32","52","193","245"
"","Sam Dower","Gonzaga","Sr.","6-9","C","34","64","181","245"
"","Treveon Graham","VCU","Jr.","6-5","G","35","69","176","245"
"","Richaun Holmes","Bowling Green","Jr.","6-8","F","32","86","159","245"
"","Deandre Kane","Iowa St.","Sr.","6-4","G","36","49","196","245"
"131","Elliott Eliason","Minnesota","Jr.","6-11","C","37","78","166","244"
"","Doug McDermott","Creighton","Sr.","6-8","F","35","57","187","244"
"","Tyshon Pickett","Bradley","Sr.","6-6","F","32","86","158","244"
"","Matt Stainbrook","Xavier","Jr.","6-10","C","33","79","165","244"
"135","Taylor Johns","UC Riverside","So.","6-7","F","31","87","156","243"
"","Okaro White","Florida St.","Sr.","6-7","F","36","75","168","243"
"137","Jordan Dykstra","South Dakota St.","Sr.","6-8","F","32","56","186","242"
"","Rico Gathers","Baylor","So.","6-8","F","38","102","140","242"
"139","Chris Eversley","Cal Poly","Sr.","6-7","F","34","74","167","241"
"140","Amile Jefferson","Duke","So.","6-9","F","35","101","139","240"
"","Frank Kaminsky","Wisconsin","Jr.","7-0","F","38","81","159","240"
"","Anthony Lee","Temple","Jr.","6-9","F","28","89","151","240"
"","Ovie Soko","Duquesne","Sr.","6-8","F","30","61","179","240"
"","Patric Young","Florida","Sr.","6-9","C","39","101","139","240"
"145","Adjehi Baru","Col. of Charleston","Jr.","6-9","F","32","75","164","239"
"","Sherman Blanford","Eastern Ill.","Sr.","6-6","F","30","89","150","239"
"","John Brown","High Point","So.","6-8","F","31","105","134","239"
"","Michale Kyser","Louisiana Tech","Jr.","6-10","F","36","85","154","239"
"","Matt Ross","Chicago St.","Sr.","6-8","F","32","71","168","239"
"","Jeffery Solarin","Idaho St.","Jr.","6-4","F","28","109","130","239"
"","Ross Travis","Penn St.","Jr.","6-6","F","34","64","175","239"
"152","Ronald Roberts","Saint Joseph's","Sr.","6-8","F","32","92","146","238"
"","Devin Williams","West Virginia","Fr.","6-9","F","33","81","157","238"
"","Tony Wroblicky","American","Sr.","6-10","F","33","60","178","238"
"155","J.J. Avila","Colorado St.","Jr.","6-7","F","32","82","155","237"
"","Torrey Craig","USC Upstate","Sr.","6-6","F","34","67","170","237"
"","Stephan Hicks","CSUN","Jr.","6-5","G","35","73","164","237"
"158","Stacy Davis","Pepperdine","So.","6-6","F","31","66","170","236"
"","Kendall Gray","Delaware St.","Jr.","6-10","C","30","82","154","236"
"","Gavin Ware","Mississippi St.","So.","6-9","F","33","73","163","236"
"161","Sim Bhullar","New Mexico St.","So.","7-5","C","30","80","155","235"
"","Michael Holyfield","Sam Houston","Jr.","6-10","C","35","100","135","235"
"","Travis Wallace","North Florida","Sr.","6-6","F","32","83","152","235"
"","Karrington Ward","Eastern Mich.","Jr.","6-7","F","37","47","188","235"
"165","Perry Ellis","Kansas","So.","6-8","F","35","72","162","234"
"","Shabazz Napier","UConn","Sr.","6-1","G","40","38","196","234"
"","Sam Rowley","UAlbany","Jr.","6-5","F","34","77","157","234"
"168","Branden Dawson","Michigan St.","Jr.","6-6","G","28","83","150","233"
"","Brandon Goode","Norfolk St.","Sr.","7-0","C","34","89","144","233"
"170","Daniel Coursey","Mercer","Sr.","6-10","F","36","80","152","232"
"","Jordan Fouse","Green Bay","So.","6-7","G","31","82","150","232"
"172","Sam Dekker","Wisconsin","So.","6-9","F","38","65","166","231"
"","Jonathan Fairell","Murray St.","Jr.","6-7","F","34","97","134","231"
"","Tre Hale-Edmerson","CSUN","So.","6-9","F","35","57","174","231"
"","Troy Huff","North Dakota","Sr.","6-4","G","34","96","135","231"
"","Dennis Kramer","San Diego","Sr.","6-11","F","35","57","174","231"
"","Titus Rubles","Cincinnati","Sr.","6-7","F","34","86","145","231"
"178","A.J. Hammons","Purdue","So.","7-0","C","31","73","157","230"
"","Jordan Loveridge","Utah","So.","6-6","F","33","46","184","230"
"","James Michael McAdoo","North Carolina","Jr.","6-9","F","34","90","140","230"
"","Tymell Murphy","FIU","Sr.","6-5","F","31","67","163","230"
"","Bobby Portis","Arkansas","Fr.","6-10","F","34","86","144","230"
"","Kourtney Roberson","Texas A&M","Jr.","6-9","F","34","94","136","230"
"184","Jonathan Holmes","Texas","Jr.","6-8","F","32","89","140","229"
"185","Deandre Daniels","UConn","Jr.","6-9","F","38","55","173","228"
"","Kevin Larsen","George Washington","So.","6-10","F","33","79","149","228"
"","Gene Teague","Seton Hall","Sr.","6-9","C","29","82","146","228"
"","Matt Tiby","Milwaukee","So.","6-8","F","35","65","163","228"
"","Denzel Valentine","Michigan St.","So.","6-5","G","38","47","181","228"
"190","Pat Connaughton","Notre Dame","Jr.","6-5","G","32","38","189","227"
"","Trey Davis","Richmond","So.","6-5","F","33","51","176","227"
"","Joel Embiid","Kansas","Fr.","7-0","C","28","65","162","227"
"","Angel Matias","Ga. Southern","Jr.","6-4","F","34","77","150","227"
"","Du'Vaughn Maxwell","Hampton","Sr.","6-7","F","31","74","153","227"
"195","Dequan Hicks","Northwestern St.","Sr.","6-7","F","31","80","146","226"
"","Tim Kempton","Lehigh","Fr.","6-10","C","32","74","152","226"
"","Kaleb Tarczewski","Arizona","So.","7-0","C","36","75","151","226"
"198","Willie Cauley-Stein","Kentucky","So.","7-0","F","37","94","131","225"
"","Cody Larson","South Dakota St.","Jr.","6-9","F","32","66","159","225"
"","Adreian Payne","Michigan St.","Sr.","6-10","F","31","48","177","225"
"","Garrick Sherman","Notre Dame","Sr.","6-11","C","31","83","142","225"
"202","Gilvydas Biruta","Rhode Island","Jr.","6-8","F","32","86","138","224"
"","Larry Nance Jr.","Wyoming","Jr.","6-8","F","26","35","189","224"
"","Ryan Taylor","Marshall","Fr.","6-5","F","31","62","162","224"
"","Delon Wright","Utah","Jr.","6-5","G","33","42","182","224"
"206","Mychal Ammons","South Alabama","Jr.","6-6","G","31","76","147","223"
"","Jarred Shaw","Utah St.","Sr.","6-10","C","27","52","171","223"
"","Jordan Threloff","NIU","Jr.","6-9","C","32","87","136","223"
"","J.D. Weatherspoon","Toledo","Jr.","6-6","F","34","55","168","223"
"","Thomas van der Mars","Portland","Jr.","6-11","C","31","76","147","223"
"211","Dwayne Evans","Saint Louis","Sr.","6-6","F","34","66","156","222"
"","Shaq Goodwin","Memphis","So.","6-9","F","34","87","135","222"
"","Vince Hunter","UTEP","Fr.","6-8","F","34","77","145","222"
"","Da'Shonte Riley","Eastern Mich.","Sr.","7-0","C","37","77","145","222"
"215","Kyle Davis","Utah St.","So.","6-7","F","29","89","132","221"
"","Deon Jones","Monmouth","Jr.","6-6","G","32","69","152","221"
"","A.J. Merriweather","ETSU","Fr.","6-2","G","35","72","149","221"
"218","Justin Sears","Yale","So.","6-8","F","32","91","129","220"
"","Aaron White","Iowa","Jr.","6-9","F","33","56","164","220"
"220","C.J. Fair","Syracuse","Sr.","6-8","F","34","59","160","219"
"","Kadeem Jack","Rutgers","Jr.","6-9","F","32","87","132","219"
"","Brendan Lane","Pepperdine","Sr.","6-9","F","30","62","157","219"
"223","El Hadji Ndieguene","Coastal Carolina","Sr.","6-10","C","32","74","144","218"
"","Victor Rudd","South Fla.","Sr.","6-9","F","32","21","197","218"
"225","Jerami Grant","Syracuse","So.","6-8","F","32","78","139","217"
"","Aaron Jones","Ole Miss","Jr.","6-9","F","33","107","110","217"
"","Landry Nnoko","Clemson","So.","6-10","C","35","77","140","217"
"","Isaiah Sykes","UCF","Sr.","6-5","G","30","88","129","217"
"229","Marcellus Barksdale","IU Indy","So.","6-5","G","32","42","174","216"
"","Dominique McKoy","Duquesne","Jr.","6-8","F","30","68","148","216"
"","Dartaye Ruffin","Drexel","Sr.","6-8","F","28","69","147","216"
"232","Rondae Hollis-Jefferson","Arizona","Fr.","6-7","F","38","83","132","215"
"","Chris Manhertz","Canisius","Sr.","6-6","F","31","87","128","215"
"","Kruize Pinkins","San Francisco","Jr.","6-7","F","33","106","109","215"
"","Kevin Thomas","Troy","Jr.","6-8","F","31","86","129","215"
"236","Dom Morris","Boston U.","Sr.","6-7","F","35","66","148","214"
"","Ryan Rhoomes","Fordham","So.","6-8","F","31","98","116","214"
"","Maurice Strong","Alabama St.","Jr.","6-5","F","32","89","125","214"
"239","Cleanthony Early","Wichita St.","Sr.","6-8","F","36","48","165","213"
"","Adam Kemp","Marist","Sr.","6-10","C","28","91","122","213"
"","Denzell Taylor","Old Dominion","Fr.","6-6","F","36","104","109","213"
"242","Anthony Hubbard","Morgan St.","Sr.","6-5","G","31","77","135","212"
"","Rod Rucker","UAB","Sr.","6-5","F","30","62","150","212"
"","Amadou Sidibe","Fairfield","So.","6-8","F","32","75","137","212"
"","Davon Usher","Delaware","Sr.","6-6","G","35","51","161","212"
"","Stephan Van Treese","Louisville","Sr.","6-10","C","37","102","110","212"
"247","Nnanna Egwu","Illinois","Jr.","6-11","C","35","89","122","211"
"","Jarmar Gulley","Missouri St.","Sr.","6-5","F","33","67","144","211"
"","Zaid Hearst","Quinnipiac","Jr.","6-4","G","32","84","127","211"
"","Jodd Maxey","USC Upstate","Sr.","6-8","F","34","74","137","211"
"","Eric Mika","BYU","Fr.","6-10","F","33","93","118","211"
"","Earnest Ross","Missouri","Sr.","6-5","G","35","42","169","211"
"","Cedrick Williams","UNCW","Jr.","6-9","F","32","94","117","211"
Reclassifying
"NR","Killian Larson","Grand Canyon","Sr.","6-9","C","30","115","233","348"
"NR","Mike Rostampour","Omaha","Jr.","6-8","F","32","91","148","239"

NCAA Men's Basketball
Division IAssist Turnover Ratio
Through Games 04/07/2014

Min. 3 assists per game
       
"Rank","Name","Team","Cl","Ht","Pos","G","AST","TO","Ratio"
"1","Monté Morris","Iowa St.","Fr.","6-2","G","36","134","28","4.79"
"2","Zalmico Harmon","UC Santa Barbara","Jr.","6-0","G","30","153","33","4.64"
"3","James Robinson","Pittsburgh","So.","6-3","G","36","148","36","4.11"
"4","Fred VanVleet","Wichita St.","So.","5-11","G","36","193","48","4.02"
"5","London Perrantes","Virginia","Fr.","6-2","G","37","140","40","3.50"
"","Hugh Greenwood","New Mexico","Jr.","6-3","G","31","105","30","3.50"
"7","Rodney Glasgow","VMI","Sr.","5-10","G","35","205","62","3.31"
"8","Tyler Ennis","Syracuse","Fr.","6-2","G","34","188","58","3.24"
"9","Kenneth Smith","Louisiana Tech","Jr.","6-3","G","36","278","86","3.23"
"10","Alexander Barlow","Butler","Jr.","5-11","G","31","110","36","3.06"
"11","Mike Gesell","Iowa","So.","6-2","G","33","128","42","3.05"
"12","T.J. McConnell","Arizona","Jr.","6-1","G","38","202","67","3.01"
"13","Ty Greene","USC Upstate","Jr.","6-3","G","26","91","31","2.94"
"14","Preston Medlin","Utah St.","Sr.","6-4","G","32","132","45","2.93"
"15","T.J. Bray","Princeton","Sr.","6-5","G","26","133","46","2.89"
"16","Devonte Smith","Little Rock","Jr.","5-11","G","32","97","34","2.85"
"17","Jason Brickman","LIU","Sr.","6-0","G","29","290","102","2.84"
"18","Derrick Wilson","Marquette","Jr.","6-1","G","32","135","48","2.81"
"19","Anthony Hickey","LSU","Jr.","5-11","G","34","126","45","2.80"
"20","Juwan Staten","West Virginia","Jr.","6-1","G","33","193","69","2.80"
"21","Tyler Strange","Gardner-Webb","Jr.","5-10","G","33","163","59","2.76"
"22","Lucas Nutt","Southeast Mo. St.","Sr.","6-1","G","32","191","71","2.69"
"23","Quinn Cook","Duke","Jr.","6-2","G","35","153","57","2.68"
"24","Johnathan Loyd","Oregon","Sr.","5-8","G","34","161","60","2.68"
"25","Keith Shamburger","Hawaii","Jr.","6-0","G","31","166","62","2.68"
"26","Brent Jones","St. Francis Brooklyn","Jr.","5-10","G","31","187","70","2.67"
"27","Vince Martin","Jacksonville","Sr.","6-2","G","30","141","54","2.61"
"28","Austin Chatman","Creighton","Jr.","6-0","G","35","155","60","2.58"
"29","Petey McClain","ETSU","So.","6-0","G","33","111","43","2.58"
"30","Eric Atkins","Notre Dame","Sr.","6-2","G","32","156","61","2.56"
"31","Jamel Waters","Alabama St.","So.","5-9","G","32","194","76","2.55"
"32","Emanuel Chapman","N.C. Central","Sr.","6-1","G","34","214","84","2.55"
"33","Jamel Fuentes","Norfolk St.","Jr.","6-4","G","34","163","64","2.55"
"34","Devonta White","Georgia St.","Sr.","5-11","G","34","147","58","2.53"
"35","Ryan Harrow","Georgia St.","Jr.","6-2","G","34","144","57","2.53"
"36","Frantz Massenat","Drexel","Sr.","6-4","G","30","142","57","2.49"
"37","Lucas Woodhouse","Longwood","So.","6-1","G","32","213","86","2.48"
"38","Kendall Williams","New Mexico","Sr.","6-4","G","34","168","68","2.47"
"39","Jake Odum","Indiana St.","Sr.","6-4","G","34","155","63","2.46"
"40","Ryan Arcidiacono","Villanova","So.","6-3","G","34","118","48","2.46"
"41","Naadir Tharpe","Kansas","Jr.","5-11","G","34","170","70","2.43"
"42","Dj Cole","Youngstown St.","Jr.","5-11","G","31","143","59","2.42"
"43","Bryce Cotton","Providence","Sr.","6-1","G","35","205","85","2.41"
"44","Dee Davis","Xavier","Jr.","6-0","G","32","149","62","2.40"
"45","Justin Cobbs","California","Sr.","6-2","G","35","204","85","2.40"
"46","Dorrian Williams","Missouri St.","So.","6-3","G","33","112","47","2.38"
"47","L.J. Rose","Houston","So.","6-3","G","28","154","65","2.37"
"48","Langston Hall","Mercer","Sr.","6-4","G","36","201","85","2.36"
"49","Tyler Kalinoski","Davidson","Jr.","6-4","G","33","111","47","2.36"
"50","Jerome Seagears","Rutgers","Jr.","6-1","G","31","99","42","2.36"
"51","Jalan West","Northwestern St.","So.","5-11","G","31","197","84","2.35"
"52","Kendrick Perry","Youngstown St.","Sr.","6-0","G","32","140","60","2.33"
"53","Sidney Sanders Jr","FDU","Sr.","5-11","G","31","181","78","2.32"
"54","Brian Voelkel","Vermont","Sr.","6-6","F","33","190","82","2.32"
"55","Paul Baxter","Sam Houston","So.","6-1","G","35","129","56","2.30"
"56","Alex Young","UC Irvine","So.","6-2","G","35","161","70","2.30"
"57","Christopher Anderson","San Diego","Jr.","5-7","G","35","216","94","2.30"
"58","Keifer Sykes","Green Bay","Jr.","6-0","G","30","147","64","2.30"
"59","Kenny Chery","Baylor","Jr.","5-11","G","37","174","76","2.29"
"60","Mackey McKnight","Lehigh","Sr.","6-0","G","32","192","84","2.29"
"61","Kahlil Felder","Oakland","Fr.","5-9","G","33","212","93","2.28"
"62","Xavier Thames","San Diego St.","Sr.","6-3","G","36","116","51","2.27"
"63","Bryce Pressley","Portland","So.","6-4","G","31","104","46","2.26"
"64","Glenn Cosey","Eastern Ky.","Sr.","6-0","G","34","142","63","2.25"
"65","Anthony Myers-Pate","Robert Morris","Sr.","6-0","G","36","134","60","2.23"
