 


  
  

NCAA Men's Basketball
Division IPoints Per Game
Through Games 04/08/2019


"Rank","Name","Team","Cl","Ht","Pos","G","FGM","3FG","FT","PTS","PPG"
"77","Camron Justice","IU Indy","Jr.","6-3","G","33","195","90","135","615","18.6"
"78","Phil Booth","Villanova","Sr.","6-3","G","36","218","95","137","668","18.6"
"79","Jarrett Culver","Texas Tech","So.","6-5","G","38","254","49","147","704","18.5"
"80","Quinndary Weatherspoon","Mississippi St.","Sr.","6-4","G","34","213","55","148","629","18.5"
"81","Braxton Huggins","Fresno St.","Sr.","6-4","G","31","190","101","92","573","18.5"
"82","D'Marcus Simonds","Georgia St.","Jr.","6-3","G","34","219","57","130","625","18.4"
"83","Ronshad Shabazz","App State","Sr.","6-5","G","32","203","79","101","586","18.3"
"84","Xavier Hill-Mais","Oakland","Jr.","6-7","F","33","235","34","100","604","18.3"
"85","David Efianayi","Gardner-Webb","Sr.","6-2","G","35","201","71","165","638","18.2"
"86","Khalil Ahmad","Cal St. Fullerton","Sr.","6-4","G","34","207","56","149","619","18.2"
"","Justin Turner","Bowling Green","So.","6-4","G","34","229","61","100","619","18.2"
"88","Bennie Boatwright","Southern California","Sr.","6-10","F","31","197","90","80","564","18.2"
"89","Zac Cuthbertson","Coastal Carolina","Sr.","6-7","F","34","200","44","174","618","18.2"
"90","CJ Massinburg","Buffalo","Sr.","6-3","G","35","199","93","145","636","18.2"
"91","Markis McDuffie","Wichita St.","Sr.","6-8","F","37","214","84","160","672","18.2"
"92","Tyler Kohl","Central Conn. St.","Sr.","6-5","F","27","155","41","139","490","18.1"
"93","Jahmal McMurray","SMU","Sr.","6-0","G","32","206","101","67","580","18.1"
"94","Zach Jackson","Omaha","Sr.","6-5","G","32","204","60","110","578","18.1"
"95","Deshon Taylor","Fresno St.","Sr.","6-2","G","27","146","63","129","484","17.9"
"96","Breein Tyree","Ole Miss","Jr.","6-2","G","33","197","69","128","591","17.9"
"97","Antonio Green","Middle Tenn.","Jr.","6-2","G","32","196","105","76","573","17.9"
"","Sean Hoehn","Sacred Heart","Sr.","6-2","G","32","182","65","144","573","17.9"
"99","Charles Williams","Howard","Jr.","6-6","G","33","209","60","112","590","17.9"
"100","Shannon Bogues","SFA","Sr.","6-2","G","30","178","66","114","536","17.9"
"101","Sam Sessoms","Binghamton","Fr.","6-0","G","33","224","70","70","588","17.8"
"102","TJ Haws","BYU","Jr.","6-4","G","32","174","57","165","570","17.8"
"103","Kevon Harris","SFA","Jr.","6-6","G","30","176","50","131","533","17.8"
"104","C.J. Burks","Marshall","Sr.","6-3","G","37","247","66","94","654","17.7"
"105","E.J. Crawford","Iona","Jr.","6-6","G","33","205","53","120","583","17.7"
"106","AJ Brodeur","Penn","Jr.","6-8","F","31","224","16","83","547","17.6"
"107","Kimbal Mackenzie","Bucknell","Sr.","6-2","G","33","178","83","143","582","17.6"
"108","Zach Cooks","NJIT","So.","5-11","G","35","216","73","112","617","17.6"
"109","Jeremy Combs","Texas Southern","Sr.","6-7","F","38","242","5","180","669","17.6"
"110","Francis Alonso","UNC Greensboro","Sr.","6-3","G","36","194","98","146","632","17.6"
"111","Jessie Govan","Georgetown","Sr.","6-10","C","33","212","47","108","579","17.5"
"112","Brian Fobbs","Towson","Jr.","6-4","G","32","207","65","82","561","17.5"
"113","Sandy Cohen III","Green Bay","Sr.","6-6","G","38","219","58","170","666","17.5"
"114","Kyle Allman Jr.","Cal St. Fullerton","Sr.","6-3","G","33","187","60","144","578","17.5"
"115","Matt Rafferty","Furman","Sr.","6-8","F","33","217","8","135","577","17.5"
"116","Larry Austin Jr","Central Mich.","Sr.","-","G","35","235","5","136","611","17.5"
"117","Vasa Pusica","Northeastern","Sr.","6-5","G","27","151","59","108","469","17.4"
"118","Kris Wilkes","UCLA","So.","6-8","G","33","204","69","96","573","17.4"
"119","Ross Cummings","Mercer","So.","6-3","G","31","162","101","113","538","17.4"
"","Tyreke Key","Indiana St.","So.","6-2","G","31","181","43","133","538","17.4"
"121","Tookie Brown","Ga. Southern","Sr.","5-11","G","33","198","40","136","572","17.3"
"122","Ethan Happ","Wisconsin","Sr.","6-10","F","34","257","0","75","589","17.3"
"123","Brian Beard Jr.","FIU","Sr.","5-10","G","34","185","54","164","588","17.3"
"124","Kellan Grady","Davidson","So.","6-5","G","30","194","58","72","518","17.3"
"125","Moses Greenwood","Southeastern La.","Sr.","6-7","F","33","223","16","106","568","17.2"
"126","Tyree Appleby","Cleveland St.","So.","6-0","G","29","147","74","131","499","17.2"
"127","Tyus Battle","Syracuse","Jr.","6-6","G","32","188","42","132","550","17.2"
"","Harald Frey","Montana St.","Jr.","6-1","G","32","169","75","137","550","17.2"
"129","Grant Golden","Richmond","Jr.","6-10","F","33","221","16","109","567","17.2"
"130","Jeremiah Jefferson","Nicholls","Sr.","6-2","G","31","194","98","46","532","17.2"
"131","Jaevin Cumberland","Oakland","Jr.","6-2","G","33","173","109","111","566","17.2"
"132","Miye Oni","Yale","Jr.","6-7","G","29","167","56","107","497","17.1"
"133","Jason Burnell","Jacksonville St.","Sr.","6-7","F","32","193","29","133","548","17.1"
"134","Darnell Edge","FDU","Sr.","6-1","G","34","190","92","110","582","17.1"
"135","Jordan Caroline","Nevada","Sr.","6-7","F","33","193","46","130","562","17.0"
"136","Ian DuBose","Houston Christian","So.","6-4","G","30","173","53","111","510","17.0"
"","Donovan Fields","Cal Poly","Sr.","5-10","G","29","189","40","75","493","17.0"
"138","Corey Davis Jr.","Houston","Sr.","6-1","G","37","202","111","113","628","17.0"
"139","Jordan Nwora","Louisville","So.","6-7","F","34","198","77","104","577","17.0"
"140","Kamar Baldwin","Butler","Jr.","6-1","G","33","211","42","96","560","17.0"
"141","Marcus Graves","Sacramento St.","Sr.","6-0","G","31","181","50","114","526","17.0"
"","Kobe Webster","Western Ill.","So.","6-0","G","31","195","76","60","526","17.0"
"143","Brandon Clarke","Gonzaga","Jr.","6-8","F","37","257","4","109","627","16.9"
"144","Daniel Gafford","Arkansas","So.","6-11","F","32","214","0","114","542","16.9"
"","Takal Molson","Canisius","So.","6-5","G","32","176","55","135","542","16.9"
"146","Jon Axel Gudmunsson","Davidson","Jr.","6-4","G","34","177","60","161","575","16.9"
"147","Caleb Daniels","Tulane","So.","6-4","G","30","174","47","112","507","16.9"
"148","Cameron Johnson","North Carolina","Sr.","6-8","G","36","211","96","90","608","16.9"
"149","Jalen Adams","UConn","Sr.","6-3","G","26","169","43","58","439","16.9"
"150","KZ Okpala","Stanford","So.","-","F","29","170","32","116","488","16.8"
"151","Sedrick Barefield","Utah","Sr.","6-2","G","31","167","93","94","521","16.8"
"152","Nych Smith","Winthrop","Sr.","5-10","G","28","167","49","87","470","16.8"
"153","Davauhnte Turner","Saint Peter's","Sr.","6-0","G","32","183","71","100","537","16.8"
"154","B.J. Stith","Old Dominion","Sr.","6-5","G","35","207","73","100","587","16.8"
"155","Kevin McClain","Belmont","Sr.","6-3","G","33","185","70","113","553","16.8"
"156","Tayler Persons","Ball St.","Sr.","6-3","G","33","199","45","108","551","16.7"
"157","Akwasi Yeboah","Stony Brook","Sr.","6-5","G","32","183","66","102","534","16.7"
"158","Milik Yarbrough","Illinois St.","Sr.","6-6","F","33","202","33","113","550","16.7"
"159","Nick Garth","Lamar University","Sr.","6-0","G","31","167","82","100","516","16.6"
"160","Amir Coffey","Minnesota","Jr.","6-8","G","36","198","41","162","599","16.6"
"161","Damani Applewhite","South Carolina St.","Jr.","6-8","F","34","198","4","165","565","16.6"
"162","Ahmad Caver","Old Dominion","Sr.","6-2","G","35","196","70","119","581","16.6"
"163","J.R. Lynch","Hartford","Sr.","5-10","G","33","176","69","126","547","16.6"
"164","Seth Dugan","Western Mich.","Sr.","7-0","C","32","209","2","110","530","16.6"
"165","Shawn Roundtree","Central Mich.","Sr.","-","G","34","167","76","153","563","16.6"
"166","Eric Paschall","Villanova","Sr.","6-7","F","36","195","70","135","595","16.5"
"167","Romeo Langford","Indiana","Fr.","6-6","G","32","177","34","140","528","16.5"
"","Max Mahoney","Boston U.","Jr.","6-8","F","32","222","0","84","528","16.5"
"169","Admiral Schofield","Tennessee","Sr.","6-6","G","37","238","74","60","610","16.5"
"170","Tyler Seibring","Elon","Sr.","6-8","F","32","191","77","68","527","16.5"
"171","Romone Saunders","Wagner","Sr.","6-3","G","30","143","64","144","494","16.5"
"172","Jason Carter","Ohio","So.","6-8","F","31","180","23","127","510","16.5"
"173","Matt Lewis","James Madison","So.","6-5","G","33","168","60","146","542","16.4"
"","Nijal Pearson","Texas St.","Jr.","6-5","G","33","192","80","78","542","16.4"
"175","Stuckey Mosley","James Madison","Sr.","6-4","G","33","194","95","58","541","16.4"
"176","James Batemon","LMU (CA)","Sr.","6-1","G","34","174","43","166","557","16.4"
"177","Troy Harper","Drexel","Sr.","6-1","G","27","130","23","159","442","16.4"
"178","Josh Ajayi","South Alabama","Jr.","6-7","F","33","197","16","130","540","16.4"
"179","Josh Sharkey","Samford","Jr.","5-10","G","33","175","30","159","539","16.3"
"","Jordan Burns","Colgate","So.","6-0","G","30","167","78","78","490","16.3"
"181","Quinton Rose","Temple","Jr.","6-8","F","33","204","41","89","538","16.3"
"182","Jayden Gardner","East Carolina","Fr.","6-6","F","31","166","2","171","505","16.3"
"183","Justin Forrest","App State","So.","6-2","G","30","150","64","123","487","16.2"
"184","Jacob Gilyard","Richmond","So.","5-9","G","31","177","74","74","502","16.2"
"185","Nike Sibande","Miami (OH)","So.","6-4","G","32","166","76","110","518","16.2"
"186","Nickeil Alexander-Walker","Virginia Tech","So.","6-5","G","34","190","58","112","550","16.2"
"187","Jaylen Nowell","Washington","So.","6-4","G","36","218","51","95","582","16.2"
"188","Chris Lykes","Miami (FL)","So.","5-7","G","32","171","61","114","517","16.2"
"189","Jordan Lyons","Furman","Jr.","5-11","G","33","185","105","58","533","16.2"
"190","Luguentz Dort","Arizona St.","Fr.","6-4","G","34","174","54","145","547","16.1"
"191","DeVon Baker","UNC Asheville","Fr.","6-2","G","31","182","36","98","498","16.1"
"","Stephen Thompson Jr.","Oregon St.","Sr.","6-4","G","31","183","61","71","498","16.1"
"193","Nico Carvacho","Colorado St.","Jr.","6-11","C","32","216","0","82","514","16.1"
"194","Coby White","North Carolina","Fr.","6-5","G","35","188","82","104","562","16.1"
"195","Luwane Pipkins","Massachusetts","Jr.","5-11","G","25","125","48","103","401","16.0"
"196","Kevin Larkin","Delaware St.","Sr.","6-5","G","26","161","43","52","417","16.0"
"197","Keith Braxton","Saint Francis","Jr.","6-5","G","33","182","41","123","528","16.0"
"","Cameron Healy","UAlbany","Fr.","6-3","G","32","166","104","76","512","16.0"
"","Steven Santa Ana","Elon","Sr.","6-4","G","31","167","71","91","496","16.0"
"","Noah Horchler","North Florida","Jr.","6-8","F","28","192","21","43","448","16.0"
"201","Alpha Diallo","Providence","Jr.","6-7","G","34","176","40","151","543","16.0"
"","Devin Watson","San Diego St.","Sr.","6-1","G","34","168","89","118","543","16.0"
"203","Rapolas Ivanauskas","Colgate","Jr.","6-10","F","35","207","43","101","558","15.9"
"204","B.J. Taylor","UCF","Sr.","6-2","G","33","139","61","187","526","15.9"
"","Marlain Veal","Southeastern La.","Sr.","5-9","G","33","148","70","160","526","15.9"
"206","Bryce Brown","Auburn","Sr.","6-3","G","40","204","141","88","637","15.9"
"207","Jalen McDaniels","San Diego St.","So.","6-10","F","34","212","24","93","541","15.9"
"208","Phil Fayne","Illinois St.","Sr.","6-9","F","33","199","0","126","524","15.9"
"209","Evan Fisher","Siena","Sr.","6-9","F","31","205","15","67","492","15.9"
"210","David Collins","South Fla.","So.","6-3","G","37","167","47","206","587","15.9"
"211","Adam Flagler","Presbyterian","Fr.","6-3","G","36","196","108","71","571","15.9"
"212","Rickey McGill","Iona","Sr.","6-1","G","33","173","47","130","523","15.8"
"213","Nate Sestina","Bucknell","Sr.","6-9","C","31","185","41","80","491","15.8"
"214","Darius Roy","Milwaukee","Jr.","6-2","G","29","164","45","86","459","15.8"
"215","Malik Moore","USC Upstate","Sr.","6-6","F","28","156","44","87","443","15.8"
"216","Eric Carter","Delaware","Sr.","6-9","F","32","190","2","124","506","15.8"
"217","Jalen Pickett","Siena","Fr.","6-4","G","33","184","65","88","521","15.8"
"218","Kalin Fisher","Hampton","Sr.","6-2","G","35","182","55","133","552","15.8"
"219","Jordan Walker","Morehead St.","Jr.","6-0","G","33","168","72","112","520","15.8"
"220","Carlik Jones","Radford","So.","6-0","G","31","183","22","100","488","15.7"
"221","Ty-Shon Alexander","Creighton","So.","6-4","G","34","176","97","85","534","15.7"
"222","Desmond Cambridge Jr.","Brown","So.","6-4","G","30","162","76","71","471","15.7"
"223","Marvin Prochet","Niagara","Sr.","6-7","F","29","150","75","80","455","15.7"
"224","Ahmad Clark","UAlbany","Jr.","6-1","G","32","157","58","130","502","15.7"
"225","Jake Toolson","Utah Valley","Jr.","6-5","G","35","188","69","103","548","15.7"
"226","Michael Flowers","Western Mich.","So.","6-2","G","32","151","65","134","501","15.7"
"227","Jarkel Joiner","CSU Bakersfield","So.","6-1","G","34","208","50","66","532","15.6"
"228","Aubrey Dawkins","UCF","Jr.","6-6","G","33","181","73","81","516","15.6"
"229","Anthony Cowan","Maryland","Jr.","6-0","G","34","168","70","125","531","15.6"
"230","J.D. Paige","Colorado St.","Sr.","6-3","G","31","172","65","75","484","15.6"
"","Justin Ravenal","Florida A&M","Sr.","6-1","G","31","157","104","66","484","15.6"
"232","Adam Grant","Bryant","Jr.","6-1","G","30","162","80","64","468","15.6"
"233","Gary Blackston","Prairie View","Sr.","6-2","G","34","176","49","128","529","15.6"
"234","Anthony Adger","Fla. Atlantic","Sr.","6-1","G","33","154","93","112","513","15.5"
"","Jaelan Sanford","Toledo","Sr.","6-4","G","33","192","54","75","513","15.5"
"236","Michael Ertel","ULM","So.","6-2","G","35","191","80","82","544","15.5"
"","Juwan Morgan","Indiana","Sr.","6-7","F","35","215","26","88","544","15.5"
"238","JD Notae","Jacksonville","So.","6-2","G","32","177","62","81","497","15.5"
"239","Xavier Johnson","Pittsburgh","Fr.","6-3","G","33","159","37","157","512","15.5"
"","Jamaal King","Saint Francis","Sr.","5-9","G","33","176","54","106","512","15.5"
"241","Josiah Wallace","Eastern Ill.","So.","6-4","G","32","173","61","89","496","15.5"
"242","Daquan Bracey","Louisiana Tech","Jr.","5-11","G","31","174","47","85","480","15.5"
"243","Tarkus Ferguson","UIC","Jr.","6-4","G","32","163","100","69","495","15.5"
"244","Skyler Flatten","South Dakota St.","Sr.","6-6","G","33","185","84","56","510","15.5"
"245","Kyle Guy","Virginia","Jr.","6-2","G","38","198","120","70","586","15.4"
"246","Xavier Bishop","Kansas City","Jr.","5-8","G","31","161","61","94","477","15.4"
"247","Chris Knight","Dartmouth","So.","6-6","F","30","192","8","69","461","15.4"
"248","Brian Warren","UT Arlington","Jr.","5-9","G","33","176","52","103","507","15.4"
"249","Lavelle Scottie","Air Force","Jr.","6-7","F","32","202","33","54","491","15.3"
"250","Jared Harper","Auburn","Jr.","6-0","G","40","183","98","149","613","15.3"
Reclassifying
"NR","Milan Acquaah","California Baptist","So.","6-3","G","31","191","76","130","588","19.0"

NCAA Men's Basketball
Division IField-Goal Percentage
Through Games 04/08/2019

Min. 5 made per game
       
"Rank","Name","Team","Cl","Ht","Pos","G","FGM","FGA","FG%"
"1","Brandon Clarke","Gonzaga","Jr.","6-8","F","37","257","374","68.7"
"2","Zion Williamson","Duke","Fr.","6-7","F","33","296","435","68.0"
"3","Jehyve Floyd","Holy Cross","Sr.","6-8","F","33","184","275","66.9"
"4","Obi Toppin","Dayton","Fr.","6-9","F","33","201","302","66.6"
"5","Daniel Gafford","Arkansas","So.","6-11","F","32","214","324","66.0"
"6","Raasean Davis","N.C. Central","Sr.","6-9","C","34","213","330","64.5"
"7","Shamarkus Kennedy","McNeese","Jr.","6-8","F","31","159","248","64.1"
"8","Josh Cunningham","Dayton","Sr.","6-8","F","31","156","244","63.9"
"9","Rob Marberry","Lipscomb","Sr.","6-7","F","34","216","343","63.0"
"10","Cameron Krutwig","Loyola Chicago","So.","6-9","C","34","212","337","62.9"
"11","Max Mahoney","Boston U.","Jr.","6-8","F","32","222","353","62.9"
"12","Charles Bassey","Western Ky.","Fr.","6-11","C","34","188","300","62.7"
"13","Josh Nzeakor","Lamar University","Sr.","6-8","F","32","186","301","61.8"
"14","Matt Rafferty","Furman","Sr.","6-8","F","33","217","353","61.5"
"15","Elijah Thomas","Clemson","Sr.","6-9","F","34","172","281","61.2"
"16","Ruben Guerrero","Samford","Sr.","7-0","C","33","187","306","61.1"
"17","Cletrell Pope","Bethune-Cookman","Jr.","6-9","F","31","172","283","60.8"
"18","Bruno Fernando","Maryland","So.","6-10","F","34","173","285","60.7"
"19","Sayeed Pridgett","Montana","Jr.","6-5","G","35","230","380","60.5"
"20","Nick Muszynski","Belmont","Fr.","6-11","C","32","198","328","60.4"
"21","Jeremy Combs","Texas Southern","Sr.","6-7","F","38","242","402","60.2"
"22","Moses Greenwood","Southeastern La.","Sr.","6-7","F","33","223","371","60.1"
"23","Nathan Cayo","Richmond","So.","6-7","-","33","167","279","59.9"
"24","Quintin Dove","UT Martin","Jr.","6-8","F","31","160","268","59.7"
"25","Carlos Dotson","Western Caro.","Jr.","6-7","F","31","170","285","59.6"
"26","Martin Krampelj","Creighton","Jr.","6-9","F","35","177","299","59.2"
"27","Nico Carvacho","Colorado St.","Jr.","6-11","C","32","216","365","59.2"
"28","Rui Hachimura","Gonzaga","Jr.","6-8","F","37","275","465","59.1"
"29","Devontae Cacok","UNCW","Sr.","6-7","F","33","203","345","58.8"
"30","Matt Wilson","Army West Point","Jr.","6-9","C","32","187","319","58.6"
"31","Eric Carter","Delaware","Sr.","6-9","F","32","190","328","57.9"
"32","Nathan Knight","William & Mary","Jr.","6-10","F","31","236","408","57.8"
"33","Cameron Jackson","Wofford","Sr.","6-8","F","35","199","347","57.3"
"34","Dererk Pardon","Northwestern","Sr.","6-8","C","32","173","303","57.1"
"35","Cyril Langevine","Rhode Island","Jr.","6-8","F","33","178","314","56.7"
"36","Grant Williams","Tennessee","Jr.","6-7","F","37","234","414","56.5"
"37","George Blagojevic","Hartford","Sr.","6-7","F","32","185","329","56.2"
"38","Seth Dugan","Western Mich.","Sr.","7-0","C","32","209","372","56.2"
"39","Kavion Pippen","Southern Ill.","Sr.","6-10","C","32","182","325","56.0"
"40","Josh Ajayi","South Alabama","Jr.","6-7","F","33","197","352","56.0"
"41","Juwan Morgan","Indiana","Sr.","6-7","F","35","215","385","55.8"
"42","Tulio Da Silva","Missouri St.","Jr.","6-8","F","27","150","271","55.4"
"43","DJ Laster","Gardner-Webb","Sr.","6-6","F","34","192","348","55.2"
"44","Tahjai Teague","Ball St.","Jr.","6-8","F","33","174","317","54.9"
"45","Kai Mitchell","Sam Houston","Jr.","6-7","F","33","177","323","54.8"
"46","Nick Rakocevic","Southern California","Jr.","6-11","F","33","190","347","54.8"
"47","John Konchar","Purdue Fort Wayne","Sr.","6-5","G","33","231","423","54.6"
"48","Jakeenan Gant","Louisiana","Sr.","6-8","F","31","246","453","54.3"
"49","Phil Fayne","Illinois St.","Sr.","6-9","F","33","199","367","54.2"
"50","Giorgi Bezhanishvili","Illinois","Fr.","6-9","F","33","169","312","54.2"
"51","Tyler Bey","Colorado","So.","6-7","G","36","184","340","54.1"
"52","Dylan Windler","Belmont","Sr.","6-8","F","33","243","450","54.0"
"53","Nick McGlynn","Drake","Sr.","6-8","F","32","184","341","54.0"
"54","Jalen Tate","Northern Ky.","So.","6-6","F","31","159","295","53.9"
"55","Noah Horchler","North Florida","Jr.","6-8","F","28","192","357","53.8"
"56","Grant Riller","Col. of Charleston","Jr.","6-3","G","33","264","491","53.8"
"57","Jake Toolson","Utah Valley","Jr.","6-5","G","35","188","350","53.7"
"58","Nate Sestina","Bucknell","Sr.","6-9","C","31","185","345","53.6"
"59","Xavier Hill-Mais","Oakland","Jr.","6-7","F","33","235","439","53.5"
"60","Emmanuel Nzekwesi","Oral Roberts","Jr.","6-8","F","26","161","301","53.5"
"61","Christian Lutete","UMass Lowell","Jr.","6-4","F","32","213","399","53.4"
"62","Terry Taylor","Austin Peay","So.","6-5","F","33","258","486","53.1"
"63","Ethan Happ","Wisconsin","Sr.","6-10","F","34","257","485","53.0"
"64","Dante Thorpe","NIU","Sr.","6-4","G","33","169","319","53.0"
"65","AJ Brodeur","Penn","Jr.","6-8","F","31","224","424","52.8"
"66","Lew Stallworth","The Citadel","Sr.","6-1","G","29","221","419","52.7"
"67","Nik Popovic","Boston College","Jr.","6-11","F","28","162","308","52.6"
"68","Lamontray Harris","Morehead St.","Sr.","6-7","F","29","158","301","52.5"
"69","Tyreke Key","Indiana St.","So.","6-2","G","31","181","345","52.5"
"70","Andrew Kostecka","Loyola Maryland","Jr.","6-4","G","32","241","461","52.3"
"71","PJ Washington","Kentucky","So.","6-8","F","35","190","364","52.2"
