 


  
  

NCAA Men's Basketball
Division IPoints Per Game
Through Games 04/04/2016


"Rank","Name","Team","Cl","Ht","Pos","G","FGM","3FG","FT","PTS","PPG"
"110","Nate Mason","Minnesota","So.","6-2","G","27","121","4.5"
"111","Deandre Bembry","Saint Joseph's","Jr.","6-6","G","36","161","4.5"
"","Keith Carter","Valparaiso","Sr.","6-1","G","36","161","4.5"
"113","I.J. Ready","Mississippi St.","Jr.","5-11","G","30","134","4.5"
"114","Marvelle Harris","Fresno St.","Sr.","6-4","G","35","156","4.5"
"115","Anthony 'Cat' Barber","NC State","Jr.","6-2","G","33","147","4.5"
"","David Blanks","Texas Southern","Sr.","6-2","G","33","147","4.5"
"","Derrick Walton Jr.","Michigan","Jr.","6-1","G","33","147","4.5"
"118","J.J. Frazier","Georgia","Jr.","5-10","G","34","151","4.4"
"","Dejounte Murray","Washington","Fr.","6-5","G","34","151","4.4"
"120","Bryant Crawford","Wake Forest","Fr.","6-3","G","30","133","4.4"
"121","Tyrone Wallace","California","Sr.","6-5","G","28","124","4.4"
"122","Xavier Rathan-Mayes","Florida St.","So.","6-4","G","33","146","4.4"
"123","Angel Rivera","Stetson","So.","5-8","G","34","150","4.4"
"124","Marcus Graves","Sacramento St.","So.","6-0","G","31","136","4.4"
"","Torrance Rowe","Tennessee Tech","Sr.","6-1","G","31","136","4.4"
"126","Alex Young","UC Irvine","Sr.","6-2","G","37","162","4.4"
"127","London Perrantes","Virginia","Jr.","6-2","G","35","153","4.4"
"128","D.J. Balentine","Evansville","Sr.","6-2","G","34","148","4.4"
"","Jamal Williams","Sam Houston","So.","6-4","G","34","148","4.4"
"130","Trey Norris","South Dakota","Sr.","6-0","G","32","139","4.3"
"","Francisco Santiago","Youngstown St.","---","6-1","G","32","139","4.3"
"132","Chris Chiozza","Florida","So.","6-0","G","36","156","4.3"
"","Scoochie Smith","Dayton","Jr.","6-2","G","33","143","4.3"
"","Chris Thomas","Texas Southern","Sr.","6-6","G","33","143","4.3"
"135","Michael Gbinije","Syracuse","Sr.","6-7","F","37","160","4.3"
"136","Jamel Waters","Alabama St.","Sr.","5-9","G","31","134","4.3"
"137","Jordan Potts","Bethune-Cookman","Jr.","5-10","G","32","138","4.3"
"138","Eric Childress","UC Santa Barbara","Jr.","6-0","G","33","142","4.3"
"139","Stefan Moody","Ole Miss","Sr.","5-11","G","31","133","4.3"
"140","Corey Sanders","Rutgers","Fr.","6-2","G","27","115","4.3"
"141","Brendan Westendorf","Seattle U","Jr.","6-5","G","32","136","4.3"
"","Malcolm Bernard","Florida A&M","Sr.","6-5","G","28","119","4.3"
"143","Josh Adams","Wyoming","Sr.","6-2","G","30","127","4.2"
"144","Bryce Jones","Murray St.","Jr.","6-0","G","31","131","4.2"
"145","Ryan Arcidiacono","Villanova","Sr.","6-3","G","40","169","4.2"
"146","Kevin Booze","Lamar University","So.","5-10","G","27","114","4.2"
"147","Brent Wrapp","CSU Bakersfield","So.","6-3","G","33","139","4.2"
"148","Divine Myles","Stetson","So.","5-11","G","34","143","4.2"
"149","Jaquan Lyle","Ohio St.","Fr.","6-5","G","35","147","4.2"
"","Martez Harrison","Kansas City","Jr.","5-11","G","30","126","4.2"
"","Kory Holden","Delaware","So.","6-2","G","30","126","4.2"
"152","Anthony Collins","Texas A&M","Sr.","6-1","G","37","155","4.2"
"153","Ahmad Walker","Stony Brook","Jr.","6-4","G","33","138","4.2"
"154","Lamonte Bearden","Buffalo","So.","6-3","G","30","125","4.2"
"155","Geno Crandall","North Dakota","Fr.","6-3","G","31","129","4.2"
"156","Shaquille Harrison","Tulsa","Sr.","6-3","G","32","132","4.1"
"157","Donte Pretlow","Morgan St.","Sr.","6-0","G","30","123","4.1"
"158","Malcolm McMillan","Canisius","Sr.","6-0","G","33","135","4.1"
"159","Myles Davis","Xavier","Jr.","6-2","G","34","139","4.1"
"160","Jerome Seagears","UNLV","Sr.","6-1","G","31","126","4.1"
"161","Armani Moore","Tennessee","Sr.","6-4","F","33","134","4.1"
"162","Josh Perkins","Gonzaga","Fr.","6-3","G","36","146","4.1"
"163","Eli Carter","Boston College","Sr.","6-2","G","31","125","4.0"
"164","Reginald Johnson","Hampton","Sr.","6-2","G","32","129","4.0"
"165","Harold McBride","Gardner-Webb","Sr.","6-0","G","33","133","4.0"
"166","Kyron Cartwright","Providence","So.","6-0","G","35","139","4.0"
"167","David Walker","Northeastern","Sr.","6-6","G","33","131","4.0"
"168","Aaron Holiday","UCLA","Fr.","6-1","G","32","127","4.0"
"","Stuckey Mosley","Toledo","So.","6-4","G","32","127","4.0"
"170","Dajuan Graf","N.C. Central","Jr.","6-0","G","29","115","4.0"
"","Nick Lindner","Lafayette","Jr.","5-10","G","29","115","4.0"
"172","Trevon Seymore","Coppin St.","Jr.","6-4","G","24","95","4.0"
"173","Chris McNeal","Western Ky.","Fr.","6-0","G","34","134","3.9"
"174","Jordon Talley","UNCW","So.","6-1","G","32","126","3.9"
"175","Tyree Griffin","Oklahoma St.","So.","5-10","G","30","118","3.9"
"176","Luke Nelson","UC Irvine","Jr.","6-3","G","38","149","3.9"
"177","Jaylen Shaw","Coastal Carolina","So.","6-1","G","33","129","3.9"
"178","Andre Walker","Loyola Maryland","So.","6-0","G","30","117","3.9"
"179","Kyle Foreman","Boston U.","Fr.","6-1","G","29","113","3.9"
"","Spencer Weisz","Princeton","Jr.","6-4","F","29","113","3.9"
"181","Brandon Taylor","Utah","Sr.","5-10","G","36","140","3.9"
"182","Christen Cunningham","Samford","So.","6-2","G","33","128","3.9"
"","Patrick McCaw","UNLV","So.","6-7","G","33","128","3.9"
"184","Ojai Black","Texas St.","Jr.","6-1","G","31","120","3.9"
"185","Tilman Dunbar","Navy","Sr.","5-10","G","33","127","3.8"
"186","Kori Babineaux","Jacksonville","Sr.","6-4","G","32","123","3.8"
"","Prince Williams","East Carolina","Sr.","6-5","G","32","123","3.8"
"188","Makai Mason","Yale","Fr.","6-1","-","30","115","3.8"
"","Daiquan Walker","UCF","Sr.","6-2","G","30","115","3.8"
"","Malcolm Drumwright","Jacksonville St.","So.","6-3","G","24","92","3.8"
"191","Ismail Ali","Bowling Green","Jr.","6-1","G","34","130","3.8"
"","Sindarius Thornwell","South Carolina","Jr.","6-5","G","34","130","3.8"
"193","T.J. Cline","Richmond","Jr.","6-9","F","32","122","3.8"
"194","Jordan Roper","Clemson","Sr.","6-0","G","31","118","3.8"
"195","Jeremy Major","Pepperdine","Jr.","5-11","G","32","121","3.8"
"","Mikey Thompson","Boise St.","Sr.","6-4","G","32","121","3.8"
"197","Joel Berry II","North Carolina","So.","6-0","G","40","151","3.8"
"198","KJ Feagin","Santa Clara","Fr.","6-1","G","31","117","3.8"
"199","Marcus Paige","North Carolina","Sr.","6-2","G","34","128","3.8"
"200","Travon Baker","NIU","Sr.","5-11","G","34","127","3.7"
"","Ian Baker","New Mexico St.","Jr.","6-0","G","34","127","3.7"
"202","Darian Anderson","FDU","So.","6-1","G","33","123","3.7"
"","Wesley Iwundu","Kansas St.","Jr.","6-7","F","33","123","3.7"
"","Anthony Odunsi","Houston Christian","Sr.","6-4","G","33","123","3.7"
"205","Noah Robotham","Akron","So.","6-1","G","29","108","3.7"
"206","Steven Spieth","Brown","Jr.","6-6","G","28","104","3.7"
"207","Jordan Strawberry","Mercer","So.","6-1","G","34","126","3.7"
"208","Donivine Stewart","Portland St.","Sr.","6-0","G","30","111","3.7"
"209","Dedrick Basile","CSU Bakersfield","Jr.","5-10","G","33","122","3.7"
"210","J-Mychal Reese","North Texas","Jr.","6-2","G","32","118","3.7"
"211","Devonte' Graham","Kansas","So.","6-2","G","38","140","3.7"
"212","Cullen Neal","New Mexico","So.","6-5","G","31","114","3.7"
"213","Trey Pinkney","SFA","Sr.","5-9","G","34","125","3.7"
"214","Justin Robinson","Monmouth","Jr.","5-8","G","36","132","3.7"
"","Anthony Clemmons","Iowa","Sr.","6-2","G","33","121","3.7"
"","Max Landis","Purdue Fort Wayne","Sr.","6-2","G","33","121","3.7"
"","Austin McBroom","Eastern Wash.","Sr.","6-0","G","33","121","3.7"
"","Tyvoris Soloman","South Carolina St.","So.","5-10","G","33","121","3.7"
"219","Tra Holder","Arizona St.","So.","6-1","G","32","117","3.7"
"","Paris Lee","Illinois St.","Jr.","6-0","G","32","117","3.7"
"221","Marcus Posley","St. Bonaventure","Sr.","6-1","G","31","113","3.6"
"","Lucas Woodhouse","Stony Brook","Jr.","6-2","G","31","113","3.6"
"223","Tim Quarterman","LSU","Jr.","6-6","G","33","120","3.6"
"224","Ron Curry","James Madison","Sr.","6-3","G","31","112","3.6"
"","Ike Iroegbu","Washington St.","Jr.","6-2","G","31","112","3.6"
"","Edmond Sumner","Xavier","Fr.","6-6","G","31","112","3.6"
"227","Tommy McCarthy","Harvard","Fr.","6-1","G","28","101","3.6"
"228","Shivaughn Wiggins","Coastal Carolina","Jr.","6-0","G","30","108","3.6"
"229","Jamaya Burr","McNeese","Jr.","6-0","G","29","104","3.6"
"230","Carrington Love","Green Bay","Sr.","6-1","G","36","129","3.6"
"231","Stevie Browning","Marshall","Jr.","6-3","G","33","118","3.6"
"232","Rodney Elliott","UMBC","So.","6-0","G","28","100","3.6"
"233","Jaquail Townser","Jacksonville St.","Sr.","6-3","G","30","107","3.6"
"234","Shawndre' Jones","Richmond","Jr.","5-11","G","32","114","3.6"
"","Otis Livingston II","George Mason","Fr.","5-11","G","32","114","3.6"
"236","Kadeem Allen","Arizona","Jr.","6-3","G","34","121","3.6"
"237","Nick Rutherford","Fla. Atlantic","Fr.","6-3","G","33","117","3.5"
"238","Robert Hatter","Cornell","Jr.","6-2","G","24","85","3.5"
"239","Billy Garrett Jr.","DePaul","Jr.","6-6","G","30","106","3.5"
"240","Grayson Allen","Duke","So.","6-5","G","36","127","3.5"
"241","Quentin Snider","Louisville","So.","6-2","G","31","109","3.5"
"242","Lee Moore","UTEP","Jr.","6-4","G","33","116","3.5"
"","Jay Wright","Louisiana","Sr.","6-1","G","33","116","3.5"
"244","Trae Bell-Haynes","Vermont","So.","6-2","G","36","126","3.5"
"","Rasheed Sulaimon","Maryland","Sr.","6-4","G","36","126","3.5"
"","Quinton Hooker","North Dakota","Jr.","6-0","G","32","112","3.5"
"","David Nwaba","Cal Poly","Sr.","6-4","F","30","105","3.5"
"","Kevin Punter Jr.","Tennessee","Sr.","6-2","G","26","91","3.5"
Reclassifying
"NR","Dewayne Russell","Grand Canyon","Sr.","5-11","G","34","182","5.4"
"NR","Mitchell Badillo","UIW","Sr.","5-10","G","29","138","4.8"
"NR","Jalen Little","Abilene Christian","Sr.","5-10","G","26","116","4.5"
"NR","Lavone Holland II","Northern Ky.","So.","6-2","G","28","113","4.0"
"NR","Tyler White","Northern Ky.","Sr.","6-3","G","30","105","3.5"

NCAA Men's Basketball
Division IBlocked Shots Per Game
Through Games 04/04/2016


"Rank","Name","Team","Cl","Ht","Pos","G","BLKS","BKPG"
"1","Vashil Fernandez","Valparaiso","Sr.","6-10","C","36","119","3.31"
"2","Tai Odiase","UIC","So.","6-9","C","30","97","3.23"
"3","Jameel Warney","Stony Brook","Sr.","6-8","F","33","99","3.00"
"","Laron Smith","Bethune-Cookman","Jr.","6-8","F","32","96","3.00"
"","Luke Kornet","Vanderbilt","Jr.","6-10","F","28","84","3.00"
"6","Adrian Diaz","FIU","Sr.","6-10","F","32","93","2.91"
"7","Chris Boucher","Oregon","Jr.","6-10","F","38","110","2.89"
"8","William Lee","UAB","So.","6-9","F","33","95","2.88"
"9","Egidijus Mockevicius","Evansville","Sr.","6-10","C","34","94","2.76"
"10","Cedric Kuakumensah","Brown","Sr.","6-8","F","28","76","2.71"
"11","Will Kelly","Navy","Sr.","6-9","F","33","87","2.64"
"12","Jarrod Uthoff","Iowa","Sr.","6-9","F","33","86","2.61"
"13","Cameron Oliver","Nevada","Fr.","6-8","F","38","99","2.61"
"14","Malik Dime","Washington","Jr.","6-9","F","34","88","2.59"
"15","A.J. Hammons","Purdue","Sr.","7-0","C","33","84","2.55"
"16","Kassoum Yakwe","St. John's (NY)","Fr.","6-7","F","26","66","2.54"
"17","Jito Kok","San Diego","Sr.","6-9","C","30","76","2.53"
"18","Liam Thomas","Nicholls","Jr.","6-10","F","34","85","2.50"
"","Hassan Martin","Rhode Island","Jr.","6-7","F","26","65","2.50"
"20","Duby Okeke","Winthrop","So.","6-8","C","29","72","2.48"
"21","Ronald Delph","Fla. Atlantic","Fr.","7-0","C","25","61","2.44"
"22","Yankuba Sima","St. John's (NY)","Fr.","6-11","C","25","60","2.40"
"23","Moses Kingsley","Arkansas","So.","6-10","F","32","76","2.38"
"","Mario Moody","Bethune-Cookman","Sr.","6-7","C","32","76","2.38"
"25","Mamadou Ndiaye","UC Irvine","Jr.","7-6","C","37","87","2.35"
"26","Amdy Fall","St. Francis Brooklyn","Sr.","6-6","F","32","75","2.34"
"27","Justin Tuoyo","Chattanooga","Jr.","6-10","F","33","77","2.33"
"","Tacko Fall","UCF","Fr.","7-6","C","30","70","2.33"
"29","Landry Nnoko","Clemson","Sr.","6-10","C","31","71","2.29"
"30","Rashawn Thomas","A&M-Corpus Christi","Jr.","6-8","F","33","75","2.27"
"31","Derrick Griffin","Texas Southern","---","6-7","F","27","61","2.26"
"32","Pascal Siakam","New Mexico St.","So.","6-9","F","34","76","2.24"
"33","Beejay Anya","NC State","Jr.","6-9","F","33","73","2.21"
"34","Jordan Butler","Norfolk St.","So.","6-6","F","34","74","2.18"
"35","Isaiah Robinson","Houston Christian","Fr.","6-10","C","27","58","2.15"
"36","Demarcus Daniels","North Florida","Sr.","6-8","F","34","73","2.15"
"37","Horace Spencer","Auburn","Fr.","6-8","F","31","65","2.10"
"38","Javion Ogunyemi","Siena","Jr.","6-10","F","34","71","2.09"
"39","Khadeem Lattin","Oklahoma","So.","6-9","F","37","77","2.08"
"40","Ethan O'Day","Vermont","Sr.","6-9","F","35","70","2.00"
"","Wesley Gordon","Colorado","Jr.","6-9","F","34","68","2.00"
"","Prince Ibeh","Texas","Sr.","6-11","C","32","64","2.00"
"","Brandan Stith","Old Dominion","Jr.","6-7","F","32","64","2.00"
"","Chinanu Onuaku","Louisville","So.","6-10","C","31","62","2.00"
"45","Stephen Zimmerman Jr.","UNLV","Fr.","7-0","F","26","51","1.96"
"46","Ben Lawson","Western Ky.","Jr.","7-1","F","34","66","1.94"
"47","Chris Davenport","North Florida","Jr.","6-8","F","34","65","1.91"
"48","Anthony Morse","Tennessee Tech","Sr.","6-9","F","31","59","1.90"
"49","Skylar Spencer","San Diego St.","Sr.","6-10","F","38","72","1.89"
"50","Mo Alie-Cox","VCU","Jr.","6-6","F","36","68","1.89"
"51","Justin Hollins","CSU Bakersfield","Jr.","6-8","F","32","60","1.88"
"","Zane Najdawi","The Citadel","Fr.","6-7","F","32","60","1.88"
"53","Eric Stuteville","Sacramento St.","Jr.","6-11","C","31","58","1.87"
"54","Josh Nebo","Saint Francis","Fr.","6-9","C","30","56","1.87"
"55","Shaq Goodwin","Memphis","Sr.","6-9","F","33","61","1.85"
"56","Ryan Rhoomes","Fordham","Sr.","6-8","F","31","57","1.84"
"57","Deyonta Davis","Michigan St.","Fr.","6-10","F","35","64","1.83"
"58","Tyler Lydon","Syracuse","Fr.","6-9","F","37","67","1.81"
"59","Antonio Campbell","Ohio","Jr.","6-9","F","35","63","1.80"
"","Christian Cunningham","Jacksonville St.","Fr.","6-7","F","25","45","1.80"
"61","Shawn Long","Louisiana","Sr.","6-9","F","34","61","1.79"
"","Yante Maten","Georgia","So.","6-8","F","34","61","1.79"
"63","Jimmie Taylor","Alabama","Jr.","6-10","F","33","59","1.79"
"64","Ed Polite","Radford","Fr.","6-5","F","31","55","1.77"
"65","Jordan Bell","Oregon","So.","6-9","F","30","53","1.77"
"","Donovan Smith","Quinnipiac","Jr.","6-9","F","30","53","1.77"
"67","Aaron Rountree","Iona","Sr.","6-8","F","33","58","1.76"
"68","Chris Horton","Austin Peay","Sr.","6-8","C","36","63","1.75"
"","Venky Jois","Eastern Wash.","Sr.","6-8","F","32","56","1.75"
"","Khaliq Spicer","Kent St.","Sr.","6-9","C","32","56","1.75"
"","John Brown","High Point","Sr.","6-8","F","28","49","1.75"
"72","Jacob Lawson","App State","Sr.","6-8","F","31","54","1.74"
"73","Boris Bojanovsky","Florida St.","Sr.","7-3","C","34","59","1.74"
"74","Tre Hale-Edmerson","CSUN","Sr.","6-9","F","30","52","1.73"
"75","Steve McElvene","Dayton","Fr.","6-11","C","32","55","1.72"
"","Jameel McKay","Iowa St.","Sr.","6-9","F","32","55","1.72"
"77","Justin Sears","Yale","Sr.","6-8","F","28","48","1.71"
"78","Donta Hall","Alabama","Fr.","6-9","F","33","56","1.70"
"79","Chaise Daniels","Quinnipiac","So.","6-8","F","23","39","1.70"
"80","Xavier Cooks","Winthrop","So.","6-8","F","32","54","1.69"
"81","Jervon Pressley","Hampton","Sr.","6-8","F","28","47","1.68"
"82","Dedric Lawson","Memphis","Fr.","6-9","F","33","55","1.67"
"","Devine Eke","Maine","Fr.","6-7","F","30","50","1.67"
"","Collin Spickerman","Portland St.","Sr.","6-8","F","27","45","1.67"
"85","Zach LeDay","Virginia Tech","Jr.","6-7","F","35","58","1.66"
"86","Majok Deng","ULM","Sr.","6-10","F","31","51","1.65"
"87","Skal Labissiere","Kentucky","Fr.","6-11","F","36","59","1.64"
"","Marcus Lee","Kentucky","Jr.","6-9","F","36","59","1.64"
"","Marshall Plumlee","Duke","Sr.","7-0","F","36","59","1.64"
"90","Jaleel Cousins","South Fla.","Sr.","6-11","C","33","54","1.64"
"","Damian Jones","Vanderbilt","Jr.","6-10","C","33","54","1.64"
"","Armani Moore","Tennessee","Sr.","6-4","F","33","54","1.64"
"","J.J. Panoske","Milwaukee","Sr.","6-10","F","33","54","1.64"
"94","Karachi Edo","Fresno St.","Jr.","6-6","F","32","52","1.63"
"","Josh Scott","Colorado","Sr.","6-10","F","32","52","1.63"
"96","Kevin Ferguson","Army West Point","Sr.","6-10","C","29","47","1.62"
"97","Marquese Chriss","Washington","Fr.","6-9","F","34","55","1.62"
"98","David Onuorah","Cornell","Jr.","6-9","F","28","45","1.61"
"99","Diamond Stone","Maryland","Fr.","6-11","C","35","56","1.60"
"","Phillip Anglade","VMI","Sr.","6-5","F","30","48","1.60"
"101","Jordan Dickerson","Penn St.","Sr.","7-1","C","32","51","1.59"
"102","Chimezie Metu","Southern California","Fr.","6-11","F","34","54","1.59"
"103","Devin Thomas","Wake Forest","Sr.","6-9","F","29","46","1.59"
"104","Obediah Church","Missouri St.","Fr.","6-8","F","32","50","1.56"
"105","Jakob Poeltl","Utah","So.","7-0","F","36","56","1.56"
"106","Daniel Ochefu","Villanova","Sr.","6-11","F","37","57","1.54"
"107","Walter Foster","Towson","Jr.","6-8","F","29","44","1.52"
"","Tony Washington","La Salle","So.","6-10","C","29","44","1.52"
"109","Albert Owens","Oral Roberts","So.","6-9","C","31","47","1.52"
"110","Octavius Ellis","Cincinnati","Sr.","6-10","F","33","50","1.52"
"","Daniel Giddens","Ohio St.","Fr.","6-10","C","33","50","1.52"
"112","Evan Cummins","Harvard","Sr.","6-9","F","30","45","1.50"
"","Marcel Boyd","Howard","Jr.","6-10","C","28","42","1.50"
"114","Gary Clark","Cincinnati","So.","6-8","F","33","49","1.48"
"","Henry Ellenson","Marquette","Fr.","6-10","F","33","49","1.48"
"","Tyler Wideman","Butler","So.","6-8","F","33","49","1.48"
"117","Brice Johnson","North Carolina","Sr.","6-9","F","40","59","1.48"
"118","TJ Holyfield","SFA","Fr.","6-8","F","34","50","1.47"
"119","Zach Smith","Texas Tech","So.","6-8","F","32","47","1.47"
"120","Dane Pineau","Saint Mary's (CA)","Jr.","6-9","F","35","51","1.46"
"121","Rashaun Stimage","DePaul","Sr.","6-9","F","29","42","1.45"
"122","Darryl Palmer","South Carolina St.","Sr.","6-7","F","34","49","1.44"
"","Isaiah Whitehead","Seton Hall","So.","6-4","G","34","49","1.44"
"124","Tevin Falzon","Sacred Heart","Sr.","6-7","F","25","36","1.44"
"125","Derrick Jones Jr.","UNLV","Fr.","6-7","F","30","43","1.43"
"126","Luke Fischer","Marquette","Jr.","6-11","C","33","47","1.42"
"","James Thompson IV","Eastern Mich.","Fr.","6-10","C","33","47","1.42"
"128","Ben Moore","SMU","Jr.","6-8","F","29","41","1.41"
"129","John Egbunu","Florida","So.","6-11","C","34","48","1.41"
"130","Denzel Gregg","St. Bonaventure","Jr.","6-7","F","31","43","1.39"
"131","Alex Olah","Northwestern","Sr.","7-0","C","26","36","1.38"
"","Kaleb Tarczewski","Arizona","Sr.","7-0","C","26","36","1.38"
"133","Paris Bass","Detroit Mercy","So.","6-8","F","24","33","1.38"
"134","Jordan Fouse","Green Bay","Sr.","6-7","G","36","49","1.36"
"","Brandon Ingram","Duke","Fr.","6-9","F","36","49","1.36"
"136","Nana Foulland","Bucknell","So.","6-9","C","31","42","1.35"
"137","Kyle Davis","BYU","Jr.","6-8","F","37","50","1.35"
"138","Dan Garvin","Bryant","Jr.","6-6","F","26","35","1.35"
"139","Brandon Peel","Central Conn. St.","Sr.","6-7","F","29","39","1.34"
"140","Rodney Bullock","Providence","So.","6-8","F","35","47","1.34"
"141","Jaron Blossomgame","Clemson","Jr.","6-7","F","31","41","1.32"
"142","Jake Zuilhof","Central Ark.","Sr.","6-9","C","28","37","1.32"
"143","Chris Hooper","St. Francis Brooklyn","Sr.","6-6","F","32","42","1.31"
"144","Ben Lammers","Georgia Tech","So.","6-10","C","36","47","1.31"
"145","Lotanna Nwogbo","Longwood","Sr.","6-8","F","33","43","1.30"
"146","Yohanny Dalembert","James Madison","Jr.","6-8","F","30","39","1.30"
"","Terry Tarpey","William & Mary","Sr.","6-5","G","30","39","1.30"
"","Nick Victor","Yale","Sr.","6-5","G","30","39","1.30"
"149","Sam Hughes","UNC Asheville","Sr.","6-4","F","34","44","1.29"
"","Darius Lewis","Duquesne","Jr.","6-11","C","34","44","1.29"
"151","Isaiah Johnson","Akron","Jr.","6-10","C","35","45","1.29"
"","Austin Lewis","McNeese","Sr.","6-8","F","28","36","1.29"
"153","Jesse Chuku","Lehigh","Sr.","6-9","F","32","41","1.28"
"","Ruben Guerrero","South Fla.","So.","6-11","C","32","41","1.28"
"155","Coleman Johnson","Fairfield","Sr.","6-6","F","29","37","1.28"
"156","Andrew Bastien","Utah Valley","Jr.","6-9","C","26","33","1.27"
"157","Michael Humphrey","Stanford","So.","6-9","F","30","38","1.27"
"","Marin Mornar","LMU (CA)","Sr.","6-9","F","30","38","1.27"
"159","Brandon Clarke","San Jose St.","Fr.","6-8","G","31","39","1.26"
"","Jerome Frink","LIU","Jr.","6-7","F","31","39","1.26"
"161","Geoffrey Groselle","Creighton","Sr.","7-0","C","35","44","1.26"
"162","Chris Brady","Monmouth","Jr.","6-10","C","36","45","1.25"
"","Robert Carter","Maryland","Jr.","6-9","F","36","45","1.25"
"164","Keita Bates-Diop","Ohio St.","So.","6-7","F","33","41","1.24"
"","Joel Bolomboy","Weber St.","Sr.","6-9","F","33","41","1.24"
"166","Rickey Brice Jr.","North Texas","Fr.","7-1","C","29","36","1.24"
"167","Ivan Rabb","California","Fr.","6-11","F","34","42","1.24"
"168","Darien Nelson-Henry","Penn","Sr.","6-11","C","27","33","1.22"
"169","Drew Eubanks","Oregon St.","Fr.","6-10","F","32","39","1.22"
"","Tim Williams","New Mexico","Jr.","6-8","F","32","39","1.22"
"171","Zena Edosomwan","Harvard","Jr.","6-9","F","28","34","1.21"
"","Keenan Simmons","SIUE","So.","6-6","F","28","34","1.21"
"173","Stefan Jankovic","Hawaii","Jr.","6-11","F","33","40","1.21"
"174","Pete Miller","Princeton","Jr.","6-11","F","29","35","1.21"
"175","Matt Costello","Michigan St.","Sr.","6-9","F","35","42","1.20"
"","Trevor Thompson","Ohio St.","So.","6-11","C","35","42","1.20"
"177","Jordon Varnado","Troy","Fr.","6-6","F","31","37","1.19"
"178","Dionte Adams","Hampton","Sr.","6-7","F","32","38","1.19"
"","Obij Aget","New Mexico","Jr.","7-1","C","32","38","1.19"
"","Charles Cooke","Dayton","Jr.","6-5","G","32","38","1.19"
"","Marin Maric","NIU","So.","6-11","C","32","38","1.19"
"182","Timajh Parker-Rivera","Towson","Sr.","6-7","F","33","39","1.18"
"183","Kuran Iverson","Rhode Island","Jr.","6-9","F","28","33","1.18"
"","Markus Kennedy","SMU","Sr.","6-9","F","28","33","1.18"
"185","Brent Calhoun","Purdue Fort Wayne","Jr.","6-9","F","34","40","1.18"
"","Rokas Gustys","Hofstra","So.","6-9","F","34","40","1.18"
"","Nick Havener","Boston U.","So.","6-8","F","34","40","1.18"
"188","Dorian Chatman","Lamar University","Fr.","6-7","F","29","34","1.17"
"189","Luke Petrasek","Columbia","Jr.","6-10","F","35","41","1.17"
"190","Corbin Kaufusi","BYU","So.","6-10","C","36","42","1.17"
"","Kenneth Lowe","Green Bay","Jr.","6-8","F","36","42","1.17"
"192","Nathan Ekwu","Davidson","So.","6-7","F","32","37","1.16"
"193","Jonathan Kasibabu","Fairfield","Fr.","6-8","C","33","38","1.15"
"194","Johnathan Motley","Baylor","So.","6-10","F","34","39","1.15"
"195","Perrin Buford","Middle Tenn.","Sr.","6-6","G","35","40","1.14"
"","Tony Nunn","Southern U.","Jr.","6-9","F","35","40","1.14"
"197","Tyler Davis","Texas A&M","Fr.","6-10","C","36","41","1.14"
"198","Wayne Martin","Tennessee St.","Jr.","6-7","F","30","34","1.13"
"","Wadly Mompremier","Ohio","Jr.","6-10","F","30","34","1.13"
"200","Anthony Allen","Oklahoma St.","Sr.","7-0","C","31","35","1.13"
"","Phillip Carr","Morgan St.","So.","6-8","F","31","35","1.13"
"202","Marquez Letcher-Ellis","Rice","Fr.","6-7","F","32","36","1.13"
"203","Martin Breunig","Montana","Sr.","6-8","F","33","37","1.12"
"","Taylor Danaher","Mount St. Mary's","Sr.","7-0","C","33","37","1.12"
"","L'Hassane Niangane","Gardner-Webb","So.","6-10","C","33","37","1.12"
"206","Lis Shoshi","Little Rock","Jr.","6-11","F","35","39","1.11"
"207","Steven Burrough","N.C. A&T","Jr.","6-9","C","28","31","1.11"
"208","Maurice Jeffers","Delaware","Jr.","6-9","F","29","32","1.10"
"209","Quadir Welton","Saint Peter's","Jr.","6-8","F","30","33","1.10"
"210","Dennis Clifford","Boston College","Sr.","7-0","C","31","34","1.10"
"","Brandon Holcomb","Radford","Sr.","6-8","C","31","34","1.10"
"","Kyle Ingram","Idaho St.","Jr.","6-8","F","31","34","1.10"
"","Nick Mayo","Eastern Ky.","Fr.","6-9","F","31","34","1.10"
"214","Marcus Bryan","UNCW","So.","6-7","F","32","35","1.09"
"","Tre'Shawn Thurman","Omaha","So.","6-7","F","32","35","1.09"
"216","Aly Ahmed","CSU Bakersfield","Sr.","6-9","C","33","36","1.09"
"","James Kelly","Marshall","Sr.","6-7","F","33","36","1.09"
"","Hooper Vint","UTEP","Sr.","6-11","C","33","36","1.09"
"219","Jamar Hurdle","Green Bay","Jr.","6-7","G","35","38","1.09"
"220","Zach Auguste","Notre Dame","Sr.","6-10","F","36","39","1.08"
"221","Jarred Jones","Loyola Maryland","Sr.","6-5","G","26","28","1.08"
"","Sebastian Saiz","Ole Miss","Jr.","6-9","F","26","28","1.08"
"223","Demola Onifade","Delaware St.","Fr.","6-9","C","28","30","1.07"
"224","Josh Hawkinson","Washington St.","Jr.","6-10","F","29","31","1.07"
"225","Gavin Ware","Mississippi St.","Sr.","6-9","F","30","32","1.07"
"","Rodney Williams","Drexel","Jr.","6-7","F","30","32","1.07"
"","Chris Wray","Mount St. Mary's","So.","6-8","F","30","32","1.07"
