Name,draft_year,draft_pick,position,Season,Team,Cl,Pos,Ht,G,FGM,3FG,FT,PTS,PPG,FGA,FG%,3PG,3FGA,3FG%,FTA,FT%,REB,RPG,AST,APG,BLKS,BKPG,ST,STPG,TO,Ratio,Trpl Dbl,Dbl Dbl,MP,MPG,ORebs,DRebs
RJ Barrett,2019,3,Shooting Guard,2018-2019,Duke,Fr.,F,6-7,38,319.0,73.0,149.0,860.0,22.6,702.0,45.4,,237.0,30.80168776371308,224.0,66.51785714285714,289.0,7.6,164.0,4.3,16.0,0.4210526315789473,34.0,0.8947368421052632,123.0,,1.0,10.0,1342:26,35:19,59.0,230.0
Coby White,2019,4,Point Guard/Shooting Guard,2018-2019,North Carolina,Fr.,G,6-5,35,188.0,82.0,104.0,562.0,16.1,444.0,42.34234234234234,2.34,232.0,35.3448275862069,130.0,80.0,124.0,3.5428571428571427,143.0,4.1,11.0,0.3142857142857143,38.0,1.0857142857142856,93.0,1.54,,,,,12.0,112.0
Rui Hachimura,2019,5,Power Forward,2018-2019,Gonzaga,Jr.,F,6-8,37,275.0,15.0,164.0,729.0,19.7,465.0,59.1,,36.0,41.666666666666664,222.0,73.87387387387388,240.0,5.08,56.0,1.5135135135135136,27.0,0.7297297297297297,35.0,0.945945945945946,68.0,,,,1115:27,,52.0,188.0
Keldon Johnson,2019,9,Shooting Guard/Small Forward,2018-2019,Kentucky,Fr.,G,6-6,37,172.0,45.0,109.0,498.0,13.45945945945946,373.0,46.11260053619303,,118.0,38.13559322033898,155.0,70.3225806451613,217.0,5.864864864864865,60.0,1.6216216216216215,6.0,0.1621621621621621,28.0,0.7567567567567568,60.0,,,,1136:57,,49.0,168.0
Bruno Fernando,2019,10,Center,2018-2019,Maryland,So.,F,6-10,34,173.0,3.0,113.0,462.0,13.588235294117649,285.0,60.7,,10.0,30.0,145.0,77.9,362.0,10.6,68.0,2.0,64.0,1.88,22.0,0.6470588235294118,95.0,,,22.0,,,100.0,262.0
Jaxson Hayes,2019,11,Power Forward/Center,2018-2019,Texas,Fr.,F,6-11,32,123.0,0.0,74.0,320.0,10.0,169.0,72.7810650887574,,0.0,,100.0,74.0,160.0,5.0,8.0,0.25,71.0,2.22,19.0,0.59375,29.0,,,,,,56.0,104.0
Jarrett Culver,2019,12,Shooting Guard,2018-2019,Texas Tech,So.,G,6-5,38,254.0,49.0,147.0,704.0,18.5,551.0,46.1,,161.0,30.434782608695652,208.0,70.67307692307692,243.0,4.97,142.0,3.7,21.0,0.5526315789473685,57.0,1.5,103.0,,,5.0,1237:37,,54.0,189.0
Mfiondu Kabengele,2019,13,Power Forward/Center,2018-2019,Florida St.,So.,F,6-9,37,164.0,24.0,137.0,489.0,13.216216216216216,327.0,50.15290519877676,,65.0,36.92307692307692,180.0,76.11111111111111,220.0,5.945945945945946,11.0,0.2972972972972973,56.0,1.51,21.0,0.5675675675675675,48.0,,,,,,79.0,141.0
Matisse Thybulle,2019,15,Shooting Guard/Small Forward,2018-2019,Washington,Sr.,F,6-5,36,112.0,46.0,57.0,327.0,9.083333333333334,270.0,41.48148148148148,,151.0,30.4635761589404,67.0,85.07462686567165,111.0,3.0833333333333335,77.0,2.138888888888889,83.0,2.31,126.0,3.5,66.0,,,,1121:11,,27.0,84.0
Romeo Langford,2019,18,Shooting Guard,2018-2019,Indiana,Fr.,G,6-6,32,177.0,34.0,140.0,528.0,16.5,395.0,44.8,,125.0,27.2,194.0,72.16494845360825,172.0,5.375,75.0,2.34375,26.0,0.8125,25.0,0.78125,68.0,,,,1094:27,34:12,45.0,127.0
Nickeil Alexander-Walker,2019,19,Shooting Guard,2018-2019,Virginia Tech,So.,G,6-5,34,190.0,58.0,112.0,550.0,16.2,401.0,47.4,,155.0,37.41935483870968,144.0,77.8,139.0,4.088235294117647,135.0,4.0,18.0,0.5294117647058824,64.0,1.88,97.0,,,,1165:21,34:16,16.0,123.0
PJ Washington,2019,20,Power Forward,2018-2019,Kentucky,So.,F,6-8,35,190.0,33.0,118.0,531.0,15.17142857142857,364.0,52.2,,78.0,42.30769230769231,178.0,66.29213483146067,264.0,7.5,63.0,1.8,43.0,1.23,29.0,0.8285714285714286,69.0,,,9.0,,,81.0,183.0
Nicolas Claxton,2019,21,Power Forward,2018-2019,Georgia,So.,F,6-11,32,137.0,18.0,123.0,415.0,12.96875,298.0,45.97315436241611,,64.0,28.125,192.0,64.0625,274.0,8.6,58.0,1.8125,81.0,2.53,34.0,1.0625,67.0,,,8.0,,,72.0,202.0
Brandon Clarke,2019,23,Power Forward/Center,2018-2019,Gonzaga,Jr.,F,6-8,37,257.0,4.0,109.0,627.0,16.9,374.0,68.7,,15.0,26.666666666666668,157.0,69.4267515923567,317.0,8.6,70.0,1.891891891891892,117.0,3.16,43.0,1.162162162162162,57.0,,,13.0,,,114.0,203.0
KZ Okpala,2019,24,Shooting Guard/Small Forward,2018-2019,Stanford,So.,F,-,29,170.0,32.0,116.0,488.0,16.8,367.0,46.3,,87.0,36.7816091954023,173.0,67.05202312138728,165.0,5.689655172413793,58.0,2.0,15.0,0.5172413793103449,29.0,1.0,83.0,,,,,,34.0,131.0
Chuma Okeke,2019,25,Small Forward/Power Forward,2018-2019,Auburn,So.,F,6-8,38,168.0,55.0,65.0,456.0,12.0,339.0,49.55752212389381,,142.0,38.732394366197184,90.0,72.22222222222223,260.0,6.8,73.0,1.9210526315789471,46.0,1.21,69.0,1.82,66.0,,,7.0,1104:37,,106.0,154.0
Tyler Herro,2019,26,Shooting Guard,2018-2019,Kentucky,Fr.,G,6-5,37,186.0,60.0,87.0,519.0,14.027027027027026,403.0,46.2,,169.0,35.50295857988166,93.0,93.5483870967742,166.0,4.486486486486487,91.0,2.4594594594594597,12.0,0.3243243243243243,40.0,1.0810810810810811,60.0,,,,1207:13,,15.0,151.0
Eric Paschall,2019,27,Power Forward,2018-2019,Villanova,Sr.,F,6-7,36,195.0,70.0,135.0,595.0,16.5,436.0,44.7,,201.0,34.82587064676617,181.0,74.58563535911603,221.0,4.86,77.0,2.138888888888889,17.0,0.4722222222222222,26.0,0.7222222222222222,82.0,,,,1299:43,36:06,46.0,175.0
Dylan Windler,2019,28,Shooting Guard/Small Forward,2018-2019,Belmont,Sr.,F,6-8,33,243.0,100.0,116.0,702.0,21.3,450.0,54.0,3.03,233.0,42.9,137.0,84.7,359.0,10.9,84.0,2.5454545454545454,19.0,0.5757575757575758,47.0,1.42,69.0,,,18.0,,,66.0,293.0
Cameron Johnson,2019,30,Small Forward,2018-2019,North Carolina,Sr.,G,6-8,36,211.0,96.0,90.0,608.0,16.9,417.0,50.6,2.67,210.0,45.7,110.0,81.8,207.0,5.75,86.0,2.388888888888889,10.0,0.2777777777777778,43.0,1.1944444444444444,54.0,,,5.0,,,65.0,142.0
Naz Reid,2019,31,Center,2018-2019,LSU,Fr.,F,6-10,34,171.0,28.0,93.0,463.0,13.617647058823527,365.0,46.8,,84.0,33.333333333333336,128.0,72.65625,245.0,7.2,29.0,0.8529411764705882,23.0,0.6764705882352942,25.0,0.7352941176470589,85.0,,,8.0,,,86.0,159.0
Ty Jerome,2019,32,Point Guard,2018-2019,Virginia,Jr.,G,6-5,37,178.0,79.0,67.0,502.0,13.567567567567568,409.0,43.520782396088016,2.14,198.0,39.898989898989896,91.0,73.62637362637362,156.0,4.216216216216216,202.0,5.5,1.0,0.027027027027027,57.0,1.54,61.0,3.31,,,1256:51,33:58,17.0,139.0
Daniel Gafford,2019,34,Power Forward/Center,2018-2019,Arkansas,So.,F,6-11,32,214.0,0.0,114.0,542.0,16.9,324.0,66.0,,0.0,,193.0,59.067357512953365,277.0,8.7,23.0,0.71875,65.0,2.03,30.0,0.9375,76.0,,,10.0,,,91.0,186.0
Carsen Edwards,2019,36,Point Guard,2018-2019,Purdue,Jr.,G,6-0,36,277.0,135.0,185.0,874.0,24.3,703.0,39.40256045519203,3.75,380.0,35.5,221.0,83.7,130.0,3.611111111111111,104.0,2.888888888888889,10.0,0.2777777777777778,48.0,1.3333333333333333,113.0,,,,1277:00,35:28,14.0,116.0
Jalen McDaniels,2019,38,Small Forward/Power Forward,2018-2019,San Diego St.,So.,F,6-10,34,212.0,24.0,93.0,541.0,15.9,455.0,46.6,,75.0,32.0,127.0,73.22834645669292,281.0,8.3,72.0,2.1176470588235294,16.0,0.4705882352941176,38.0,1.1176470588235294,82.0,,,11.0,,,67.0,214.0
Ky Bowman,2019,39,Point Guard,2018-2019,Boston College,Jr.,G,6-1,31,196.0,79.0,118.0,589.0,19.0,485.0,40.41237113402062,2.55,211.0,37.4,155.0,76.12903225806451,234.0,7.5,125.0,4.0,18.0,0.5806451612903226,43.0,1.39,90.0,,,8.0,1219:12,39:19,26.0,208.0
Terance Mann,2019,40,Shooting Guard,2018-2019,Florida St.,Sr.,G,6-6,37,147.0,30.0,98.0,422.0,11.405405405405403,291.0,50.51546391752577,,77.0,38.96103896103896,124.0,79.0,240.0,2.49,94.0,2.5405405405405403,12.0,0.3243243243243243,25.0,0.6756756756756757,65.0,,,,1173:08,,92.0,148.0
Jordan Bone,2019,43,Point Guard,2018-2019,Tennessee,Jr.,G,6-3,37,186.0,50.0,76.0,498.0,13.45945945945946,400.0,46.5,,141.0,35.46099290780142,91.0,83.51648351648352,118.0,3.189189189189189,215.0,5.8,4.0,0.1081081081081081,26.0,0.7027027027027027,74.0,2.91,,,1219:04,,19.0,99.0
Justin Wright-Foreman,2019,44,Point Guard/Shooting Guard,2018-2019,Hofstra,Sr.,G,6-2,35,330.0,110.0,178.0,948.0,27.1,646.0,51.1,3.14,259.0,42.5,206.0,86.4,140.0,4.0,102.0,2.914285714285714,7.0,0.2,30.0,0.8571428571428571,91.0,,,,1321:29,37:45,12.0,128.0
Grant Williams,2019,46,Power Forward,2018-2019,Tennessee,Jr.,F,6-7,37,234.0,15.0,213.0,696.0,18.8,414.0,56.5,,46.0,32.608695652173914,260.0,81.9,278.0,7.5,117.0,3.1621621621621623,55.0,1.49,42.0,1.135135135135135,83.0,,,7.0,1180:57,,82.0,196.0
Jaylen Nowell,2019,47,Point Guard/Shooting Guard,2018-2019,Washington,So.,G,6-4,36,218.0,51.0,95.0,582.0,16.2,434.0,50.2,,116.0,43.96551724137931,122.0,77.9,190.0,5.277777777777778,112.0,3.111111111111111,9.0,0.25,46.0,1.2777777777777777,106.0,,,,1243:24,34:32,35.0,155.0
Zylan Cheatham,2019,49,Small Forward/Power Forward,2018-2019,Arizona St.,Jr.,F,6-8,34,143.0,11.0,115.0,412.0,12.117647058823527,268.0,53.35820895522388,,25.0,44.0,186.0,61.82795698924731,351.0,10.3,108.0,3.176470588235294,27.0,0.7941176470588235,28.0,0.8235294117647058,103.0,,1.0,14.0,1100:27,,73.0,278.0
Terence Davis,2019,51,Point Guard/Shooting Guard,2018-2019,Ole Miss,Sr.,G,6-4,33,179.0,65.0,78.0,501.0,15.181818181818182,403.0,44.4,,175.0,37.142857142857146,101.0,77.22772277227723,191.0,5.787878787878788,114.0,3.5,21.0,0.6363636363636364,54.0,1.64,91.0,,,,,,37.0,154.0
Oshae Brissett,2019,52,Small Forward,2018-2019,Syracuse,So.,F,6-8,34,147.0,30.0,99.0,423.0,12.441176470588236,374.0,39.3048128342246,,111.0,27.027027027027028,150.0,66.0,254.0,7.5,61.0,1.7941176470588236,27.0,0.7941176470588235,33.0,0.9705882352941176,69.0,,,7.0,1122:36,,75.0,179.0
Jaylen Hoard,2019,55,Small Forward/Power Forward,2018-2019,Wake Forest,Fr.,F,6-8,31,152.0,12.0,91.0,407.0,13.129032258064516,332.0,45.78313253012048,,53.0,22.641509433962263,127.0,71.65354330708661,236.0,7.6,48.0,1.5483870967741935,20.0,0.6451612903225806,19.0,0.6129032258064516,79.0,,,7.0,,,80.0,156.0
Isaiah Roby,2019,57,Small Forward/Power Forward,2018-2019,Nebraska,Jr.,F,6-8,35,148.0,28.0,90.0,414.0,11.82857142857143,326.0,45.39877300613497,,84.0,33.333333333333336,133.0,67.66917293233082,242.0,6.9,68.0,1.9428571428571428,66.0,1.89,44.0,1.2571428571428571,70.0,,,,,,66.0,176.0
Marial Shayok,2019,58,Shooting Guard/Small Forward,2018-2019,Iowa St.,Sr.,G,6-6,34,229.0,71.0,108.0,637.0,18.7,462.0,49.6,,184.0,38.58695652173913,123.0,87.8,167.0,4.911764705882353,67.0,1.9705882352941175,8.0,0.2352941176470588,32.0,0.9411764705882352,91.0,,,,1118:12,,47.0,120.0
Tacko Fall,2019,61,Center,2018-2019,UCF,Sr.,C,7-6,33,154.0,0.0,59.0,367.0,11.12121212121212,206.0,74.75728155339806,,0.0,,163.0,36.19631901840491,251.0,7.6,15.0,0.4545454545454545,85.0,2.58,8.0,0.2424242424242424,59.0,,,7.0,,,84.0,167.0
Kyle Guy,2019,62,Point Guard/Shooting Guard,2018-2019,Virginia,Jr.,G,6-2,38,198.0,120.0,70.0,586.0,15.4,441.0,44.9,3.16,282.0,42.6,84.0,83.33333333333333,171.0,4.5,78.0,2.0526315789473686,2.0,0.0526315789473684,26.0,0.6842105263157895,53.0,,,,1343:23,35:21,27.0,144.0
Tyler Cook,2019,65,Power Forward,2018-2019,Iowa,Jr.,C,6-9,33,174.0,0.0,130.0,478.0,14.484848484848484,341.0,51.0,,6.0,0.0,202.0,64.35643564356435,252.0,7.6,80.0,2.4242424242424243,18.0,0.5454545454545454,24.0,0.7272727272727273,92.0,,,6.0,,,71.0,181.0
Talen Horton-Tucker,2019,66,Shooting Guard/Small Forward,2018-2019,Iowa St.,Fr.,G,6-4,35,155.0,49.0,55.0,414.0,11.82857142857143,382.0,40.575916230366495,,159.0,30.81761006289308,88.0,62.5,170.0,4.857142857142857,82.0,2.342857142857143,23.0,0.6571428571428571,45.0,1.2857142857142858,60.0,,,,,,23.0,147.0
Luguentz Dort,2019,67,Shooting Guard,2018-2019,Arizona St.,Fr.,G,6-4,34,174.0,54.0,145.0,547.0,16.1,430.0,40.46511627906977,,176.0,30.681818181818183,207.0,70.04830917874396,145.0,4.264705882352941,79.0,2.323529411764706,7.0,0.2058823529411764,52.0,1.53,99.0,,,,,,44.0,101.0
Charlie Brown,2019,69,Shooting Guard,2018-2019,Saint Joseph's,So.,F,6-7,32,205.0,63.0,136.0,609.0,19.0,477.0,42.9769392033543,,177.0,35.59322033898305,161.0,84.5,197.0,6.15625,48.0,1.5,25.0,0.78125,34.0,1.0625,59.0,,,,1138:59,35:35,66.0,131.0
Miye Oni,2019,71,Shooting Guard,2018-2019,Yale,Jr.,G,6-7,29,167.0,56.0,107.0,497.0,17.1,379.0,44.06332453825858,,151.0,37.086092715231786,135.0,79.3,183.0,5.66,103.0,3.6,37.0,1.28,26.0,0.896551724137931,75.0,,,,,,19.0,164.0
Admiral Schofield,2019,72,Small Forward,2018-2019,Tennessee,Sr.,G,6-6,37,238.0,74.0,60.0,610.0,16.5,502.0,47.4,,177.0,41.80790960451977,86.0,69.76744186046511,227.0,4.97,75.0,2.027027027027027,17.0,0.4594594594594595,33.0,0.8918918918918919,70.0,,,,1175:38,,43.0,184.0
Ignas Brazdeikis,2019,76,Small Forward,2018-2019,Michigan,Fr.,F,6-7,37,188.0,56.0,116.0,548.0,14.81081081081081,407.0,46.2,,143.0,39.16083916083916,150.0,77.3,201.0,5.4324324324324325,31.0,0.8378378378378378,18.0,0.4864864864864865,26.0,0.7027027027027027,46.0,,,,1098:59,,43.0,158.0
Shamorie Ponds,2019,77,Point Guard,2018-2019,St. John's (NY),Jr.,G,6-1,33,216.0,65.0,153.0,650.0,19.7,477.0,45.3,,184.0,35.32608695652174,183.0,83.6,136.0,4.121212121212121,169.0,5.1,9.0,0.2727272727272727,87.0,2.64,65.0,2.6,,,1158:27,35:06,32.0,104.0
Caleb Martin,2019,80,Shooting Guard/Small Forward,2018-2019,Nevada,Sr.,F,6-7,34,201.0,107.0,145.0,654.0,19.2,492.0,40.85365853658536,3.15,317.0,33.8,198.0,73.23232323232324,175.0,5.147058823529412,96.0,2.823529411764706,26.0,0.7647058823529411,49.0,1.44,63.0,,,,1161:43,34:10,30.0,145.0
Jordan Poole,2019,81,Point Guard/Shooting Guard,2018-2019,Michigan,So.,G,6-4,37,161.0,75.0,75.0,472.0,12.756756756756756,369.0,43.63143631436314,,203.0,36.94581280788177,90.0,83.33333333333333,110.0,2.972972972972973,80.0,2.1621621621621623,8.0,0.2162162162162162,40.0,1.0810810810810811,57.0,,,,1220:26,,8.0,102.0
Marques Bolden,2019,83,Center,2018-2019,Duke,Jr.,C,6-11,35,66.0,0.0,53.0,185.0,5.285714285714286,114.0,57.89473684210526,,7.0,0.0,73.0,72.6027397260274,156.0,4.457142857142857,16.0,0.4571428571428571,58.0,1.66,19.0,0.5428571428571428,25.0,,,,,,68.0,88.0
Chris Clemons,2019,86,Point Guard,2018-2019,Campbell,Sr.,G,5-9,33,304.0,139.0,246.0,993.0,30.1,679.0,44.8,4.21,389.0,35.7,283.0,86.9,167.0,5.0606060606060606,94.0,2.8484848484848486,11.0,0.3333333333333333,49.0,1.48,84.0,,,,1208:40,36:37,25.0,142.0
Robert Franks,2019,87,Small Forward/Power Forward,2018-2019,Washington St.,Sr.,F,6-9,27,201.0,75.0,106.0,583.0,21.6,408.0,49.3,2.78,188.0,39.9,125.0,84.8,195.0,7.2,70.0,2.592592592592593,19.0,0.7037037037037037,18.0,0.6666666666666666,87.0,,,7.0,927:56,34:22,37.0,158.0
Quinndary Weatherspoon,2019,89,Shooting Guard,2018-2019,Mississippi St.,Sr.,G,6-4,34,213.0,55.0,148.0,629.0,18.5,419.0,50.8,,139.0,39.568345323741006,183.0,80.9,159.0,4.676470588235294,96.0,2.823529411764706,10.0,0.2941176470588235,57.0,1.68,99.0,,,,1157:33,34:02,45.0,114.0
Donta Hall,2019,93,Center,2018-2019,Alabama,Sr.,F,6-9,34,133.0,1.0,89.0,356.0,10.470588235294118,216.0,61.57407407407408,,1.0,100.0,124.0,71.7741935483871,298.0,8.8,18.0,0.5294117647058824,56.0,1.65,16.0,0.4705882352941176,37.0,,,13.0,,,92.0,206.0
Cody Martin,2019,97,Shooting Guard,2018-2019,Nevada,Sr.,F,6-7,34,151.0,34.0,74.0,410.0,12.058823529411764,299.0,50.50167224080268,,95.0,35.78947368421053,97.0,76.28865979381443,152.0,4.470588235294118,167.0,4.9,23.0,0.6764705882352942,46.0,1.3529411764705883,64.0,2.61,,,1170:05,34:24,32.0,120.0
Barry Brown,2019,99,Point Guard/Shooting Guard,2018-2019,Kansas St.,Sr.,G,6-3,34,184.0,42.0,88.0,498.0,14.647058823529411,425.0,43.294117647058826,,141.0,29.78723404255319,124.0,70.96774193548387,139.0,4.088235294117647,96.0,2.823529411764706,5.0,0.1470588235294117,65.0,1.91,65.0,,,,1189:13,34:58,14.0,125.0
Jarrell Brantley,2019,100,Power Forward,2018-2019,Col. of Charleston,Sr.,F,6-7,33,237.0,38.0,128.0,640.0,19.4,458.0,51.7,,116.0,32.758620689655174,163.0,78.5,277.0,8.4,80.0,2.4242424242424243,29.0,0.8787878787878788,46.0,1.39,85.0,,,13.0,1120:32,33:57,57.0,220.0
Anthony Edwards,2020,1,Shooting Guard,2019-2020,Georgia,Fr.,-,6-5,32,203.0,72.0,132.0,610.0,19.1,505.0,40.198019801980195,2.25,245.0,29.387755102040817,171.0,77.2,167.0,5.21875,91.0,2.84375,18.0,0.5625,43.0,1.34375,87.0,,,,1059:54,,24.0,143.0
Obi Toppin,2020,2,Power Forward,2019-2020,Dayton,So.,F,6-9,31,245.0,32.0,99.0,621.0,20.0,387.0,63.3,,82.0,39.02439024390244,141.0,70.2127659574468,234.0,7.5,67.0,2.161290322580645,38.0,1.23,30.0,0.967741935483871,68.0,,,8.0,,,37.0,197.0
Onyeka Okongwu,2020,3,Power Forward/Center,2019-2020,Southern California,Fr.,F,6-9,28,175.0,1.0,103.0,454.0,16.2,284.0,61.6,,4.0,25.0,143.0,72.02797202797203,242.0,8.6,30.0,1.0714285714285714,76.0,2.71,34.0,1.2142857142857142,56.0,,,11.0,,,92.0,150.0
Patrick Williams,2020,4,Small Forward/Power Forward,2019-2020,Florida St.,Fr.,F,6-8,29,95.0,16.0,62.0,268.0,9.241379310344827,207.0,45.893719806763286,,50.0,32.0,74.0,83.78378378378379,116.0,4.0,29.0,1.0,30.0,1.03,29.0,1.0,50.0,,,,,,38.0,78.0
Tyrese Haliburton,2020,10,Point Guard,2019-2020,Iowa St.,So.,G,6-5,22,123.0,52.0,37.0,335.0,15.227272727272728,244.0,50.40983606557377,,124.0,41.935483870967744,45.0,82.22222222222223,129.0,5.863636363636363,142.0,6.454545454545454,15.0,0.6818181818181818,54.0,2.4545454545454546,61.0,,1.0,4.0,,,32.0,97.0
Devin Vassell,2020,11,Shooting Guard,2019-2020,Florida St.,So.,G,6-5,30,144.0,44.0,48.0,380.0,12.666666666666666,294.0,48.97959183673469,,106.0,41.509433962264154,65.0,73.84615384615384,152.0,5.066666666666666,49.0,1.6333333333333333,29.0,0.97,42.0,1.4,23.0,,,,,,38.0,114.0
Josh Green,2020,12,Shooting Guard,2019-2020,Arizona,Fr.,G,6-6,30,0.0,0.0,85.0,0.0,0.0,2.0,0.0,,1.0,0.0,109.0,78.0,3.0,0.1,1.0,0.0333333333333333,0.0,0.0,46.0,1.53,2.0,,,,,,1.0,2.0
Tyrell Terry,2020,13,Point Guard,2019-2020,Stanford,Fr.,G,6-1,31,147.0,62.0,98.0,454.0,14.64516129032258,333.0,44.14414414414414,2.0,152.0,40.78947368421053,110.0,89.1,139.0,4.483870967741935,99.0,3.193548387096774,2.0,0.064516129032258,43.0,1.39,82.0,,,,,,11.0,128.0
Precious Achiuwa,2020,15,Small Forward/Power Forward,2019-2020,Memphis,Fr.,F,6-9,31,182.0,13.0,112.0,489.0,15.8,369.0,49.3,,40.0,32.5,187.0,59.89304812834224,334.0,10.8,30.0,0.967741935483871,58.0,1.87,34.0,1.096774193548387,87.0,,,18.0,,,93.0,241.0
Vernon Carey,2020,17,Power Forward/Center,2019-2020,Duke,Fr.,C,6-10,31,199.0,8.0,146.0,552.0,17.8,345.0,57.7,,21.0,38.095238095238095,218.0,66.97247706422019,272.0,8.8,30.0,0.967741935483871,49.0,1.58,22.0,0.7096774193548387,63.0,,,15.0,,,83.0,189.0
Jalen Smith,2020,18,Power Forward,2019-2020,Maryland,So.,F,6-10,31,168.0,32.0,111.0,479.0,15.5,312.0,53.8,,87.0,36.7816091954023,148.0,75.0,326.0,10.5,25.0,0.8064516129032258,73.0,2.35,22.0,0.7096774193548387,53.0,,,21.0,,,99.0,227.0
Saddiq Bey,2020,19,Small Forward,2019-2020,Villanova,So.,F,6-8,31,175.0,79.0,70.0,499.0,16.1,367.0,47.7,2.55,175.0,45.1,91.0,76.92307692307692,147.0,4.741935483870968,74.0,2.3870967741935485,12.0,0.3870967741935484,24.0,0.7741935483870968,46.0,,,,1048:49,33:49,40.0,107.0
Jaden McDaniels,2020,21,Power Forward,2019-2020,Washington,Fr.,F,6-9,31,136.0,43.0,87.0,402.0,12.96774193548387,336.0,40.476190476190474,,127.0,33.85826771653543,114.0,76.3157894736842,180.0,5.806451612903226,65.0,2.096774193548387,43.0,1.39,24.0,0.7741935483870968,100.0,,,,,,34.0,146.0
Tyrese Maxey,2020,23,Shooting Guard,2019-2020,Kentucky,Fr.,G,6-3,31,150.0,33.0,100.0,433.0,13.96774193548387,351.0,42.73504273504273,,113.0,29.20353982300885,120.0,83.3,133.0,4.290322580645161,98.0,3.161290322580645,12.0,0.3870967741935484,27.0,0.8709677419354839,67.0,1.46,,,1070:31,34:31,12.0,121.0
Nico Mannion,2020,24,Point Guard,2019-2020,Arizona,Fr.,G,6-3,32,144.0,53.0,106.0,447.0,13.96875,367.0,39.23705722070845,,162.0,32.71604938271605,133.0,79.7,80.0,2.5,169.0,5.3,0.0,0.0,38.0,1.1875,82.0,2.06,,,1033:59,,8.0,72.0
Tyler Bey,2020,26,Power Forward,2019-2020,Colorado,Jr.,G,6-7,31,140.0,13.0,136.0,429.0,13.838709677419354,264.0,53.03030303030303,,31.0,41.935483870967744,183.0,74.31693989071039,280.0,9.0,46.0,1.4838709677419355,36.0,1.16,48.0,1.55,75.0,,,12.0,,,62.0,218.0
Zeke Nnaji,2020,27,Power Forward/Center,2019-2020,Arizona,Fr.,F,6-11,32,179.0,5.0,152.0,515.0,16.1,314.0,57.0,,17.0,29.41176470588235,200.0,76.0,276.0,8.6,27.0,0.84375,28.0,0.875,23.0,0.71875,70.0,,,14.0,,,99.0,177.0
Daniel Oturu,2020,28,Center,2019-2020,Minnesota,So.,C,6-10,31,238.0,19.0,128.0,623.0,20.1,423.0,56.3,,52.0,36.53846153846154,181.0,70.7182320441989,349.0,11.3,34.0,1.096774193548387,76.0,2.45,17.0,0.5483870967741935,88.0,,,18.0,1051:36,33:55,116.0,233.0
Isaiah Joe,2020,29,Shooting Guard,2019-2020,Arkansas,So.,G,6-5,26,132.0,94.0,81.0,439.0,16.9,360.0,36.666666666666664,3.62,275.0,34.2,91.0,89.0,107.0,4.115384615384615,45.0,1.7307692307692308,7.0,0.2692307692307692,37.0,1.42,45.0,,,,938:06,36:04,14.0,93.0
Elijah Hughes,2020,30,Shooting Guard,2019-2020,Syracuse,Jr.,F,6-6,32,198.0,78.0,135.0,609.0,19.0,465.0,42.6,2.44,229.0,34.06113537117904,166.0,81.3,159.0,4.96875,109.0,3.4,26.0,0.8125,37.0,1.15625,73.0,1.49,,,1175:11,36:43,14.0,145.0
Devon Dotson,2020,31,Point Guard,2019-2020,Kansas,So.,G,6-2,30,182.0,38.0,142.0,544.0,18.1,389.0,46.8,,123.0,30.89430894308943,171.0,83.0,122.0,4.066666666666666,120.0,4.0,3.0,0.1,63.0,2.1,73.0,1.64,,,1047:07,34:54,17.0,105.0
Malachi Flynn,2020,34,Point Guard,2019-2020,San Diego St.,Jr.,G,6-1,32,184.0,76.0,120.0,564.0,17.6,417.0,44.1,2.38,204.0,37.25490196078432,140.0,85.7,143.0,4.46875,163.0,5.1,3.0,0.09375,56.0,1.75,57.0,2.86,,,1072:38,33:31,20.0,123.0
Reggie Perry,2020,35,Power Forward/Center,2019-2020,Mississippi St.,So.,F,6-10,31,183.0,23.0,149.0,538.0,17.4,366.0,50.0,,71.0,32.394366197183096,194.0,76.8,312.0,10.1,72.0,2.3225806451612905,36.0,1.16,26.0,0.8387096774193549,90.0,,,17.0,,,97.0,215.0
Desmond Bane,2020,36,Shooting Guard,2019-2020,TCU,Sr.,G,6-5,32,197.0,92.0,45.0,531.0,16.6,436.0,45.2,2.88,208.0,44.2,57.0,78.94736842105263,204.0,4.94,124.0,3.9,17.0,0.53125,47.0,1.47,74.0,1.68,,4.0,1152:30,36:00,46.0,158.0
Payton Pritchard,2020,38,Point Guard,2019-2020,Oregon,Sr.,G,6-2,31,216.0,88.0,115.0,635.0,20.5,462.0,46.8,2.84,212.0,41.5,140.0,82.1,134.0,4.32258064516129,172.0,5.5,1.0,0.032258064516129,47.0,1.52,85.0,2.02,,,1132:57,36:32,21.0,113.0
Immanuel Quickley,2020,39,Point Guard/Shooting Guard,2019-2020,Kentucky,So.,G,6-3,30,138.0,62.0,144.0,482.0,16.1,332.0,41.566265060240966,2.07,145.0,42.758620689655174,156.0,92.3,126.0,4.2,56.0,1.8666666666666667,4.0,0.1333333333333333,27.0,0.9,48.0,,,,,,16.0,110.0
Paul Reed,2020,40,Power Forward/Center,2019-2020,DePaul,Jr.,F,6-9,29,182.0,16.0,59.0,439.0,15.1,353.0,51.6,,52.0,30.76923076923077,80.0,73.75,310.0,10.7,47.0,1.6206896551724137,74.0,2.55,54.0,1.86,66.0,,,18.0,,,95.0,215.0
