 


  
  

NCAA Men's Basketball
Division IPoints Per Game
Through Games 04/04/2011


"Rank","Name","Team","Cl","Ht","Pos","G","FGM","3FG","FT","PTS","PPG"
"122","Mickey McConnell","Saint Mary's (CA)","Sr.","6-0","G","34","177","77","126","557","16.4"
"123","Lenny Daniel","CSUN","Sr.","6-7","F","32","185","0","153","523","16.3"
"124","Greg Mangano","Yale","Jr.","6-10","F","28","171","30","85","457","16.3"
"125","George Beamon","Manhattan","So.","6-4","G","31","180","6","139","505","16.3"
"","Omar Carter","App State","Jr.","6-5","F","31","184","38","99","505","16.3"
"127","Michael Thompson","Northwestern","Sr.","5-10","G","34","189","95","80","553","16.3"
"128","Bill Clark","Duquesne","Sr.","6-5","F","32","162","75","121","520","16.3"
"","James Nunnally","UC Santa Barbara","Jr.","6-5","F","32","167","62","124","520","16.3"
"130","Brian Mills","Mercer","Sr.","6-7","F","33","195","19","127","536","16.2"
"131","Ricky Cadell","St. Francis Brooklyn","Sr.","6-2","G","30","154","65","112","485","16.2"
"132","Patrick Richard","McNeese","Jr.","6-4","F","31","163","34","139","499","16.1"
"133","James Johnson","Quinnipiac","Jr.","6-0","G","32","176","84","79","515","16.1"
"134","Kwame Morgan","Hampton","Jr.","6-3","G","33","167","100","96","530","16.1"
"135","Cory Higgins","Colorado","Sr.","6-5","G","38","200","36","174","610","16.1"
"136","Kyle Weems","Missouri St.","Jr.","6-6","F","35","204","66","87","561","16.0"
"137","Shelvin Mack","Butler","Jr.","6-3","G","38","201","87","120","609","16.0"
"138","Jawan Carter","Delaware","Sr.","5-11","G","31","134","84","144","496","16.0"
"","Jordan Sugars","Navy","Jr.","6-3","G","28","154","68","72","448","16.0"
"140","Christian Watford","Indiana","So.","6-9","F","29","143","37","140","463","16.0"
"141","Travele Jones","Texas Southern","Sr.","6-8","F","25","117","14","151","399","16.0"
"142","Chris Gaston","Fordham","So.","6-7","F","28","178","0","90","446","15.9"
"143","Jalin Thomas","Central Mich.","Sr.","6-4","F","29","139","59","124","461","15.9"
"144","Joevan Catron","Oregon","Sr.","6-6","F","37","195","20","178","588","15.9"
"145","Marquiz Baker","Alcorn","Jr.","6-2","G","28","128","57","131","444","15.9"
"146","Jared Mintz","Lafayette","Sr.","6-9","F","32","168","3","167","506","15.8"
"147","Darius Johnson-Odom","Marquette","Jr.","6-2","G","37","196","71","121","584","15.8"
"148","DeAndre Brown","Louisiana Tech","Sr.","5-11","G","27","153","50","70","426","15.8"
"149","Zane Johnson","Hawaii","Jr.","6-6","G","31","157","98","77","489","15.8"
"150","D.J. Cooper","Ohio","So.","5-11","G","35","180","58","134","552","15.8"
"151","Ben Drayton","Ga. Southern","Jr.","5-10","G","32","185","20","114","504","15.8"
"152","Jimmy Butler","Marquette","Sr.","6-6","G","37","187","20","188","582","15.7"
"153","Colt Ryan","Evansville","So.","6-5","G","32","153","65","132","503","15.7"
"154","Robo Kreps","UIC","Sr.","6-1","G","31","166","71","84","487","15.7"
"155","Matt Dickey","UNC Asheville","Jr.","6-1","G","34","169","65","131","534","15.7"
"156","Tyler Zeller","North Carolina","Jr.","7-0","F","37","210","0","161","581","15.7"
"157","Jeremy Hence","Army West Point","Sr.","6-3","F","30","173","40","85","471","15.7"
"158","Harrison Barnes","North Carolina","Fr.","6-8","F","37","210","67","93","580","15.7"
"159","Jamie Skeen","VCU","Sr.","6-9","F","39","198","36","179","611","15.7"
"","Vernon Taylor","Troy","Sr.","6-3","G","27","135","30","123","423","15.7"
"161","Terrence Jones","Kentucky","Fr.","6-9","F","38","206","26","157","595","15.7"
"162","Rahmon Fletcher","Green Bay","Sr.","5-10","G","32","187","51","76","501","15.7"
"163","Sergio Kerusch","Western Ky.","Sr.","6-5","G","32","193","46","67","499","15.6"
"164","Corey Fisher","Villanova","Sr.","6-1","G","33","165","52","132","514","15.6"
"","Amu Saaka","Furman","Sr.","6-6","F","33","167","50","130","514","15.6"
"166","Jontae Sherrod","East Carolina","Sr.","6-2","G","34","153","73","150","529","15.6"
"167","Damier Pitts","Marshall","Jr.","5-10","G","26","119","47","119","404","15.5"
"168","JaMychal Green","Alabama","Jr.","6-8","F","34","190","1","146","527","15.5"
"","Devon Baker","Northwestern St.","Sr.","6-1","G","32","145","67","139","496","15.5"
"","Quinn McDowell","William & Mary","Jr.","6-6","G","32","155","70","116","496","15.5"
"171","Kawhi Leonard","San Diego St.","So.","6-6","F","36","211","25","110","557","15.5"
"172","Chris De La Rosa","UMBC","Jr.","5-10","G","30","167","38","92","464","15.5"
"173","Nick Murphy","Jacksonville St.","Sr.","6-3","G","28","152","18","111","433","15.5"
"174","Demonte Harper","Morehead St.","Sr.","6-4","G","35","198","56","89","541","15.5"
"175","Tim Abromaitis","Notre Dame","Sr.","6-8","F","34","169","78","109","525","15.4"
"176","Justin Greene","Kent St.","Jr.","6-8","F","37","222","0","127","571","15.4"
"177","Anthony Nelson","Niagara","Sr.","6-1","G","29","127","38","155","447","15.4"
"178","Mike Williams","Western Caro.","Sr.","6-2","G","33","190","55","73","508","15.4"
"179","Devin Brown","Holy Cross","Jr.","6-1","G","29","141","60","104","446","15.4"
"180","Mark Payne","UC Davis","Sr.","6-8","G","27","132","18","133","415","15.4"
"181","Tyrone Conley","New Hampshire","Sr.","6-2","G","30","158","78","67","461","15.4"
"182","Isaiah Philmore","Towson","So.","6-7","F","30","169","18","104","460","15.3"
"183","Tobias Harris","Tennessee","Fr.","6-8","F","34","185","23","128","521","15.3"
"184","Anthony Hill","Milwaukee","Sr.","6-7","C","32","172","1","145","490","15.3"
"185","Michael Tveidt","North Dakota St.","Sr.","6-7","F","29","162","40","80","444","15.3"
"186","Shawn Lewis","Cal Poly","Sr.","6-4","G","30","146","42","125","459","15.3"
"187","Matthew Bryan-Amaning","Washington","Sr.","6-9","F","35","215","0","104","534","15.3"
"188","Tony Mitchell","Alabama","So.","6-6","F","37","228","31","77","564","15.2"
"189","Ramone Moore","Temple","Jr.","6-4","G","34","178","41","120","517","15.2"
"190","Michael Harper","Coppin St.","Jr.","6-3","G","28","151","64","59","425","15.2"
"191","Justin Robinson","Rider","Sr.","6-2","G","34","164","88","100","516","15.2"
"192","David Hanson","Cal Poly","Jr.","6-5","F","30","165","73","52","455","15.2"
"193","Clint Sargent","South Dakota St.","Sr.","6-4","G","31","158","83","71","470","15.2"
"194","Marcus Jordan","UCF","So.","6-3","G","33","145","45","165","500","15.2"
"195","Frank Hassell","Old Dominion","Sr.","6-9","F","34","196","0","123","515","15.1"
"196","Erik Rush","Montana St.","Sr.","6-5","G","31","150","38","129","467","15.1"
"197","Zach Filzen","Buffalo","Jr.","6-3","G","34","178","110","46","512","15.1"
"","Cameron Long","George Mason","Sr.","6-4","G","34","181","60","90","512","15.1"
"199","La'Shard Anderson","Boise St.","Sr.","6-1","G","35","176","33","142","527","15.1"
"200","Demond Watt","A&M-Corpus Christi","Sr.","6-7","F","31","164","0","138","466","15.0"
"201","Darius Morris","Michigan","So.","6-4","G","35","201","16","108","526","15.0"
"202","Tony Taylor","George Washington","Jr.","6-1","G","31","149","40","127","465","15.0"
"","Broderick Gilchrest","Idaho St.","Sr.","6-0","G","29","155","52","73","435","15.0"
"","Joe Harden","UC Davis","Sr.","6-8","G","28","148","10","114","420","15.0"
"205","Brian Qvale","Montana","Sr.","6-11","C","32","189","0","100","478","14.9"
"206","Corey Stokes","Villanova","Sr.","6-5","G","29","130","89","84","433","14.9"
"207","Melvin Johnson III","UTSA","So.","6-5","G","34","171","80","85","507","14.9"
"","Mike Muscala","Bucknell","So.","6-11","F","34","187","4","129","507","14.9"
"209","Robby Ptacek","Central Conn. St.","Jr.","6-3","G","31","156","34","116","462","14.9"
"210","Doug McDermott","Creighton","Fr.","6-8","F","39","220","47","94","581","14.9"
"211","Mike Moore","Hofstra","Jr.","6-5","G","33","157","62","115","491","14.9"
"212","Diego Kapelan","McNeese","Sr.","6-3","G","32","149","86","92","476","14.9"
"213","Chris Fouch","Drexel","So.","6-0","G","31","155","62","89","461","14.9"
"214","Mike Scott","FDU","Sr.","6-0","G","29","125","60","121","431","14.9"
"215","Bobby Howard","Montana St.","Sr.","6-6","F","31","159","47","95","460","14.8"
"","Sam Willard","Pacific","Sr.","6-9","F","31","166","23","105","460","14.8"
"217","Frank Gaines","Purdue Fort Wayne","So.","6-3","G","30","151","28","115","445","14.8"
"218","Trent Hutchin","Southeastern La.","Sr.","6-1","G","29","142","81","64","429","14.8"
"219","Julian Mavunga","Miami (OH)","Jr.","6-8","F","32","142","29","160","473","14.8"
"220","Malcolm Grant","Miami (FL)","Jr.","6-1","G","36","158","94","122","532","14.8"
"221","Keith Wright","Harvard","Jr.","6-8","F","30","174","0","95","443","14.8"
"222","Joe Trapani","Boston College","Sr.","6-8","F","34","173","50","106","502","14.8"
"","Tai Wesley","Utah St.","Sr.","6-7","F","34","176","5","145","502","14.8"
"224","Jeffery Taylor","Vanderbilt","So.","6-7","F","34","171","39","120","501","14.7"
"225","Paul Carter","UIC","Sr.","6-8","F","31","156","29","115","456","14.7"
"226","Jarrod Jones","Ball St.","Jr.","6-9","F","32","181","0","108","470","14.7"
"227","Chris Long","Elon","Sr.","6-2","G","31","124","56","151","455","14.7"
"228","Demetri McCamey","Illinois","Sr.","6-3","G","34","166","74","92","498","14.6"
"229","Jorge Gutierrez","California","Jr.","6-3","G","33","143","36","161","483","14.6"
"230","Preston Knowles","Louisville","Sr.","6-1","G","34","169","100","59","497","14.6"
"231","Mychel Thompson","Pepperdine","Sr.","6-7","F","33","167","53","95","482","14.6"
"232","Kenny Moore","Tennessee St.","Jr.","6-7","F","30","137","36","128","438","14.6"
"233","Steffphon Pettigrew","Western Ky.","Sr.","6-5","G","32","182","30","73","467","14.6"
"234","Brenton Butler","Fordham","Sr.","6-2","G","27","127","58","82","394","14.6"
"235","J.P. Primm","UNC Asheville","Jr.","6-1","G","34","146","55","149","496","14.6"
"236","Rashaun McLemore","CSUN","Sr.","6-5","G","29","136","39","112","423","14.6"
"237","Erving Walker","Florida","Jr.","5-8","G","37","153","79","154","539","14.6"
"238","Ella Ellis","Army West Point","So.","6-6","F","30","145","53","94","437","14.6"
"239","Chad Gray","Coastal Carolina","Sr.","6-7","F","34","200","18","77","495","14.6"
"240","Justin Rutty","Quinnipiac","Sr.","6-7","C","25","156","0","51","363","14.5"
"241","DeJuan Wright","FIU","Jr.","6-3","G","29","140","15","126","421","14.5"
"242","Josh Watkins","Utah","Jr.","6-0","G","31","155","20","120","450","14.5"
"243","Evan Fjeld","Vermont","Sr.","6-8","F","31","184","2","79","449","14.5"
"","Dewayne Jackson","Morgan St.","So.","6-8","F","31","153","47","96","449","14.5"
"","Devon Peltier","Cal St. Fullerton","Sr.","5-10","G","31","144","72","89","449","14.5"
"246","Jeremy Granger","Eastern Ill.","Jr.","6-1","G","29","145","27","103","420","14.5"
"247","Demontez Stitt","Clemson","Sr.","6-2","G","32","152","44","115","463","14.5"
"","Malik Story","Nevada","So.","6-5","G","32","158","76","71","463","14.5"
"249","William Buford","Ohio St.","Jr.","6-6","G","36","200","61","59","520","14.4"
"250","Travis Leslie","Georgia","Jr.","6-4","G","33","177","13","109","476","14.4"
Reclassifying
"NR","Andrew Gonzalez","Houston Christian","Sr.","6-6","F","30","204","58","220","686","22.9"
"NR","C.J. Wilkerson","N.C. Central","Sr.","6-3","G","29","160","44","187","551","19.0"
"NR","Landon Clement","N.C. Central","Jr.","6-2","G","30","183","109","86","561","18.7"
"NR","Zach Kinsley","New Orleans","Jr.","6-5","F","22","132","39","63","366","16.6"
"NR","Charlie Westbrook","South Dakota","Jr.","6-4","F","30","187","20","91","485","16.2"
"NR","Louie Krogman","South Dakota","Jr.","6-1","G","33","175","78","60","488","14.8"
"NR","Alex Francis","Bryant","Fr.","6-6","F","30","170","0","103","443","14.8"
"NR","Anthony Banks","FGCU","So.","6-6","F","30","164","0","110","438","14.6"
"NR","Aaron Broussard","Seattle U","Jr.","6-5","F","31","167","21","94","449","14.5"

NCAA Men's Basketball
Division IField-Goal Percentage
Through Games 04/04/2011

Minimum 5 Field Goals Made per Game
       
"Rank","Name","Team","Cl","Ht","Pos","G","FGM","FGA","FG%"
"1","Leon Powell","Southeast Mo. St.","Jr.","6-7","F","32","172","273","63.0"
"2","Brian Qvale","Montana","Sr.","6-11","C","32","189","302","62.6"
"3","Kenneth Faried","Morehead St.","Sr.","6-8","C","35","233","374","62.3"
"4","Thomas Coleman","N.C. A&T","Sr.","6-9","C","31","200","323","61.9"
"5","Noah Dahlman","Wofford","Sr.","6-6","F","34","255","417","61.2"
"6","Mike Glover","Iona","Jr.","6-7","F","37","260","426","61.0"
"7","Jereal Scott","SFA","Jr.","6-7","F","28","144","240","60.0"
"8","Tai Wesley","Utah St.","Sr.","6-7","F","34","176","294","59.9"
"9","Derrick Williams","Arizona","So.","6-8","F","38","226","380","59.5"
"10","Vernon Macklin","Florida","Sr.","6-10","C","37","191","322","59.3"
"11","Stephen Lumpkins","American","Jr.","6-8","F","31","161","272","59.2"
"12","Markieff Morris","Kansas","Jr.","6-10","C","38","195","331","58.9"
"13","Rick Jackson","Syracuse","Sr.","6-9","F","35","193","328","58.8"
"14","Andy Ogide","Colorado St.","Sr.","6-9","F","32","215","366","58.7"
"15","Keith Wright","Harvard","Jr.","6-8","F","30","174","298","58.4"
"16","Denzel Bowles","James Madison","Sr.","6-10","F","33","226","389","58.1"
"17","Demond Watt","A&M-Corpus Christi","Sr.","6-7","F","31","164","283","58.0"
"18","Papa Dia","SMU","Sr.","6-9","F","35","243","421","57.7"
"19","Antwan Carter","Longwood","Jr.","6-6","C","31","237","414","57.2"
"20","Andrew Nicholson","St. Bonaventure","Jr.","6-9","F","31","237","415","57.1"
"21","Marcus Morris","Kansas","Jr.","6-9","F","38","240","421","57.0"
"22","Reeves Nelson","UCLA","So.","6-8","F","34","177","312","56.7"
"23","Lenny Daniel","CSUN","Sr.","6-7","F","32","185","328","56.4"
"24","Adnan Hodzic","Lipscomb","Sr.","6-8","F","30","206","366","56.3"
"25","Frank Hassell","Old Dominion","Sr.","6-9","F","34","196","350","56.0"
"26","Gilberto Clavell","Sam Houston","Sr.","6-7","F","31","213","381","55.9"
"27","Marshall Moses","Oklahoma St.","Sr.","6-7","F","34","182","327","55.7"
"28","Kyle O'Quinn","Norfolk St.","Jr.","6-10","F","32","198","356","55.6"
"29","Ian Hummer","Princeton","So.","6-7","F","32","180","324","55.6"
"30","Perry Jones III","Baylor","Fr.","6-11","F","30","162","295","54.9"
"31","Keith Benson","Oakland","Sr.","6-11","C","35","231","422","54.7"
"32","Jeff Brooks","Penn St.","Sr.","6-8","F","33","174","318","54.7"
"33","Tyler Zeller","North Carolina","Jr.","7-0","F","37","210","384","54.7"
"34","Matthew Bryan-Amaning","Washington","Sr.","6-9","F","35","215","394","54.6"
"35","Evan Fjeld","Vermont","Sr.","6-8","F","31","184","339","54.3"
"36","Jared Sullinger","Ohio St.","Fr.","6-9","C","37","222","410","54.1"
"37","Jordan Williams","Maryland","So.","6-10","C","33","213","396","53.8"
"38","Jer'Vaughn Johnson","Cal St. Fullerton","Sr.","6-6","F","27","145","270","53.7"
"39","Justin Harper","Richmond","Sr.","6-10","F","37","245","459","53.4"
"40","Spencer Perrin","Eastern Ky.","Sr.","6-6","F","30","153","287","53.3"
"41","Maurice McNeil","Houston","Sr.","6-9","F","29","147","276","53.3"
"42","Anthony Hill","Milwaukee","Sr.","6-7","C","32","172","325","52.9"
"43","Mike Davis","Illinois","Sr.","6-9","F","34","176","333","52.9"
"44","Harper Kamp","California","Sr.","6-8","F","33","169","320","52.8"
"45","Troy Barnies","Maine","Sr.","6-7","F","30","163","309","52.8"
"46","Justin Rutty","Quinnipiac","Sr.","6-7","C","25","156","296","52.7"
"47","Tirrell Baines","Marshall","Sr.","6-6","F","34","172","327","52.6"
"48","Carl Montgomery","Chicago St.","Sr.","6-7","F","32","209","398","52.5"
"49","Doug McDermott","Creighton","Fr.","6-8","F","39","220","419","52.5"
"50","Elton Frazier","Canisius","Sr.","6-6","F","30","152","290","52.4"
"51","Cleveland Melvin","DePaul","Fr.","6-8","F","27","163","312","52.2"
"52","Tony Mitchell","Alabama","So.","6-6","F","37","228","437","52.2"
"53","Kevin Thompson","Morgan St.","Jr.","6-9","F","31","155","298","52.0"
"54","Larry Anderson","Long Beach St.","Jr.","6-5","G","28","144","277","52.0"
"55","Jamie Skeen","VCU","Sr.","6-9","F","39","198","382","51.8"
"56","Charles Jenkins","Hofstra","Sr.","6-3","G","33","249","482","51.7"
"57","Mike Muscala","Bucknell","So.","6-11","F","34","187","362","51.7"
"58","Dominique Morrison","Oral Roberts","Jr.","6-6","F","31","207","403","51.4"
"59","Stan Okoye","VMI","So.","6-6","F","31","193","376","51.3"
"60","Jeremy Hence","Army West Point","Sr.","6-3","F","30","173","338","51.2"
"61","JaMychal Green","Alabama","Jr.","6-8","F","34","190","374","50.8"
"62","Will Pratt","Northwestern St.","Sr.","6-5","F","32","193","380","50.8"
"63","Jared Mintz","Lafayette","Sr.","6-9","F","32","168","331","50.8"
"64","Mike Ringgold","Rider","Sr.","6-7","F","34","179","353","50.7"
