 


  
  

NCAA Men's Basketball
Division IPoints Per Game
Through Games 04/04/2011


"Rank","Name","Team","Cl","Ht","Pos","G","FGM","3FG","FT","PTS","PPG"
"65","Jarrod Jones","Ball St.","Jr.","6-9","F","32","181","357","50.7"
"66","Nikola Vucevic","Southern California","Jr.","6-10","F","34","215","426","50.5"
"67","Mickey McConnell","Saint Mary's (CA)","Sr.","6-0","G","34","177","351","50.4"
"68","Reggie Jackson","Boston College","Jr.","6-3","G","34","219","435","50.3"
"69","Flenard Whitfield","Western Mich.","Jr.","6-7","F","33","177","352","50.3"
"70","Desmond Holloway","Coastal Carolina","Jr.","6-3","G","26","162","323","50.2"
"71","Darren Moore","UC Irvine","Sr.","6-3","G","32","169","337","50.1"
"72","Jeff Allen","Virginia Tech","Sr.","6-7","F","34","178","355","50.1"
"73","Marcus Denmon","Missouri","Jr.","6-3","G","34","199","398","50.0"
"","T.J. Robinson","Long Beach St.","Jr.","6-8","F","34","182","364","50.0"
"75","Juan Pattillo","Western Ky.","Sr.","6-6","F","32","160","321","49.8"
"76","Chad Gray","Coastal Carolina","Sr.","6-7","F","34","200","403","49.6"
"77","JaJuan Johnson","Purdue","Sr.","6-10","F","34","257","520","49.4"
"78","Frank Gaines","Purdue Fort Wayne","So.","6-3","G","30","151","306","49.3"
"79","Ken Horton","Central Conn. St.","Jr.","6-6","F","31","214","435","49.2"
"80","Travis Leslie","Georgia","Jr.","6-4","G","33","177","360","49.2"
"81","Isaiah Philmore","Towson","So.","6-7","F","30","169","344","49.1"
"82","Jimmy Butler","Marquette","Sr.","6-6","G","37","187","382","49.0"
"83","Reggie Hamilton","Oakland","Sr.","5-11","G","35","207","423","48.9"
"84","Steffphon Pettigrew","Western Ky.","Sr.","6-5","G","32","182","372","48.9"
"85","Darius Morris","Michigan","So.","6-4","G","35","201","411","48.9"
"86","Jay Couisnard","Kansas City","Sr.","6-6","F","29","171","350","48.9"
"87","Michael Tveidt","North Dakota St.","Sr.","6-7","F","29","162","332","48.8"
"88","Amin Stevens","Florida A&M","So.","6-6","F","32","161","330","48.8"
"89","Cory Johnson","Valparaiso","Sr.","6-7","F","34","182","374","48.7"
"90","Sergio Kerusch","Western Ky.","Sr.","6-5","G","32","193","398","48.5"
"91","Greg Mangano","Yale","Jr.","6-10","F","28","171","353","48.4"
"92","Marshon Brooks","Providence","Sr.","6-5","F","32","276","571","48.3"
"93","Jerrell Williams","La Salle","Sr.","6-8","F","33","173","358","48.3"
"94","Howard Thompkins III","Georgia","Jr.","6-10","F","30","194","403","48.1"
"95","Sam Willard","Pacific","Sr.","6-9","F","31","166","345","48.1"
"96","John Shurna","Northwestern","Jr.","6-9","F","32","176","366","48.1"
"97","Ben Drayton","Ga. Southern","Jr.","5-10","G","32","185","385","48.1"
"98","Ben Hansbrough","Notre Dame","Sr.","6-3","G","34","194","405","47.9"
"99","Cameron Long","George Mason","Sr.","6-4","G","34","181","378","47.9"
"100","Devon Beitzel","Northern Colo.","Sr.","6-0","G","32","201","420","47.9"
"101","Drew Viney","LMU (CA)","Jr.","6-5","F","27","167","349","47.9"
"102","Justin Greene","Kent St.","Jr.","6-8","F","37","222","464","47.8"
"103","Kevin Murphy","Tennessee Tech","Jr.","6-6","F","33","202","423","47.8"
"104","Kyle Weems","Missouri St.","Jr.","6-6","F","35","204","428","47.7"
"105","Gary Flowers","Southern Miss.","Sr.","6-8","F","31","219","460","47.6"
"106","Alex Young","IU Indy","Jr.","6-6","F","33","244","513","47.6"
"107","Austin Freeman","Georgetown","Sr.","6-4","G","32","204","429","47.6"
"108","Orlando Johnson","UC Santa Barbara","Jr.","6-5","G","32","222","467","47.5"
"109","Patrick Richard","McNeese","Jr.","6-4","F","31","163","343","47.5"
"110","Jeromie Hill","UTSA","Fr.","6-8","F","34","177","373","47.5"
"111","Leroy Nobles","IU Indy","Sr.","6-5","G","32","180","380","47.4"
"","Phil Martin","UC Riverside","Jr.","6-4","G","30","162","342","47.4"
"113","Cameron Moore","UAB","Jr.","6-10","F","28","154","326","47.2"
"114","Matt Howard","Butler","Sr.","6-8","F","37","188","399","47.1"
"115","Jon Leuer","Wisconsin","Sr.","6-10","F","34","227","483","47.0"
"116","Mike Smith","ETSU","Sr.","6-6","G","35","222","473","46.9"
"117","Alec Burks","Colorado","So.","6-6","G","38","251","535","46.9"
"118","Michael Harper","Coppin St.","Jr.","6-3","G","28","151","322","46.9"
"119","Joevan Catron","Oregon","Sr.","6-6","F","37","195","416","46.9"
"120","Ashton Gibbs","Pittsburgh","Jr.","6-2","G","31","170","363","46.8"
"121","Ryan Rossiter","Siena","Sr.","6-9","F","31","206","440","46.8"
"122","Chris Gaston","Fordham","So.","6-7","F","28","178","381","46.7"
"123","James Nunnally","UC Santa Barbara","Jr.","6-5","F","32","167","358","46.6"
"124","Omar Carter","App State","Jr.","6-5","F","31","184","395","46.6"
"125","Nick Murphy","Jacksonville St.","Sr.","6-3","G","28","152","327","46.5"
"126","Rob Jones","Saint Mary's (CA)","Jr.","6-6","F","34","176","379","46.4"
"127","Bill Clark","Duquesne","Sr.","6-5","F","32","162","350","46.3"
"128","Joe Harden","UC Davis","Sr.","6-8","G","28","148","320","46.3"
"129","John Jenkins","Vanderbilt","So.","6-3","G","32","190","411","46.2"
"130","William Buford","Ohio St.","Jr.","6-6","G","36","200","433","46.2"
"131","Rahmon Fletcher","Green Bay","Sr.","5-10","G","32","187","405","46.2"
"132","Amu Saaka","Furman","Sr.","6-6","F","33","167","362","46.1"
"133","Tobias Harris","Tennessee","Fr.","6-8","F","34","185","402","46.0"
"134","Troy Gillenwater","New Mexico St.","Jr.","6-8","F","27","173","377","45.9"
"135","Xavier Silas","NIU","Sr.","6-5","G","26","178","388","45.9"
"136","Greg Gantt","Fla. Atlantic","So.","6-2","G","32","166","362","45.9"
"137","Nolan Smith","Duke","Sr.","6-2","G","37","260","568","45.8"
"138","Markeith Cummings","Kennesaw St.","So.","6-7","G","31","198","434","45.6"
"139","Brian Mills","Mercer","Sr.","6-7","F","33","195","428","45.6"
"140","Cameron Jones","Northern Ariz.","Sr.","6-3","G","32","249","547","45.5"
"141","Tim Ambrose","UAlbany","Sr.","6-0","G","32","192","422","45.5"
"142","Andrew Goudelock","Col. of Charleston","Sr.","6-2","G","37","318","699","45.5"
"143","Ridge Graham","Stetson","So.","6-5","F","31","156","344","45.3"
"144","Jimmer Fredette","BYU","Sr.","6-2","G","37","346","765","45.2"
"145","Michael Thompson","Northwestern","Sr.","5-10","G","34","189","418","45.2"
"146","Scotty Hopson","Tennessee","Jr.","6-7","G","32","188","416","45.2"
"147","Will Clyburn","Utah","Jr.","6-7","F","30","163","362","45.0"
"148","Jonathan Mitchell","Rutgers","Sr.","6-7","F","32","164","365","44.9"
"149","Jeffery Taylor","Vanderbilt","So.","6-7","F","34","171","381","44.9"
"150","Dwight Hardy","St. John's (NY)","Sr.","6-2","G","33","194","433","44.8"
"151","Nate Wolters","South Dakota St.","So.","6-3","G","31","201","449","44.8"
"152","E'Twaun Moore","Purdue","Sr.","6-4","G","34","221","494","44.7"
"153","Ramone Moore","Temple","Jr.","6-4","G","34","178","398","44.7"
"154","Vaughn Duggins","Wright St.","Sr.","6-3","G","33","202","452","44.7"
"155","Kevin Jones","West Virginia","Jr.","6-8","F","33","173","388","44.6"
"156","Brandon Bowdry","Eastern Mich.","Sr.","6-6","F","30","205","460","44.6"
"157","Isaiah Thomas","Washington","Jr.","5-9","G","35","188","422","44.5"
"158","Kendall Timmons","Tulane","So.","6-5","G","30","176","396","44.4"
"159","Kawhi Leonard","San Diego St.","So.","6-6","F","36","211","475","44.4"
"160","Donald Sims","App State","Sr.","6-1","G","31","198","447","44.3"
"161","Terrence Jones","Kentucky","Fr.","6-9","F","38","206","466","44.2"
"162","Jordan Hamilton","Texas","So.","6-7","G","36","243","552","44.0"
"163","Shane Gibson","Sacred Heart","So.","6-2","G","29","173","393","44.0"
"164","Jamarco Warren","Charleston So.","Sr.","5-10","G","32","180","410","43.9"
"165","Norris Cole","Cleveland St.","Sr.","6-2","G","36","251","572","43.9"
"166","Tyler Murray","Wagner","Jr.","6-5","G","30","157","358","43.9"
"167","Vlad Moldoveanu","American","Sr.","6-9","F","30","197","450","43.8"
"168","Austin Kenon","VMI","Sr.","5-11","G","28","151","345","43.8"
"169","Delroy James","Rhode Island","Sr.","6-8","F","34","213","487","43.7"
"170","Zane Johnson","Hawaii","Jr.","6-6","G","31","157","359","43.7"
"171","George Beamon","Manhattan","So.","6-4","G","31","180","412","43.7"
"172","Cameron Wells","The Citadel","Sr.","6-1","G","32","197","451","43.7"
"173","Randy Culpepper","UTEP","Sr.","6-0","G","35","227","521","43.6"
"174","La'Shard Anderson","Boise St.","Sr.","6-1","G","35","176","404","43.6"
"175","Klay Thompson","Washington St.","Jr.","6-6","G","34","240","551","43.6"
"176","A'Uston Calhoun","Bowling Green","So.","6-7","F","33","169","388","43.6"
"177","Cory Higgins","Colorado","Sr.","6-5","G","38","200","461","43.4"
"178","Jordan Taylor","Wisconsin","Jr.","6-1","G","34","194","448","43.3"
"179","Jeremy Granger","Eastern Ill.","Jr.","6-1","G","29","145","335","43.3"
"180","Darius Johnson-Odom","Marquette","Jr.","6-2","G","37","196","453","43.3"
"181","Adrian Oliver","San Jose St.","Sr.","6-4","G","31","246","569","43.2"
"182","Demonte Harper","Morehead St.","Sr.","6-4","G","35","198","459","43.1"
"183","Kyle Singler","Duke","Sr.","6-8","F","37","219","509","43.0"
"184","Ravern Johnson","Mississippi St.","Sr.","6-7","G","28","162","377","43.0"
"185","Josh Slater","Lipscomb","Sr.","6-3","G","30","151","352","42.9"
"186","Noruwa Agho","Columbia","Jr.","6-3","G","28","166","387","42.9"
"187","Kalin Lucas","Michigan St.","Sr.","6-1","G","34","194","453","42.8"
"188","Kemba Walker","UConn","Jr.","6-1","G","41","316","739","42.8"
"189","Kevin Anderson","Richmond","Sr.","6-0","G","37","211","494","42.7"
"190","Jacob Pullen","Kansas St.","Sr.","6-0","G","31","191","448","42.6"
"191","Jamarr Sanders","UAB","Sr.","6-4","G","31","197","463","42.5"
"192","Joe Trapani","Boston College","Sr.","6-8","F","34","173","407","42.5"
"193","Tu Holloway","Xavier","Jr.","6-0","G","32","168","396","42.4"
"194","Chase Simon","Detroit Mercy","Jr.","6-5","G","32","160","378","42.3"
"195","Brandon Knight","Kentucky","Fr.","6-3","G","38","217","513","42.3"
"196","TyShwan Edmondson","Austin Peay","Jr.","6-3","G","33","206","487","42.3"
"197","Jeremy Green","Stanford","Jr.","6-4","G","31","173","409","42.3"
"198","Talor Battle","Penn St.","Sr.","6-0","G","34","225","532","42.3"
"199","Harrison Barnes","North Carolina","Fr.","6-8","F","37","210","497","42.3"
"200","Casper Ware","Long Beach St.","Jr.","5-9","G","34","172","408","42.2"
"201","Justin Graham","San Jose St.","Sr.","6-4","G","32","163","388","42.0"
"202","Josh Watkins","Utah","Jr.","6-0","G","31","155","369","42.0"
"203","Malcolm Delaney","Virginia Tech","Sr.","6-3","G","34","186","443","42.0"
"204","Corey Fisher","Villanova","Sr.","6-1","G","33","165","394","41.9"
"205","Zach Filzen","Buffalo","Jr.","6-3","G","34","178","426","41.8"
"206","Anthony Gurley","Massachusetts","Sr.","6-3","G","30","193","462","41.8"
"207","Chaisson Allen","Northeastern","Sr.","6-4","G","29","156","374","41.7"
"208","Melvin Johnson III","UTSA","So.","6-5","G","34","171","410","41.7"
"209","Justin Hurtt","Tulsa","Sr.","6-4","G","32","206","494","41.7"
"210","Robo Kreps","UIC","Sr.","6-1","G","31","166","399","41.6"
"211","Vernon Taylor","Troy","Sr.","6-3","G","27","135","325","41.5"
"212","Andrew Warren","Bradley","Sr.","6-6","G","32","196","473","41.4"
"213","Chad Tomko","UNCW","Sr.","5-11","G","31","190","459","41.4"
"214","Diante Garrett","Iowa St.","Sr.","6-4","G","32","214","518","41.3"
"215","Hillary Haley","UMES","Jr.","6-6","G","31","171","415","41.2"
"216","Carl Jones","Saint Joseph's","So.","5-11","G","32","163","396","41.2"
"217","David Hanson","Cal Poly","Jr.","6-5","F","30","165","402","41.0"
"218","Clint Sargent","South Dakota St.","Sr.","6-4","G","31","158","385","41.0"
"219","Matt Lander","Western Ill.","Sr.","6-4","G","30","153","373","41.0"
"220","Paul Carter","UIC","Sr.","6-8","F","31","156","382","40.8"
"","Robby Ptacek","Central Conn. St.","Jr.","6-3","G","31","156","382","40.8"
"222","Shelvin Mack","Butler","Jr.","6-3","G","38","201","493","40.8"
"223","Iman Shumpert","Georgia Tech","Jr.","6-5","G","31","177","436","40.6"
"224","Nick Barbour","High Point","Jr.","6-3","G","29","160","395","40.5"
"225","Jordan Sugars","Navy","Jr.","6-3","G","28","154","381","40.4"
"226","Chris Warren","Ole Miss","Sr.","5-10","G","34","193","479","40.3"
"227","Broderick Gilchrest","Idaho St.","Sr.","6-0","G","29","155","385","40.3"
"228","Jovonni Shuler","Savannah St.","Sr.","6-4","G","30","173","433","40.0"
"229","C.J. McCollum","Lehigh","So.","6-3","G","31","214","537","39.9"
"230","James Johnson","Quinnipiac","Jr.","6-0","G","32","176","442","39.8"
"231","LaceDarius Dunn","Baylor","Sr.","6-4","G","28","169","425","39.8"
"","Isiah Williams","Utah Valley","Jr.","6-1","G","30","169","425","39.8"
"233","Mike Williams","Western Caro.","Sr.","6-2","G","33","190","480","39.6"
"234","Chris De La Rosa","UMBC","Jr.","5-10","G","30","167","422","39.6"
"235","Bobby Howard","Montana St.","Sr.","6-6","F","31","159","403","39.5"
"236","Anatoly Bose","Nicholls","Sr.","6-6","F","28","178","452","39.4"
"237","Stephon Carter","CSU Bakersfield","So.","6-3","G","28","147","377","39.0"
"238","Darrion Pellum","Hampton","Jr.","6-6","G","32","188","484","38.8"
"239","DeAndre Brown","Louisiana Tech","Sr.","5-11","G","27","153","395","38.7"
"240","Ricky Cadell","St. Francis Brooklyn","Sr.","6-2","G","30","154","398","38.7"
"241","Fred Brown","ULM","Jr.","6-2","G","29","149","386","38.6"
"242","John Holland","Boston U.","Sr.","6-5","G","34","203","526","38.6"
"243","Kevin Foster","Santa Clara","So.","6-2","G","38","229","594","38.6"
"244","D.J. Cooper","Ohio","So.","5-11","G","35","180","471","38.2"
"245","Tyrone Conley","New Hampshire","Sr.","6-2","G","30","158","415","38.1"
"246","Chris Fouch","Drexel","So.","6-0","G","31","155","409","37.9"
"247","Kwame Morgan","Hampton","Jr.","6-3","G","33","167","450","37.1"
"248","Mychel Thompson","Pepperdine","Sr.","6-7","F","33","167","462","36.1"
Reclassifying
"NR","Nick Chasten","N.C. Central","Jr.","6-7","F","30","150","288","52.1"
"NR","Alex Francis","Bryant","Fr.","6-6","F","30","170","335","50.7"
"NR","Anthony Banks","FGCU","So.","6-6","F","30","164","335","49.0"
"NR","Zach Kinsley","New Orleans","Jr.","6-5","F","22","132","272","48.5"
"NR","Charlie Westbrook","South Dakota","Jr.","6-4","F","30","187","390","47.9"
"NR","Aaron Broussard","Seattle U","Jr.","6-5","F","31","167","352","47.4"
"NR","C.J. Wilkerson","N.C. Central","Sr.","6-3","G","29","160","344","46.5"
"NR","Landon Clement","N.C. Central","Jr.","6-2","G","30","183","424","43.2"
"NR","Louie Krogman","South Dakota","Jr.","6-1","G","33","175","411","42.6"
"NR","Andrew Gonzalez","Houston Christian","Sr.","6-6","F","30","204","491","41.5"
"NR","Torrey Craig","USC Upstate","Fr.","6-6","F","30","155","408","38.0"

NCAA Men's Basketball
Division IThree-Point Field Goals Per Game
Through Games 04/04/2011


"Rank","Name","Team","Cl","Ht","Pos","G","3FG","3PG"
"1","Kevin Foster","Santa Clara","So.","6-2","G","38","140","3.7"
"2","Andrew Goudelock","Col. of Charleston","Sr.","6-2","G","37","131","3.5"
"3","Jimmer Fredette","BYU","Sr.","6-2","G","37","124","3.4"
"4","Austin Kenon","VMI","Sr.","5-11","G","28","93","3.3"
"5","Ashton Gibbs","Pittsburgh","Jr.","6-2","G","31","102","3.3"
"6","Zach Filzen","Buffalo","Jr.","6-3","G","34","110","3.2"
"7","LaceDarius Dunn","Baylor","Sr.","6-4","G","28","89","3.2"
"8","Zane Johnson","Hawaii","Jr.","6-6","G","31","98","3.2"
"9","John Jenkins","Vanderbilt","So.","6-3","G","32","100","3.1"
"10","Talor Battle","Penn St.","Sr.","6-0","G","34","106","3.1"
"11","Jeff Ledbetter","Idaho","Sr.","6-3","G","32","99","3.1"
"12","Jon Diebler","Ohio St.","Sr.","6-6","G","37","114","3.1"
"13","Corey Stokes","Villanova","Sr.","6-5","G","29","89","3.1"
"14","Kwame Morgan","Hampton","Jr.","6-3","G","33","100","3.0"
"15","Ravern Johnson","Mississippi St.","Sr.","6-7","G","28","83","3.0"
"16","Preston Knowles","Louisville","Sr.","6-1","G","34","100","2.9"
"17","Tommy Freeman","Ohio","Sr.","6-5","G","34","99","2.9"
"","Bryson Johnson","Bucknell","So.","6-2","G","34","99","2.9"
"19","Nemanja Mitrovic","Portland","Jr.","6-5","G","32","93","2.9"
"20","Jamarr Sanders","UAB","Sr.","6-4","G","31","90","2.9"
"","Joe Zeglinski","Hartford","Sr.","6-0","G","31","90","2.9"
"22","Klay Thompson","Washington St.","Jr.","6-6","G","34","98","2.9"
"23","Andrew Ferry","Cornell","Jr.","6-4","G","28","80","2.9"
"24","Greg Plater","Long Beach St.","Sr.","6-1","G","34","97","2.9"
"25","Jared Stohl","Portland","Sr.","6-2","G","32","91","2.8"
"26","Jeremy Green","Stanford","Jr.","6-4","G","31","88","2.8"
"27","Jordan Burgason","Lipscomb","Jr.","6-3","G","30","84","2.8"
"28","Michael Thompson","Northwestern","Sr.","5-10","G","34","95","2.8"
"","Chris Warren","Ole Miss","Sr.","5-10","G","34","95","2.8"
"30","Trent Hutchin","Southeastern La.","Sr.","6-1","G","29","81","2.8"
"31","Scott Christopherson","Iowa St.","Jr.","6-3","G","31","86","2.8"
"32","Robert Nyakundi","SMU","Jr.","6-6","F","35","97","2.8"
"33","Omar Wattad","Chattanooga","Jr.","6-5","G","32","88","2.8"
"34","Geoff McCammon","Loyola Chicago","Sr.","6-4","G","31","85","2.7"
"","Martiz Washington","Longwood","Jr.","6-0","G","31","85","2.7"
"36","Isiah Williams","Utah Valley","Jr.","6-1","G","30","82","2.7"
"37","Devon Beitzel","Northern Colo.","Sr.","6-0","G","32","87","2.7"
"","Bryan Dougher","Stony Brook","Jr.","6-1","G","32","87","2.7"
"39","Jawan Carter","Delaware","Sr.","5-11","G","31","84","2.7"
"40","Justin Hurtt","Tulsa","Sr.","6-4","G","32","86","2.7"
"","Diego Kapelan","McNeese","Sr.","6-3","G","32","86","2.7"
"42","Travis Bader","Oakland","Fr.","6-5","G","35","94","2.7"
"43","Clint Sargent","South Dakota St.","Sr.","6-4","G","31","83","2.7"
"44","Brendan McKillop","Davidson","Sr.","6-1","G","32","85","2.7"
"45","Parker Smith","North Florida","So.","6-3","G","34","90","2.6"
"46","James Johnson","Quinnipiac","Jr.","6-0","G","32","84","2.6"
"47","Malcolm Grant","Miami (FL)","Jr.","6-1","G","36","94","2.6"
"48","Tyrone Conley","New Hampshire","Sr.","6-2","G","30","78","2.6"
"","John Roberson","Texas Tech","Sr.","5-11","G","30","78","2.6"
"50","Rihards Kuksiks","Arizona St.","Sr.","6-6","F","27","70","2.6"
"51","Justin Robinson","Rider","Sr.","6-2","G","34","88","2.6"
"52","Shane Gibson","Sacred Heart","So.","6-2","G","29","75","2.6"
"53","Adrian Thomas","Miami (FL)","Sr.","6-7","F","36","93","2.6"
"54","Chad Tomko","UNCW","Sr.","5-11","G","31","80","2.6"
"55","Jovonni Shuler","Savannah St.","Sr.","6-4","G","30","77","2.6"
"56","Tyrone Hanson","Jackson St.","Sr.","6-7","G","32","82","2.6"
"","Scottie Haralson","Tulsa","So.","6-4","G","32","82","2.6"
"58","Ben Hansbrough","Notre Dame","Sr.","6-3","G","34","87","2.6"
"59","Ty Abbott","Arizona St.","Sr.","6-3","G","29","74","2.6"
"","Gerald McLemore","Maine","Jr.","6-3","G","29","74","2.6"
"61","Blake Hoffarber","Minnesota","Sr.","6-4","G","31","79","2.5"
"","Brandon Provost","UTRGV","So.","6-3","G","31","79","2.5"
"63","Gabe Rogers","Northern Ariz.","So.","6-2","G","32","81","2.5"
"64","Scott Bamforth","Weber St.","So.","6-2","G","31","78","2.5"
"","Donald Sims","App State","Sr.","6-1","G","31","78","2.5"
"66","Tone Boyle","Milwaukee","Sr.","6-4","G","33","83","2.5"
"67","Jordan Hamilton","Texas","So.","6-7","G","36","90","2.5"
"","Jamarco Warren","Charleston So.","Sr.","5-10","G","32","80","2.5"
"69","Jackson Emery","BYU","Sr.","6-3","G","37","92","2.5"
"70","Allen Smith","Ark.-Pine Bluff","Sr.","5-10","G","31","77","2.5"
"","Joel Smith","Northeastern","So.","6-4","G","31","77","2.5"
"72","Malcolm Delaney","Virginia Tech","Sr.","6-3","G","34","84","2.5"
"73","Adam Leonard","Missouri St.","Sr.","6-1","G","35","86","2.5"
"74","Brandon Rozzell","VCU","Sr.","6-2","G","32","78","2.4"
"75","David Hanson","Cal Poly","Jr.","6-5","F","30","73","2.4"
"","Casey Walker","Delaware St.","Fr.","6-5","G","30","73","2.4"
"77","Jordan Sugars","Navy","Jr.","6-3","G","28","68","2.4"
"78","Nemanja Mikic","George Washington","Fr.","6-8","F","31","75","2.4"
"79","Marcus Denmon","Missouri","Jr.","6-3","G","34","82","2.4"
"80","Wesley Jenkins","Saint Peter's","Sr.","5-11","G","27","65","2.4"
"81","Marvin Jordan","Niagara","Fr.","5-11","G","32","77","2.4"
"82","Melvin Jones","Portland St.","Sr.","5-10","G","30","72","2.4"
"83","Anatoly Bose","Nicholls","Sr.","6-6","F","28","67","2.4"
"84","Jacob Pullen","Kansas St.","Sr.","6-0","G","31","74","2.4"
"85","Derek Thompson","Eastern Mich.","So.","6-3","G","29","69","2.4"
"86","Malik Story","Nevada","So.","6-5","G","32","76","2.4"
"","Andrew Warren","Bradley","Sr.","6-6","G","32","76","2.4"
"88","Moussa Camara","Binghamton","Sr.","6-6","F","31","73","2.4"
"","Aaron Urbanus","UTRGV","So.","6-0","G","31","73","2.4"
"90","Melvin Johnson III","UTSA","So.","6-5","G","34","80","2.4"
"","Andre Young","Clemson","Jr.","5-9","G","34","80","2.4"
"92","Nick Barbour","High Point","Jr.","6-3","G","29","68","2.3"
"93","Bill Clark","Duquesne","Sr.","6-5","F","32","75","2.3"
"","John Shurna","Northwestern","Jr.","6-9","F","32","75","2.3"
"95","Reggie Hamilton","Oakland","Sr.","5-11","G","35","82","2.3"
"96","Devon Peltier","Cal St. Fullerton","Sr.","5-10","G","31","72","2.3"
"","Scott Wood","NC State","So.","6-6","F","31","72","2.3"
"98","Lawrence Johnson-Danner","Texas Southern","Fr.","6-4","G","32","74","2.3"
"99","Regis Huddleston","Troy","Sr.","6-0","G","29","67","2.3"
"100","Biko Paris","Boston College","Sr.","6-1","G","33","76","2.3"
"101","Alshwan Hymes","Canisius","So.","6-2","G","30","69","2.3"
"102","Tim Abromaitis","Notre Dame","Sr.","6-8","F","34","78","2.3"
"103","Robo Kreps","UIC","Sr.","6-1","G","31","71","2.3"
"","Ryan Wedel","Drake","Sr.","5-11","G","31","71","2.3"
"105","Brandon Knight","Kentucky","Fr.","6-3","G","38","87","2.3"
"","Shelvin Mack","Butler","Jr.","6-3","G","38","87","2.3"
"107","Michael Harper","Coppin St.","Jr.","6-3","G","28","64","2.3"
"108","Tom Fow","Air Force","Sr.","6-6","F","32","73","2.3"
"","Darrion Pellum","Hampton","Jr.","6-6","G","32","73","2.3"
"110","Julian Simmons","Army West Point","Jr.","5-11","G","30","68","2.3"
"111","Mickey McConnell","Saint Mary's (CA)","Sr.","6-0","G","34","77","2.3"
"112","Javon Borum","UC Riverside","Sr.","5-11","G","31","70","2.3"
"","Adrian Oliver","San Jose St.","Sr.","6-4","G","31","70","2.3"
"114","Brett McClanahan","Akron","Jr.","6-4","G","36","81","2.3"
"","Jim Mower","Lafayette","Jr.","6-3","G","32","72","2.3"
"","James Washington","Middle Tenn.","Sr.","5-10","G","32","72","2.3"
"117","Justin Tubbs","ETSU","Sr.","6-3","G","33","74","2.2"
"118","Jamie Vanderbeken","Iowa St.","Sr.","6-11","F","29","65","2.2"
"119","Brian Green","Utah St.","Sr.","6-1","G","34","76","2.2"
"","John Holland","Boston U.","Sr.","6-5","G","34","76","2.2"
"121","Casey Mitchell","West Virginia","Sr.","6-4","G","30","67","2.2"
"122","Eric Platt","Northern Ariz.","Sr.","6-5","G","31","69","2.2"
"123","Justin Stommes","Eastern Ky.","Sr.","6-7","G","27","60","2.2"
"124","Derek Needham","Fairfield","So.","5-11","G","33","73","2.2"
"125","Cameron Rundles","Wofford","Sr.","6-1","G","34","75","2.2"
"","Jordan Taylor","Wisconsin","Jr.","6-1","G","34","75","2.2"
"","Casper Ware","Long Beach St.","Jr.","5-9","G","34","75","2.2"
"128","Jordan Campbell","Belmont","Sr.","6-5","F","35","77","2.2"
"","Ryan Sypkens","UC Davis","So.","6-4","G","30","66","2.2"
"","Kevin Winford","Eastern Wash.","So.","5-11","G","30","66","2.2"
"131","Quinn McDowell","William & Mary","Jr.","6-6","G","32","70","2.2"
"132","TyShwan Edmondson","Austin Peay","Jr.","6-3","G","33","72","2.2"
"133","Demetri McCamey","Illinois","Sr.","6-3","G","34","74","2.2"
"134","Tim Hardaway Jr.","Michigan","Fr.","6-6","G","35","76","2.2"
"","Warren Niles","Oral Roberts","So.","6-4","G","35","76","2.2"
"136","Ricky Cadell","St. Francis Brooklyn","Sr.","6-2","G","30","65","2.2"
"","Blake Sanford","Southern U.","Sr.","6-4","G","30","65","2.2"
"","Travis Lee","Troy","Sr.","5-9","G","24","52","2.2"
"139","Kenny Boynton","Florida","So.","6-2","G","37","80","2.2"
"140","Douglas Davis","Princeton","Jr.","5-11","G","32","69","2.2"
"141","Brenton Butler","Fordham","Sr.","6-2","G","27","58","2.1"
"","Nic Simpson","N.C. A&T","Jr.","6-3","G","27","58","2.1"
"143","Jontae Sherrod","East Carolina","Sr.","6-2","G","34","73","2.1"
"","Donte Smith","Southern California","Sr.","5-11","G","34","73","2.1"
"145","Chris Johnson","Dayton","Jr.","6-5","G","36","77","2.1"
"146","Chaisson Allen","Northeastern","Sr.","6-4","G","29","62","2.1"
"147","Erving Walker","Florida","Jr.","5-8","G","37","79","2.1"
"148","Levi Knutson","Colorado","Sr.","6-4","G","38","81","2.1"
"149","Kyle Kuric","Louisville","Jr.","6-4","G","33","70","2.1"
"150","Dadrian Collins","Howard","So.","6-5","F","30","63","2.1"
"151","Joe Harris","Virginia","Fr.","6-6","G","31","65","2.1"
"152","Devon Baker","Northwestern St.","Sr.","6-1","G","32","67","2.1"
"","Marshon Brooks","Providence","Sr.","6-5","F","32","67","2.1"
"154","Jamar Abrams","East Carolina","Sr.","6-5","G","33","69","2.1"
"155","Steven Gray","Gonzaga","Sr.","6-5","G","34","71","2.1"
"","Reggie Jackson","Boston College","Jr.","6-3","G","34","71","2.1"
"157","Justin Harper","Richmond","Sr.","6-10","F","37","77","2.1"
"158","Tucker Halpern","Brown","So.","6-8","F","28","58","2.1"
"159","Devin Brown","Holy Cross","Jr.","6-1","G","29","60","2.1"
"","Fred Brown","ULM","Jr.","6-2","G","29","60","2.1"
"","Mike Scott","FDU","Sr.","6-0","G","29","60","2.1"
"162","Jeremy Bynum","Jacksonville St.","Sr.","6-3","G","30","62","2.1"
"","Jordan Callahan","Tulane","So.","6-0","G","30","62","2.1"
"","Will Clyburn","Utah","Jr.","6-7","F","30","62","2.1"
"","Brian Stafford","Denver","Jr.","6-4","G","30","62","2.1"
