 


  
  

NCAA Men's Basketball
Division IPoints Per Game
Through Games 04/02/2018


"Rank","Name","Team","Cl","Ht","Pos","G","FGM","3FG","FT","PTS","PPG"
"197","Jeremiah Martin","Memphis","Jr.","6-3","G","27","103","3.8"
"198","Javon Levi","UTRGV","Fr.","5-11","G","30","114","3.8"
"199","Demetrius Troy","UNC Greensboro","Jr.","6-0","G","35","132","3.8"
"200","Kendrick Nunn","Oakland","Sr.","6-3","G","30","113","3.8"
"201","Devin Watson","San Diego St.","Jr.","6-1","G","33","124","3.8"
"202","Joe Cremo","UAlbany","Jr.","6-4","G","32","120","3.8"
"","Liam O'Reilly","Gardner-Webb","Sr.","6-2","G","32","120","3.8"
"204","Lovell Cabbil","Liberty","Jr.","6-3","G","33","123","3.7"
"205","Galen Robinson","Houston","Jr.","6-1","G","35","130","3.7"
"","Eyassu Worku","UC Irvine","So.","6-2","G","35","130","3.7"
"207","Dusty Baker","Weber St.","Sr.","6-4","G","31","115","3.7"
"208","Chris Wray","Mount St. Mary's","Sr.","6-8","F","24","89","3.7"
"209","Armani Chaney","Tennessee St.","Jr.","5-10","G","30","111","3.7"
"210","Ethan Happ","Wisconsin","Jr.","6-10","F","33","122","3.7"
"","Manu Lecomte","Baylor","Sr.","5-11","G","33","122","3.7"
"212","Amir Bell","Princeton","Sr.","6-4","G","29","107","3.7"
"213","Ahmaad Rorie","Montana","Jr.","6-1","G","34","125","3.7"
"214","Sean O'Brien","Colgate","Sr.","6-2","G","33","121","3.7"
"215","Zavier Simpson","Michigan","So.","6-0","G","41","150","3.7"
"216","Andre Spight","Northern Colo.","Sr.","6-3","G","38","139","3.7"
"217","Tyler Rawson","Utah","Sr.","6-10","F","35","128","3.7"
"218","Tres Tinkle","Oregon St.","So.","6-8","F","32","117","3.7"
"219","Jordan Barnes","Indiana St.","So.","5-11","G","31","113","3.6"
"220","Brandon Childress","Wake Forest","So.","6-0","G","30","109","3.6"
"","Terrell Gomez","CSUN","Fr.","5-8","G","30","109","3.6"
"222","Miye Oni","Yale","So.","6-7","G","29","105","3.6"
"223","Malcolm Drumwright","Jacksonville St.","Sr.","6-3","G","36","130","3.6"
"224","Shelton Mitchell","Clemson","Jr.","6-3","G","33","119","3.6"
"","Collin Sexton","Alabama","Fr.","6-3","G","33","119","3.6"
"226","Drew Buggs","Hawaii","Fr.","6-2","G","30","108","3.6"
"","Xavier Cooks","Winthrop","Sr.","6-8","F","30","108","3.6"
"228","Kerwin Roach II","Texas","Jr.","6-4","G","32","115","3.6"
"229","Joe Chealey","Col. of Charleston","Sr.","6-4","G","34","122","3.6"
"230","Darnell Foreman","Penn","Sr.","6-1","G","33","118","3.6"
"231","Keyshawn Evans","Illinois St.","Jr.","6-0","G","30","107","3.6"
"","Hassani Gravett","South Carolina","Jr.","6-2","G","30","107","3.6"
"","Izayah Mauriohooho-Le'afa","Sacramento St.","So.","6-2","G","30","107","3.6"
"234","Geno Crandall","North Dakota","Jr.","6-3","G","32","114","3.6"
"235","Jalen Avery","Kent St.","Jr.","6-0","G","34","121","3.6"
"236","Jairus Lyles","UMBC","Sr.","6-2","G","33","117","3.5"
"237","Jordan Bone","Tennessee","So.","6-3","G","35","124","3.5"
"","Martaveous Mcknight","Ark.-Pine Bluff","Jr.","6-4","G","35","124","3.5"
"239","Jimond Ivey","Akron","Jr.","6-4","G","32","113","3.5"
"240","Gary Blackston","Prairie View","Jr.","6-2","G","33","116","3.5"
"","Desonta Bradford","ETSU","Sr.","6-4","G","33","116","3.5"
"242","Giovanni De Nicolao","UTSA","So.","6-3","G","35","123","3.5"
"243","Shannon Evans II","Arizona St.","Sr.","6-1","G","32","112","3.5"
"","Tevin Foster","Abilene Christian","Sr.","-","G","32","112","3.5"
"245","William Jackson II","Georgia","Jr.","6-4","G","33","115","3.5"
"246","Jamaal King","Saint Francis","Jr.","5-9","G","31","108","3.5"
"247","Donte DiVincenzo","Villanova","Jr.","6-5","G","40","139","3.5"
"248","David Nichols","UAlbany","Jr.","6-0","G","32","111","3.5"
"","Ethan Thompson","Oregon St.","Fr.","6-5","G","32","111","3.5"
"250","Kobe Webster","Western Ill.","Fr.","6-0","G","28","97","3.5"

NCAA Men's Basketball
Division IBlocked Shots Per Game
Through Games 04/02/2018


"Rank","Name","Team","Cl","Ht","Pos","G","BLKS","BKPG"
"1","Ajdin Penava","Marshall","Jr.","6-9","F","34","134","3.94"
"2","Mohamed Bamba","Texas","Fr.","6-11","F","30","111","3.70"
"3","Sagaba Konate","West Virginia","So.","6-8","F","36","116","3.22"
"4","Tai Odiase","UIC","Sr.","6-9","C","36","112","3.11"
"5","Hayden Koval","Central Ark.","Fr.","7-1","C","34","105","3.09"
"6","Trayvon Reed","Texas Southern","Jr.","7-2","C","30","92","3.07"
"7","Jaren Jackson Jr.","Michigan St.","Fr.","6-11","F","35","106","3.03"
"8","Austin Williams","Drexel","Sr.","6-8","F","31","92","2.97"
"9","Anas Mahmoud","Louisville","Sr.","7-0","F","36","104","2.89"
"10","Isaiah Brock","Oakland","Jr.","6-8","C","30","86","2.87"
"11","Tariq Owens","St. John's (NY)","Jr.","6-10","F","33","94","2.85"
"12","Anfernee McLemore","Auburn","So.","6-7","F","27","73","2.70"
"13","Robert Williams","Texas A&M","So.","6-9","F","30","78","2.60"
"14","Brandon Gilbeck","Western Ill.","Jr.","6-11","C","28","72","2.57"
"15","Kenny Wooten","Oregon","Fr.","6-9","F","36","92","2.56"
"16","Pauly Paulicap","Manhattan","So.","6-8","F","31","78","2.52"
"17","Namdi Okonkwo","Pacific","Sr.","7-0","C","32","80","2.50"
"18","Paschal Chukwu","Syracuse","Jr.","7-2","C","37","91","2.46"
"19","Ben Lammers","Georgia Tech","Sr.","6-10","C","32","78","2.44"
"20","Aaron Menzies","Seattle U","Jr.","7-3","C","34","79","2.32"
"21","Jakeenan Gant","Louisiana","Jr.","6-8","F","32","74","2.31"
"22","Akolda Manyang","Utah Valley","Sr.","7-0","C","31","71","2.29"
"23","Philipp Hartwich","Portland","Sr.","7-2","C","32","73","2.28"
"24","Johnny Hamilton","UT Arlington","Sr.","7-0","C","34","77","2.26"
"25","Elijah Thomas","Clemson","Jr.","6-9","F","35","79","2.26"
"26","Tydus Verhoeven","Duquesne","Fr.","6-9","F","32","71","2.22"
"27","Alan Herndon","Wyoming","Sr.","6-9","F","33","72","2.18"
"28","Cameron Lard","Iowa St.","Fr.","6-9","F","29","63","2.17"
"29","Daniel Gafford","Arkansas","Fr.","6-11","F","35","76","2.17"
"30","Jehyve Floyd","Holy Cross","Jr.","6-8","F","31","67","2.16"
"31","Matt Haarms","Purdue","Fr.","7-3","F","37","79","2.14"
"32","Xavier Cooks","Winthrop","Sr.","6-8","F","30","64","2.13"
"33","Thomas Bruce","Binghamton","Jr.","6-9","F","29","61","2.10"
"34","James Dickey","UNC Greensboro","So.","6-10","F","34","71","2.09"
"","Ike Obiagu","Florida St.","Fr.","7-2","C","34","71","2.09"
"36","Chris Wray","Mount St. Mary's","Sr.","6-8","F","24","50","2.08"
"37","Kingsley Okoroh","California","Sr.","7-1","C","32","66","2.06"
"38","William Lee","UAB","Sr.","6-9","F","33","68","2.06"
"39","Wendell Carter","Duke","Fr.","6-10","F","37","76","2.05"
"40","Kevarrius Hayes","Florida","Jr.","6-9","F","33","67","2.03"
"41","Donta Hall","Alabama","Jr.","6-9","F","34","68","2.00"
"","Ronald Delph","Fla. Atlantic","Sr.","7-0","C","30","60","2.00"
"43","Isaiah Roby","Nebraska","So.","6-8","G","32","63","1.97"
"44","Nathan Knight","William & Mary","So.","6-10","C","31","61","1.97"
"","Doral Moore","Wake Forest","Jr.","7-1","C","31","61","1.97"
"","Doug Taylor","Ohio","Jr.","6-9","F","31","61","1.97"
"47","Jo Lual-Acuil Jr.","Baylor","Sr.","7-0","F","33","64","1.94"
"48","James Thompson IV","Eastern Mich.","Jr.","6-10","C","35","67","1.91"
"49","Andrew Eudy","Campbell","Jr.","6-7","C","34","65","1.91"
"50","Khadeem Lattin","Oklahoma","Jr.","6-9","F","32","61","1.91"
"51","Deandre Ayton","Arizona","Fr.","7-1","F","35","66","1.89"
"","Elijah Minnie","Eastern Mich.","Jr.","6-9","F","35","66","1.89"
"53","Obediah Church","Missouri St.","Jr.","6-8","F","32","60","1.88"
"54","Abdul Ado","Mississippi St.","Fr.","6-11","F","36","67","1.86"
"55","Jalen Canty","UC Santa Barbara","Fr.","-","F","26","48","1.85"
"56","Hasahn French","Saint Louis","Fr.","6-7","F","32","59","1.84"
"57","Ishmael Lane","Northwestern St.","Jr.","6-8","F","29","53","1.83"
"58","Brandon McCoy","UNLV","Fr.","7-0","F","33","60","1.82"
"","Omer Yurtseven","NC State","So.","7-0","C","33","60","1.82"
"60","Joshua Patton","Sacramento St.","So.","6-8","F","32","58","1.81"
"61","Yoeli Childs","BYU","So.","6-8","F","35","63","1.80"
"62","Jonathan Baehre","UNC Asheville","So.","6-10","F","34","61","1.79"
"63","Hassan Attia","Hartford","Sr.","6-10","C","33","59","1.79"
"64","Aric Holman","Mississippi St.","Jr.","6-10","F","37","66","1.78"
"65","Moataz Aly","CSU Bakersfield","Sr.","6-9","C","30","53","1.77"
"66","Luke Knapke","Toledo","So.","6-11","C","34","60","1.76"
"67","AJ Sumbry","Wagner","Jr.","6-8","F","33","58","1.76"
"68","Dererk Pardon","Northwestern","Jr.","6-8","C","32","56","1.75"
"69","Nana Foulland","Bucknell","Sr.","6-9","C","35","61","1.74"
"70","Dwight Coleby","Western Ky.","Sr.","6-9","F","38","66","1.74"
"71","Chimezie Metu","Southern California","Jr.","6-11","F","34","59","1.74"
"72","Christian Cunningham","Jacksonville St.","Jr.","6-7","F","33","57","1.73"
"","Ryan Edwards","Portland St.","Sr.","7-1","C","33","57","1.73"
"74","Ray Spalding","Louisville","Jr.","6-10","F","36","62","1.72"
"75","Drew Eubanks","Oregon St.","Jr.","6-10","F","32","55","1.72"
"76","Hank Hollingsworth","Cal Poly","So.","6-10","F","31","52","1.68"
"77","Kyle Alexander","Tennessee","Jr.","6-11","F","34","57","1.68"
"78","Udoka Azubuike","Kansas","So.","7-0","C","36","60","1.67"
"","Jontay Porter","Missouri","Fr.","6-11","F","33","55","1.67"
"","Brekkott Chapman","Weber St.","Sr.","6-8","F","27","45","1.67"
"81","Keita Bates-Diop","Ohio St.","Jr.","6-7","F","34","56","1.65"
"","Nick McGlynn","Drake","Jr.","6-8","F","34","56","1.65"
"83","Vladimir Brodziansky","TCU","Sr.","6-11","F","33","54","1.64"
"","Noah Horchler","North Florida","So.","6-8","F","33","54","1.64"
"","Danny Pippen","Kent St.","So.","6-9","F","33","54","1.64"
"","Yuta Watanabe","George Washington","Sr.","6-9","G","33","54","1.64"
"87","Marcus Lee","California","Sr.","6-10","F","32","52","1.63"
"","Brandan Stith","Old Dominion","Sr.","6-7","F","32","52","1.63"
"89","Joe Furstinger","New Mexico","Sr.","6-9","F","33","53","1.61"
"90","Albert Owens","Oral Roberts","Sr.","6-9","C","31","49","1.58"
"91","Labarrius Hill","McNeese","Sr.","-","F","26","41","1.58"
"92","Shawn Johnson","UIW","Sr.","6-4","G","28","44","1.57"
"","Ryghe Lyons","Nicholls","Fr.","6-10","F","28","44","1.57"
"94","Jalone Friday","Abilene Christian","So.","6-9","C","32","50","1.56"
"95","Branden Johnson","Alabama St.","So.","6-8","C","31","48","1.55"
"96","Shaq Morris","Wichita St.","Sr.","6-8","F","33","51","1.55"
"97","Christian Mekowulu","Tennessee St.","Jr.","6-8","F","30","46","1.53"
"98","Chris Lewis","Harvard","So.","6-9","F","32","49","1.53"
"99","Aboubacar Diallo","Eastern Ill.","Jr.","6-9","F","31","47","1.52"
"100","Yante Maten","Georgia","Sr.","6-8","F","33","49","1.48"
"101","Terrell Brown","Pittsburgh","Fr.","6-10","C","31","46","1.48"
"","Nick Mayo","Eastern Ky.","Jr.","6-9","F","31","46","1.48"
"103","Omari Spellman","Villanova","Fr.","6-9","F","40","59","1.48"
"104","Cody Martin","Nevada","Jr.","6-7","F","36","53","1.47"
"105","Bryce Nze","Milwaukee","So.","6-7","F","33","48","1.45"
"","Dominic Robb","Niagara","Jr.","6-8","F","33","48","1.45"
"107","Cameron Jackson","Wofford","Jr.","6-8","F","31","45","1.45"
"108","Matisse Thybulle","Washington","Jr.","6-5","F","34","49","1.44"
"","Isaiah Wilkins","Virginia","Sr.","6-7","F","34","49","1.44"
"110","Daquan Jeffries","Tulsa","Jr.","6-5","F","25","36","1.44"
"111","Eric Adams","Samford","Sr.","6-7","F","32","46","1.44"
"","Obi Enechionyia","Temple","Sr.","6-8","F","32","46","1.44"
"","Jamuni McNeace","Oklahoma","Jr.","6-10","C","32","46","1.44"
"114","Devin Wyatt","UIW","Sr.","6-8","C","21","30","1.43"
"115","Mitch Lightfoot","Kansas","So.","6-8","F","38","54","1.42"
"116","Juwan Morgan","Indiana","Jr.","6-7","F","31","44","1.42"
"117","Anthony Duruji","Louisiana Tech","Fr.","6-7","F","32","45","1.41"
"","Trhae Mitchell","South Alabama","So.","6-6","F","32","45","1.41"
"119","Montae Glenn","Ga. Southern","Jr.","6-8","F","30","42","1.40"
"120","Jalen Sanders","Northern Colo.","Fr.","6-5","G","38","53","1.39"
"121","Elijah Childs","Bradley","Fr.","6-8","F","33","46","1.39"
"","Brett Prahl","Milwaukee","Sr.","6-9","F","33","46","1.39"
"123","Steve Julian","Cornell","---","6-6","C","28","39","1.39"
"124","Kyle Washington","Cincinnati","Sr.","6-9","F","36","50","1.39"
"125","Jordon Varnado","Troy","Jr.","6-6","F","26","36","1.38"
"126","Kavion Pippen","Southern Ill.","Jr.","6-10","C","33","45","1.36"
"","Chris Silva","South Carolina","Jr.","6-9","F","33","45","1.36"
"128","Zane Najdawi","The Citadel","Jr.","6-7","F","31","42","1.35"
"129","Clevon Brown","Vanderbilt","So.","6-8","F","32","43","1.34"
"","De'Quon Lake","Arizona St.","Jr.","6-10","F","32","43","1.34"
"","Trey Porter","Old Dominion","Jr.","6-11","F","32","43","1.34"
"132","Tyler Davis","Texas A&M","Jr.","6-10","C","35","47","1.34"
"","Jonathan Galloway","UC Irvine","Jr.","6-10","F","35","47","1.34"
"","Nick Ward","Michigan St.","So.","6-8","F","35","47","1.34"
"135","Fred Iruafemi","VMI","Sr.","6-5","F","30","40","1.33"
"136","Isaac Haas","Purdue","Sr.","7-2","C","35","46","1.31"
"137","Samuel Idowu","Saint Peter's","Jr.","6-7","F","32","42","1.31"
"138","Trevond Barnes","Hampton","Jr.","6-9","F","34","44","1.29"
"","Yauhen Massalski","San Diego","Fr.","6-9","F","34","44","1.29"
"140","Prokop Slanina","Fordham","Jr.","6-10","F","29","37","1.28"
"141","Nicolas Claxton","Georgia","Fr.","6-11","F","33","42","1.27"
"","Gyorgy Goloman","UCLA","Sr.","6-11","F","33","42","1.27"
"143","Horace Spencer","Auburn","Jr.","6-8","F","34","43","1.26"
"144","Stephen Ugochukwu","McNeese","Sr.","6-7","C","27","34","1.26"
"145","Blake Paul","Tulane","Jr.","6-9","F","31","39","1.26"
"146","TJ Holyfield","SFA","Jr.","6-8","F","35","44","1.26"
"","Grant Williams","Tennessee","So.","6-7","F","35","44","1.26"
"148","Isaiah White","Maine","So.","6-5","G","24","30","1.25"
"149","AJ Brodeur","Penn","So.","6-8","F","33","41","1.24"
"150","Patrick Tape","Columbia","So.","6-10","F","25","31","1.24"
"151","Kyvon Davenport","Memphis","Jr.","6-8","F","34","42","1.24"
"152","Bruno Fernando","Maryland","Fr.","6-10","F","30","37","1.23"
"153","Cyril Langevine","Rhode Island","So.","6-8","F","31","38","1.23"
"154","Gary Clark","Cincinnati","Sr.","6-8","F","36","44","1.22"
"","Osasumwen Osaghae","FIU","So.","6-7","F","27","33","1.22"
"","Amir Smith","Fla. Atlantic","Jr.","6-6","F","27","33","1.22"
"157","Dainius Chatkevicius","Evansville","Jr.","6-9","C","32","39","1.22"
"","Shawntrez Davis","Bethune-Cookman","Jr.","-","F","32","39","1.22"
"","Grant Golden","Richmond","So.","6-10","F","32","39","1.22"
"160","Ladarien Griffin","St. Bonaventure","Jr.","6-7","F","33","40","1.21"
"","Nick Harris","Col. of Charleston","Jr.","6-10","F","33","40","1.21"
"162","Jordan Session","Georgia St.","Sr.","6-8","F","35","42","1.20"
"","Jordan Jones","Charleston So.","So.","6-8","F","30","36","1.20"
"164","Luke Meyer","Central Mich.","Sr.","6-11","F","36","43","1.19"
"165","Devin Haygood","Youngstown St.","Jr.","6-7","F","31","37","1.19"
"","Mason Peatling","Eastern Wash.","So.","6-8","F","31","37","1.19"
"167","Che Bob","Colorado St.","Sr.","6-6","F","32","38","1.19"
"","Develle Phillips","James Madison","Jr.","6-9","F","32","38","1.19"
"","Legend Robertin","Nicholls","Sr.","7-1","C","32","38","1.19"
"170","Zion Cousins","Howard","Fr.","6-8","F","29","34","1.17"
"","Damarion Geter","Longwood","---","6-8","-","29","34","1.17"
"172","Muusa Dama","Eastern Ill.","Sr.","6-9","F","31","36","1.16"
"173","Malik Pope","San Diego St.","Sr.","6-10","F","32","37","1.16"
"174","Dana Batt","Colgate","Jr.","6-9","C","33","38","1.15"
"","Tyrell Johnson","App State","Jr.","6-8","F","33","38","1.15"
"176","TK Edogi","Iona","Sr.","6-8","F","34","39","1.15"
"","Keonta Vernon","Grand Canyon","Sr.","6-6","F","34","39","1.15"
"","JD Wallace","Prairie View","Sr.","6-9","C","34","39","1.15"
"179","Tim Bond","Eastern Mich.","Sr.","6-7","G","35","40","1.14"
"","Justyn Mutts","High Point","So.","6-7","F","28","32","1.14"
"181","Makol Mawien","Kansas St.","Jr.","6-9","F","37","42","1.14"
"","Zhaire Smith","Texas Tech","Fr.","6-5","G","37","42","1.14"
"183","Jessie Govan","Georgetown","Jr.","6-10","C","30","34","1.13"
"","Dallas Walton","Colorado","Fr.","7-0","C","30","34","1.13"
"185","Eddie Keith II","Towson","Sr.","6-5","F","32","36","1.13"
"","Isaiah Thomas","Northern Ariz.","Jr.","6-9","F","32","36","1.13"
"187","Alex Hicks","Troy","Jr.","6-8","F","33","37","1.12"
"188","Andrew Kostecka","Loyola Maryland","So.","6-4","G","26","29","1.12"
"","Travin Thibodeaux","New Orleans","Sr.","6-9","F","26","29","1.12"
"190","Nate Grimes","Fresno St.","So.","6-8","F","29","32","1.10"
"191","Nate Renfro","San Francisco","Jr.","6-7","F","39","43","1.10"
"","Lamar Stevens","Penn St.","So.","6-8","F","39","43","1.10"
"193","Josh Ferguson","Winthrop","So.","6-8","C","31","34","1.10"
"","Mattias Markusson","LMU (CA)","So.","7-3","C","31","34","1.10"
"","AJ Wilson","George Mason","Fr.","6-7","F","31","34","1.10"
"196","Deion Bute","Central Conn. St.","Jr.","6-9","C","32","35","1.09"
"","Jalyn Hinton","Jacksonville","Fr.","6-5","G","32","35","1.09"
"","Mustafa Jones","Central Conn. St.","Sr.","6-7","F","32","35","1.09"
"","Jonathan Kasibabu","Fairfield","Jr.","6-8","C","32","35","1.09"
"","Dennis Tunstall","Towson","So.","6-8","F","32","35","1.09"
"201","Peter Jurkin","ETSU","Sr.","7-0","C","33","36","1.09"
"","Hameir Wright","Washington","Fr.","6-9","F","33","36","1.09"
"","Bo Zeigler","George Washington","Sr.","6-6","F","33","36","1.09"
"204","Clint Robinson","UIC","Sr.","6-8","F","34","37","1.09"
"205","Wenyen Gabriel","Kentucky","So.","6-9","F","37","40","1.08"
"","Johnathan Williams","Gonzaga","Sr.","6-9","F","37","40","1.08"
"207","Chris Knight","Dartmouth","Fr.","6-6","F","25","27","1.08"
"208","Mikal Bridges","Villanova","Jr.","6-7","F","40","43","1.08"
"209","Simon Okolue","Delaware St.","---","6-11","C","27","29","1.07"
"","Yankuba Sima","Oklahoma St.","Jr.","6-11","C","27","29","1.07"
"211","Kostas Antetokounmpo","Dayton","Fr.","6-10","F","29","31","1.07"
"212","Josh Gantz","UMass Lowell","Jr.","6-7","F","30","32","1.07"
"","Jaume Sorolla","Valparaiso","So.","7-0","C","30","32","1.07"
"","Novak Topalovic","Idaho St.","Jr.","7-0","C","30","32","1.07"
"215","Abdoulaye Gueye","Georgia Tech","Jr.","6-9","F","31","33","1.06"
"216","Chad Brown","UCF","Jr.","6-9","F","32","34","1.06"
"217","Ethan Happ","Wisconsin","Jr.","6-10","F","33","35","1.06"
"","Pablo Rivas","N.C. Central","Sr.","6-6","F","33","35","1.06"
"","William Tinsley","Illinois St.","---","-","G","33","35","1.06"
"220","Averyl Ugba","Austin Peay","Sr.","-","F","34","36","1.06"
"221","Drew Urquhart","Vermont","Sr.","6-8","F","35","37","1.06"
"222","Londell King","Morehead St.","So.","6-7","F","26","27","1.04"
"223","Wajid Aminu","North Florida","So.","6-7","F","28","29","1.04"
"224","Zach Braxton","Weber St.","Jr.","6-9","C","30","31","1.03"
"","Nick Davis","South Alabama","Sr.","6-6","G","30","31","1.03"
"","Keenan Simmons","SIUE","Sr.","6-6","F","30","31","1.03"
"227","Matt Pile","Omaha","Fr.","6-8","F","31","32","1.03"
"228","Ramel Thompkins","USC Upstate","Sr.","6-7","F","32","33","1.03"
"229","Marvin Prochet","Niagara","Jr.","6-7","F","33","34","1.03"
"","Donte Thomas","Bradley","Sr.","6-7","F","33","34","1.03"
"","Justin Tillman","VCU","Sr.","6-7","F","33","34","1.03"
"232","Daniel Giddens","Alabama","So.","6-11","F","34","35","1.03"
"","Steffon Mitchell","Boston College","Fr.","6-8","F","34","35","1.03"
"234","Killian Tillie","Gonzaga","So.","6-10","F","36","37","1.03"
"","Cecil Williams","Central Mich.","Sr.","6-6","F","36","37","1.03"
"236","Luke Maye","North Carolina","Jr.","6-7","F","37","38","1.03"
"237","Jock Landale","Saint Mary's (CA)","Sr.","6-11","C","36","36","1.00"
"","Mitchell Solomon","Oklahoma St.","Sr.","6-9","F","36","36","1.00"
"","Jason Burnell","Jacksonville St.","Jr.","6-7","F","35","35","1.00"
"","Raasean Davis","N.C. Central","Jr.","6-9","C","35","35","1.00"
"","Matt Heldt","Marquette","Jr.","6-10","C","35","35","1.00"
"","Mathieu Kamba","Central Ark.","Sr.","6-5","G","35","35","1.00"
"","Terry Taylor","Austin Peay","Fr.","6-5","F","34","34","1.00"
"","Isaac Copeland","Nebraska","Jr.","6-9","F","33","33","1.00"
"","Jeremiah Tilmon","Missouri","Fr.","6-10","F","33","33","1.00"
"","Zach Coleman","LIU","Sr.","6-7","F","32","32","1.00"
"","Jordan Murphy","Minnesota","Jr.","6-6","F","32","32","1.00"
"","Jackson Rowe","Cal St. Fullerton","So.","6-7","F","31","31","1.00"
"","Kris Bankston","Little Rock","Fr.","6-8","F","30","30","1.00"
"","Chaise Daniels","Quinnipiac","Sr.","6-8","F","30","30","1.00"
"","Isaiah Whaley","UConn","Fr.","6-9","F","30","30","1.00"
"","Yalen Reed","Alcorn","So.","6-6","F","28","28","1.00"
"","Quattarius Wilson","McNeese","Jr.","-","F","28","28","1.00"
"","Desmond Cambridge Jr.","Brown","Fr.","6-4","G","27","27","1.00"
"","Jaron Faulds","Columbia","Fr.","6-10","F","26","26","1.00"

NCAA Men's Basketball
Division ISteals Per Game
Through Games 04/02/2018


"Rank","Name","Team","Cl","Ht","Pos","G","ST","STPG"
"1","Joseph Chartouny","Fordham","Jr.","6-3","G","29","97","3.34"
"2","Jevon Carter","West Virginia","Sr.","6-2","G","37","112","3.03"
"3","Matisse Thybulle","Washington","Jr.","6-5","F","34","101","2.97"
"4","Paris Collins","Jackson St.","Sr.","6-4","G","25","73","2.92"
"5","Brian Beard Jr.","FIU","Jr.","5-10","G","31","90","2.90"
"6","Jacob Gilyard","Richmond","Fr.","5-9","G","32","89","2.78"
"7","Darrian Ringo","Miami (OH)","Jr.","6-2","G","34","91","2.68"
"8","Justin Simon","St. John's (NY)","So.","6-5","G","33","82","2.48"
"9","John Konchar","Purdue Fort Wayne","Jr.","6-5","G","33","81","2.45"
"10","Tim Bond","Eastern Mich.","Sr.","6-7","G","35","85","2.43"
"11","Shamorie Ponds","St. John's (NY)","So.","6-1","G","30","70","2.33"
"12","Jahvaughn Powell","Nicholls","Sr.","6-0","G","32","74","2.31"
"13","Ahmad Caver","Old Dominion","Jr.","6-2","G","32","73","2.28"
"14","Jeremiah Martin","Memphis","Jr.","6-3","G","27","61","2.26"
"15","Isaiah Reese","Canisius","So.","6-5","G","33","73","2.21"
"16","Josh Reaves","Penn St.","Jr.","6-4","G","34","74","2.18"
"17","Hasan Abdullah","Navy","Jr.","6-0","G","30","65","2.17"
"18","Ivy Smith.Jr","Grambling","So.","6-0","G","31","67","2.16"
"19","Melvin Frazier","Tulane","Jr.","6-6","G","30","63","2.10"
"20","Dachon Burke","Robert Morris","So.","6-4","G","32","67","2.09"
"","Geno Crandall","North Dakota","Jr.","6-3","G","32","67","2.09"
"22","Stanford Robinson","Rhode Island","Sr.","6-4","G","33","69","2.09"
"23","Cortez Edwards","Southern Miss.","Jr.","6-2","G","34","71","2.09"
"24","Andrew Kostecka","Loyola Maryland","So.","6-4","G","26","54","2.08"
"25","Kenny Cooper","Lipscomb","So.","6-1","G","31","64","2.06"
"","Jeffery McClendon","LMU (CA)","Jr.","6-1","G","31","64","2.06"
"27","Jairus Lyles","UMBC","Sr.","6-2","G","33","68","2.06"
"28","Chris Wray","Mount St. Mary's","Sr.","6-8","F","24","49","2.04"
"29","Tremont Waters","LSU","Fr.","5-11","G","33","67","2.03"
"30","Jordan McLaughlin","Southern California","Sr.","6-1","G","36","72","2.00"
"","Zach Johnson","FGCU","Jr.","6-2","G","35","70","2.00"
"","Matty McConnell","Robert Morris","Jr.","6-2","G","32","64","2.00"
"","Jordan Goodwin","Saint Louis","Fr.","6-3","G","26","52","2.00"
"34","Matt Mooney","South Dakota","Jr.","6-3","G","34","67","1.97"
"35","K.J. Maura","UMBC","Sr.","5-8","G","33","65","1.97"
"","Erick Neal","UT Arlington","Sr.","5-11","G","33","65","1.97"
"","Bryson Scott","Purdue Fort Wayne","Sr.","6-1","G","33","65","1.97"
"38","Ikenna Ndugba","Bryant","So.","6-0","G","31","61","1.97"
"39","Geno Luzcando","Idaho St.","Sr.","6-3","G","30","59","1.97"
"40","Martaveous Mcknight","Ark.-Pine Bluff","Jr.","6-4","G","35","68","1.94"
"41","Marlain Veal","Southeastern La.","Jr.","5-9","G","34","66","1.94"
"42","Shawn Occeus","Northeastern","So.","6-4","G","33","64","1.94"
"43","Ahmad Thomas","UNC Asheville","Sr.","6-3","G","32","62","1.94"
"","Thomas Wilder","Western Mich.","Sr.","6-3","G","32","62","1.94"
"45","Chris Chiozza","Florida","Sr.","6-0","G","34","65","1.91"
"46","TJ Shorts II","UC Davis","Jr.","5-9","G","33","63","1.91"
"47","Kevin Johnson","Nicholls","Fr.","5-10","G","32","61","1.91"
"48","Braxton Bonds","Houston Christian","Jr.","6-2","G","31","59","1.90"
"49","Ed Polite","Radford","Jr.","6-5","F","36","68","1.89"
"50","Desonta Bradford","ETSU","Sr.","6-4","G","33","62","1.88"
"","Dennis Jones","Prairie View","Jr.","6-1","G","33","62","1.88"
"52","Delfincko Bogan","UT Martin","Jr.","5-10","G","31","58","1.87"
"53","Jaylen Franklin","Abilene Christian","Jr.","6-2","G","32","59","1.84"
"54","Frank Howard","Syracuse","Jr.","6-5","G","37","68","1.84"
"55","Dimencio Vaughn","Rider","Fr.","6-5","F","29","53","1.83"
"56","Kevin McKay","Central Mich.","So.","6-5","G","34","62","1.82"
"57","Jimmy Whitt Jr.","SMU","So.","6-3","G","33","60","1.82"
"58","Barry Brown","Kansas St.","Jr.","6-3","G","37","67","1.81"
"59","Elijah Minnie","Eastern Mich.","Jr.","6-9","F","35","63","1.80"
