 


  
  

NCAA Men's Basketball
Division IPoints Per Game
Through Games 04/08/2013


"Rank","Name","Team","Cl","Ht","Pos","G","FGM","3FG","FT","PTS","PPG"
"","Austin Ramljak","Rice","Jr.","6-3","G","31","72","2.32"
"104","Jordan Callahan","Tulane","Sr.","6-0","G","35","81","2.31"
"105","Elston Turner","Texas A&M","Sr.","6-5","G","32","74","2.31"
"106","Deonte Alexander","Lipscomb","Sr.","6-1","G","29","67","2.31"
"107","Brady Heslip","Baylor","Jr.","6-2","G","36","83","2.31"
"","D.J. Richardson","Illinois","Sr.","6-3","G","36","83","2.31"
"109","Ty Greene","USC Upstate","So.","6-3","G","33","76","2.30"
"","Scottie Haralson","Tulsa","Sr.","6-4","G","33","76","2.30"
"111","Chris Hansen","Idaho St.","So.","6-4","F","30","69","2.30"
"112","Seth Hinrichs","Lafayette","So.","6-7","G","34","78","2.29"
"113","Brian Brown","VMI","So.","5-11","G","31","71","2.29"
"114","Ceola Clark","Western Ill.","Sr.","6-3","G","30","68","2.27"
"","Chad Rasmussen","Seattle U","Sr.","6-7","F","30","68","2.27"
"116","Ben Brust","Wisconsin","Jr.","6-1","G","35","79","2.26"
"117","D.J. Seeley","Cal St. Fullerton","Sr.","6-4","G","28","63","2.25"
"118","Jordan Downing","Presbyterian","Jr.","6-5","G","29","65","2.24"
"119","D.J. Cooper","Ohio","Sr.","5-11","G","34","76","2.24"
"120","Jimmy Gray","Binghamton","Sr.","6-0","G","30","67","2.23"
"121","Derek Needham","Fairfield","Sr.","5-11","G","35","78","2.23"
"","Kevin Pangos","Gonzaga","So.","6-2","G","35","78","2.23"
"123","Jordan Hulls","Indiana","Sr.","6-0","G","36","80","2.22"
"","Jesse Berry","Ball St.","Jr.","6-2","G","27","60","2.22"
"","Steve Frankoski","Columbia","Jr.","6-2","G","27","60","2.22"
"126","Steven Pledger","Oklahoma","Sr.","6-4","G","32","71","2.22"
"127","Cashmere Wright","Cincinnati","Sr.","6-0","G","33","73","2.21"
"128","Trevis Simpson","UNC Greensboro","Jr.","6-4","G","29","64","2.21"
"129","C.J. Wilcox","Washington","Jr.","6-5","G","34","75","2.21"
"","Khaliff Wyatt","Temple","Sr.","6-4","G","34","75","2.21"
"131","Joe Harris","Virginia","Jr.","6-6","G","35","77","2.20"
"","Aaron Graham","Stetson","Jr.","6-4","G","30","66","2.20"
"133","Raymond Penn","Texas Southern","Jr.","5-9","G","31","68","2.19"
"134","Derek Thompson","Eastern Mich.","Sr.","6-3","G","33","72","2.18"
"135","Steve Glowiak","Sacred Heart","So.","6-2","G","28","61","2.18"
"","Sean McGonagill","Brown","Jr.","6-1","G","28","61","2.18"
"137","Brandon Paul","Illinois","Sr.","6-4","G","36","78","2.17"
"","Ethan Wragge","Creighton","Jr.","6-7","F","36","78","2.17"
"","John Papale","Boston U.","Fr.","6-3","G","30","65","2.17"
"140","Blake Hibbitts","Central Mich.","Fr.","6-7","F","31","67","2.16"
"","Andre Stringer","LSU","Jr.","5-9","G","31","67","2.16"
"","J.T. Terrell","Southern California","Jr.","6-3","G","31","67","2.16"
"","Brandon Venturini","Navy","So.","6-0","G","31","67","2.16"
"144","Tucker Halpern","Brown","Jr.","6-8","F","25","54","2.16"
"145","Murphy Burnatowski","Colgate","Sr.","6-7","F","32","69","2.16"
"146","Raymond Cintron","Middle Tenn.","Sr.","6-0","G","33","71","2.15"
"147","D'Angelo Harrison","St. John's (NY)","So.","6-4","G","27","58","2.15"
"148","Kevin Hartley","Gardner-Webb","Sr.","6-6","F","34","73","2.15"
"","Bryson Johnson","Bucknell","Sr.","6-2","G","34","73","2.15"
"150","Chad White","South Dakota St.","Jr.","6-6","G","35","75","2.14"
"151","Doug McDermott","Creighton","Jr.","6-8","F","36","77","2.14"
"152","Casey Kasperbauer","South Dakota","Fr.","6-1","G","29","62","2.14"
"153","Anthony Campbell","Austin Peay","Sr.","6-7","F","30","64","2.13"
"154","Aaron Cosby","Seton Hall","So.","6-3","G","31","66","2.13"
"","Kyle Randall","Central Mich.","Sr.","5-10","G","31","66","2.13"
"","Brad Redford","Xavier","Sr.","6-0","G","31","66","2.13"
"","Ed Townsel","Arkansas St.","Jr.","6-0","G","31","66","2.13"
"158","Quinton Pippen","Chicago St.","Jr.","6-4","F","32","68","2.13"
"159","Freddie Riley","Massachusetts","Sr.","6-5","G","33","70","2.12"
"","Chase Tapley","San Diego St.","Sr.","6-2","G","33","70","2.12"
"161","Josh Greene","CSUN","Jr.","6-0","G","30","63","2.10"
"","Carl Jones","Saint Joseph's","Sr.","5-11","G","30","63","2.10"
"163","Devon Turk","Loyola Chicago","Fr.","6-4","G","31","65","2.10"
"","Pendarvis Williams","Norfolk St.","Jr.","6-6","G","31","65","2.10"
"165","Jordan Aaron","Milwaukee","Jr.","5-10","G","32","67","2.09"
"","Sebastian Koch","Elon","Jr.","6-8","G","32","67","2.09"
"167","Ryan Arcidiacono","Villanova","Fr.","6-3","G","34","71","2.09"
"168","Robert Olson","Loyola Maryland","Sr.","6-6","G","35","73","2.09"
"169","Anthony Hickey","LSU","So.","5-11","G","29","60","2.07"
"","Anthony Raffa","Coastal Carolina","Sr.","6-1","G","29","60","2.07"
"171","Phil Forte","Oklahoma St.","Fr.","5-11","G","33","68","2.06"
"","Luis Jacobo","Purdue Fort Wayne","Jr.","6-5","F","33","68","2.06"
"173","Mike Felt","North Dakota St.","Jr.","6-3","G","34","70","2.06"
"174","Travis Smith","Mercer","Sr.","6-3","G","36","74","2.06"
"175","Nik Stauskas","Michigan","Fr.","6-6","G","39","80","2.05"
"176","Dominique Buckley","Toledo","Sr.","6-2","G","28","57","2.04"
"","Rob Poole","Siena","So.","6-6","G","28","57","2.04"
"178","Jeremy Ingram","N.C. Central","Jr.","6-3","G","31","63","2.03"
"","Nicholas Paulos","UNC Greensboro","So.","6-7","F","31","63","2.03"
"180","Holton Hunsaker","Utah Valley","Jr.","6-1","G","32","65","2.03"
"","Elijah Pittman","Marshall","Jr.","6-9","F","32","65","2.03"
"","Shane Richards","Manhattan","Fr.","6-5","F","32","65","2.03"
"183","Jherrod Stiggers","Houston","Fr.","6-5","G","33","67","2.03"
"184","Raymond Cowels III","Santa Clara","Sr.","6-4","F","38","76","2.00"
"","Jerrold Brooks","Southern Miss.","Jr.","6-0","G","37","74","2.00"
"","Erik Murphy","Florida","Sr.","6-10","F","36","72","2.00"
"","Daman Starring","UC Irvine","Sr.","6-3","G","36","72","2.00"
"","A.J. Davis","James Madison","Sr.","6-6","G","35","70","2.00"
"","Trent Meyer","UNC Asheville","Jr.","6-2","G","32","64","2.00"
"","Tyrone White","CSU Bakersfield","Sr.","6-7","G","27","54","2.00"
"","Paris Gulley","Milwaukee","Sr.","6-2","G","26","52","2.00"
"","Johnathan Gray","Cornell","Sr.","6-3","G","25","50","2.00"
"","Konner Tucker","UTEP","Sr.","6-4","G","25","50","2.00"
"194","Sherwood Brown","FGCU","Sr.","6-4","G","37","73","1.97"
"","Ben McLemore","Kansas","Fr.","6-5","G","37","73","1.97"
"196","Chris Crawford","Memphis","Jr.","6-4","G","36","71","1.97"
"197","Chris Babb","Iowa St.","Sr.","6-5","G","33","65","1.97"
"","Julius Mays","Kentucky","Sr.","6-2","G","33","65","1.97"
"199","Khalid Mutakabbir","Presbyterian","Sr.","6-4","G","32","63","1.97"
"","Markel Starks","Georgetown","Jr.","6-2","G","32","63","1.97"
"201","Lawrence Johnson-Danner","Texas Southern","Jr.","6-4","G","31","61","1.97"
"","Myles Mack","Rutgers","So.","5-10","G","31","61","1.97"
"","Jesse Steele","Monmouth","Sr.","5-8","G","31","61","1.97"
"204","Michael Hale III","UTSA","Sr.","5-10","G","30","59","1.97"
"205","Kelsey Howard","Jackson St.","So.","6-4","G","28","55","1.96"
"206","Devin Price","Marist","Sr.","6-1","G","25","49","1.96"
"207","Trey Burke","Michigan","So.","6-0","G","39","76","1.95"
"208","Deshaun Thomas","Ohio St.","Jr.","6-7","F","37","72","1.95"
"","Michael Wilder","UC Irvine","Sr.","6-2","G","37","72","1.95"
"210","Korie Lucious","Iowa St.","Sr.","5-11","G","35","68","1.94"
"211","Billy Baron","Canisius","Jr.","6-2","G","34","66","1.94"
"212","Allen Crabbe","California","Jr.","6-6","G","33","64","1.94"
"","J.J. Mann","Belmont","Jr.","6-6","G","33","64","1.94"
"","Nate Wolters","South Dakota St.","Sr.","6-3","G","33","64","1.94"
"215","Chris Hines","Drake","Sr.","6-1","G","31","60","1.94"
"","Austin Morgan","Yale","Sr.","5-11","G","31","60","1.94"
"217","D.J. Irving","Boston U.","Jr.","6-0","G","30","58","1.93"
"","Nikolas Skouen","Pepperdine","Jr.","6-4","G","30","58","1.93"
"","Matt Van Scyoc","The Citadel","Fr.","6-6","F","30","58","1.93"
"","Christian Webster","Harvard","Sr.","6-5","G","30","58","1.93"
"221","Tim Hardaway Jr.","Michigan","Jr.","6-6","G","38","73","1.92"
"222","Kenny Boynton","Florida","Sr.","6-2","G","37","71","1.92"
"223","Shane Larkin","Miami (FL)","So.","5-11","G","36","69","1.92"
"224","Mark Lyons","Arizona","Sr.","6-1","G","35","67","1.91"
"225","Gary Harris","Michigan St.","Fr.","6-4","G","34","65","1.91"
"","Anthony Ireland","LMU (CA)","Jr.","5-10","G","34","65","1.91"
"","Joey Ptasinski","Lafayette","So.","6-2","G","34","65","1.91"
"228","Fuquan Edwin","Seton Hall","Jr.","6-6","G","33","63","1.91"
"","Marland Smith","Southeast Mo. St.","Sr.","6-2","G","33","63","1.91"
"","Michael Snaer","Florida St.","Sr.","6-5","G","33","63","1.91"
"231","Jordan Cyphers","Tennessee St.","Sr.","6-4","G","32","61","1.91"
"","Erick Green","Virginia Tech","Sr.","6-4","G","32","61","1.91"
"","Raijon Kelly","Samford","So.","6-4","G","32","61","1.91"
"","Sam Prescott","Mount St. Mary's","Sr.","6-3","G","32","61","1.91"
"","Aaron Urbanus","UTRGV","Sr.","6-0","G","32","61","1.91"
"236","C.J. Harris","Wake Forest","Sr.","6-3","G","31","59","1.90"
"","Evan Hymes","Siena","So.","5-9","G","31","59","1.90"
"","Stan Okoye","VMI","Sr.","6-6","F","31","59","1.90"
"","Stacy Wilson","Murray St.","Sr.","6-3","F","31","59","1.90"
"240","Damon Heuir","Southern Utah","Sr.","6-2","G","30","57","1.90"
"241","Jarvis Garner","Central Ark.","Sr.","6-7","F","28","53","1.89"
"","Matt Sullivan","Brown","Sr.","6-6","G","28","53","1.89"
"243","Kyle Anderson","Delaware","So.","6-3","G","33","62","1.88"
"","Hunter Williams","Troy","Jr.","6-0","G","33","62","1.88"
"245","Tanner Samson","Elon","Fr.","6-4","G","32","60","1.88"
"","Collin Chiverton","Eastern Wash.","Sr.","6-6","F","24","45","1.88"
"247","Taran Brown","UC Santa Barbara","Fr.","6-8","F","31","58","1.87"
"","Rashawn Rembert","ETSU","So.","6-3","G","31","58","1.87"
"","Andre Smith","Winthrop","So.","5-10","G","31","58","1.87"
"250","Jamie Adams","Florida A&M","Jr.","5-10","G","30","56","1.87"
"","Delbert Love","Kennesaw St.","So.","6-0","G","30","56","1.87"
Reclassifying
"NR","Eshaunte Jones","Northern Ky.","Sr.","6-4","F","27","81","3.00"

NCAA Men's Basketball
Division IThree-Point Field-Goal Percentage
Through Games 04/08/2013

Min. 2.5 made per game
       
"Rank","Name","Team","Cl","Ht","Pos","G","3FG","3FGA","3FG%"
"1","Tyrus McGee","Iowa St.","Sr.","6-2","G","35","96","207","46.4"
"2","Ryan Sypkens","UC Davis","Jr.","6-4","G","29","106","230","46.1"
"3","Ian Clark","Belmont","Sr.","6-3","G","33","102","222","45.9"
"4","Scott Bamforth","Weber St.","Sr.","6-2","G","37","103","226","45.6"
"5","Malcolm Miller","Southern U.","Jr.","6-6","G","33","90","199","45.2"
"6","Jeff Elorriaga","Boise St.","Jr.","6-2","G","29","84","188","44.7"
"7","Marc Sonnen","UNI","Sr.","6-3","G","36","96","215","44.7"
"8","Sammy Yeager","Cal St. Fullerton","Sr.","6-4","F","25","66","148","44.6"
"9","Connor Hill","Idaho","So.","6-2","G","30","87","196","44.4"
"10","Brandon Provost","UTRGV","Sr.","6-3","G","31","81","183","44.3"
"11","Scott Wood","NC State","Sr.","6-6","F","35","104","236","44.1"
"12","Eric Mosley","St. Bonaventure","Sr.","5-10","G","29","81","185","43.8"
"13","Seth Curry","Duke","Sr.","6-2","G","35","95","217","43.8"
"14","Reggie Bullock","North Carolina","Jr.","6-7","G","35","88","202","43.6"
"15","Marcus Thornton","William & Mary","So.","6-4","G","30","93","214","43.5"
"16","Parker Smith","North Florida","Sr.","6-3","G","32","116","268","43.3"
"17","Dylan Royer","Cal Poly","Sr.","6-1","G","32","82","190","43.2"
"18","Davon Marshall","Liberty","Jr.","5-11","G","36","107","248","43.1"
"19","Joel Smith","Northeastern","Sr.","6-4","G","31","83","193","43.0"
"20","Tate Unruh","Northern Colo.","Jr.","6-2","G","31","92","215","42.8"
"21","Robert Crawford","Central Ark.","Sr.","6-5","G","29","85","199","42.7"
"22","Corey Wilford","Southeast Mo. St.","Sr.","6-2","G","31","82","193","42.5"
"23","Akeem Richmond","East Carolina","Jr.","6-0","G","35","105","250","42.0"
"24","Kyle Boswell","UC Santa Barbara","Jr.","6-2","G","29","78","186","41.9"
"25","Ryan Woods","NJIT","Sr.","6-5","G","28","84","201","41.8"
"26","Ryan Broekhoff","Valparaiso","Sr.","6-7","F","33","83","199","41.7"
"27","Jacob Iati","UAlbany","Sr.","5-10","G","35","92","221","41.6"
"28","Shane Gibson","Sacred Heart","Sr.","6-2","G","29","87","209","41.6"
"29","Ramon Galloway","La Salle","Sr.","6-2","G","34","94","228","41.2"
"30","Travis Betran","Austin Peay","Jr.","6-3","G","31","84","204","41.2"
"31","Isaac Sosa","Canisius","Sr.","6-3","G","34","95","232","40.9"
"32","Pat Swilling Jr.","Tulsa","Jr.","6-3","G","26","65","159","40.9"
"33","Sean Armand","Iona","Jr.","6-5","G","34","112","274","40.9"
"34","Rotnei Clarke","Butler","Sr.","6-0","G","33","115","282","40.8"
"35","Dyami Starks","Bryant","So.","6-2","G","31","95","233","40.8"
"36","Glenn Cosey","Eastern Ky.","Jr.","6-0","G","29","80","198","40.4"
"37","Troy Daniels","VCU","Sr.","6-4","G","36","124","308","40.3"
"38","Laurent Rivard","Harvard","Jr.","6-5","G","30","80","199","40.2"
"39","Ben Mockford","St. Francis Brooklyn","Jr.","6-2","G","30","82","206","39.8"
"40","Terry Rose","Grambling","Fr.","6-4","G","28","86","217","39.6"
"41","P.J. Hairston","North Carolina","So.","6-6","G","34","89","225","39.6"
"42","Warren Niles","Oral Roberts","Sr.","6-4","G","35","96","243","39.5"
"43","Langston Galloway","Saint Joseph's","Jr.","6-2","G","32","80","203","39.4"
"44","Anthony Drmic","Boise St.","So.","6-6","G","32","80","204","39.2"
"45","Tyler Brown","Illinois St.","Sr.","6-4","G","32","80","205","39.0"
"46","Mike DiNunno","Eastern Ky.","Sr.","5-11","G","34","91","234","38.9"
"47","Greg Gantt","Fla. Atlantic","Sr.","6-2","G","32","84","217","38.7"
"48","Tom Tankelewicz","Western Caro.","Jr.","6-4","F","32","80","207","38.6"
"49","Travis Bader","Oakland","Jr.","6-5","G","33","139","360","38.6"
"50","Randal Holt","Kent St.","Sr.","6-1","G","35","89","231","38.5"
"51","Javonte Maynor","CSU Bakersfield","So.","6-0","G","30","75","196","38.3"
"52","Kentavious Caldwell-Pope","Georgia","So.","6-5","G","32","84","225","37.3"
"53","Isaiah Canaan","Murray St.","Sr.","6-1","G","31","94","254","37.0"
"54","Desi Washington","Saint Peter's","So.","6-2","G","30","81","219","37.0"
"55","Gabe Rogers","Northern Ariz.","Sr.","6-2","G","32","95","259","36.7"
"56","Kyle Vinales","Central Conn. St.","So.","6-1","G","30","80","219","36.5"
"57","Omar Strong","Texas Southern","Sr.","5-9","G","31","120","329","36.5"
"58","Bryce Cotton","Providence","Jr.","6-1","G","32","98","269","36.4"
"59","R.J. Price","Radford","So.","5-11","G","30","82","227","36.1"
"60","Blake Allen","Youngstown St.","Sr.","6-1","G","34","94","261","36.0"
"61","Rashad Whack","Mount St. Mary's","Sr.","6-3","G","32","83","231","35.9"
"62","Kevin Foster","Santa Clara","Sr.","6-2","G","38","120","335","35.8"
"63","Malik Story","Nevada","Sr.","6-5","G","31","83","232","35.8"
"64","Brian Neller","UMBC","Sr.","6-4","G","31","91","256","35.5"
"65","Kevin Dukes","Bethune-Cookman","Sr.","5-9","G","34","87","246","35.4"
"66","Marshall Henderson","Ole Miss","Jr.","6-2","G","36","138","394","35.0"
"67","Saah Nimley","Charleston So.","So.","5-8","G","30","77","235","32.8"
"68","Ray Gallegos","Nebraska","Jr.","6-3","G","33","83","271","30.6"
Reclassifying
"NR","Eshaunte Jones","Northern Ky.","Sr.","6-4","F","27","81","207","39.1"

NCAA Men's Basketball
Division IFree-Throw Percentage
Through Games 04/08/2013

Min. 2.5 made per game
       
"Rank","Name","Team","Cl","Ht","Pos","G","FT","FTA","FT%"
"1","Nik Cochran","Davidson","Sr.","6-3","G","34","116","124","93.5"
"2","Austin Morgan","Yale","Sr.","5-11","G","31","93","102","91.2"
"3","Holton Hunsaker","Utah Valley","Jr.","6-1","G","32","104","115","90.4"
"4","Travis Smith","Mercer","Sr.","6-3","G","36","114","127","89.8"
"5","Wes Eikmeier","Colorado St.","Sr.","6-3","G","35","96","107","89.7"
"6","Colt Ryan","Evansville","Sr.","6-5","G","34","184","206","89.3"
"7","Kevin Dillard","Dayton","Sr.","6-0","G","31","140","157","89.2"
"8","Johnny Dee","San Diego","So.","6-0","G","34","87","98","88.8"
"9","Lamont Jones","Iona","Sr.","6-0","G","34","221","249","88.8"
"10","Juevol Myles","South Dakota","Sr.","6-1","G","30","141","159","88.7"
"11","Travis Bader","Oakland","Jr.","6-5","G","33","179","202","88.6"
"12","Marshall Henderson","Ole Miss","Jr.","6-2","G","36","166","188","88.3"
"13","Brian Barbour","Columbia","Sr.","6-1","G","27","112","127","88.2"
"14","Ryan Broekhoff","Valparaiso","Sr.","6-7","F","33","118","134","88.1"
"15","Corey Walden","Eastern Ky.","So.","6-2","G","35","129","147","87.8"
"16","Tyler Haws","BYU","So.","6-5","G","36","185","211","87.7"
"17","Doug McDermott","Creighton","Jr.","6-8","F","36","189","216","87.5"
"","Parker Smith","North Florida","Sr.","6-3","G","32","84","96","87.5"
"19","Jordan Cyphers","Tennessee St.","Sr.","6-4","G","32","117","134","87.3"
"20","Darien Brothers","Richmond","Sr.","6-3","G","34","110","126","87.3"
"21","Miguel Paul","East Carolina","Sr.","6-1","G","33","143","164","87.2"
"22","Shane Gibson","Sacred Heart","Sr.","6-2","G","29","115","132","87.1"
"23","Demitrius Conger","St. Bonaventure","Sr.","6-6","G","29","120","138","87.0"
"","Ben McLemore","Kansas","Fr.","6-5","G","37","120","138","87.0"
"25","Jackson Stevenett","Southern Utah","Sr.","6-4","F","30","137","158","86.7"
"26","Kellen Dunham","Butler","Fr.","6-6","G","36","91","105","86.7"
"27","Keion Bell","Missouri","Sr.","6-4","G","32","84","97","86.6"
"28","Jack Isenbarger","Elon","Jr.","6-2","G","33","83","96","86.5"
"29","Gary Talton","UIC","Sr.","6-1","G","34","127","147","86.4"
"30","Jordan Aaron","Milwaukee","Jr.","5-10","G","32","95","110","86.4"
"","Eli Carter","Rutgers","So.","6-2","G","24","95","110","86.4"
"","Anthony Campbell","Austin Peay","Sr.","6-7","F","30","76","88","86.4"
"33","Joel Smith","Northeastern","Sr.","6-4","G","31","94","109","86.2"
"34","Dylan Garrity","Sacramento St.","So.","6-2","G","28","87","101","86.1"
"35","Aaron Anderson","North Dakota","Jr.","5-10","G","33","135","157","86.0"
"36","Josh Greene","CSUN","Jr.","6-0","G","30","121","141","85.8"
"37","Donovan Kates","Manhattan","So.","6-6","G","32","84","98","85.7"
"38","Mark Lyons","Arizona","Sr.","6-1","G","35","125","146","85.6"
"39","Kyle Randall","Central Mich.","Sr.","5-10","G","31","165","193","85.5"
"40","Luke Apfeld","Vermont","Jr.","6-8","F","28","88","103","85.4"
"41","Mike DiNunno","Eastern Ky.","Sr.","5-11","G","34","87","102","85.3"
"42","Matthew Dellavedova","Saint Mary's (CA)","Sr.","6-4","G","35","127","149","85.2"
"43","Ella Ellis","Army West Point","Sr.","6-6","F","31","178","209","85.2"
"44","Randal Holt","Kent St.","Sr.","6-1","G","35","97","114","85.1"
"45","Jarred DuBois","Utah","Sr.","6-5","G","32","114","134","85.1"
"46","Omar Strong","Texas Southern","Sr.","5-9","G","31","78","92","84.8"
"47","Langston Hall","Mercer","Jr.","6-4","G","31","89","105","84.8"
"","Elston Turner","Texas A&M","Sr.","6-5","G","32","89","105","84.8"
"49","C.J. Harris","Wake Forest","Sr.","6-3","G","31","138","163","84.7"
"50","Devin Price","Marist","Sr.","6-1","G","25","88","104","84.6"
"51","Kendrick Perry","Youngstown St.","Jr.","6-0","G","30","153","181","84.5"
"52","Travis Betran","Austin Peay","Jr.","6-3","G","31","92","109","84.4"
"53","Jordan Adams","UCLA","Fr.","6-5","G","33","129","153","84.3"
"54","Corey Hawkins","UC Davis","So.","6-3","G","28","155","184","84.2"
"55","Jarell Eddie","Virginia Tech","Jr.","6-7","F","32","80","95","84.2"
"","Brenton Williams","South Carolina","Jr.","5-11","G","31","80","95","84.2"
"57","Miles Jackson-Cartwright","Penn","Jr.","6-3","G","30","138","164","84.1"
"58","Justin Cobbs","California","Jr.","6-2","G","33","127","151","84.1"
"59","Ray Willis","N.C. Central","Sr.","6-6","G","31","100","119","84.0"
"60","Ryan Cook","UMBC","Sr.","6-2","G","31","99","118","83.9"
"61","Tarvin Gaines","Jacksonville St.","Sr.","6-6","F","27","135","161","83.9"
"62","Khalid Mutakabbir","Presbyterian","Sr.","6-4","G","32","88","105","83.8"
"63","Kwame Vaughn","Cal St. Fullerton","Sr.","6-3","G","32","180","215","83.7"
"","Derrick Marks","Boise St.","So.","6-3","G","31","144","172","83.7"
"65","Khaliff Wyatt","Temple","Sr.","6-4","G","34","204","244","83.6"
"66","Davante Gardner","Marquette","Jr.","6-8","F","35","147","176","83.5"
"67","Christian Williams","Jackson St.","Sr.","6-1","G","29","86","103","83.5"
"68","James Ennis","Long Beach St.","Sr.","6-7","G","33","126","151","83.4"
"69","Deshaun Thomas","Ohio St.","Jr.","6-7","F","37","141","169","83.4"
"70","Trey Sumler","Western Caro.","Jr.","6-2","G","32","140","168","83.3"
"","Tomas Sanchez","Idaho St.","Jr.","6-3","G","29","80","96","83.3"
"72","Michael Messer","SIUE","So.","6-5","G","27","74","89","83.1"
"73","Jake Cohen","Davidson","Sr.","6-10","F","34","128","154","83.1"
"74","Ben Averkamp","Loyola Chicago","Sr.","6-8","F","25","107","129","82.9"
"75","Cody Ellis","Saint Louis","Sr.","6-8","F","35","97","117","82.9"
"","Angelo Warner","Morehead St.","So.","6-2","G","31","97","117","82.9"
"77","Brandon Frazier","Fordham","Jr.","6-2","G","31","135","163","82.8"
"78","Marcus Thornton","William & Mary","So.","6-4","G","30","110","133","82.7"
"79","Ramon Galloway","La Salle","Sr.","6-2","G","34","105","127","82.7"
"80","Dantrell Thomas","Nicholls","Jr.","6-2","G","23","76","92","82.6"
"81","Ronrico White","Chattanooga","So.","6-3","G","32","123","149","82.6"
"82","Spencer Dinwiddie","Colorado","So.","6-6","G","33","198","240","82.5"
"83","Ryan Arcidiacono","Villanova","Fr.","6-3","G","34","122","148","82.4"
"84","Billy Baron","Canisius","Jr.","6-2","G","34","140","170","82.4"
"","Trevor Releford","Alabama","Jr.","6-0","G","34","126","153","82.4"
"86","Anthony Ireland","LMU (CA)","Jr.","5-10","G","34","167","203","82.3"
"87","Lucky Jones","Robert Morris","So.","6-6","F","34","125","152","82.2"
"88","Isaiah Canaan","Murray St.","Sr.","6-1","G","31","152","185","82.2"
"89","Bryson Johnson","Bucknell","Sr.","6-2","G","34","87","106","82.1"
"90","Cedrick Lindsay","Richmond","Jr.","6-1","G","32","119","145","82.1"
"91","Ceola Clark","Western Ill.","Sr.","6-3","G","30","82","100","82.0"
"92","Devon Saddler","Delaware","Jr.","6-2","G","33","168","205","82.0"
"93","Shabazz Napier","UConn","Jr.","6-1","G","28","118","144","81.9"
"94","Michael Alvarado","Manhattan","Jr.","6-2","G","29","104","127","81.9"
"95","Kierre Greenwood","Coastal Carolina","Sr.","6-2","G","28","99","121","81.8"
"96","Mathias Ward","Montana","Sr.","6-7","F","24","76","93","81.7"
"97","Michael Snaer","Florida St.","Sr.","6-5","G","33","116","142","81.7"
"98","Dave Dudzinski","Holy Cross","Jr.","6-9","F","30","107","131","81.7"
"99","Erick Green","Virginia Tech","Sr.","6-4","G","32","218","267","81.6"
"100","C.J. Wilcox","Washington","Jr.","6-5","G","34","93","114","81.6"
"101","Keifer Sykes","Green Bay","So.","6-0","G","34","159","195","81.5"
"102","Xavier Thames","San Diego St.","Jr.","6-3","G","30","75","92","81.5"
"103","Okaro White","Florida St.","Jr.","6-7","F","34","119","146","81.5"
"104","C.J. Reed","Ga. Southern","Sr.","6-3","G","33","88","108","81.5"
"105","Pendarvis Williams","Norfolk St.","Jr.","6-6","G","31","92","113","81.4"
"106","Siyani Chambers","Harvard","Fr.","6-0","G","30","105","129","81.4"
"107","Ladontae Henton","Providence","So.","6-6","F","34","96","118","81.4"
"108","Nate Wolters","South Dakota St.","Sr.","6-3","G","33","187","230","81.3"
"109","Allen Crabbe","California","Jr.","6-6","G","33","113","139","81.3"
"110","Evan Roquemore","Santa Clara","Jr.","6-3","G","38","130","160","81.3"
"","Tony Johnson","Lafayette","Sr.","6-0","G","34","91","112","81.3"
"112","Jud Dillard","Tennessee Tech","Sr.","6-5","G","29","160","197","81.2"
"113","Cody Doolin","San Francisco","Jr.","6-2","G","31","95","117","81.2"
"114","Christian Watford","Indiana","Sr.","6-9","F","36","129","159","81.1"
"115","Andre Armstrong","Coppin St.","Jr.","6-3","G","31","107","132","81.1"
"116","Frantz Massenat","Drexel","Jr.","6-4","G","31","128","158","81.0"
"117","Jeremy Atkinson","UNC Asheville","Sr.","6-3","F","32","145","179","81.0"
"118","Tavares Speaks","Liberty","Sr.","6-4","G","36","132","163","81.0"
"119","Roy Devyn Marble","Iowa","Jr.","6-6","G","37","153","189","81.0"
"120","Seth Curry","Duke","Sr.","6-2","G","35","123","152","80.9"
"121","D.J. Seeley","Cal St. Fullerton","Sr.","6-4","G","28","105","130","80.8"
"122","Mikh McKinney","Sacramento St.","So.","6-1","G","29","96","119","80.7"
"123","Tyler Brown","Illinois St.","Sr.","6-4","G","32","137","170","80.6"
"124","Andre Hollins","Minnesota","So.","6-1","G","34","112","139","80.6"
"125","Russ Smith","Louisville","Jr.","6-0","G","40","222","276","80.4"
"","Kyle Vinales","Central Conn. St.","So.","6-1","G","30","111","138","80.4"
"127","Glenn Cosey","Eastern Ky.","Jr.","6-0","G","29","78","97","80.4"
"128","Allan Chaney","High Point","Sr.","6-9","F","30","106","132","80.3"
"129","Brandon Ubel","Nebraska","Sr.","6-10","F","31","93","116","80.2"
"130","Brandon Provost","UTRGV","Sr.","6-3","G","31","113","141","80.1"
"131","Trey Burke","Michigan","So.","6-0","G","39","133","166","80.1"
"132","Pierre Jackson","Baylor","Sr.","5-10","G","36","192","240","80.0"
"","Stephan Hicks","CSUN","So.","6-5","G","27","124","155","80.0"
"","Paris Gulley","Milwaukee","Sr.","6-2","G","26","76","95","80.0"
"135","Ryan Manuel","SMU","So.","6-4","G","32","167","209","79.9"
"136","Kentavious Caldwell-Pope","Georgia","So.","6-5","G","32","135","169","79.9"
"137","Chris Cunningham","San Jose St.","Jr.","6-9","F","29","107","134","79.9"
