 


  
  

NCAA Men's Basketball
Division IPoints Per Game
Through Games 04/02/2012


"Rank","Name","Team","Cl","Ht","Pos","G","FGM","3FG","FT","PTS","PPG"
"67","Mike Muscala","Bucknell","Jr.","6-11","F","35","193","384","50.3"
"68","Ryan Pearson","George Mason","Sr.","6-6","F","33","201","400","50.3"
"69","Rakim Sanders","Fairfield","Sr.","6-5","G","37","235","470","50.0"
"","John Henson","North Carolina","Jr.","6-11","F","35","205","410","50.0"
"","Perry Jones III","Baylor","So.","6-11","F","33","182","364","50.0"
"72","Jae Crowder","Marquette","Sr.","6-6","F","35","217","436","49.8"
"73","Preston Medlin","Utah St.","Jr.","6-4","G","37","204","411","49.6"
"74","Justin Greene","Kent St.","Sr.","6-8","F","32","162","328","49.4"
"75","Jeffery Taylor","Vanderbilt","Sr.","6-7","F","36","210","426","49.3"
"76","Ken Horton","Central Conn. St.","Sr.","6-6","F","28","192","391","49.1"
"77","George Goode","FDU","Sr.","6-9","F","29","148","302","49.0"
"78","DeJuan Wright","FIU","Sr.","6-3","G","22","123","252","48.8"
"79","Langston Galloway","Saint Joseph's","So.","6-2","G","34","182","373","48.8"
"80","Dominique Morrison","Oral Roberts","Sr.","6-6","F","34","215","441","48.8"
"81","George Beamon","Manhattan","Jr.","6-4","G","33","210","433","48.5"
"82","A'Uston Calhoun","Bowling Green","Jr.","6-7","F","32","176","363","48.5"
"83","Drew Crawford","Northwestern","Jr.","6-5","F","33","195","403","48.4"
"84","Cameron Moore","UAB","Sr.","6-10","F","31","195","404","48.3"
"85","Kendrick Perry","Youngstown St.","So.","6-0","G","31","177","367","48.2"
"86","Jarrod Jones","Ball St.","Sr.","6-9","F","30","161","334","48.2"
"87","Mamadou Seck","Southern Ill.","Sr.","6-7","F","31","158","328","48.2"
"88","B.J. Monteiro","Duquesne","Sr.","6-5","F","28","164","341","48.1"
"89","Anthony Raffa","Coastal Carolina","Jr.","6-1","G","31","184","383","48.0"
"90","Khaliff Wyatt","Temple","Jr.","6-4","G","31","162","338","47.9"
"91","Travis McKie","Wake Forest","So.","6-7","F","31","175","366","47.8"
"92","Laquentin Miles","Central Ark.","So.","6-5","G","28","163","341","47.8"
"93","Jeremy Lamb","UConn","So.","6-5","G","34","217","454","47.8"
"94","Tyshawn Taylor","Kansas","Sr.","6-3","G","39","226","474","47.7"
"95","C.J. Harris","Wake Forest","Jr.","6-3","G","30","153","321","47.7"
"96","Rian Pearson","Toledo","So.","6-4","G","36","231","486","47.5"
"97","Yancy Gates","Cincinnati","Sr.","6-9","F","31","156","329","47.4"
"98","John Jenkins","Vanderbilt","Jr.","6-3","G","35","217","458","47.4"
"99","Greg Mangano","Yale","Sr.","6-10","F","29","197","416","47.4"
"100","Devoe Joseph","Oregon","Sr.","6-4","G","28","166","351","47.3"
"101","Ben Simons","Drake","Jr.","6-8","F","29","169","359","47.1"
"102","Herb Pope","Seton Hall","Sr.","6-8","F","33","193","410","47.1"
"103","Raheem Appleby","Louisiana Tech","Fr.","6-4","G","32","173","368","47.0"
"104","James Nunnally","UC Santa Barbara","Sr.","6-5","F","31","180","383","47.0"
"105","Andrew Fitzgerald","Oklahoma","Jr.","6-8","F","31","159","339","46.9"
"106","Isaiah Canaan","Murray St.","Jr.","6-1","G","33","187","400","46.8"
"107","Rob Jones","Saint Mary's (CA)","Sr.","6-6","F","33","194","415","46.7"
"108","Ian Hummer","Princeton","Jr.","6-7","F","32","190","407","46.7"
"109","Damian Lillard","Weber St.","Jr.","6-2","G","32","231","495","46.7"
"110","Jeremy Granger","Eastern Ill.","Sr.","6-1","G","29","168","362","46.4"
"111","Earl Pettis","La Salle","Sr.","6-5","G","34","199","429","46.4"
"112","John Shurna","Northwestern","Sr.","6-9","F","33","228","492","46.3"
"113","Rodney McGruder","Kansas St.","Jr.","6-4","G","33","188","406","46.3"
"114","Robert Nyakundi","SMU","Sr.","6-6","F","31","156","337","46.3"
"115","Wendell McKines","New Mexico St.","Sr.","6-6","F","35","233","505","46.1"
"116","LaMarcus Reed","UT Arlington","Sr.","6-5","F","33","179","388","46.1"
"117","Keith Clanton","UCF","Jr.","6-8","F","33","176","382","46.1"
"118","Marcus Denmon","Missouri","Sr.","6-3","G","35","200","435","46.0"
"119","Steven Pledger","Oklahoma","Jr.","6-4","G","30","170","370","45.9"
"120","Gerardo Suero","UAlbany","Jr.","6-4","G","32","220","479","45.9"
"121","Lamont Jones","Iona","Jr.","6-0","G","33","197","429","45.9"
"122","Ray McCallum","Detroit Mercy","So.","6-1","G","36","192","419","45.8"
"123","Kwame Vaughn","Cal St. Fullerton","Jr.","6-3","G","31","157","343","45.8"
"124","Terrence Ross","Washington","So.","6-6","G","35","215","470","45.7"
"125","Chris Gradnigo","Coastal Carolina","Sr.","6-7","F","30","172","377","45.6"
"126","Alec Brown","Green Bay","So.","7-1","C","30","154","338","45.6"
"127","Shay Shine","High Point","Sr.","6-2","G","31","157","345","45.5"
"128","Jeremy Robinson","Chicago St.","Jr.","6-9","F","30","161","354","45.5"
"129","Chase Tapley","San Diego St.","Jr.","6-2","G","34","200","440","45.5"
"130","Ladontae Henton","Providence","Fr.","6-6","F","32","168","370","45.4"
"131","Reggie Chamberlain","Kansas City","Sr.","6-0","G","31","174","384","45.3"
"132","Mike James","Lamar University","Sr.","6-1","G","32","211","466","45.3"
"","Zack Rosen","Penn","Sr.","6-1","G","33","211","466","45.3"
"134","Markeith Cummings","Kennesaw St.","Jr.","6-7","G","30","162","358","45.3"
"135","Moe Harkless","St. John's (NY)","Fr.","6-8","F","32","193","427","45.2"
"136","Orlando Johnson","UC Santa Barbara","Sr.","6-5","G","31","207","459","45.1"
"137","Jared Cunningham","Oregon St.","Jr.","6-4","G","36","198","440","45.0"
"138","Draymond Green","Michigan St.","Sr.","6-7","F","37","212","472","44.9"
"139","Michael Lyons","Air Force","Jr.","6-5","G","23","128","285","44.9"
"140","Nate Wolters","South Dakota St.","Jr.","6-3","G","34","250","558","44.8"
"141","Cleveland Melvin","DePaul","So.","6-8","F","31","219","489","44.8"
"142","Darius Johnson-Odom","Marquette","Sr.","6-2","G","34","210","470","44.7"
"143","Reggie Hamilton","Oakland","Sr.","5-11","G","36","281","630","44.6"
"144","Nick Barbour","High Point","Sr.","6-3","G","31","185","415","44.6"
"145","Frank Gaines","Purdue Fort Wayne","Jr.","6-3","G","30","207","465","44.5"
"146","Will Cherry","Montana","Jr.","6-1","G","32","161","362","44.5"
"147","Kevin Murphy","Tennessee Tech","Sr.","6-6","F","33","239","538","44.4"
"148","C.J. McCollum","Lehigh","Jr.","6-3","G","35","254","573","44.3"
"149","Tony Wroten","Washington","Fr.","6-5","G","35","198","447","44.3"
"150","Harold Washington","Canisius","Jr.","6-1","G","30","182","411","44.3"
"151","Colt Ryan","Evansville","Jr.","6-5","G","32","199","450","44.2"
"152","Chris Gaston","Fordham","Jr.","6-7","F","28","188","426","44.1"
"153","Julian Mavunga","Miami (OH)","Sr.","6-8","F","30","150","340","44.1"
"154","Kenny Boynton","Florida","Jr.","6-2","G","37","187","425","44.0"
"155","Anthony Ireland","LMU (CA)","So.","5-10","G","34","190","432","44.0"
"156","Harrison Barnes","North Carolina","So.","6-8","F","38","229","521","44.0"
"157","Tahj Tate","Delaware St.","Fr.","6-4","G","24","145","330","43.9"
"158","D.J. Seeley","Cal St. Fullerton","Jr.","6-4","G","31","169","385","43.9"
"159","Antwaine Wiggins","Col. of Charleston","Sr.","6-7","F","31","176","401","43.9"
"160","Tristan Carey","Longwood","So.","6-4","G","31","161","367","43.9"
"161","Erick Green","Virginia Tech","Jr.","6-4","G","31","170","388","43.8"
"162","A.J. Davis","James Madison","Jr.","6-6","G","32","169","387","43.7"
"163","Torrey Craig","USC Upstate","So.","6-6","F","34","194","446","43.5"
"164","Isaiah Wilkerson","NJIT","Sr.","5-10","G","32","179","412","43.4"
"165","Greg Gantt","Fla. Atlantic","Jr.","6-2","G","27","140","323","43.3"
"166","Austin Rivers","Duke","Fr.","6-4","G","34","174","402","43.3"
"167","Trey Burke","Michigan","Fr.","6-0","G","34","177","409","43.3"
"168","Jamaal Franklin","San Diego St.","So.","6-5","G","32","173","400","43.3"
"169","Andre Jones","Winthrop","Sr.","6-2","G","32","182","421","43.2"
"170","Allen Crabbe","California","So.","6-6","G","34","179","415","43.1"
"171","Ben Averkamp","Loyola Chicago","Jr.","6-8","F","28","165","384","43.0"
"172","Keith Gabriel","VMI","Sr.","6-4","G","33","192","448","42.9"
"173","Sean Kilpatrick","Cincinnati","So.","6-4","G","37","185","432","42.8"
"174","Gerald McLemore","Maine","Sr.","6-3","G","27","162","379","42.7"
"175","Travis Bader","Oakland","So.","6-5","G","36","188","441","42.6"
"176","Ramone Moore","Temple","Sr.","6-4","G","32","195","458","42.6"
"177","Phil Martin","UC Riverside","Sr.","6-4","G","30","191","449","42.5"
"178","Alex Young","IU Indy","Sr.","6-6","F","32","219","516","42.4"
"179","Brandon Young","DePaul","So.","6-4","G","31","162","383","42.3"
"180","Humpty Hitchens","James Madison","Sr.","5-9","G","30","158","374","42.2"
"181","Taylor Brown","Bradley","Sr.","6-6","F","28","142","338","42.0"
"182","Mike Moore","Hofstra","Sr.","6-5","G","32","200","477","41.9"
"183","William Buford","Ohio St.","Sr.","6-6","G","39","205","489","41.9"
"184","Tim Frazier","Penn St.","Jr.","6-1","G","32","208","497","41.9"
"185","Robbie Hummel","Purdue","Sr.","6-8","F","35","194","465","41.7"
"186","J'Covan Brown","Texas","Jr.","6-1","G","34","223","535","41.7"
"187","Carl Jones","Saint Joseph's","Jr.","5-11","G","33","176","423","41.6"
"188","Damier Pitts","Marshall","Sr.","5-10","G","35","180","433","41.6"
"189","Keiton Page","Oklahoma St.","Sr.","5-9","G","32","164","395","41.5"
"190","Brad Loesing","Wofford","Sr.","6-0","G","33","170","410","41.5"
"191","Chase Plummer","UMBC","So.","6-6","F","29","155","374","41.4"
"192","Maalik Wayns","Villanova","Jr.","6-2","G","29","162","391","41.4"
"193","Kyle Weems","Missouri St.","Sr.","6-6","F","32","182","440","41.4"
"194","Terrell Stoglin","Maryland","So.","6-1","G","32","220","533","41.3"
"195","Kyle Downey","Siena","Sr.","6-2","G","31","155","376","41.2"
"196","Robby Ptacek","Central Conn. St.","Sr.","6-3","G","29","168","408","41.2"
"","Ella Ellis","Army West Point","Jr.","6-6","F","30","161","391","41.2"
"198","Savalace Townsend","Ark.-Pine Bluff","Sr.","6-1","G","33","170","414","41.1"
"199","Bo Spencer","Nebraska","Sr.","6-2","G","30","153","373","41.0"
"200","Chaz Williams","Massachusetts","So.","5-9","G","37","195","476","41.0"
"201","Kent Bazemore","Old Dominion","Sr.","6-5","F","35","186","457","40.7"
"202","Darryl Partin","Boston U.","Sr.","6-6","G","32","218","536","40.7"
"203","Charles Hinkle","American","Sr.","6-5","G","32","175","432","40.5"
"204","James Kinney","San Jose St.","Jr.","6-2","G","31","170","420","40.5"
"205","Brian Williams","Jacksonville St.","So.","6-1","G","33","165","408","40.4"
"206","Wes Eikmeier","Colorado St.","Jr.","6-3","G","32","166","412","40.3"
"207","Brandon Riley","South Carolina St.","Sr.","6-2","G","28","176","437","40.3"
"208","Cliff Colimon","Eastern Wash.","Sr.","6-0","G","32","173","430","40.2"
"209","Patrick Richard","McNeese","Sr.","6-4","F","33","190","473","40.2"
"210","Julian Norfleet","Mount St. Mary's","So.","6-2","G","29","145","361","40.2"
"211","Casper Ware","Long Beach St.","Sr.","5-9","G","34","189","471","40.1"
"212","Kevin Giltner","Wofford","Sr.","6-6","F","33","165","416","39.7"
"213","Kyle Vinales","Central Conn. St.","Fr.","6-1","G","29","179","456","39.3"
"214","Devon Saddler","Delaware","So.","6-2","G","32","193","493","39.1"
"215","Vincent Council","Providence","Jr.","6-2","G","31","184","471","39.1"
"216","Alshwan Hymes","Canisius","Jr.","6-2","G","30","168","431","39.0"
"217","Jordan Theodore","Seton Hall","Sr.","6-0","G","34","176","452","38.9"
"218","Isiah Williams","Utah Valley","Sr.","6-1","G","33","185","479","38.6"
"219","Trevis Simpson","UNC Greensboro","So.","6-4","G","30","186","486","38.3"
"220","James Johnson","Quinnipiac","Sr.","6-0","G","31","171","452","37.8"
"221","Darrion Pellum","Hampton","Sr.","6-6","G","33","196","542","36.2"
"222","Melquan Bolding","FDU","Jr.","6-3","G","25","125","356","35.1"
"223","Mike Liabo","UT Martin","So.","6-6","G","30","156","448","34.8"
Reclassifying
"NR","Al'lonzo Coleman","Presbyterian","Sr.","6-8","C","29","163","302","54.0"
"NR","John Karhoff","Omaha","So.","6-8","C","29","146","276","52.9"
"NR","Alex Francis","Bryant","So.","6-6","F","30","185","361","51.2"
"NR","Mitch Albers","Omaha","Sr.","6-4","G","29","188","388","48.5"
"NR","Mark Yelovich","SIUE","Jr.","6-6","F","26","146","311","46.9"
"NR","Aaron Broussard","Seattle U","Sr.","6-5","F","27","184","394","46.7"
"NR","Charlie Westbrook","South Dakota","Sr.","6-4","G","28","183","394","46.4"
"NR","Louie Krogman","South Dakota","Sr.","6-1","G","28","166","374","44.4"
"NR","Khalid Mutakabbir","Presbyterian","Jr.","6-4","G","29","147","335","43.9"

NCAA Men's Basketball
Division IThree-Point Field Goals Per Game
Through Games 04/02/2012


"Rank","Name","Team","Cl","Ht","Pos","G","3FG","3PG"
"1","John Jenkins","Vanderbilt","Jr.","6-3","G","35","134","3.83"
"2","Nick Barbour","High Point","Sr.","6-3","G","31","108","3.48"
"3","Travis Bader","Oakland","So.","6-5","G","36","124","3.44"
"4","Keaton Cole","Western Caro.","Sr.","5-10","G","35","116","3.31"
"5","Reggie Hamilton","Oakland","Sr.","5-11","G","36","118","3.28"
"6","Keiton Page","Oklahoma St.","Sr.","5-9","G","32","103","3.22"
"7","Reggie Chamberlain","Kansas City","Sr.","6-0","G","31","97","3.13"
"","Zach Filzen","Buffalo","Sr.","6-3","G","31","97","3.13"
"9","Omar Strong","Texas Southern","Jr.","5-9","G","33","102","3.09"
"10","Parker Smith","North Florida","Jr.","6-3","G","32","96","3.00"
"","Andrew Ferry","Cornell","Sr.","6-4","G","28","84","3.00"
"12","Kenny Boynton","Florida","Jr.","6-2","G","37","110","2.97"
"13","Isaiah Canaan","Murray St.","Jr.","6-1","G","33","98","2.97"
"","Deric Rudolph","Savannah St.","Jr.","5-11","G","33","98","2.97"
"15","Damian Lillard","Weber St.","Jr.","6-2","G","32","94","2.94"
"16","Blake Allen","Youngstown St.","Jr.","6-1","G","31","91","2.94"
"17","Scottie Haralson","Tulsa","Jr.","6-4","G","31","90","2.90"
"18","John Shurna","Northwestern","Sr.","6-9","F","33","95","2.88"
"19","Terrell Stoglin","Maryland","So.","6-1","G","32","91","2.84"
"20","Marcus Denmon","Missouri","Sr.","6-3","G","35","99","2.83"
"21","Zane Johnson","Hawaii","Sr.","6-6","G","29","82","2.83"
"22","Alshwan Hymes","Canisius","Jr.","6-2","G","30","84","2.80"
"23","Bryan Dougher","Stony Brook","Sr.","6-1","G","32","89","2.78"
"24","James Kinney","San Jose St.","Jr.","6-2","G","31","86","2.77"
"25","Ben Mockford","St. Francis Brooklyn","So.","6-2","G","30","83","2.77"
"26","Casper Ware","Long Beach St.","Sr.","5-9","G","34","94","2.76"
"27","Collin Chiverton","Eastern Wash.","Jr.","6-6","F","32","88","2.75"
"28","Martiz Washington","Longwood","Sr.","6-0","G","31","85","2.74"
"29","Humpty Hitchens","James Madison","Sr.","5-9","G","30","82","2.73"
"30","Shane Gibson","Sacred Heart","Jr.","6-2","G","32","87","2.72"
"31","Robert Nyakundi","SMU","Sr.","6-6","F","31","84","2.71"
"32","Ian Clark","Belmont","Jr.","6-3","G","34","92","2.71"
"33","Gerald McLemore","Maine","Sr.","6-3","G","27","73","2.70"
"34","Brian Neller","UMBC","Jr.","6-4","G","30","81","2.70"
"35","Ceola Clark","Western Ill.","Sr.","6-3","G","32","86","2.69"
"36","Drew Hanlen","Belmont","Sr.","5-11","G","35","94","2.69"
"","Malik Story","Nevada","Jr.","6-5","G","35","94","2.69"
"38","Tony Gallo","Coppin St.","Sr.","5-11","G","30","80","2.67"
"","Omar Wattad","Chattanooga","Sr.","6-5","G","30","80","2.67"
"40","Charles Hinkle","American","Sr.","6-5","G","32","85","2.66"
"41","Ben Simons","Drake","Jr.","6-8","F","29","77","2.66"
"42","Langston Galloway","Saint Joseph's","So.","6-2","G","34","90","2.65"
"43","Tyler Les","UC Davis","So.","6-2","G","31","82","2.65"
"44","Scott Wood","NC State","Jr.","6-6","F","36","95","2.64"
"45","Deremy Geiger","Idaho","Sr.","5-11","G","33","87","2.64"
"46","Brady Heslip","Baylor","So.","6-2","G","38","100","2.63"
"47","Casey Walker","Delaware St.","So.","6-5","G","29","76","2.62"
"48","Troy Daniels","VCU","Jr.","6-4","G","36","94","2.61"
"49","Kevin Giltner","Wofford","Sr.","6-6","F","33","86","2.61"
"50","Kevin Dukes","Bethune-Cookman","Jr.","5-9","G","35","91","2.60"
"51","Douglas Davis","Princeton","Sr.","5-11","G","32","83","2.59"
"52","Preston Medlin","Utah St.","Jr.","6-4","G","37","95","2.57"
"53","Johnny Dee","San Diego","Fr.","6-0","G","31","79","2.55"
"54","Ryne Smith","Purdue","Sr.","6-3","G","35","89","2.54"
"55","Luke Martinez","Wyoming","Jr.","6-4","G","32","81","2.53"
"","Mike Moore","Hofstra","Sr.","6-5","G","32","81","2.53"
"57","Jack Isenbarger","Elon","So.","6-2","G","29","73","2.52"
"","Stefan Perunicic","St. Francis Brooklyn","Sr.","6-6","G","29","73","2.52"
"59","Mike Felt","North Dakota St.","So.","6-3","G","31","78","2.52"
"60","Marvin Jordan","Niagara","So.","5-11","G","33","83","2.52"
"","Isiah Williams","Utah Valley","Sr.","6-1","G","33","83","2.52"
"62","Josh Herbeck","Army West Point","So.","6-2","G","30","75","2.50"
"63","Sean Kilpatrick","Cincinnati","So.","6-4","G","37","92","2.49"
"64","Scott Bamforth","Weber St.","Jr.","6-2","G","31","77","2.48"
"65","Freddie Goldstein","South Alabama","Jr.","5-10","G","29","72","2.48"
"","Derek Needham","Fairfield","Jr.","5-11","G","29","72","2.48"
"67","Bryson Johnson","Bucknell","Jr.","6-2","G","34","84","2.47"
"68","Kyle Vinales","Central Conn. St.","Fr.","6-1","G","29","71","2.45"
"69","Allen Crabbe","California","So.","6-6","G","34","83","2.44"
"","Torrey Craig","USC Upstate","So.","6-6","F","34","83","2.44"
"71","Michael Wilder","UC Irvine","Jr.","6-2","G","32","78","2.44"
"72","Brandon Provost","UTRGV","Jr.","6-3","G","30","73","2.43"
"73","Brian Stafford","Denver","Sr.","6-4","G","31","75","2.42"
"74","Bryce Cotton","Providence","So.","6-1","G","32","77","2.41"
"75","Steven Pledger","Oklahoma","Jr.","6-4","G","30","72","2.40"
"76","Sean Armand","Iona","So.","6-5","G","33","79","2.39"
"","Kevin Murphy","Tennessee Tech","Sr.","6-6","F","33","79","2.39"
"","Kevin Pangos","Gonzaga","Fr.","6-2","G","33","79","2.39"
"79","Spencer Dixon","Kennesaw St.","Sr.","6-0","G","31","74","2.39"
"","Tyler Murray","Wagner","Sr.","6-5","G","31","74","2.39"
"81","Julian Norfleet","Mount St. Mary's","So.","6-2","G","29","69","2.38"
"82","D'Angelo Harrison","St. John's (NY)","Fr.","6-4","G","32","76","2.38"
"83","Devoe Joseph","Oregon","Sr.","6-4","G","28","66","2.36"
"","Tony Meier","Milwaukee","Sr.","6-8","F","28","66","2.36"
"85","J'Covan Brown","Texas","Jr.","6-1","G","34","80","2.35"
"","Chace Stanback","UNLV","Sr.","6-8","F","34","80","2.35"
"87","Aaron Graham","Stetson","So.","6-4","G","29","68","2.34"
"","Michael Harper","Coppin St.","Sr.","6-3","G","29","68","2.34"
"89","Tyler Brown","Illinois St.","Jr.","6-4","G","34","79","2.32"
"90","Joel Smith","Northeastern","Jr.","6-4","G","31","72","2.32"
"91","Colt Ryan","Evansville","Jr.","6-5","G","32","74","2.31"
"92","Melvin Johnson III","UTSA","Jr.","6-5","G","30","69","2.30"
"","Josh Ritchert","UC Davis","So.","6-9","F","30","69","2.30"
"94","Nick Kellogg","Ohio","So.","6-3","G","37","85","2.30"
"","Chasson Randle","Stanford","Fr.","6-1","G","37","85","2.30"
"96","C.J. Wilcox","Washington","So.","6-5","G","32","73","2.28"
"97","Dee Bost","Mississippi St.","Sr.","6-2","G","33","75","2.27"
"","Keith Gabriel","VMI","Sr.","6-4","G","33","75","2.27"
"","Zack Rosen","Penn","Sr.","6-1","G","33","75","2.27"
"100","Mike Liabo","UT Martin","So.","6-6","G","30","68","2.27"
"101","Darius Johnson-Odom","Marquette","Sr.","6-2","G","34","77","2.26"
"","Chase Tapley","San Diego St.","Jr.","6-2","G","34","77","2.26"
"103","Orlando Johnson","UC Santa Barbara","Sr.","6-5","G","31","70","2.26"
"104","Bradford Burgess","VCU","Sr.","6-6","G","36","81","2.25"
"105","Jeremie Mitchell","McNeese","Jr.","6-3","G","33","74","2.24"
"","Hank Thorns","TCU","Sr.","5-9","G","33","74","2.24"
"107","Chris Allen","Iowa St.","Sr.","6-3","G","34","76","2.24"
"108","Kenny McGowen","Idaho St.","Sr.","6-0","G","30","67","2.23"
"109","Kim English","Missouri","Sr.","6-6","G","35","78","2.23"
"110","Greg Gantt","Fla. Atlantic","Jr.","6-2","G","27","60","2.22"
"","Tate Unruh","Northern Colo.","So.","6-2","G","27","60","2.22"
"112","Trevon Harmon","Cleveland St.","Sr.","6-1","G","32","71","2.22"
"","D.J. Richardson","Illinois","Jr.","6-3","G","32","71","2.22"
"114","Randal Holt","Kent St.","Jr.","6-1","G","33","73","2.21"
"115","J.P. Primm","UNC Asheville","Sr.","6-1","G","34","75","2.21"
"116","Griffan Callahan","South Dakota St.","Sr.","6-4","G","35","77","2.20"
"117","Kyle Anderson","Delaware","Fr.","6-3","G","31","68","2.19"
"","Ramon Galloway","La Salle","Jr.","6-2","G","31","68","2.19"
"","Malcolm Grant","Miami (FL)","Sr.","6-1","G","31","68","2.19"
"","James Johnson","Quinnipiac","Sr.","6-0","G","31","68","2.19"
"","Miguel Paul","East Carolina","Jr.","6-1","G","31","68","2.19"
"122","Ashton Gibbs","Pittsburgh","Sr.","6-2","G","37","81","2.19"
"123","Elston Turner","Texas A&M","Jr.","6-5","G","32","70","2.19"
"","Mardracus Wade","Arkansas","So.","6-2","G","32","70","2.19"
"125","Darrion Pellum","Hampton","Sr.","6-6","G","33","72","2.18"
"","Dylan Royer","Cal Poly","Jr.","6-1","G","33","72","2.18"
"127","Mathiang Muo","Charleston So.","Jr.","6-5","F","31","67","2.16"
"128","Justin Cecil","Mercer","Sr.","6-8","F","38","82","2.16"
"129","Chris Johnson","Dayton","Sr.","6-5","G","32","69","2.16"
"","Darryl Partin","Boston U.","Sr.","6-6","G","32","69","2.16"
"131","Darryl Bryant","West Virginia","Sr.","6-2","G","33","71","2.15"
"132","Nic Simpson","N.C. A&T","Sr.","6-3","G","27","58","2.15"
"133","Garrett Sim","Oregon","Sr.","6-2","G","34","73","2.15"
"134","Matt Gatens","Iowa","Sr.","6-5","G","35","75","2.14"
"","Stephen Albrecht","Brown","So.","6-3","G","28","60","2.14"
"136","Daniel Barnes","UIC","Jr.","6-2","G","30","64","2.13"
"137","Laurent Rivard","Harvard","So.","6-5","G","31","66","2.13"
"","D.J. Seeley","Cal St. Fullerton","Jr.","6-4","G","31","66","2.13"
"","Andre Young","Clemson","Sr.","5-9","G","31","66","2.13"
"140","Kendall Anthony","Richmond","Fr.","5-8","G","32","68","2.13"
"","Darien Brothers","Richmond","Jr.","6-3","G","32","68","2.13"
"142","Jalen Steele","Mississippi St.","So.","6-3","G","33","70","2.12"
"143","Chris McEachin","Norfolk St.","Sr.","6-6","G","36","76","2.11"
"144","Shamarr Bowden","East Carolina","Jr.","6-4","G","28","59","2.11"
"145","Austin Morgan","Yale","Jr.","5-11","G","29","61","2.10"
"146","Ella Ellis","Army West Point","Jr.","6-6","F","30","63","2.10"
"","Bo Spencer","Nebraska","Sr.","6-2","G","30","63","2.10"
"","Brooks Ybarra","Texas St.","Sr.","6-5","F","30","63","2.10"
"149","Delbert Love","Kennesaw St.","Fr.","6-0","G","31","65","2.10"
"","Brandon Penn","Rider","Sr.","6-8","F","31","65","2.10"
"151","Ryan Gesiakowski","Prairie View","Jr.","6-4","G","32","67","2.09"
"152","Michael Culpo","LIU","Sr.","6-1","G","34","71","2.09"
"","Jeremy Lamb","UConn","So.","6-5","G","34","71","2.09"
"154","Wes Cole","Hartford","Fr.","6-0","G","30","62","2.07"
"","Raymond Cowels III","Santa Clara","Jr.","6-4","F","30","62","2.07"
"156","Cliff Colimon","Eastern Wash.","Sr.","6-0","G","32","66","2.06"
"","Juan Fernandez","Temple","Sr.","6-4","G","32","66","2.06"
"","Robert Olson","Loyola Maryland","Jr.","6-6","G","32","66","2.06"
"159","Bo Ingram","UT Arlington","Sr.","6-5","F","33","68","2.06"
"","Donte Poole","Murray St.","Sr.","6-3","G","33","68","2.06"
"161","Kyle Fogg","Arizona","Sr.","6-3","G","35","72","2.06"
"","Robbie Hummel","Purdue","Sr.","6-8","F","35","72","2.06"
"","Damier Pitts","Marshall","Sr.","5-10","G","35","72","2.06"
"","Terrence Ross","Washington","So.","6-6","G","35","72","2.06"
"","Tony Snell","New Mexico","So.","6-7","G","35","72","2.06"
"166","Josh Greene","CSUN","So.","6-0","G","28","57","2.04"
"","R.J. Scott","Troy","So.","6-4","G","28","57","2.04"
"","Charles Winborne","ULM","Fr.","4-0","F","28","57","2.04"
"169","Trey Finn","Arkansas St.","Jr.","6-2","G","30","61","2.03"
"","Jeff Jones","Rider","Sr.","6-4","G","30","61","2.03"
"","Julian Simmons","Army West Point","Sr.","5-11","G","30","61","2.03"
"","Trevis Simpson","UNC Greensboro","So.","6-4","G","30","61","2.03"
"173","Marland Smith","Southeast Mo. St.","Jr.","6-2","G","31","63","2.03"
"174","Kentavious Caldwell-Pope","Georgia","Fr.","6-5","G","32","65","2.03"
"","Chris Fouch","Drexel","Jr.","6-0","G","32","65","2.03"
"176","Cody Ellis","Saint Louis","Jr.","6-8","F","34","69","2.03"
"","Terrence Joyner","Mississippi Val.","Sr.","6-3","G","34","69","2.03"
"178","D.J. Cooper","Ohio","Jr.","5-11","G","37","75","2.03"
"179","Kyle Kuric","Louisville","Sr.","6-4","G","38","76","2.00"
"","Jordan Hulls","Indiana","Jr.","6-0","G","36","72","2.00"
"","Chris Czerapowicz","Davidson","So.","6-7","G","33","66","2.00"
"","Saah Nimley","Charleston So.","Fr.","5-8","G","31","62","2.00"
"","Chris Prescott","Saint Peter's","Jr.","6-2","G","31","62","2.00"
"","Shay Shine","High Point","Sr.","6-2","G","31","62","2.00"
"","Clint Steindl","Saint Mary's (CA)","Sr.","6-7","F","30","60","2.00"
"","Christian Moon","Montana St.","Jr.","6-2","G","29","58","2.00"
"187","Scott Christopherson","Iowa St.","Sr.","6-3","G","34","67","1.97"
"","Raymond Cintron","Middle Tenn.","Jr.","6-0","G","34","67","1.97"
"","Andre Dawkins","Duke","Jr.","6-4","G","34","67","1.97"
"190","D.J. Byrd","Purdue","Jr.","6-5","G","33","65","1.97"
"","Robert Covington","Tennessee St.","Jr.","6-9","F","33","65","1.97"
"","Sam Mills","La Salle","So.","6-2","G","33","65","1.97"
"193","Kidani Brutus","Manhattan","Sr.","6-1","G","32","63","1.97"
"","TyShwan Edmondson","Austin Peay","Sr.","6-3","G","32","63","1.97"
"195","Javarris Barnett","Charlotte","Sr.","6-7","G","30","59","1.97"
"","Sammy Zeglinski","Virginia","Sr.","6-1","G","30","59","1.97"
"197","Anthony Drmic","Boise St.","Fr.","6-6","G","29","57","1.97"
