 


  
  

NCAA Men's Basketball
Division IPoints Per Game
Through Games 04/03/2017


"Rank","Name","Team","Cl","Ht","Pos","G","FGM","3FG","FT","PTS","PPG"
"","Dennis Smith","NC State","Fr.","6-3","G","32","197"
"17","Matt Farrell","Notre Dame","Jr.","6-0","G","36","196"
"18","Jaylen Adams","St. Bonaventure","Jr.","6-5","G","30","195"
"","Jalen Adams","UConn","So.","6-3","G","32","195"
"20","Daquan Bracey","Louisiana Tech","Fr.","5-11","G","33","193"
"21","Joe Rahon","Saint Mary's (CA)","Sr.","6-2","G","34","192"
"22","Emmett Naar","Saint Mary's (CA)","Jr.","6-1","G","34","191"
"23","Denzel Ingram","UNCW","Sr.","6-0","G","35","189"
"","Derrick Walton Jr.","Michigan","Sr.","6-1","G","38","189"
"25","Bryant McIntosh","Northwestern","Jr.","6-3","G","36","188"
"26","Dominic Artis","UTEP","Sr.","6-3","G","32","187"
"","Frank Mason","Kansas","Sr.","5-11","G","36","187"
"28","Patrick Cole","N.C. Central","Sr.","6-5","G","33","184"
"","John Gillon","Syracuse","Sr.","6-0","G","34","184"
"30","Bryant Crawford","Wake Forest","So.","6-3","G","33","182"
"","Cassius Winston","Michigan St.","Fr.","6-0","G","35","182"
"32","Rickey McGill","Iona","So.","6-1","G","35","180"
"33","Nigel Williams-Goss","Gonzaga","Jr.","6-3","G","38","179"
"34","Dajuan Graf","N.C. Central","Sr.","6-0","G","34","178"
"35","Tarkus Ferguson","UIC","Fr.","6-4","G","36","177"
"","Donte Thomas","Arkansas St.","Sr.","6-3","G","32","177"
"37","Paris Lee","Illinois St.","Sr.","6-0","G","35","176"
"38","Jordan Bohannon","Iowa","Fr.","6-1","G","34","175"
"39","Jonathan Stark","Murray St.","Jr.","6-0","G","33","172"
"40","Laquincy Rideau","Gardner-Webb","So.","6-1","G","33","171"
"41","Nate Mason","Minnesota","Jr.","6-2","G","34","169"
"42","John Dewey Jr.","Sam Houston","So.","6-0","G","34","168"
"","Xavier Rathan-Mayes","Florida St.","Jr.","6-4","G","35","168"
"44","Stephen Brown","Bucknell","Jr.","5-11","G","35","167"
"","Tayler Persons","Ball St.","So.","6-3","G","34","167"
"46","Deron Powers","Hofstra","Sr.","6-0","G","32","166"
"47","De'Aaron Fox","Kentucky","Fr.","6-3","G","36","165"
"","Marcus Graves","Sacramento St.","Jr.","6-0","G","31","165"
"","Marquis Wright","Siena","Sr.","6-1","G","33","165"
"50","Trelun Banks","Southern U.","Sr.","6-1","G","33","164"
"","Lindsey Drew","Nevada","So.","6-4","G","35","164"
"","Kahron Ross","Lehigh","Jr.","5-11","G","31","164"
"53","Jordan Davis","Northern Colo.","So.","6-2","G","29","162"
"","Matt Hauser","Santa Clara","So.","6-1","G","31","162"
"","Angel Rivera","Stetson","Jr.","5-8","G","30","162"
"","Justin Robinson","Monmouth","Sr.","5-8","G","34","162"
"","Maurice Watson Jr.","Creighton","Sr.","5-10","G","19","162"
"58","Kasey Hill","Florida","Sr.","6-1","G","36","161"
"","Stevie Jordan","Rider","Fr.","6-0","G","29","161"
"60","Kurk Lee","Drexel","Fr.","5-9","G","32","160"
"","Justin Robinson","Virginia Tech","So.","6-1","G","33","160"
"62","Siyani Chambers","Harvard","Sr.","6-0","G","27","159"
"","Shake Milton","SMU","So.","6-6","G","35","159"
"64","Troy Caupain","Cincinnati","Sr.","6-4","G","36","158"
"","Aaron Holiday","UCLA","So.","6-1","G","36","158"
"","Jequan Lewis","VCU","Sr.","6-1","G","35","158"
"","Francisco Santiago","Youngstown St.","Jr.","6-1","G","34","158"
"","T.J. Williams","Northeastern","Sr.","6-3","G","30","158"
"","Lucas Woodhouse","Stony Brook","Sr.","6-2","G","31","158"
"70","Marcus Keene","Central Mich.","Jr.","5-9","G","32","157"
"","Elijah Mitrou-Long","Mount St. Mary's","So.","6-1","G","36","157"
"72","Jahvaughn Powell","Nicholls","Jr.","6-0","G","31","156"
"73","Tommy Funk","Army West Point","Fr.","5-11","G","32","155"
"","Galen Robinson","Houston","So.","6-1","G","32","155"
"","Michael Weathers","Miami (OH)","Fr.","6-2","G","32","155"
"76","Justin Bibbins","Long Beach St.","Jr.","5-8","G","33","152"
"77","Isaiah Briscoe","Kentucky","So.","6-3","G","36","151"
"78","Ahmad Caver","Old Dominion","So.","6-2","G","31","150"
"","Josh Sharkey","Samford","Fr.","5-10","G","36","150"
"80","Diante Baldwin","UNC Greensboro","Sr.","6-0","G","35","149"
"","Devonte' Graham","Kansas","Jr.","6-2","G","36","149"
"82","Jalen Brunson","Villanova","So.","6-3","G","36","148"
"","Markelle Fultz","Washington","Fr.","6-4","G","25","148"
"","Malik Johnson","Canisius","Fr.","5-10","G","34","148"
"","Logan McIntosh","UMES","Jr.","6-3","G","34","148"
"","Zaynah Robinson","Norfolk St.","Jr.","6-0","G","33","148"
"","Jaylen Shaw","Coastal Carolina","Jr.","6-1","G","39","148"
"","Derrick White","Colorado","Sr.","6-5","G","34","148"
"89","Nick Coppola","ULM","Sr.","5-11","G","33","146"
"","Jordan Fox","Army West Point","So.","6-1","G","32","146"
"91","Kamau Stokes","Kansas St.","So.","6-0","G","35","145"
"92","Ojai Black","Texas St.","Sr.","6-1","G","36","144"
"","Joseph Chartouny","Fordham","So.","6-3","G","29","144"
"","Shannon Evans II","Arizona St.","Jr.","6-1","G","33","144"
"","Joey Frenchwood","Lamar University","Jr.","6-3","G","34","144"
"","Josh Heath","Georgia Tech","Sr.","6-2","G","33","144"
"","Scoochie Smith","Dayton","Sr.","6-2","G","32","144"
"","Marlain Veal","Southeastern La.","So.","5-9","G","32","144"
"99","Lavone Holland II","Northern Ky.","Jr.","6-2","G","35","143"
"","Kendall Smith","CSUN","Jr.","6-3","G","30","143"
"101","Rakia Battle","Alabama A&M","Sr.","5-10","G","29","142"
"","Milton Doyle","Loyola Chicago","Sr.","6-4","G","32","142"
"","Diamante Lewis","Bethune-Cookman","Sr.","6-3","G","31","142"
"","Jaquan Lyle","Ohio St.","So.","6-5","G","31","142"
"","Jeremiah Martin","Memphis","So.","6-3","G","32","142"
"","Terrence Phillips","Missouri","So.","5-11","G","32","142"
"107","Blake Hamilton","Buffalo","Sr.","6-6","G","32","141"
"","K.J. Maura","UMBC","Jr.","5-8","G","33","141"
"","Payton Pritchard","Oregon","Fr.","6-2","G","39","141"
"110","Everett Clemons","Indiana St.","Sr.","6-1","G","31","140"
"","Jaylen Fisher","TCU","Fr.","6-2","G","35","140"
"","J.J. Frazier","Georgia","Sr.","5-10","G","34","140"
"","DeJon Jarreau","Massachusetts","Fr.","6-5","G","31","140"
"114","Tony Carr","Penn St.","Fr.","6-5","G","33","139"
"","David Cohn","William & Mary","Jr.","6-2","G","31","139"
"","Brandon Goodwin","FGCU","Jr.","6-2","G","34","139"
"","Tahjere McCall","Tennessee St.","Sr.","6-5","G","27","139"
"","Xavier Moon","Morehead St.","Sr.","6-2","G","30","139"
"119","Joel Berry II","North Carolina","Jr.","6-0","G","38","138"
"","Nathan Moran","Lipscomb","Jr.","5-9","G","33","138"
"121","Ian Baker","New Mexico St.","Sr.","6-0","G","33","137"
"","Jevon Carter","West Virginia","Jr.","6-2","G","37","137"
"","Kedar Edwards","UT Martin","Sr.","6-5","F","32","137"
"","Riley LaChance","Vanderbilt","Jr.","6-2","G","35","137"
"","Tyler Lewis","Butler","Sr.","5-11","G","34","137"
"","Jaleen Smith","New Hampshire","Sr.","6-4","G","32","137"
"","Trevis Wyche","Saint Peter's","Sr.","6-1","G","36","137"
"128","Trae Bell-Haynes","Vermont","Jr.","6-2","G","35","136"
"","Bogdan Bliznyuk","Eastern Wash.","Jr.","6-6","F","34","136"
"","Lavell Boyd","Kansas City","Sr.","6-0","G","35","136"
"","Geno Crandall","North Dakota","So.","6-3","G","31","136"
"","Kahlil Dukes","Niagara","Jr.","6-0","G","33","136"
"","Kyle Foreman","Boston U.","So.","6-1","G","30","136"
"","Shawndre' Jones","Richmond","Sr.","5-11","G","35","136"
"","Terrell Lewis","Eastern Ill.","Jr.","5-7","G","29","136"
"","Malik Morgan","Tulane","Sr.","6-4","G","31","136"
"137","Chris Chiozza","Florida","Jr.","6-0","G","36","135"
"","Malcolm Drumwright","Jacksonville St.","Jr.","6-3","G","35","135"
"","Dallas Moore","North Florida","Sr.","6-1","G","34","135"
"140","Joe Cremo","UAlbany","So.","6-4","G","35","134"
"","August Haas","Milwaukee","Fr.","6-1","G","35","134"
"","Devonte Hall","Northwestern St.","Jr.","6-1","G","29","134"
"","Ethan Telfair","Idaho St.","Sr.","6-0","G","28","134"
"144","Jamaal King","Saint Francis","So.","5-9","G","34","133"
"","Dakota Mathias","Purdue","Jr.","6-4","G","35","133"
"","Brandon Randolph","Utah Valley","Jr.","6-2","G","34","133"
"147","Ja'Donta Blakely","Prairie View","Sr.","6-2","G","33","132"
"","Tim Bond","Eastern Mich.","Jr.","6-7","G","33","132"
"","Desonta Bradford","ETSU","Jr.","6-4","G","34","132"
"","Sean O'Brien","Colgate","Jr.","6-2","G","32","132"
"","Mike Rodriquez","Southern Ill.","Sr.","5-10","G","33","132"
"","Jordan Strawberry","Mercer","Jr.","6-1","G","31","132"
"153","Shizz Alston","Temple","So.","6-4","G","32","131"
"","Tookie Brown","Ga. Southern","So.","5-11","G","33","131"
"","Marcus Evans","Rice","So.","6-2","G","35","131"
"","Quentin Goodin","Xavier","---","6-4","-","38","131"
"","Ikenna Ndugba","Bryant","Fr.","6-0","G","32","131"
"","Jake Pemberton","Denver","Jr.","6-3","G","30","131"
"159","Martez Cameron","Morgan St.","So.","5-11","G","30","130"
"","Charles Tucker Jr.","Sacred Heart","Jr.","6-1","G","32","130"
"161","Matthew Butler","UT Martin","Jr.","6-2","G","35","129"
"","Sherron Dorsey-Walker","Oakland","Sr.","6-4","G","34","129"
"","Daniel Fowler","Furman","Jr.","6-4","G","35","129"
"","Nick Rutherford","Fla. Atlantic","So.","6-3","G","30","129"
"","Amar Stukes","La Salle","Jr.","6-2","G","30","129"
"","Geno Thorpe","South Fla.","Jr.","6-4","G","28","129"
"","Jay Wright","Louisiana","Sr.","6-1","G","33","129"
"168","Marcus Marshall","Nevada","Sr.","6-3","G","35","128"
"","Jovan Mooring","UNLV","---","6-2","-","32","128"
"","London Perrantes","Virginia","Sr.","6-2","G","34","128"
"171","Jack Gibbs","Davidson","Sr.","6-0","G","31","127"
"","Parker Jackson-Cartwright","Arizona","Jr.","5-10","G","31","127"
"","Justin Mitchell","Wright St.","Jr.","6-4","G","32","127"
"","Lourawls Nairn Jr.","Michigan St.","Jr.","5-10","G","35","127"
"","I.J. Ready","Mississippi St.","Sr.","5-11","G","28","127"
"","Andre Walker","Loyola Maryland","Jr.","6-0","G","33","127"
"177","Jon Davis","Charlotte","So.","6-3","G","30","126"
"","John Konchar","Purdue Fort Wayne","So.","6-5","G","33","126"
"","Manu Lecomte","Baylor","Jr.","5-11","G","33","126"
"","Caleen Robinson","Portland St.","Sr.","6-2","G","31","126"
"181","Stephan Jiggetts","FDU","Jr.","6-1","G","30","125"
"","De'Anthony Melton","Southern California","Fr.","6-4","G","36","125"
"","Spencer Weisz","Princeton","Sr.","6-4","F","30","125"
"184","Dequon Miller","Missouri St.","Sr.","5-10","G","33","124"
"","Tai Webster","Nebraska","Sr.","6-4","G","31","124"
"186","Anthony Cowan","Maryland","Fr.","6-0","G","33","123"
"","Darien Fernandez","Jacksonville","Sr.","5-8","G","33","123"
"","Steve Taylor Jr.","Toledo","Sr.","6-9","F","33","123"
"189","Brandon Brown","LMU (CA)","Sr.","5-11","G","30","122"
"","Miguel Dicent","Morehead St.","Jr.","6-3","G","30","122"
"","Divine Myles","Stetson","Jr.","5-11","G","31","122"
"","Jerome Segura","Fairfield","Jr.","5-10","G","30","122"
"","Sterling Taplin","Tulsa","So.","6-1","G","32","122"
"","Brent Wrapp","CSU Bakersfield","Jr.","6-3","G","34","122"
"195","Wesley Iwundu","Kansas St.","Sr.","6-7","F","35","121"
"","Frankie Johnson","The Citadel","Fr.","5-7","G","33","121"
"","Melo Trimble","Maryland","Jr.","6-3","G","33","121"
"","Thomas Wilder","Western Mich.","Jr.","6-3","G","32","121"
"199","Admon Gilder","Texas A&M","So.","6-4","G","31","120"
"","Frank Howard","Syracuse","So.","6-5","G","33","120"
"","Jeremy Major","Pepperdine","Sr.","5-11","G","31","120"
"","Charlie Moore","California","Fr.","5-11","G","34","120"
"","Zach Thomas","Bucknell","Jr.","6-6","F","35","120"
"204","Grayson Allen","Duke","Jr.","6-5","G","34","119"
"","Tyrik Dixon","Middle Tenn.","Fr.","6-1","G","36","119"
"","Dylan Ennis","Oregon","Sr.","6-2","G","39","119"
"","Jaron Hopkins","Fresno St.","Sr.","6-6","G","33","119"
"","Nick Lindner","Lafayette","Sr.","5-10","G","30","119"
"","Marquise Moore","George Mason","Sr.","6-2","G","34","119"
"","Josh Perkins","Gonzaga","So.","6-3","G","38","119"
"","Steve Vasturia","Notre Dame","Sr.","6-5","G","36","119"
"212","Asante Gist","Eastern Ky.","Fr.","5-11","G","31","118"
"","Kavon Stewart","Robert Morris","Sr.","6-0","G","32","118"
"214","Ismail Ali","Bowling Green","Sr.","6-1","G","30","117"
"","Karl Charles","Holy Cross","So.","6-6","F","32","117"
"","Andrew Jones","Texas","Fr.","6-4","G","33","117"
"","Kerwin Roach II","Texas","So.","6-4","G","32","117"
"","L.J. Rose","BYU","Sr.","6-3","G","25","117"
"","Landry Shamet","Wichita St.","Fr.","6-4","G","36","117"
"","Khyri Thomas","Creighton","So.","6-3","G","35","117"
"","Demetrius Troy","UNC Greensboro","So.","6-0","G","34","117"
"222","Preston Parks","The Citadel","Fr.","6-2","G","30","116"
"","Timmy Rose","Binghamton","So.","6-1","G","32","116"
"","Lew Stallworth","UTRGV","Jr.","6-1","G","32","116"
"","Keyshawn Woods","Wake Forest","So.","6-3","G","33","116"
"226","Jalen Bradley","Oral Roberts","Sr.","6-1","G","30","115"
"","Anthony Dallier","Yale","Sr.","6-6","G","28","115"
"","Quinton Hooker","North Dakota","Sr.","6-0","G","32","115"
"","Quentin Snider","Louisville","Jr.","6-2","G","28","115"
"230","Luke Eddy","Elon","Sr.","6-1","G","31","114"
"","Duane Gibson","Evansville","Sr.","6-3","G","30","114"
"","Bryce Jones","Murray St.","Sr.","6-0","G","33","114"
"","Davell Roby","Saint Louis","Jr.","6-4","G","33","114"
"234","Joe Chealey","Col. of Charleston","Jr.","6-4","G","35","113"
"","Cortez Edwards","Southern Miss.","So.","6-2","G","31","113"
"","Darius Graham","UC Davis","Sr.","5-10","G","36","113"
"","Dazon Ingram","Alabama","Fr.","6-6","G","34","113"
"","Zak Irvin","Michigan","Sr.","6-6","G","38","113"
"","Justin Jackson","North Carolina","Jr.","6-8","F","40","113"
"","Deion Lavender","UAB","So.","6-4","G","33","113"
"","Marcus LoVett","St. John's (NY)","Fr.","6-0","G","30","113"
"","Jaron Martin","UC Irvine","Sr.","5-10","G","36","113"
"","Skylar Mays","LSU","---","6-4","G","31","113"
"","Devin Peterson","Western Caro.","Jr.","6-1","G","31","113"
"","Warren Sledge","The Citadel","Sr.","6-3","G","33","113"
"246","Mark Alstork","Wright St.","Jr.","6-5","G","32","112"
"","Kevin Baker","Troy","Jr.","6-2","G","37","112"
"","Christian Bradford","Radford","Jr.","6-1","G","32","112"
"","Stevie Browning","Marshall","Sr.","6-3","G","34","112"
"","Vincent Edwards","Purdue","Jr.","6-8","F","35","112"
"","Ike Iroegbu","Washington St.","Sr.","6-2","G","31","112"
"","Tyler Nelson","Fairfield","Jr.","6-3","G","31","112"
"","Tarik Phillip","West Virginia","Sr.","6-3","G","37","112"
Reclassifying
"NR","Dewayne Russell","Grand Canyon","Sr.","5-11","G","28","151"
"NR","Jahad Thomas","UMass Lowell","Sr.","6-2","G","31","143"
"NR","Jalin Hart","UIW","---","5-11","G","29","135"
"NR","Jaylen Franklin","Abilene Christian","So.","6-2","G","26","115"

NCAA Men's Basketball
Division ITotal Blocks
Through Games 04/03/2017


"Rank","Name","Team","Cl","Ht","Pos","G","BLKS"
"1","Liam Thomas","Nicholls","Sr.","6-10","F","31","130"
"2","Ben Lammers","Georgia Tech","Jr.","6-10","C","37","125"
"3","Reggie Lynch","Minnesota","Jr.","6-10","C","33","114"
"4","Tai Odiase","UIC","Jr.","6-9","C","36","104"
"5","Andre Washington","East Carolina","Sr.","7-1","C","33","95"
"6","Tacko Fall","UCF","So.","7-6","C","36","94"
"","Jacob Wiley","Eastern Wash.","Sr.","6-7","F","34","94"
"8","Moses Kingsley","Arkansas","Jr.","6-10","F","36","93"
"9","Cameron Oliver","Nevada","So.","6-8","F","35","91"
"10","Mike Watkins","Penn St.","Fr.","6-9","C","33","90"
"11","Josh Nebo","Saint Francis","So.","6-9","C","34","89"
"","Justin Tuoyo","Chattanooga","Sr.","6-10","F","31","89"
"13","Jordan Bell","Oregon","Jr.","6-9","F","39","88"
"14","Amida Brimah","UConn","Sr.","7-0","C","33","87"
"","Jo Lual-Acuil Jr.","Baylor","Jr.","7-0","F","35","87"
"16","Brandon Gilbeck","Western Ill.","So.","6-11","C","28","85"
"17","Vladimir Brodziansky","TCU","Jr.","6-11","F","39","82"
"18","William Lee","UAB","Jr.","6-9","F","33","80"
"19","Chris Boucher","Oregon","Sr.","6-10","F","31","79"
"20","Brandon Clarke","San Jose St.","So.","6-8","G","30","77"
"","Robert Williams","Texas A&M","Fr.","6-9","F","31","77"
"22","Thik Bol","Southern Ill.","Jr.","6-8","F","33","76"
"23","Obediah Church","Missouri St.","So.","6-8","F","31","74"
"","Alan Herndon","Wyoming","Jr.","6-9","F","38","74"
"","Kingsley Okoroh","California","Jr.","7-1","C","34","74"
"","Dominic Robb","Niagara","So.","6-8","F","33","74"
"27","Hassan Martin","Rhode Island","Sr.","6-7","F","30","73"
"28","Isaiah Brock","Oakland","Fr.","6-8","F","33","72"
"","Nana Foulland","Bucknell","Jr.","6-9","C","34","72"
"30","Mo Alie-Cox","VCU","Sr.","6-6","F","35","71"
"","Luke Kornet","Vanderbilt","Sr.","6-10","F","35","71"
"","Joniah White","Louisiana Tech","Jr.","7-0","C","33","71"
"33","Andrew Eudy","Campbell","So.","6-7","F","37","70"
"34","Zach Collins","Gonzaga","Fr.","7-0","F","39","69"
"","Drew Eubanks","Oregon St.","So.","6-10","F","32","69"
"","Tariq Owens","St. John's (NY)","So.","6-10","F","32","69"
"","Rashawn Thomas","A&M-Corpus Christi","Sr.","6-8","F","34","69"
"38","Dedric Lawson","Memphis","So.","6-9","F","32","68"
"39","AJ Brodeur","Penn","Fr.","6-8","F","28","66"
"","Khadeem Lattin","Oklahoma","Jr.","6-9","F","31","66"
"41","Amile Jefferson","Duke","Sr.","6-9","F","35","65"
"","Anas Mahmoud","Louisville","Jr.","7-0","F","31","65"
"","Javion Ogunyemi","Siena","Sr.","6-10","F","34","65"
"44","Aric Holman","Mississippi St.","So.","6-10","F","32","64"
"","Kassoum Yakwe","St. John's (NY)","So.","6-7","F","33","64"
"46","Eric Mika","BYU","So.","6-10","F","34","63"
"47","Dominic Nelson","Southeastern La.","Sr.","6-9","C","32","62"
"48","Muusa Dama","Eastern Ill.","Jr.","6-9","F","28","61"
"","Grant Williams","Tennessee","Fr.","6-7","F","32","61"
"50","Kevarrius Hayes","Florida","So.","6-9","F","36","60"
"51","Hassan Attia","Hartford","Jr.","6-10","C","26","59"
"","Christian Cunningham","Jacksonville St.","So.","6-7","F","34","59"
"53","Chris Brady","Monmouth","Sr.","6-10","C","34","58"
"54","Edrice Adebayo","Kentucky","Fr.","6-10","F","38","57"
"","Ben Lawson","Western Ky.","Sr.","7-1","F","32","57"
"","D.J. Wilson","Michigan","Jr.","6-10","F","38","57"
"57","Moataz Aly","CSU Bakersfield","Jr.","6-9","C","31","56"
"","Xavier Cooks","Winthrop","Jr.","6-8","F","33","56"
"59","Jordan Bruner","Yale","Fr.","6-9","F","25","55"
"","Jordan Butler","Norfolk St.","Jr.","6-6","F","29","55"
"","Denzel Gregg","St. Bonaventure","Sr.","6-7","F","32","55"
"","Marvin Jones","Texas Southern","Sr.","7-0","C","35","55"
"","Chimezie Metu","Southern California","So.","6-11","F","36","55"
"64","Isaac Neilson","Utah Valley","Jr.","6-11","F","34","54"
"","Nick Ward","Michigan St.","Fr.","6-8","F","35","54"
"","Chris Wray","Mount St. Mary's","Jr.","6-8","F","36","54"
"67","Luke Fischer","Marquette","Sr.","6-11","C","32","53"
"","Valentine Izundu","San Diego St.","So.","6-10","C","30","53"
"","Sagaba Konate","West Virginia","Fr.","6-8","F","37","53"
"","Ryan Taylor","Marshall","Sr.","6-5","F","32","53"
"71","Thomas Bryant","Indiana","So.","6-10","C","34","52"
"","John Collins","Wake Forest","So.","6-10","C","33","52"
"","Chaise Daniels","Quinnipiac","Jr.","6-8","F","31","52"
"","Damonte Dodd","Maryland","Sr.","6-9","F","26","52"
"","D.J. Johnson","Kansas St.","Sr.","6-9","F","34","52"
"76","Jarrett Allen","Texas","Fr.","6-11","F","33","51"
"","Brent Calhoun","Purdue Fort Wayne","Sr.","6-9","C","33","51"
"","Kyndahl Hill","Weber St.","Sr.","6-7","F","34","51"
"","Chima Moneke","UC Davis","Jr.","6-6","F","36","51"
"","Chris Silva","South Carolina","So.","6-9","F","37","51"
"","Jordon Varnado","Troy","So.","6-6","F","37","51"
"82","Bonzie Colson","Notre Dame","Jr.","6-5","F","36","50"
"","Dererk Pardon","Northwestern","So.","6-8","C","28","50"
"","Justin Patton","Creighton","Fr.","7-0","C","35","50"
"85","Deonte Burton","Iowa St.","Sr.","6-4","G","35","49"
"","Malik Dime","Washington","Sr.","6-9","F","20","49"
"","Obi Enechionyia","Temple","Jr.","6-8","F","32","49"
"","Jonathan Isaac","Florida St.","Fr.","5-10","F","32","49"
"","Tyler Lydon","Syracuse","So.","6-9","F","34","49"
"","Derrick White","Colorado","Sr.","6-5","G","34","49"
"91","Trevond Barnes","Hampton","So.","6-9","F","31","48"
"","Zena Edosomwan","Harvard","Sr.","6-9","F","28","48"
"","Wesley Gordon","Colorado","Sr.","6-9","F","32","48"
"","Donta Hall","Alabama","So.","6-9","F","34","48"
"","Jimmy Hall","Kent St.","Sr.","6-8","F","36","48"
"","Philipp Hartwich","Portland","Jr.","7-2","C","30","48"
"","Kenneth Lowe","Green Bay","Sr.","6-8","F","32","48"
"","Demetris Morant","FGCU","Sr.","6-9","F","34","48"
"","Trevor Thompson","Ohio St.","Jr.","6-11","C","32","48"
"100","Kennedy Meeks","North Carolina","Sr.","6-10","F","40","47"
"","Duby Okeke","Winthrop","Jr.","6-8","C","33","47"
"","Trey Porter","Old Dominion","So.","6-11","F","31","47"
"","Eric Stuteville","Sacramento St.","Sr.","6-11","C","31","47"
"","Jimmie Taylor","Alabama","Sr.","6-10","F","34","47"
"105","Darius Bolstad","Radford","So.","6-8","C","28","46"
"","Yoeli Childs","BYU","Fr.","6-8","F","33","46"
"","Duop Reath","LSU","---","-","F","31","46"
"108","Taylor Bessick","Iona","Sr.","6-9","F","34","45"
"","Kuran Iverson","Rhode Island","Sr.","6-9","F","35","45"
"","Michael Weathers","Miami (OH)","Fr.","6-2","G","32","45"
"111","Obij Aget","New Mexico","Sr.","7-1","C","31","44"
"","Devontae Cacok","UNCW","So.","6-7","F","35","44"
"","Ronald Delph","Fla. Atlantic","Jr.","7-0","C","30","44"
"","Jonathan Kasibabu","Fairfield","So.","6-8","C","31","44"
"","Derrico Peck","UMES","Sr.","6-7","F","34","44"
"","Gavin Skelly","Northwestern","Jr.","6-8","F","36","44"
"117","Nicholas Baer","Iowa","So.","6-7","F","34","43"
"","Miles Bridges","Michigan St.","Fr.","6-7","F","28","43"
"","James Dickey","UNC Greensboro","Fr.","6-10","F","33","43"
"","Ethan Happ","Wisconsin","So.","6-10","F","37","43"
"","Anthony Lamb","Vermont","Fr.","6-6","F","35","43"
"","Yante Maten","Georgia","Jr.","6-8","F","29","43"
"","Hanner Mosquera-Perea","ETSU","Sr.","6-9","F","35","43"
"","Ryan Smith","Tulane","Sr.","6-11","C","31","43"
"","Zach Smith","Texas Tech","Jr.","6-8","F","31","43"
"","Thomas Welsh","UCLA","Jr.","7-0","C","32","43"
"","Isaiah Wilkins","Virginia","Jr.","6-7","F","33","43"
"128","Romelo Banks","North Florida","Jr.","6-11","C","33","42"
"","Gary Clark","Cincinnati","Jr.","6-8","F","36","42"
"","Rashaan Holloway","Massachusetts","So.","6-11","C","33","42"
"","Nick Mayo","Eastern Ky.","So.","6-9","F","31","42"
"","Daouda Ndiaye","Illinois St.","So.","7-0","C","26","42"
"","Elijah Stewart","Southern California","Jr.","6-5","G","36","42"
"","Kyle Washington","Cincinnati","Jr.","6-9","F","36","42"
"135","Koch Bar","Bradley","Fr.","6-11","C","33","41"
"","Zach Charles","Eastern Ky.","Jr.","6-7","F","31","41"
"","Tyler Flack","South Dakota","Sr.","6-7","F","25","41"
"","Zach Gordon","Cal Poly","Sr.","6-8","F","30","41"
"","Anthony Green","Northeastern","So.","6-10","C","31","41"
"","Tim Kempton","Lehigh","Sr.","6-10","C","32","41"
"","Nathan Knight","William & Mary","Fr.","6-10","C","31","41"
"","Jock Landale","Saint Mary's (CA)","Jr.","6-11","C","34","41"
"","Alex Long","Norfolk St.","So.","6-8","F","33","41"
"","Makur Puou","New Orleans","Jr.","6-9","F","32","41"
"","Mawdo Sallah","Mount St. Mary's","So.","6-9","C","36","41"
"","Lis Shoshi","Little Rock","Sr.","6-11","F","27","41"
"","Brandan Stith","Old Dominion","Jr.","6-7","F","27","41"
"148","Phil Fayne","Illinois St.","So.","6-9","F","35","40"
"","Jonathan Galloway","UC Irvine","So.","6-10","F","36","40"
"","Marcanvis Hymon","Ole Miss","So.","6-7","F","36","40"
"","Christ Koumadje","Florida St.","So.","7-4","C","35","40"
"","Will Magarity","Davidson","Jr.","6-11","F","29","40"
"","Hunter Sabety","Hofstra","Jr.","6-9","F","32","40"
"","Nakye Sanders","Duquesne","So.","6-8","F","32","40"
"","Tyler Stone","Howard","Sr.","6-7","F","33","40"
"","Philip Whittington","USC Upstate","So.","6-9","F","33","40"
"","Matt Willms","UTEP","Jr.","7-1","C","32","40"
"158","James Banks III","Texas","Fr.","6-10","C","32","39"
"","Mamadi Diakite","Virginia","Fr.","6-9","F","32","39"
"","Nick Harris","Col. of Charleston","So.","6-10","F","34","39"
"","Micaiah Henry","Tennessee Tech","Fr.","6-9","C","32","39"
"","TJ Holyfield","SFA","So.","6-8","F","32","39"
"","TJ Leaf","UCLA","Fr.","6-10","F","35","39"
"","Derek Ogbeide","Georgia","So.","6-8","F","34","39"
"","Darohn Scott","Central Mich.","Jr.","6-9","F","32","39"
"","Keenan Simmons","SIUE","Jr.","6-6","F","30","39"
"","Mitchell Solomon","Oklahoma St.","Jr.","6-9","F","33","39"
"","RJ White","UNC Greensboro","Sr.","6-8","C","35","39"
"","Derek Willis","Kentucky","Sr.","6-9","F","38","39"
"170","V.J. Beachem","Notre Dame","Sr.","6-8","F","36","38"
"","Demario Beck","Coastal Carolina","Jr.","6-8","F","39","38"
"","Kentan Facey","UConn","Sr.","6-10","F","33","38"
"","Justas Furmanavicius","Ole Miss","Jr.","6-7","F","36","38"
"","Immanuel King","Texas St.","Jr.","6-8","F","36","38"
"","Joseph Lopez","Sacred Heart","Jr.","6-7","F","31","38"
"","Jamuni McNeace","Oklahoma","Jr.","6-10","C","31","38"
"","Ben Moore","SMU","Sr.","6-8","F","35","38"
"","Zane Najdawi","The Citadel","So.","6-7","F","33","38"
"","Bertrand Nkali","Houston","Sr.","6-8","F","31","38"
"","Ajdin Penava","Marshall","So.","6-9","F","35","38"
"","Chris Reyes","Pepperdine","Sr.","6-7","F","27","38"
