 


  
  

NCAA Men's Basketball
Division IPoints Per Game
Through Games 04/05/2010


"Rank","Name","Team","Cl","Ht","Pos","G","FGM","3FG","FT","PTS","PPG"
"72","Travis Taylor","Monmouth","So.","6-7","F","24","163","0","101","427","17.8"
"73","Donald Sloan","Texas A&M","Sr.","6-3","G","34","200","47","157","604","17.8"
"74","James Florence","Mercer","Sr.","6-1","G","31","173","57","147","550","17.7"
"75","Rico Pickett","Manhattan","Jr.","6-4","G","29","201","48","64","514","17.7"
"76","Howard Thompkins III","Georgia","So.","6-10","F","31","207","23","112","549","17.7"
"77","Trenton Marshall","Jacksonville St.","Jr.","6-5","F","26","154","57","95","460","17.7"
"78","Zack Rosen","Penn","So.","6-1","G","28","140","71","144","495","17.7"
"79","Kyle Singler","Duke","Jr.","6-8","F","40","228","85","166","707","17.7"
"80","Jaytornah Wisseh","LIU","Sr.","6-1","G","29","159","30","163","511","17.6"
"81","Keith Gabriel","VMI","So.","6-4","G","28","165","84","79","493","17.6"
"82","Kyle Austin","UC Riverside","Jr.","6-8","F","29","180","25","125","510","17.6"
"83","Ryan Wittman","Cornell","Sr.","6-6","F","34","208","109","71","596","17.5"
"84","Jonathan Gibson","New Mexico St.","Sr.","6-2","G","34","197","106","95","595","17.5"
"","A.J. Slaughter","Western Ky.","Sr.","6-3","G","34","184","79","148","595","17.5"
"86","Markeith Cummings","Kennesaw St.","Fr.","6-7","F","33","204","33","134","575","17.4"
"87","Nolan Smith","Duke","Jr.","6-2","G","38","240","60","122","662","17.4"
"88","Jonathan Rodriguez","Campbell","Sr.","6-5","F","30","163","23","173","522","17.4"
"89","Alex Zampier","Yale","Sr.","6-3","G","29","161","55","127","504","17.4"
"90","Keith Benson","Oakland","Jr.","6-11","C","35","208","2","189","607","17.3"
"","Marqus Blakely","Vermont","Sr.","6-5","F","35","202","1","202","607","17.3"
"92","Sylven Landesberg","Virginia","So.","6-6","G","27","166","23","111","466","17.3"
"93","Jerome Dyson","UConn","Sr.","6-4","G","34","195","40","156","586","17.2"
"94","Cameron Wells","The Citadel","Jr.","6-1","G","32","196","17","142","551","17.2"
"95","Tre'Von Willis","UNLV","Jr.","6-4","G","33","182","41","163","568","17.2"
"96","Da'Sean Butler","West Virginia","Sr.","6-7","F","38","208","70","168","654","17.2"
"97","Chris Warren","Ole Miss","Jr.","5-10","G","35","192","111","107","602","17.2"
"98","Ryan Thompson","Rider","Sr.","6-6","G","33","172","47","175","566","17.2"
"99","Josh Slater","Lipscomb","Jr.","6-3","G","30","157","43","157","514","17.1"
"100","Armon Bassett","Ohio","Jr.","6-2","G","33","164","72","164","564","17.1"
"101","Tyrone Lewis","Niagara","Sr.","6-0","G","27","144","87","86","461","17.1"
"102","Alec Burks","Colorado","Fr.","6-6","G","30","172","19","149","512","17.1"
"103","Gilberto Clavell","Sam Houston","Jr.","6-7","F","33","205","2","151","563","17.1"
"104","Isaiah Thomas","Washington","So.","5-9","G","35","186","65","156","593","16.9"
"105","Carlos Medlock","Eastern Mich.","Sr.","6-0","G","32","147","75","173","542","16.9"
"106","Davis Baker","Southern Utah","Sr.","6-4","G","29","175","29","111","490","16.9"
"107","Devin Sweetney","Saint Francis","Sr.","6-6","G","28","142","34","155","473","16.9"
"108","Wes Channels","Austin Peay","Sr.","6-3","G","32","172","71","125","540","16.9"
"109","Kenneth Faried","Morehead St.","Jr.","6-8","C","35","224","1","141","590","16.9"
"110","Tasmin Mitchell","LSU","Sr.","6-7","F","31","196","32","97","521","16.8"
"111","Paul George","Fresno St.","So.","6-8","F","29","154","59","120","487","16.8"
"112","DeShawn Sims","Michigan","Sr.","6-8","F","32","220","21","75","536","16.8"
"113","Brandon Hazzard","Troy","Sr.","6-2","G","33","186","83","97","552","16.7"
"114","Drew Viney","LMU (CA)","So.","6-5","F","32","184","63","104","535","16.7"
"115","Muhammad El-Amin","Stony Brook","Sr.","6-5","G","31","180","55","102","517","16.7"
"116","John Wall","Kentucky","Fr.","6-4","G","37","202","37","175","616","16.6"
"117","Roderick Flemings","Hawaii","Sr.","6-7","F","28","173","18","102","466","16.6"
"118","Will Figures","Northern Colo.","Sr.","5-9","G","33","151","59","188","549","16.6"
"119","Noah Dahlman","Wofford","Jr.","6-6","F","35","224","0","134","582","16.6"
"120","Dominic Calegari","UC Davis","Sr.","6-9","F","32","187","60","98","532","16.6"
"","Jeremy Green","Stanford","So.","6-4","G","32","182","93","75","532","16.6"
"122","Amorrow Morgan","Idaho St.","Sr.","6-5","G","28","159","29","118","465","16.6"
"123","Derek Williams","SMU","Sr.","6-1","G","31","168","38","140","514","16.6"
"124","Denis Clemente","Kansas St.","Sr.","6-1","G","37","213","88","99","613","16.6"
"125","James Feldeine","Quinnipiac","Sr.","6-4","G","33","197","38","114","546","16.5"
"126","Tracy Smith","NC State","Jr.","6-8","F","35","222","0","134","578","16.5"
"127","Craig Brackins","Iowa St.","Jr.","6-10","F","32","192","27","117","528","16.5"
"128","Wes Johnson","Syracuse","Jr.","6-7","F","35","207","51","112","577","16.5"
"129","Austin Freeman","Georgetown","Jr.","6-4","G","33","201","59","83","544","16.5"
"130","Joe Zeglinski","Hartford","Jr.","6-0","G","29","166","98","48","478","16.5"
"131","Brenton Butler","Fordham","Sr.","6-3","G","28","143","58","117","461","16.5"
"132","E'Twaun Moore","Purdue","Jr.","6-4","G","35","212","51","100","575","16.4"
"133","Jeremy Lin","Harvard","Sr.","6-3","G","29","149","30","148","476","16.4"
"134","Derek Needham","Fairfield","Fr.","5-11","G","34","187","58","126","558","16.4"
"135","DeAndre Hall","Texas Southern","Sr.","6-6","G","33","220","14","87","541","16.4"
"136","Andrew Nicholson","St. Bonaventure","So.","6-9","F","30","198","0","95","491","16.4"
"137","Norris Cole","Cleveland St.","Jr.","6-2","G","33","185","38","131","539","16.3"
"","Julius Wells","James Madison","So.","6-5","F","33","182","91","84","539","16.3"
"139","Brandon Bowdry","Eastern Mich.","Jr.","6-6","F","32","196","11","117","520","16.3"
"","Noruwa Agho","Columbia","So.","6-3","G","28","151","58","95","455","16.3"
"141","DeWayne Reed","Auburn","Sr.","6-1","G","32","167","49","135","518","16.2"
"","Frank Turner","Canisius","Sr.","5-10","G","32","172","23","151","518","16.2"
"143","Sean Baptiste","FDU","Sr.","6-3","G","30","167","62","89","485","16.2"
"144","Lorenzo Keeler","Cal Poly","Sr.","6-2","G","31","141","56","163","501","16.2"
"","Will Walker","DePaul","Sr.","6-0","G","31","177","71","76","501","16.2"
"146","Greg Monroe","Georgetown","So.","6-11","C","34","202","7","138","549","16.1"
"147","Tim Abromaitis","Notre Dame","Jr.","6-8","F","35","183","81","117","564","16.1"
"148","Alex Franklin","Siena","Sr.","6-5","F","34","191","0","165","547","16.1"
"","Elijah Millsap","UAB","Jr.","6-6","G","34","182","19","164","547","16.1"
"150","Anthony Johnson","Fairfield","Sr.","6-8","F","34","208","0","130","546","16.1"
"151","Shamari Spears","Charlotte","Jr.","6-6","F","30","176","7","121","480","16.0"
"152","Kwamain Mitchell","Saint Louis","So.","5-10","G","35","200","64","93","557","15.9"
"153","Ricky Cadell","St. Francis Brooklyn","Jr.","6-2","G","27","146","72","65","429","15.9"
"154","Darington Hobson","New Mexico","Jr.","6-7","F","35","193","39","130","555","15.9"
"155","Al-Farouq Aminu","Wake Forest","So.","6-9","F","31","167","18","139","491","15.8"
"156","Amu Saaka","Furman","Jr.","6-6","F","30","163","40","107","473","15.8"
"","Jordan Sugars","Navy","So.","6-3","G","30","169","78","57","473","15.8"
"158","Corey Allmond","Sam Houston","Sr.","6-1","G","33","183","96","58","520","15.8"
"","Rahmon Fletcher","Green Bay","Jr.","5-10","G","33","191","51","87","520","15.8"
"160","Tim Williams","South Alabama","Jr.","6-2","G","32","188","45","83","504","15.8"
"161","Armon Johnson","Nevada","Jr.","6-3","G","34","219","17","80","535","15.7"
"162","Jamarco Warren","Charleston So.","Jr.","5-10","G","30","161","82","67","471","15.7"
"163","Michael Tveidt","North Dakota St.","Jr.","6-7","F","29","181","29","64","455","15.7"
"164","Patrick Sullivan","Southeastern La.","Sr.","6-9","C","31","194","1","97","486","15.7"
"","Derrick Williams","Arizona","Fr.","6-8","F","31","162","4","158","486","15.7"
"166","Ashton Gibbs","Pittsburgh","So.","6-2","G","34","159","78","137","533","15.7"
"167","Robbie Hummel","Purdue","Jr.","6-8","F","27","135","43","110","423","15.7"
"168","Mikhail Torrance","Alabama","Sr.","6-5","G","32","163","39","135","500","15.6"
"","Mark Payne","UC Davis","Jr.","6-8","G","24","116","22","121","375","15.6"
"170","Patrick Christopher","California","Sr.","6-5","G","35","204","58","80","546","15.6"
"","Greg Gantt","Fla. Atlantic","Fr.","6-2","G","30","166","85","51","468","15.6"
"172","Cory Johnson","Valparaiso","Jr.","6-7","F","32","180","21","118","499","15.6"
"173","Menji Mundadi","Alabama St.","Sr.","6-3","G","31","150","94","89","483","15.6"
"","Marvin Roberts","FIU","Jr.","6-5","F","31","169","44","101","483","15.6"
"175","Matt Bouldin","Gonzaga","Sr.","6-5","G","33","165","57","127","514","15.6"
"176","Kenny Daniels","CSUN","Sr.","6-4","F","32","163","28","144","498","15.6"
"177","Sharaud Curry","Providence","Sr.","5-10","G","31","148","60","126","482","15.5"
"","Brock Young","East Carolina","Jr.","5-11","G","31","146","32","158","482","15.5"
"179","Osiris Eldridge","Illinois St.","Sr.","6-3","G","33","173","73","94","513","15.5"
"180","Kelvin Lewis","Houston","Sr.","6-4","G","35","183","102","76","544","15.5"
"181","Anthony Campbell","Austin Peay","So.","6-7","F","31","160","57","104","481","15.5"
"182","David Schneider","William & Mary","Sr.","6-3","G","33","148","99","117","512","15.5"
"183","Sherron Collins","Kansas","Sr.","5-11","G","36","185","70","118","558","15.5"
"184","JaJuan Johnson","Purdue","Jr.","6-10","F","35","192","0","158","542","15.5"
"185","Broderick Gilchrest","Idaho St.","Jr.","6-0","G","27","144","40","90","418","15.5"
"186","Gordon Hayward","Butler","So.","6-9","F","37","173","47","179","572","15.5"
"187","Jerome Jordan","Tulsa","Sr.","7-0","C","35","184","0","172","540","15.4"
"188","Daniel Emerson","Mercer","Sr.","6-8","F","32","162","14","155","493","15.4"
"189","Matt Janning","Northeastern","Sr.","6-4","G","33","175","52","106","508","15.4"
"","T.J. Robinson","Long Beach St.","So.","6-8","F","33","193","0","122","508","15.4"
"191","Kyle Ohman","Liberty","Sr.","6-4","G","26","120","35","125","400","15.4"
"192","Vernon Teel","LMU (CA)","Jr.","6-0","G","34","171","18","162","522","15.4"
"193","Kevin Murphy","Tennessee Tech","So.","6-6","F","32","170","37","114","491","15.3"
"194","Dominique Morrison","Oral Roberts","So.","6-6","F","33","164","43","135","506","15.3"
"","Samardo Samuels","Louisville","So.","6-9","F","33","176","0","154","506","15.3"
"196","Tay Waller","Auburn","Sr.","6-2","G","26","139","87","33","398","15.3"
"197","Trevon Hughes","Wisconsin","Sr.","6-0","G","33","162","74","107","505","15.3"
"","Justin Rutty","Quinnipiac","Jr.","6-7","C","33","205","0","95","505","15.3"
"199","Edwin Ubiles","Siena","Sr.","6-6","F","30","188","29","54","459","15.3"
"200","Ben Uzoh","Tulsa","Sr.","6-3","G","35","184","49","117","534","15.3"
"201","Donald Qualls","Grambling","Jr.","5-8","G","27","128","75","80","411","15.2"
"202","Chris Wright","Georgetown","Jr.","6-1","G","34","183","43","108","517","15.2"
"203","Robo Kreps","UIC","Jr.","6-1","G","30","142","56","116","456","15.2"
"204","Trevor Booker","Clemson","Sr.","6-7","F","32","188","9","101","486","15.2"
"205","Matt Mullery","Brown","Sr.","6-8","F","30","165","8","117","455","15.2"
"206","Dorenzo Hudson","Virginia Tech","Jr.","6-5","G","33","174","35","117","500","15.2"
"207","Terrico White","Ole Miss","So.","6-5","G","35","192","61","85","530","15.1"
"208","DeMarcus Cousins","Kentucky","Fr.","6-11","F","38","206","1","162","575","15.1"
"209","Brandon Reed","Arkansas St.","Fr.","6-4","G","31","168","58","75","469","15.1"
"210","David Perez","Centenary (LA)","So.","6-3","G","29","138","65","97","438","15.1"
"211","Jason Flagler","South Carolina St.","Sr.","6-4","G","31","201","1","64","467","15.1"
"212","D.J. Kennedy","St. John's (NY)","Jr.","6-5","G","33","158","51","130","497","15.1"
"213","Demetri McCamey","Illinois","Jr.","6-3","G","36","191","56","104","542","15.1"
"214","Greer Wright","Binghamton","Jr.","6-8","F","31","152","41","121","466","15.0"
"215","Corey Lowe","Boston U.","Sr.","6-2","G","32","159","75","88","481","15.0"
"216","Gary Flowers","Southern Miss.","Jr.","6-8","F","33","203","25","65","496","15.0"
"217","Mike Singletary","Texas Tech","Jr.","6-5","F","35","167","22","169","525","15.0"
"","Darnell Hugee","Prairie View","Sr.","6-7","F","27","146","4","109","405","15.0"
"219","Tweety Carter","Baylor","Sr.","5-11","G","32","161","79","78","479","15.0"
"","Damian Saunders","Duquesne","Jr.","6-7","F","32","193","18","75","479","15.0"
"221","Robbie Harman","Central Mich.","Sr.","5-11","G","30","148","105","48","449","15.0"
"222","Elias Harris","Gonzaga","Fr.","6-8","F","34","180","23","125","508","14.9"
"223","Marquis Gilstrap","Iowa St.","Sr.","6-7","F","32","163","43","109","478","14.9"
"","Kenny Hayes","Miami (OH)","Sr.","6-2","G","32","167","42","102","478","14.9"
"","Marshawn Powell","Arkansas","Fr.","6-7","F","32","190","8","90","478","14.9"
"226","Verdell Jones III","Indiana","So.","6-4","G","31","149","21","144","463","14.9"
"227","Jordan Bitzer","Central Mich.","Sr.","6-2","G","30","143","72","90","448","14.9"
"228","Ian Clark","Belmont","Fr.","6-3","G","31","163","74","62","462","14.9"
"229","Steffphon Pettigrew","Western Ky.","Jr.","6-5","G","34","196","37","77","506","14.9"
"230","Ronnie Moss","TCU","So.","6-2","G","32","165","62","84","476","14.9"
"231","A.J. Smith","Stetson","Sr.","6-0","G","28","129","51","107","416","14.9"
"232","Kalin Lucas","Michigan St.","Jr.","6-1","G","33","165","35","125","490","14.8"
"233","Eric Carlson","North Dakota St.","So.","6-6","F","29","152","1","125","430","14.8"
"234","Darryl Crawford","Manhattan","Sr.","6-5","G","31","157","21","123","458","14.8"
"","Travis Leslie","Georgia","So.","6-4","G","31","169","6","114","458","14.8"
"236","Willie Powers","Ga. Southern","Jr.","6-2","G","32","157","30","127","471","14.7"
"237","Ricky Franklin","Milwaukee","Sr.","6-1","G","34","167","74","92","500","14.7"
"238","Jimmy Butler","Marquette","Jr.","6-6","G","34","148","16","187","499","14.7"
"239","James Nunnally","UC Santa Barbara","So.","6-5","F","29","133","46","113","425","14.7"
"240","Antwan Carter","Longwood","So.","6-6","C","31","196","5","57","454","14.6"
"","Justin Nabors","Lamar University","Sr.","6-7","F","31","165","6","118","454","14.6"
"242","Jermaine Beal","Vanderbilt","Sr.","6-3","G","33","159","72","93","483","14.6"
"243","Gerald McLemore","Maine","So.","6-3","G","30","144","102","49","439","14.6"
"244","Kemba Walker","UConn","So.","6-1","G","34","152","38","155","497","14.6"
"245","David Gonzalvez","Richmond","Sr.","6-4","G","35","171","76","93","511","14.6"
"","Junior Treasure","Texas Southern","Jr.","6-3","G","30","136","53","113","438","14.6"
"247","Tavarus Alston","N.C. A&T","Sr.","6-0","G","33","167","50","97","481","14.6"
"248","John Roberson","Texas Tech","Jr.","5-11","G","35","148","71","143","510","14.6"
"249","Cameron Johnson","Texas St.","Jr.","6-7","F","30","151","0","135","437","14.6"
"250","Joe Harden","UC Davis","Jr.","6-8","G","30","146","8","136","436","14.5"
"","Bo Spencer","LSU","Jr.","6-1","G","30","138","61","99","436","14.5"
Reclassifying
"NR","Andrew Gonzalez","Houston Christian","Jr.","6-6","F","32","194","36","182","606","18.9"
"NR","Charles Garcia","Seattle U","Jr.","6-10","F","31","190","13","187","580","18.7"
"NR","Mark Yelovich","SIUE","So.","6-6","F","26","142","38","113","435","16.7"
"NR","C.J. Wilkerson","N.C. Central","Jr.","6-3","G","29","142","42","146","472","16.3"
"NR","Travis Bledsoe","North Dakota","Sr.","5-11","G","25","118","58","93","387","15.5"
"NR","Trent Blakely","CSU Bakersfield","Sr.","6-4","G","29","150","61","79","440","15.2"
"NR","Tyler Cain","South Dakota","Sr.","6-8","F","32","189","0","91","469","14.7"

NCAA Men's Basketball
Division IField-Goal Percentage
Through Games 04/05/2010

Minimum 5 Field Goals Made per Game
       
"Rank","Name","Team","Cl","Ht","Pos","G","FGM","FGA","FG%"
"1","Adnan Hodzic","Lipscomb","Jr.","6-8","C","30","269","445","60.4"
"2","Jeremy Simmons","Col. of Charleston","Jr.","6-8","F","29","148","248","59.7"
"3","Denzel Bowles","James Madison","Jr.","6-10","F","25","203","342","59.4"
"4","Willie Reed","Saint Louis","So.","6-9","F","35","176","300","58.7"
"5","Jamal Boykin","California","Sr.","6-8","F","35","177","303","58.4"
"6","Jamie Jones","Portland St.","Sr.","6-7","F","32","180","309","58.3"
"7","Jarvis Varnado","Mississippi St.","Sr.","6-9","F","36","184","316","58.2"
"8","Artsiom Parakhouski","Radford","Sr.","6-11","C","31","250","430","58.1"
"9","Robert Glenn","IU Indy","Sr.","6-7","F","36","259","446","58.1"
"10","Noah Dahlman","Wofford","Jr.","6-6","F","35","224","387","57.9"
"11","Patrick Patterson","Kentucky","Jr.","6-9","F","38","215","374","57.5"
"12","Derrick Williams","Arizona","Fr.","6-8","F","31","162","282","57.4"
"13","Tai Wesley","Utah St.","Jr.","6-7","F","35","191","333","57.4"
"14","Gilberto Clavell","Sam Houston","Jr.","6-7","F","33","205","358","57.3"
"15","Ryan Rossiter","Siena","Jr.","6-9","F","34","172","301","57.1"
"16","Derrick Caracter","UTEP","Jr.","6-9","F","27","148","261","56.7"
"17","Kenneth Faried","Morehead St.","Jr.","6-8","C","35","224","397","56.4"
"18","Andrew Nicholson","St. Bonaventure","So.","6-9","F","30","198","351","56.4"
"19","DeMarcus Cousins","Kentucky","Fr.","6-11","F","38","206","369","55.8"
"20","Cory Johnson","Valparaiso","Jr.","6-7","F","32","180","324","55.6"
"21","Alex Franklin","Siena","Sr.","6-5","F","34","191","344","55.5"
"22","Omar Samhan","Saint Mary's (CA)","Sr.","6-11","C","34","282","510","55.3"
"23","Jerome Jordan","Tulsa","Sr.","7-0","C","35","184","335","54.9"
"24","Jason Flagler","South Carolina St.","Sr.","6-4","G","31","201","366","54.9"
"25","Elias Harris","Gonzaga","Fr.","6-8","F","34","180","329","54.7"
"26","Darnell Hugee","Prairie View","Sr.","6-7","F","27","146","267","54.7"
"27","Matt Mullery","Brown","Sr.","6-8","F","30","165","303","54.5"
"28","Daniel Emerson","Mercer","Sr.","6-8","F","32","162","298","54.4"
"29","Justin Rutty","Quinnipiac","Jr.","6-7","C","33","205","378","54.2"
"30","Marqus Blakely","Vermont","Sr.","6-5","F","35","202","373","54.2"
"31","Travis Taylor","Monmouth","So.","6-7","F","24","163","301","54.2"
"32","Gerald Lee","Old Dominion","Sr.","6-9","C","36","192","355","54.1"
"33","Alec Burks","Colorado","Fr.","6-6","G","30","172","320","53.8"
"34","Ike Okoye","Boise St.","Sr.","6-9","F","32","176","328","53.7"
"35","Patrick Sullivan","Southeastern La.","Sr.","6-9","C","31","194","363","53.4"
"36","Larry Sanders","VCU","Jr.","6-11","F","35","196","367","53.4"
"37","Keith Benson","Oakland","Jr.","6-11","C","35","208","390","53.3"
"38","Manny Adako","Northeastern","Sr.","6-8","F","33","168","316","53.2"
"39","Quincy Pondexter","Washington","Sr.","6-6","F","36","245","464","52.8"
"40","Austin Freeman","Georgetown","Jr.","6-4","G","33","201","383","52.5"
"41","Greg Monroe","Georgetown","So.","6-11","C","34","202","385","52.5"
"42","Stanley Robinson","UConn","Sr.","6-9","F","34","203","387","52.5"
"43","Antwan Carter","Longwood","So.","6-6","C","31","196","374","52.4"
"44","Samardo Samuels","Louisville","So.","6-9","F","33","176","336","52.4"
"45","Tracy Smith","NC State","Jr.","6-8","F","35","222","424","52.4"
"46","Joseph Harris","Coastal Carolina","Sr.","6-5","F","35","200","383","52.2"
"47","Jonathan Hall","St. Bonaventure","Sr.","6-5","G","28","143","274","52.2"
"48","Kevin Thompson","Morgan St.","So.","6-9","F","37","186","357","52.1"
"49","Kevin Jones","West Virginia","So.","6-8","F","38","199","382","52.1"
"50","Trevor Booker","Clemson","Sr.","6-7","F","32","188","361","52.1"
"51","T.J. Robinson","Long Beach St.","So.","6-8","F","33","193","371","52.0"
"52","Stan Okoye","VMI","Fr.","6-6","F","29","159","306","52.0"
"53","Jeremy Lin","Harvard","Sr.","6-3","G","29","149","287","51.9"
"54","Evan Turner","Ohio St.","Jr.","6-7","G","31","237","457","51.9"
"55","Tyler Wilkerson","Marshall","Sr.","6-8","F","33","169","326","51.8"
"56","Bobby Howard","Montana St.","Jr.","6-6","F","29","162","313","51.8"
"57","Anthony Johnson","Fairfield","Sr.","6-8","F","34","208","404","51.5"
"","Eddie Williams","SFA","Jr.","6-2","G","31","156","303","51.5"
"59","Chad Gray","Coastal Carolina","Jr.","6-7","F","34","191","371","51.5"
"60","Stephen Lumpkins","American","So.","6-8","F","31","157","305","51.5"
"61","Magnum Rolle","Louisiana Tech","Sr.","6-11","F","34","189","368","51.4"
"62","Yaw Gyawu","Colgate","So.","6-5","F","29","155","302","51.3"
"63","Justin Nabors","Lamar University","Sr.","6-7","F","31","165","322","51.2"
"64","Michael Craion","Oral Roberts","Jr.","6-5","F","33","166","327","50.8"
"65","Desmond Yates","Middle Tenn.","Sr.","6-7","F","26","145","286","50.7"
