 


  
  

NCAA Men's Basketball
Division IPoints Per Game
Through Games 04/05/2010


"Rank","Name","Team","Cl","Ht","Pos","G","FGM","3FG","FT","PTS","PPG"
"66","Dominic Calegari","UC Davis","Sr.","6-9","F","32","187","369","50.7"
"67","JaJuan Johnson","Purdue","Jr.","6-10","F","35","192","379","50.7"
"68","Mike Scott","Virginia","Jr.","6-8","F","28","143","283","50.5"
"69","Cory Higgins","Colorado","Jr.","6-5","G","31","193","382","50.5"
"70","Kenny Daniels","CSUN","Sr.","6-4","F","32","163","323","50.5"
"71","Kelvin Martin","Charleston So.","So.","6-5","F","30","165","327","50.5"
"72","Cameron Jones","Northern Ariz.","Jr.","6-3","G","28","203","404","50.2"
"73","Wes Johnson","Syracuse","Jr.","6-7","F","35","207","412","50.2"
"74","DeAndre Hall","Texas Southern","Sr.","6-6","G","33","220","438","50.2"
"75","Michael Deloach","Norfolk St.","Sr.","6-0","G","30","238","474","50.2"
"76","Chris Wright","Dayton","Jr.","6-8","F","37","187","373","50.1"
"77","Damion James","Texas","Sr.","6-7","F","34","210","419","50.1"
"78","Luke Babbitt","Nevada","So.","6-9","F","34","251","502","50.0"
"","Tyren Johnson","Louisiana","Sr.","6-8","F","30","205","410","50.0"
"","Marshawn Powell","Arkansas","Fr.","6-7","F","32","190","380","50.0"
"81","Landon Milbourne","Maryland","Sr.","6-7","F","33","169","341","49.6"
"82","Armon Johnson","Nevada","Jr.","6-3","G","34","219","442","49.5"
"83","JaMychal Green","Alabama","So.","6-8","F","31","162","327","49.5"
"84","Damian Saunders","Duquesne","Jr.","6-7","F","32","193","390","49.5"
"85","Tim Abromaitis","Notre Dame","Jr.","6-8","F","35","183","370","49.5"
"86","DeShawn Sims","Michigan","Sr.","6-8","F","32","220","447","49.2"
"87","Anthony Johnson","Montana","Sr.","6-3","G","32","184","374","49.2"
"88","Landry Fields","Stanford","Sr.","6-7","G","32","248","506","49.0"
"89","Steffphon Pettigrew","Western Ky.","Jr.","6-5","G","34","196","400","49.0"
"90","Ekpe Udoh","Baylor","Jr.","6-10","C","36","191","390","49.0"
"91","Vernon Teel","LMU (CA)","Jr.","6-0","G","34","171","350","48.9"
"92","Alex Young","IU Indy","So.","6-6","F","36","242","496","48.8"
"93","Brandon Bowdry","Eastern Mich.","Jr.","6-6","F","32","196","402","48.8"
"94","Travis Leslie","Georgia","So.","6-4","G","31","169","347","48.7"
"95","Ben Stywall","UNC Greensboro","Sr.","6-5","F","31","161","331","48.6"
"96","Anthony Campbell","Austin Peay","So.","6-7","F","31","160","329","48.6"
"97","Dominic Waters","Portland St.","Sr.","6-1","G","32","193","398","48.5"
"98","Deon Thompson","North Carolina","Sr.","6-8","F","37","196","405","48.4"
"99","Marquez Haynes","UT Arlington","Sr.","6-3","G","30","215","445","48.3"
"100","Howard Thompkins III","Georgia","So.","6-10","F","31","207","429","48.3"
"101","Luke Harangody","Notre Dame","Sr.","6-8","F","30","244","507","48.1"
"102","Orlando Johnson","UC Santa Barbara","So.","6-5","G","30","176","366","48.1"
"103","Jonathan Rodriguez","Campbell","Sr.","6-5","F","30","163","339","48.1"
"104","Dana Smith","Longwood","Sr.","6-5","F","31","195","408","47.8"
"105","Tre'Von Willis","UNLV","Jr.","6-4","G","33","182","381","47.8"
"106","Kyle Weems","Missouri St.","So.","6-6","F","36","180","379","47.5"
"107","Tay Waller","Auburn","Sr.","6-2","G","26","139","293","47.4"
"108","Ryan Wittman","Cornell","Sr.","6-6","F","34","208","439","47.4"
"109","Broderick Gilchrest","Idaho St.","Jr.","6-0","G","27","144","304","47.4"
"110","Carl Montgomery","Chicago St.","Jr.","6-7","F","32","171","362","47.2"
"111","Edwin Ubiles","Siena","Sr.","6-6","F","30","188","398","47.2"
"112","Randy Culpepper","UTEP","Jr.","6-0","G","33","201","426","47.2"
"113","Frank Turner","Canisius","Sr.","5-10","G","32","172","365","47.1"
"114","Chris Wright","Georgetown","Jr.","6-1","G","34","183","389","47.0"
"115","Dior Lowhorn","San Francisco","Sr.","6-7","F","29","189","402","47.0"
"116","Mikhail Torrance","Alabama","Sr.","6-5","G","32","163","347","47.0"
"117","Ridge Graham","Stetson","Fr.","6-5","F","29","146","311","46.9"
"118","Michael Roll","UCLA","Sr.","6-5","G","32","167","357","46.8"
"119","Marshon Brooks","Providence","Jr.","6-5","F","31","168","360","46.7"
"120","Jamine Peterson","Providence","So.","6-6","F","31","233","500","46.6"
"121","Gary Flowers","Southern Miss.","Jr.","6-8","F","33","203","437","46.5"
"122","Shamari Spears","Charlotte","Jr.","6-6","F","30","176","379","46.4"
"123","Kevin Palmer","A&M-Corpus Christi","Sr.","6-6","G","32","203","438","46.3"
"124","Amorrow Morgan","Idaho St.","Sr.","6-5","G","28","159","344","46.2"
"125","Jordan Crawford","Xavier","So.","6-4","G","35","260","563","46.2"
"126","John Wall","Kentucky","Fr.","6-4","G","37","202","438","46.1"
"127","Davis Baker","Southern Utah","Sr.","6-4","G","29","175","380","46.1"
"128","John Holland","Boston U.","Jr.","6-5","G","35","215","468","45.9"
"129","C.J. McCollum","Lehigh","Fr.","6-3","G","33","203","442","45.9"
"130","John Shurna","Northwestern","So.","6-9","F","34","217","473","45.9"
"131","Elliot Williams","Memphis","So.","6-5","G","34","178","388","45.9"
"132","Jahmar Young","New Mexico St.","Jr.","6-4","G","34","228","497","45.9"
"133","Jimmer Fredette","BYU","Jr.","6-2","G","34","225","491","45.8"
"134","James Anderson","Oklahoma St.","Jr.","6-6","G","33","226","494","45.7"
"135","Kevin Anderson","Richmond","Jr.","6-0","G","35","231","505","45.7"
"136","Scottie Reynolds","Villanova","Sr.","6-2","G","33","181","396","45.7"
"137","Donald Sims","App State","Jr.","6-1","G","37","228","499","45.7"
"138","Ben Uzoh","Tulsa","Sr.","6-3","G","35","184","403","45.7"
"139","Jerome Randle","California","Sr.","5-10","G","35","210","460","45.7"
"140","Robbie Hummel","Purdue","Jr.","6-8","F","27","135","296","45.6"
"141","Markeith Cummings","Kennesaw St.","Fr.","6-7","F","33","204","448","45.5"
"142","Josh Slater","Lipscomb","Jr.","6-3","G","30","157","345","45.5"
"143","Rahmon Fletcher","Green Bay","Jr.","5-10","G","33","191","420","45.5"
"144","Jordan Sugars","Navy","So.","6-3","G","30","169","372","45.4"
"145","Shelvin Mack","Butler","So.","6-3","G","38","192","423","45.4"
"146","Demetri McCamey","Illinois","Jr.","6-3","G","36","191","421","45.4"
"147","Kalin Lucas","Michigan St.","Jr.","6-1","G","33","165","364","45.3"
"148","Ian Clark","Belmont","Fr.","6-3","G","31","163","360","45.3"
"149","Kenny Hayes","Miami (OH)","Sr.","6-2","G","32","167","369","45.3"
"150","Cameron Johnson","Texas St.","Jr.","6-7","F","30","151","334","45.2"
"151","Sylvester Seay","Fresno St.","Sr.","6-10","F","33","168","372","45.2"
"152","Andrew Goudelock","Col. of Charleston","Jr.","6-2","G","34","250","554","45.1"
"153","Matt Bouldin","Gonzaga","Sr.","6-5","G","33","165","366","45.1"
"154","Kwamain Mitchell","Saint Louis","So.","5-10","G","35","200","444","45.0"
"155","Dominique Jones","South Fla.","Jr.","6-4","G","33","222","493","45.0"
"156","LaceDarius Dunn","Baylor","Jr.","6-4","G","36","231","513","45.0"
"157","David Kool","Western Mich.","Sr.","6-3","G","33","221","492","44.9"
"158","Chris Gaston","Fordham","Fr.","6-7","F","28","190","423","44.9"
"159","Kyle Austin","UC Riverside","Jr.","6-8","F","29","180","401","44.9"
"160","Lazar Trifunovic","Radford","Jr.","6-8","F","27","147","328","44.8"
"161","Amu Saaka","Furman","Jr.","6-6","F","30","163","364","44.8"
"162","Jonathan Gibson","New Mexico St.","Sr.","6-2","G","34","197","441","44.7"
"163","Al-Farouq Aminu","Wake Forest","So.","6-9","F","31","167","374","44.7"
"164","Patrick Christopher","California","Sr.","6-5","G","35","204","457","44.6"
"165","Tommy Hubbard","ETSU","Jr.","6-4","G","35","182","408","44.6"
"166","E'Twaun Moore","Purdue","Jr.","6-4","G","35","212","476","44.5"
"167","Donald Sloan","Texas A&M","Sr.","6-3","G","34","200","450","44.4"
"168","Drew Viney","LMU (CA)","So.","6-5","F","32","184","415","44.3"
"169","Eric Carlson","North Dakota St.","So.","6-6","F","29","152","343","44.3"
"170","Sylven Landesberg","Virginia","So.","6-6","G","27","166","375","44.3"
"171","Charles Jenkins","Hofstra","Jr.","6-3","G","34","235","531","44.3"
"172","Nolan Smith","Duke","Jr.","6-2","G","38","240","543","44.2"
"173","Kevin Murphy","Tennessee Tech","So.","6-6","F","32","170","385","44.2"
"174","Rico Pickett","Manhattan","Jr.","6-4","G","29","201","457","44.0"
"175","Darington Hobson","New Mexico","Jr.","6-7","F","35","193","439","44.0"
"176","Anatoly Bose","Nicholls","Jr.","6-6","G","30","194","442","43.9"
"177","Zack Rosen","Penn","So.","6-1","G","28","140","319","43.9"
"178","Derek Williams","SMU","Sr.","6-1","G","31","168","384","43.8"
"179","Adrian Oliver","San Jose St.","Jr.","6-4","G","31","230","526","43.7"
"180","Dorenzo Hudson","Virginia Tech","Jr.","6-5","G","33","174","398","43.7"
"181","William Buford","Ohio St.","So.","6-6","G","37","197","451","43.7"
"182","Corey Allmond","Sam Houston","Sr.","6-1","G","33","183","419","43.7"
"183","Tweety Carter","Baylor","Sr.","5-11","G","32","161","369","43.6"
"184","Joe Trapani","Boston College","Jr.","6-8","F","30","154","353","43.6"
"185","Marquis Gilstrap","Iowa St.","Sr.","6-7","F","32","163","374","43.6"
"186","Elijah Millsap","UAB","Jr.","6-6","G","34","182","418","43.5"
"187","Roderick Flemings","Hawaii","Sr.","6-7","F","28","173","398","43.5"
"188","Michael Tveidt","North Dakota St.","Jr.","6-7","F","29","181","417","43.4"
"189","Tasmin Mitchell","LSU","Sr.","6-7","F","31","196","453","43.3"
"190","Norris Cole","Cleveland St.","Jr.","6-2","G","33","185","428","43.2"
"191","Lazar Hayward","Marquette","Sr.","6-6","F","34","222","514","43.2"
"192","Joe Dukes","Georgia St.","Sr.","6-1","G","32","161","373","43.2"
"193","Damian Lillard","Weber St.","So.","6-2","G","31","185","429","43.1"
"194","Brandon Fields","Nevada","Sr.","6-4","G","34","174","404","43.1"
"195","Damon Jones","Northwestern St.","Sr.","6-4","G","29","146","339","43.1"
"196","Deilvez Yearby","Purdue Fort Wayne","Sr.","6-6","F","30","154","358","43.0"
"197","Corey Hassan","Sacred Heart","Sr.","6-5","F","28","187","435","43.0"
"198","Kyle Roemer","Colgate","Sr.","6-3","F","29","192","447","43.0"
"","Terrico White","Ole Miss","So.","6-5","G","35","192","447","43.0"
"200","Tim Williams","South Alabama","Jr.","6-2","G","32","188","438","42.9"
"201","Greivis Vasquez","Maryland","Sr.","6-6","G","33","220","513","42.9"
"202","Chris Gradnigo","Louisiana","Jr.","6-7","G","27","135","316","42.7"
"203","Ricky Harris","Massachusetts","Sr.","6-2","G","31","216","506","42.7"
"204","Keith Cothran","Rhode Island","Sr.","6-4","G","36","189","443","42.7"
"205","Sherron Collins","Kansas","Sr.","5-11","G","36","185","434","42.6"
"206","Chris Warren","Ole Miss","Jr.","5-10","G","35","192","451","42.6"
"207","Greg Gantt","Fla. Atlantic","Fr.","6-2","G","30","166","390","42.6"
"208","James Feldeine","Quinnipiac","Sr.","6-4","G","33","197","463","42.5"
"209","Aubrey Coleman","Houston","Sr.","6-4","G","35","305","717","42.5"
"210","Nick Barbour","High Point","So.","6-3","G","29","171","402","42.5"
"211","Noruwa Agho","Columbia","So.","6-3","G","28","151","355","42.5"
"212","Paul George","Fresno St.","So.","6-8","F","29","154","363","42.4"
"213","Jeremy Hazell","Seton Hall","Jr.","6-5","G","32","220","520","42.3"
"214","Sean Baptiste","FDU","Sr.","6-3","G","30","167","396","42.2"
"215","Ryan Thompson","Rider","Sr.","6-6","G","33","172","408","42.2"
"216","Manny Harris","Michigan","Jr.","6-5","G","31","181","430","42.1"
"217","Talor Battle","Penn St.","Jr.","6-0","G","31","193","459","42.0"
"218","Craig Brackins","Iowa St.","Jr.","6-10","F","32","192","457","42.0"
"219","Ishmael Smith","Wake Forest","Sr.","6-0","G","31","176","419","42.0"
"220","Jacob Pullen","Kansas St.","Jr.","6-0","G","37","201","480","41.9"
"221","Devin Sweetney","Saint Francis","Sr.","6-6","G","28","142","340","41.8"
"222","Marvin Roberts","FIU","Jr.","6-5","F","31","169","405","41.7"
"223","A.J. Slaughter","Western Ky.","Sr.","6-3","G","34","184","442","41.6"
"224","Trenton Marshall","Jacksonville St.","Jr.","6-5","F","26","154","370","41.6"
"225","Rodney Green","La Salle","Sr.","6-5","G","30","204","491","41.5"
"226","Isaiah Thomas","Washington","So.","5-9","G","35","186","448","41.5"
"227","Kyle Singler","Duke","Jr.","6-8","F","40","228","550","41.5"
"228","Da'Sean Butler","West Virginia","Sr.","6-7","F","38","208","503","41.4"
"229","Wes Channels","Austin Peay","Sr.","6-3","G","32","172","416","41.3"
"230","Ryan Brooks","Temple","Sr.","6-4","G","35","179","433","41.3"
"231","Brandon Hazzard","Troy","Sr.","6-2","G","33","186","450","41.3"
"232","Darryl Crawford","Manhattan","Sr.","6-5","G","31","157","380","41.3"
"233","Kelvin Lewis","Houston","Sr.","6-4","G","35","183","443","41.3"
"234","Klay Thompson","Washington St.","So.","6-6","G","31","200","485","41.2"
"235","Matt Janning","Northeastern","Sr.","6-4","G","33","175","425","41.2"
"236","Rodney Pierce","Buffalo","Sr.","6-2","G","29","188","458","41.0"
"237","Keith Gabriel","VMI","So.","6-4","G","28","165","404","40.8"
"238","Cameron Wells","The Citadel","Jr.","6-1","G","32","196","480","40.8"
"239","Ben Smith","Jacksonville","Sr.","5-10","G","33","187","458","40.8"
"240","James Florence","Mercer","Sr.","6-1","G","31","173","427","40.5"
"241","Denis Clemente","Kansas St.","Sr.","6-1","G","37","213","526","40.5"
"242","Ronnie Moss","TCU","So.","6-2","G","32","165","408","40.4"
"243","Tavarus Alston","N.C. A&T","Sr.","6-0","G","33","167","415","40.2"
"244","Chase Simon","Detroit Mercy","So.","6-5","G","34","170","423","40.2"
"245","Muhammad El-Amin","Stony Brook","Sr.","6-5","G","31","180","448","40.2"
"246","Jeremy Green","Stanford","So.","6-4","G","32","182","453","40.2"
"247","Osiris Eldridge","Illinois St.","Sr.","6-3","G","33","173","432","40.0"
"248","Devan Downey","South Carolina","Sr.","5-9","G","31","237","592","40.0"
"249","Jon Scheyer","Duke","Sr.","6-5","G","40","212","531","39.9"
"250","Jamie Harris","Drexel","Jr.","5-10","G","32","164","413","39.7"
Reclassifying
"NR","Tyler Cain","South Dakota","Sr.","6-8","F","32","189","293","64.5"
"NR","Anthony Banks","FGCU","Fr.","6-6","F","29","153","270","56.7"
"NR","Mario Flaherty","Houston Christian","Sr.","6-9","C","31","156","286","54.5"
"NR","Charles Garcia","Seattle U","Jr.","6-10","F","31","190","401","47.4"
"NR","Chase Holmes","Presbyterian","So.","6-4","G","31","159","349","45.6"
"NR","Andrew Gonzalez","Houston Christian","Jr.","6-6","F","32","194","426","45.5"
"NR","Mark Yelovich","SIUE","So.","6-6","F","26","142","347","40.9"

NCAA Men's Basketball
Division IThree-Point Field Goals Per Game
Through Games 04/05/2010


"Rank","Name","Team","Cl","Ht","Pos","G","3FG","3PG"
"1","Robbie Harman","Central Mich.","Sr.","5-11","G","30","105","3.5"
"2","Gerald McLemore","Maine","So.","6-3","G","30","102","3.4"
"3","Joe Zeglinski","Hartford","Jr.","6-0","G","29","98","3.4"
"4","Tay Waller","Auburn","Sr.","6-2","G","26","87","3.3"
"5","Donald Sims","App State","Jr.","6-1","G","37","123","3.3"
"6","Jordan Burgason","Lipscomb","So.","6-3","G","29","96","3.3"
"7","Chris Matthews","St. Bonaventure","Sr.","6-4","G","31","101","3.3"
"8","E.J. Kusnyer","Mercer","Sr.","6-5","G","33","107","3.2"
"9","LaceDarius Dunn","Baylor","Jr.","6-4","G","36","116","3.2"
"","Tyrone Lewis","Niagara","Sr.","6-0","G","27","87","3.2"
"11","Corey Hassan","Sacred Heart","Sr.","6-5","F","28","90","3.2"
"12","Ryan Wittman","Cornell","Sr.","6-6","F","34","109","3.2"
"13","Chris Warren","Ole Miss","Jr.","5-10","G","35","111","3.2"
"14","Jon Diebler","Ohio St.","Jr.","6-6","G","37","116","3.1"
"15","Antonio Hanson","Ga. Southern","Sr.","6-2","G","32","100","3.1"
"16","Jonathan Gibson","New Mexico St.","Sr.","6-2","G","34","106","3.1"
"17","Jeremy Hazell","Seton Hall","Jr.","6-5","G","32","98","3.1"
"","Jared Stohl","Portland","Jr.","6-2","G","32","98","3.1"
"19","Menji Mundadi","Alabama St.","Sr.","6-3","G","31","94","3.0"
"20","David Schneider","William & Mary","Sr.","6-3","G","33","99","3.0"
"","Keith Gabriel","VMI","So.","6-4","G","28","84","3.0"
"22","Jacob Pullen","Kansas St.","Jr.","6-0","G","37","110","3.0"
"23","Bryan Dougher","Stony Brook","So.","6-1","G","32","95","3.0"
"24","Ty Patterson","Chattanooga","Sr.","6-6","G","25","74","3.0"
"25","Troy Cotton","Green Bay","Sr.","6-1","G","35","103","2.9"
"26","Chris Harris","Navy","Sr.","6-2","G","30","88","2.9"
"27","Ryan Litke","Sacred Heart","Sr.","6-3","G","29","85","2.9"
"28","Kelvin Lewis","Houston","Sr.","6-4","G","35","102","2.9"
"29","Corey Allmond","Sam Houston","Sr.","6-1","G","33","96","2.9"
"30","Jeremy Green","Stanford","So.","6-4","G","32","93","2.9"
"31","Jim Mower","Lafayette","So.","6-3","G","32","92","2.9"
"32","Anatoly Bose","Nicholls","Jr.","6-6","G","30","86","2.9"
"","Diego Kapelan","McNeese","Sr.","6-2","G","30","86","2.9"
"34","Adam Leonard","Missouri St.","Jr.","6-1","G","36","103","2.9"
"35","Andrew Goudelock","Col. of Charleston","Jr.","6-2","G","34","97","2.9"
"36","Greg Gantt","Fla. Atlantic","Fr.","6-2","G","30","85","2.8"
"37","Roman Martinez","New Mexico","Sr.","6-6","F","35","99","2.8"
"38","Andy Rautins","Syracuse","Sr.","6-4","G","35","98","2.8"
"39","Donald Qualls","Grambling","Jr.","5-8","G","27","75","2.8"
"40","Austin Kenon","VMI","Jr.","5-11","G","29","80","2.8"
"41","Julius Wells","James Madison","So.","6-5","F","33","91","2.8"
"42","Jon Scheyer","Duke","Sr.","6-5","G","40","110","2.8"
"","Frank Davis","Tennessee Tech","Sr.","6-2","G","32","88","2.8"
"44","Josh Davis","Samford","Jr.","6-4","G","31","85","2.7"
"45","Jamarco Warren","Charleston So.","Jr.","5-10","G","30","82","2.7"
"46","Maze Stallworth","Morehead St.","Sr.","6-4","F","35","95","2.7"
"47","Damian Lillard","Weber St.","So.","6-2","G","31","84","2.7"
"48","Reggie Holmes","Morgan St.","Sr.","6-4","G","37","100","2.7"
"49","Ricky Cadell","St. Francis Brooklyn","Jr.","6-2","G","27","72","2.7"
"50","Tony Freeman","Southern Ill.","Sr.","6-1","G","29","77","2.7"
"51","Jerome Randle","California","Sr.","5-10","G","35","92","2.6"
"52","Kyle Roemer","Colgate","Sr.","6-3","F","29","76","2.6"
"53","Devon Beitzel","Northern Colo.","Jr.","6-0","G","26","68","2.6"
"54","Jordan Sugars","Navy","So.","6-3","G","30","78","2.6"
"55","Zach Urbanus","The Citadel","Jr.","6-2","G","32","83","2.6"
"56","Michael Thompson","Northwestern","Jr.","5-10","G","34","88","2.6"
"57","Michael Sparks","VMI","So.","6-4","G","29","75","2.6"
"58","Brendan McKillop","Davidson","Jr.","6-1","G","31","80","2.6"
"59","Josh Thornton","Towson","Sr.","6-2","G","30","77","2.6"
"60","Derrio Green","Charlotte","So.","6-2","G","31","79","2.5"
"61","Zack Rosen","Penn","So.","6-1","G","28","71","2.5"
"62","Melvin Jones","Portland St.","Jr.","5-10","G","32","81","2.5"
"63","Nick Barbour","High Point","So.","6-3","G","29","73","2.5"
"64","Robert Owens","San Jose St.","Sr.","6-3","G","31","78","2.5"
"65","Stephan Gilling","Long Beach St.","Sr.","6-2","G","33","83","2.5"
"","Brandon Hazzard","Troy","Sr.","6-2","G","33","83","2.5"
"67","Tommy Freeman","Ohio","Jr.","6-5","G","37","93","2.5"
"68","Michael Hunter","UC Irvine","Sr.","5-10","G","32","80","2.5"
"","Michael Roll","UCLA","Sr.","6-5","G","32","80","2.5"
"70","Ravern Johnson","Mississippi St.","Jr.","6-7","G","35","87","2.5"
"71","Randy Culpepper","UTEP","Jr.","6-0","G","33","82","2.5"
"72","Jake Robinson","Western Caro.","Sr.","6-8","F","34","84","2.5"
"73","Tweety Carter","Baylor","Sr.","5-11","G","32","79","2.5"
"74","Rihards Kuksiks","Arizona St.","Jr.","6-6","F","33","81","2.5"
"","Ben Smith","Jacksonville","Sr.","5-10","G","33","81","2.5"
"76","Trent Hutchin","Southeastern La.","Jr.","6-1","G","31","76","2.5"
"","Devon Peltier","Cal St. Fullerton","Jr.","5-10","G","31","76","2.5"
"","Klay Thompson","Washington St.","So.","6-6","G","31","76","2.5"
"79","Ty Abbott","Arizona St.","Jr.","6-3","G","32","78","2.4"
"80","Karon Abraham","Robert Morris","Fr.","5-9","G","35","85","2.4"
"","Jackson Emery","BYU","Jr.","6-3","G","35","85","2.4"
"","Blake Hoffarber","Minnesota","Jr.","6-4","G","35","85","2.4"
"83","Obi Muonelo","Oklahoma St.","Sr.","6-5","G","33","80","2.4"
"84","Nick Hansen","Weber St.","Sr.","6-4","G","31","75","2.4"
"85","Jordan Bitzer","Central Mich.","Sr.","6-2","G","30","72","2.4"
"","Eugene Harris","High Point","Sr.","6-2","G","30","72","2.4"
"87","Jawan Carter","Delaware","Jr.","5-11","G","31","74","2.4"
"","Ian Clark","Belmont","Fr.","6-3","G","31","74","2.4"
"","Douglas Davis","Princeton","So.","5-11","G","31","74","2.4"
"","Steffan Johnson","Idaho","Sr.","6-1","G","31","74","2.4"
"91","Marcus Neal","Delaware St.","Sr.","6-5","G","29","69","2.4"
"92","Denis Clemente","Kansas St.","Sr.","6-1","G","37","88","2.4"
"93","Tajuan Porter","Oregon","Sr.","5-7","G","28","66","2.4"
"94","Jonathan Boyd","Alcorn","Sr.","6-3","G","31","73","2.4"
"95","Corey Lowe","Boston U.","Sr.","6-2","G","32","75","2.3"
"","Carlos Medlock","Eastern Mich.","Sr.","6-0","G","32","75","2.3"
"97","Josh Taylor","Eastern Ky.","Sr.","6-6","F","33","77","2.3"
"98","A.J. Slaughter","Western Ky.","Sr.","6-3","G","34","79","2.3"
"99","John Jenkins","Vanderbilt","---","6-3","-","31","72","2.3"
"100","Tim Abromaitis","Notre Dame","Jr.","6-8","F","35","81","2.3"
"101","Lorne Merthie","Campbell","So.","6-2","G","30","69","2.3"
"","Morgan Sabia","Hartford","Jr.","6-8","F","30","69","2.3"
"103","Ashton Gibbs","Pittsburgh","So.","6-2","G","34","78","2.3"
"","John Shurna","Northwestern","So.","6-9","F","34","78","2.3"
"","Tony White Jr.","Col. of Charleston","Sr.","6-0","G","34","78","2.3"
"106","Talor Battle","Penn St.","Jr.","6-0","G","31","71","2.3"
"","Darrin Govens","Saint Joseph's","Sr.","6-1","G","31","71","2.3"
"","Will Walker","DePaul","Sr.","6-0","G","31","71","2.3"
"109","Garrison Johnson","Jackson St.","Sr.","6-5","G","32","73","2.3"
"110","Kurtis Woods","Kennesaw St.","So.","6-3","G","33","75","2.3"
"111","Randell Daigle","Louisiana","Sr.","5-10","G","30","68","2.3"
"","Clint Sargent","South Dakota St.","Jr.","6-4","G","30","68","2.3"
"113","Jimmer Fredette","BYU","Jr.","6-2","G","34","77","2.3"
"","Mickey McConnell","Saint Mary's (CA)","Jr.","6-0","G","34","77","2.3"
"115","Tommy Mason-Griffin","Oklahoma","Fr.","5-11","G","31","70","2.3"
"116","Jordan Crawford","Xavier","So.","6-4","G","35","79","2.3"
"117","Freddie Riley","Massachusetts","Fr.","6-5","G","28","63","2.3"
"118","James Anderson","Oklahoma St.","Jr.","6-6","G","33","74","2.2"
"","Trevon Hughes","Wisconsin","Sr.","6-0","G","33","74","2.2"
"","Keiton Page","Oklahoma St.","So.","5-9","G","33","74","2.2"
"121","David Perez","Centenary (LA)","So.","6-3","G","29","65","2.2"
"122","Jeremy Sexton","Charleston So.","Fr.","6-2","G","30","67","2.2"
"123","Justin Hurtt","Tulsa","Jr.","6-4","G","35","78","2.2"
"124","Devan Downey","South Carolina","Sr.","5-9","G","31","69","2.2"
"125","Colby Wohlleb","Ga. Southern","So.","6-6","G","27","60","2.2"
"126","Jake Barnett","Toledo","Fr.","6-6","G","32","71","2.2"
"","Wes Channels","Austin Peay","Sr.","6-3","G","32","71","2.2"
"","Deividas Dulkys","Florida St.","So.","6-5","G","32","71","2.2"
"129","Osiris Eldridge","Illinois St.","Sr.","6-3","G","33","73","2.2"
"130","Josh Vaughan","North Dakota St.","Sr.","6-4","G","29","64","2.2"
"131","Ali Farokhmanesh","UNI","Sr.","6-0","G","35","77","2.2"
"","Maurice Joseph","Vermont","Sr.","6-4","G","35","77","2.2"
"133","Ricky Harris","Massachusetts","Sr.","6-2","G","31","68","2.2"
"","Mac Peterson","San Jose St.","Sr.","6-3","G","31","68","2.2"
"135","Trenton Marshall","Jacksonville St.","Jr.","6-5","F","26","57","2.2"
"136","Tj Douglas","Elon","Sr.","6-6","F","32","70","2.2"
"","Ryan Staudacher","Montana","Sr.","6-4","G","32","70","2.2"
"","Dominic Waters","Portland St.","Sr.","6-1","G","32","70","2.2"
"139","Grayson Flittner","Gardner-Webb","Sr.","6-0","G","27","59","2.2"
"140","Armon Bassett","Ohio","Jr.","6-2","G","33","72","2.2"
"","Jermaine Beal","Vanderbilt","Sr.","6-3","G","33","72","2.2"
"","C.J. McCollum","Lehigh","Fr.","6-3","G","33","72","2.2"
"143","Dwane Joshua","N.C. A&T","Sr.","6-2","G","28","61","2.2"
"144","Matthew Dellavedova","Saint Mary's (CA)","Fr.","6-4","G","34","74","2.2"
"","Ricky Franklin","Milwaukee","Sr.","6-1","G","34","74","2.2"
"146","Chris Martin","Wagner","So.","5-11","G","29","63","2.2"
"147","David Gonzalvez","Richmond","Sr.","6-4","G","35","76","2.2"
"148","Barry Stewart","Mississippi St.","Sr.","6-2","G","36","78","2.2"
"","Morris Smith IV","UTSA","Sr.","6-4","G","30","65","2.2"
"150","Bryson Johnson","Bucknell","Fr.","6-2","G","31","67","2.2"
"151","Clarence Jackson","Siena","Jr.","6-3","G","33","71","2.2"
"152","Juan Fernandez","Temple","So.","6-4","G","34","73","2.1"
"","Darius Johnson-Odom","Marquette","So.","6-2","G","34","73","2.1"
"","Jahmar Young","New Mexico St.","Jr.","6-4","G","34","73","2.1"
"155","Justin Tubbs","ETSU","Jr.","6-3","G","35","75","2.1"
"156","Devin Brown","Holy Cross","So.","6-1","G","30","64","2.1"
"","Chris Fouch","Drexel","Fr.","6-0","G","30","64","2.1"
"","Paul Noonan","Boise St.","Jr.","6-7","F","30","64","2.1"
"159","Kyle Johnson","LIU","Jr.","6-3","G","31","66","2.1"
"","Ricky McPhee","Georgia","Sr.","6-1","G","31","66","2.1"
"","Justin Sofman","Monmouth","Jr.","6-3","G","31","66","2.1"
"162","Kyle Singler","Duke","Jr.","6-8","F","40","85","2.1"
"","Jacquan Nobles","Tennessee St.","Fr.","6-4","G","32","68","2.1"
"","Brian Stafford","Denver","So.","6-4","G","32","68","2.1"
"165","Kenny Boynton","Florida","Fr.","6-2","G","34","72","2.1"
"166","Julian Simmons","Army West Point","So.","5-11","G","29","61","2.1"
"167","Marquez Haynes","UT Arlington","Sr.","6-3","G","30","63","2.1"
"","Marland Smith","Southeast Mo. St.","Fr.","6-2","G","30","63","2.1"
"169","Tyler Laser","Eastern Ill.","Jr.","6-1","G","31","65","2.1"
