PLAYER_ID,PLAYER_NAME,TEAM_ABBREVIATION,GP,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,SEASON_ID
203932,Aaron Gordon,DEN,75,31.7,5.8,11.1,0.52,1.2,3.5,0.335,2.3,3.1,0.743,1.7,4.2,5.9,2.5,0.6,0.6,1.8,2.0,15.0,4.3,2021-22
1630565,Aaron Henry,PHI,6,2.8,0.2,0.8,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.3,0.3,0.3,0.3,-3.3,2021-22
1628988,Aaron Holiday,PHX,63,16.2,2.4,5.4,0.447,0.6,1.6,0.379,0.9,1.1,0.868,0.4,1.6,1.9,2.4,0.7,0.1,1.1,1.5,6.3,-0.6,2021-22
1630174,Aaron Nesmith,BOS,52,11.0,1.4,3.5,0.396,0.6,2.2,0.27,0.4,0.5,0.808,0.3,1.4,1.7,0.4,0.4,0.1,0.6,1.3,3.8,0.4,2021-22
1630598,Aaron Wiggins,OKC,50,24.2,3.1,6.7,0.463,0.8,2.8,0.304,1.2,1.7,0.729,1.0,2.5,3.6,1.4,0.6,0.2,1.1,1.9,8.3,-4.7,2021-22
1627846,Abdel Nader,PHX,14,10.4,0.9,2.5,0.343,0.3,1.0,0.286,0.4,0.7,0.6,0.3,1.6,1.9,0.5,0.6,0.3,0.8,1.4,2.4,-0.1,2021-22
1630278,Ade Murkey,SAC,1,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,2021-22
1629678,Admiral Schofield,ORL,38,12.3,1.4,3.4,0.419,0.7,2.1,0.329,0.3,0.4,0.8,0.4,1.9,2.3,0.7,0.1,0.1,0.6,1.5,3.8,-3.4,2021-22
1629958,Ahmad Caver,IND,1,0.8,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2021-22
201143,Al Horford,BOS,69,29.1,3.9,8.2,0.467,1.3,3.8,0.336,1.2,1.4,0.842,1.6,6.1,7.7,3.4,0.7,1.3,0.9,1.9,10.2,5.6,2021-22
